source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD018117-Sample-84	Homo sapiens	kidney	not available	kidney cells	HEK-293T	not available	3	not available	not available	run 84	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	viral protein bait (26 different SARS-CoV-2 proteins, including wild-type and catalytic dead mutants)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	qx017078.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD018117-Sample-85	Homo sapiens	kidney	not available	kidney cells	HEK-293T	not available	3	not available	not available	run 85	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	viral protein bait (26 different SARS-CoV-2 proteins, including wild-type and catalytic dead mutants)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	qx017142.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD018117-Sample-86	Homo sapiens	kidney	not available	kidney cells	HEK-293T	not available	3	not available	not available	run 86	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	viral protein bait (26 different SARS-CoV-2 proteins, including wild-type and catalytic dead mutants)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	qx017086.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD018117-Sample-87	Homo sapiens	kidney	not available	kidney cells	HEK-293T	not available	3	not available	not available	run 87	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	viral protein bait (26 different SARS-CoV-2 proteins, including wild-type and catalytic dead mutants)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	qx017160.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD018117-Sample-88	Homo sapiens	kidney	not available	kidney cells	HEK-293T	not available	3	not available	not available	run 88	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	viral protein bait (26 different SARS-CoV-2 proteins, including wild-type and catalytic dead mutants)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	qx017206.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD018117-Sample-89	Homo sapiens	kidney	not available	kidney cells	HEK-293T	not available	3	not available	not available	run 89	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	viral protein bait (26 different SARS-CoV-2 proteins, including wild-type and catalytic dead mutants)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	qx017170.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD018117-Sample-90	Homo sapiens	kidney	not available	kidney cells	HEK-293T	not available	3	not available	not available	run 90	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	viral protein bait (26 different SARS-CoV-2 proteins, including wild-type and catalytic dead mutants)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	qx017096.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD018117-Sample-91	Homo sapiens	kidney	not available	kidney cells	HEK-293T	not available	3	not available	not available	run 91	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	viral protein bait (26 different SARS-CoV-2 proteins, including wild-type and catalytic dead mutants)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	qx017181.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD018117-Sample-92	Homo sapiens	kidney	not available	kidney cells	HEK-293T	not available	3	not available	not available	run 92	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	viral protein bait (26 different SARS-CoV-2 proteins, including wild-type and catalytic dead mutants)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	qx017172.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD018117-Sample-93	Homo sapiens	kidney	not available	kidney cells	HEK-293T	not available	3	not available	not available	run 93	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	viral protein bait (26 different SARS-CoV-2 proteins, including wild-type and catalytic dead mutants)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	qx017168.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD018117-Sample-94	Homo sapiens	kidney	not available	kidney cells	HEK-293T	not available	3	not available	not available	run 94	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	viral protein bait (26 different SARS-CoV-2 proteins, including wild-type and catalytic dead mutants)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	qx017108.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD018117-Sample-95	Homo sapiens	kidney	not available	kidney cells	HEK-293T	not available	3	not available	not available	run 95	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	viral protein bait (26 different SARS-CoV-2 proteins, including wild-type and catalytic dead mutants)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	qx017130.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD018117-Sample-96	Homo sapiens	kidney	not available	kidney cells	HEK-293T	not available	3	not available	not available	run 96	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	viral protein bait (26 different SARS-CoV-2 proteins, including wild-type and catalytic dead mutants)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	qx017094.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD018117-Sample-97	Homo sapiens	kidney	not available	kidney cells	HEK-293T	not available	3	not available	not available	run 97	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	viral protein bait (26 different SARS-CoV-2 proteins, including wild-type and catalytic dead mutants)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	qx017095.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD018117-Sample-98	Homo sapiens	kidney	not available	kidney cells	HEK-293T	not available	3	not available	not available	run 98	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	viral protein bait (26 different SARS-CoV-2 proteins, including wild-type and catalytic dead mutants)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	qx017122.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
