source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[alkylation reagent]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD002080-Sample-107	Homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 107	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Trypsin;AC=MS:1001251	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	iodoacetamide	TCGA-AA-3534-01A-22_W_VU_20130208_A0218_10B_R_FR01.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002080-Sample-108	Homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 108	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Trypsin;AC=MS:1001251	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	iodoacetamide	TCGA-AA-3529-01A-12_W_VU_20121203_A0218_7B_R_FR07.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002080-Sample-109	Homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 109	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Trypsin;AC=MS:1001251	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	iodoacetamide	TCGA-AA-3526-01A-11_W_VU_20130106_A0218_8J_R_FR04.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002080-Sample-110	Homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 110	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Trypsin;AC=MS:1001251	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	iodoacetamide	TCGA-A6-3807-01A-22_W_VU_20121019_A0218_4I_R_FR10.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002080-Sample-111	Homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 111	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Trypsin;AC=MS:1001251	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	iodoacetamide	TCGA-AA-3529-01A-12_W_VU_20121203_A0218_7B_R_FR06.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002080-Sample-112	Homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 112	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Trypsin;AC=MS:1001251	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	iodoacetamide	TCGA-AA-3552-01A-22_W_VU_20130126_A0218_9F_R_FR07.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002080-Sample-113	Homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 113	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Trypsin;AC=MS:1001251	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	iodoacetamide	TCGA-AA-3552-01A-22_W_VU_20130125_A0218_9F_R_FR06.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002080-Sample-114	Homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 114	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Trypsin;AC=MS:1001251	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	iodoacetamide	TCGA-AA-3531-01A-22_W_VU_20130102_A0218_8G_R_FR07.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002080-Sample-115	Homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 115	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Trypsin;AC=MS:1001251	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	iodoacetamide	TCGA-AA-3525-01A-12_W_VU_20121209_A0218_7F_R_FR01.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002080-Sample-116	Homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 116	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Trypsin;AC=MS:1001251	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	iodoacetamide	TCGA-AA-3518-01A-11_W_VU_20120916_A0218_3F_R_FR15.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002080-Sample-117	Homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 117	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Trypsin;AC=MS:1001251	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	iodoacetamide	TCGA-A6-3807-01A-22_W_VU_20121019_A0218_4I_R_FR08.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002080-Sample-118	Homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 118	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Trypsin;AC=MS:1001251	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	iodoacetamide	TCGA-A6-3808-01A-22_W_VU_20121206_A0218_7D_R_FR11.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002080-Sample-119	Homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 119	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Trypsin;AC=MS:1001251	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	iodoacetamide	TCGA-AA-3518-01A-11_W_VU_20120916_A0218_3F_R_FR10.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002080-Sample-120	Homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 120	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Trypsin;AC=MS:1001251	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	iodoacetamide	TCGA-A6-3810-01A-22_W_VU_20121029_A0218_5E_R_FR10.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002080-Sample-121	Homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 121	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Trypsin;AC=MS:1001251	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	iodoacetamide	TCGA-AA-3529-01A-12_W_VU_20121203_A0218_7B_R_FR11.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002080-Sample-122	Homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 122	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Trypsin;AC=MS:1001251	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	iodoacetamide	TCGA-AA-3534-01A-22_W_VU_20130209_A0218_10B_R_FR13.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002080-Sample-123	Homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 123	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Trypsin;AC=MS:1001251	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	iodoacetamide	TCGA-AA-3518-01A-11_W_VU_20120916_A0218_3F_R_FR09.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002080-Sample-124	Homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 124	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Trypsin;AC=MS:1001251	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	iodoacetamide	TCGA-A6-3807-01A-22_W_VU_20121019_A0218_4I_R_FR07.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002080-Sample-125	Homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 125	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Trypsin;AC=MS:1001251	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	iodoacetamide	TCGA-AA-3552-01A-22_W_VU_20130125_A0218_9F_R_FR04.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002080-Sample-126	Homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 126	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Trypsin;AC=MS:1001251	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	iodoacetamide	TCGA-AA-3518-01A-11_W_VU_20120916_A0218_3F_R_FR12.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002080-Sample-127	Homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 127	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Trypsin;AC=MS:1001251	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	iodoacetamide	TCGA-AA-3552-01A-22_W_VU_20130126_A0218_9F_R_FR13.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002080-Sample-128	Homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 128	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Trypsin;AC=MS:1001251	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	iodoacetamide	TCGA-A6-3810-01A-22_W_VU_20121029_A0218_5E_R_FR03.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002080-Sample-129	Homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 129	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Trypsin;AC=MS:1001251	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	iodoacetamide	TCGA-A6-3810-01A-22_W_VU_20121029_A0218_5E_R_FR04.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002080-Sample-130	Homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 130	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Trypsin;AC=MS:1001251	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	iodoacetamide	TCGA-A6-3810-01A-22_W_VU_20121029_A0218_5E_R_FR01.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002080-Sample-131	Homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 131	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Trypsin;AC=MS:1001251	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	iodoacetamide	TCGA-AA-3525-01A-12_W_VU_20121210_A0218_7F_R_FR14.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002080-Sample-132	Homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 132	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Trypsin;AC=MS:1001251	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	iodoacetamide	TCGA-AA-3525-01A-12_W_VU_20121210_A0218_7F_R_FR10.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002080-Sample-133	Homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 133	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Trypsin;AC=MS:1001251	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	iodoacetamide	TCGA-AA-3534-01A-22_W_VU_20130208_A0218_10B_R_FR09.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002080-Sample-134	Homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 134	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Trypsin;AC=MS:1001251	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	iodoacetamide	TCGA-AA-3531-01A-22_W_VU_20130102_A0218_8G_R_FR10.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002080-Sample-135	Homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 135	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Trypsin;AC=MS:1001251	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	iodoacetamide	TCGA-A6-3810-01A-22_W_VU_20121029_A0218_5E_R_FR08.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002080-Sample-136	Homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 136	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Trypsin;AC=MS:1001251	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	iodoacetamide	TCGA-A6-3808-01A-22_W_VU_20121206_A0218_7D_R_FR04.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002080-Sample-137	Homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 137	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Trypsin;AC=MS:1001251	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	iodoacetamide	TCGA-A6-3807-01A-22_W_VU_20121020_A0218_4I_R_FR11.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002080-Sample-138	Homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 138	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Trypsin;AC=MS:1001251	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	iodoacetamide	TCGA-AA-3534-01A-22_W_VU_20130208_A0218_10B_R_FR08.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002080-Sample-139	Homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 139	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Trypsin;AC=MS:1001251	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	iodoacetamide	TCGA-A6-3808-01A-22_W_VU_20121206_A0218_7D_R_FR03.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002080-Sample-140	Homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 140	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Trypsin;AC=MS:1001251	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	iodoacetamide	TCGA-AA-3531-01A-22_W_VU_20130102_A0218_8G_R_FR13.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002080-Sample-141	Homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 141	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Trypsin;AC=MS:1001251	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	iodoacetamide	TCGA-AA-3552-01A-22_W_VU_20130125_A0218_9F_R_FR05.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002080-Sample-142	Homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 142	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Trypsin;AC=MS:1001251	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	iodoacetamide	TCGA-AA-3534-01A-22_W_VU_20130209_A0218_10B_R_FR11.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002080-Sample-143	Homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 143	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Trypsin;AC=MS:1001251	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	iodoacetamide	TCGA-A6-3807-01A-22_W_VU_20121019_A0218_4I_R_FR03.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002080-Sample-144	Homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 144	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Trypsin;AC=MS:1001251	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	iodoacetamide	TCGA-AA-3526-01A-11_W_VU_20130106_A0218_8J_R_FR01.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002080-Sample-145	Homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 145	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Trypsin;AC=MS:1001251	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	iodoacetamide	TCGA-A6-3810-01A-22_W_VU_20121029_A0218_5E_R_FR02.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002080-Sample-146	Homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 146	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Trypsin;AC=MS:1001251	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	iodoacetamide	TCGA-AA-3526-01A-11_W_VU_20130106_A0218_8J_R_FR13.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002080-Sample-147	Homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 147	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Trypsin;AC=MS:1001251	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	iodoacetamide	TCGA-AA-3518-01A-11_W_VU_20120915_A0218_3F_R_FR05.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002080-Sample-148	Homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 148	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Trypsin;AC=MS:1001251	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	iodoacetamide	TCGA-AA-3529-01A-12_W_VU_20121204_A0218_7B_R_FR14.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002080-Sample-149	Homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 149	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Trypsin;AC=MS:1001251	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	iodoacetamide	TCGA-A6-3808-01A-22_W_VU_20121206_A0218_7D_R_FR07.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002080-Sample-150	Homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 150	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Trypsin;AC=MS:1001251	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	iodoacetamide	TCGA-AA-3531-01A-22_W_VU_20130101_A0218_8G_R_FR02.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
