Source Name	Characteristics[organism]	Characteristics[organism part]	Characteristics[age]	Characteristics[cell line]	Characteristics[cell type]	Characteristics[ancestry category]	Characteristics[developmental stage]	Characteristics[sex]	Characteristics[disease]	Characteristics[phenotype]	Characteristics[individual]	Characteristics[enrichment process]	assay name	comment[label]	comment[data file]	comment[file uri]	comment[fractionation method]	comment[technical replicate]	comment[fraction identifier]	comment[cleavage agent details]	comment[cleavage agent details]	comment[ms2 mass analyzer]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	Material Type	factor value[phenotype]	factor value[enrichment process]	sampleChecksum	sampleAccession
PXD008012-Sample 28	Homo sapiens	breast	not available	not applicable	not applicable	not available	not available	not available	Triple-negative breast cancer	relapse	46090827	enrichment of phosphorylated Protein	run 49	AC=MS:1002038;NT=label free sample	20140108_OR8_RP_HP_B17A.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD008012/20140108_OR8_RP_HP_B17A.raw	not available	1	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Lys-C;AC=MS:1001309	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variabl	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	AC=MS:1000133;NT=CID	35% NCE	20 ppm	not available	Biopsy	relapse	enrichment of phosphorylated Protein	76661dac07bf5bb521faa637415d7e3c08b2098e93fd3d89240f6ae510ba64f8	SAMEA7715795
PXD008012-Sample 29	Homo sapiens	breast	not available	not applicable	not applicable	not available	not available	not available	Triple-negative breast cancer	relapse	46090821	enrichment of phosphorylated Protein	run 50	AC=MS:1002038;NT=label free sample	20140108_OR8_RP_HP_B18A.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD008012/20140108_OR8_RP_HP_B18A.raw	not available	1	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Lys-C;AC=MS:1001309	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variabl	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	AC=MS:1000133;NT=CID	35% NCE	20 ppm	not available	Biopsy	relapse	enrichment of phosphorylated Protein	7a91efa812ba9eebb2060687e8672bc601a03a2eca7ab60f75d3c5aca20bfe48	SAMEA7715796
PXD008012-Sample 30	Homo sapiens	breast	not available	not applicable	not applicable	not available	not available	not available	Triple-negative breast cancer	no relapse	46090817	enrichment of phosphorylated Protein	run 51	AC=MS:1002038;NT=label free sample	20140108_OR8_RP_HP_B19A.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD008012/20140108_OR8_RP_HP_B19A.raw	not available	1	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Lys-C;AC=MS:1001309	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variabl	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	AC=MS:1000133;NT=CID	35% NCE	20 ppm	not available	Biopsy	no relapse	enrichment of phosphorylated Protein	8ee3d5eb90c32bf7237093f6c0af9df3574e82a510d9c6e797476596de568ad4	SAMEA7715797
PXD008012-Sample 31	Homo sapiens	breast	not available	not applicable	not applicable	not available	not available	not available	Triple-negative breast cancer	no relapse	4030239	enrichment of phosphorylated Protein	run 52	AC=MS:1002038;NT=label free sample	20140108_OR8_RP_HP_B1B.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD008012/20140108_OR8_RP_HP_B1B.raw	not available	1	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Lys-C;AC=MS:1001309	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variabl	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	AC=MS:1000133;NT=CID	35% NCE	20 ppm	not available	Biopsy	no relapse	enrichment of phosphorylated Protein	b2e11f3b8af9311ef4162bbcd5fa8e0208173d7feef797fc448f4f3d1d459d20	SAMEA7715798
PXD008012-Sample 32	Homo sapiens	breast	not available	not applicable	not applicable	not available	not available	not available	Triple-negative breast cancer	no relapse	110113	enrichment of phosphorylated Protein	run 53	AC=MS:1002038;NT=label free sample	20140108_OR8_RP_HP_B20A.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD008012/20140108_OR8_RP_HP_B20A.raw	not available	1	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Lys-C;AC=MS:1001309	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variabl	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	AC=MS:1000133;NT=CID	35% NCE	20 ppm	not available	Biopsy	no relapse	enrichment of phosphorylated Protein	ea33dc280f3ea3394397c4d5b632bba9d2cb672c5e8e93f207c8cd097f751807	SAMEA7715799
PXD008012-Sample 33	Homo sapiens	breast	not available	not applicable	not applicable	not available	not available	not available	Triple-negative breast cancer	no relapse	110112	enrichment of phosphorylated Protein	run 54	AC=MS:1002038;NT=label free sample	20140108_OR8_RP_HP_B21A.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD008012/20140108_OR8_RP_HP_B21A.raw	not available	1	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Lys-C;AC=MS:1001309	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variabl	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	AC=MS:1000133;NT=CID	35% NCE	20 ppm	not available	Biopsy	no relapse	enrichment of phosphorylated Protein	9c0e2ff38b400bbf9fbfbd482ae68c4cf17fc344fd557f7f103cd776d8a611af	SAMEA7715800
PXD008012-Sample 34	Homo sapiens	breast	not available	not applicable	not applicable	not available	not available	not available	Triple-negative breast cancer	no relapse	4030181	enrichment of phosphorylated Protein	run 55	AC=MS:1002038;NT=label free sample	20140108_OR8_RP_HP_B2A.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD008012/20140108_OR8_RP_HP_B2A.raw	not available	1	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Lys-C;AC=MS:1001309	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variabl	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	AC=MS:1000133;NT=CID	35% NCE	20 ppm	not available	Biopsy	no relapse	enrichment of phosphorylated Protein	ed678684d4ceda15e2ccc52ac85e3b5022d91d90f983ec6cae93673a1dccd92b	SAMEA7715801
PXD008012-Sample 35	Homo sapiens	breast	not available	not applicable	not applicable	not available	not available	not available	Triple-negative breast cancer	no relapse	4030181	enrichment of phosphorylated Protein	run 56	AC=MS:1002038;NT=label free sample	20140108_OR8_RP_HP_B2B.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD008012/20140108_OR8_RP_HP_B2B.raw	not available	1	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Lys-C;AC=MS:1001309	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variabl	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	AC=MS:1000133;NT=CID	35% NCE	20 ppm	not available	Biopsy	no relapse	enrichment of phosphorylated Protein	8628268436647d5e6ae74e1232b571c743a0f6cf739a57ee7ddc42eac86000a7	SAMEA7715802
PXD008012-Sample 36	Homo sapiens	breast	not available	not applicable	not applicable	not available	not available	not available	Triple-negative breast cancer	no relapse	11010247	enrichment of phosphorylated Protein	run 57	AC=MS:1002038;NT=label free sample	20140108_OR8_RP_HP_B35A.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD008012/20140108_OR8_RP_HP_B35A.raw	not available	1	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Lys-C;AC=MS:1001309	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variabl	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	AC=MS:1000133;NT=CID	35% NCE	20 ppm	not available	Biopsy	no relapse	enrichment of phosphorylated Protein	2d7d67f64d2f75190b6018fd029e712a1b010a4f58b1aa2adef39319da40be8e	SAMEA7715803
PXD008012-Sample 37	Homo sapiens	breast	not available	not applicable	not applicable	not available	not available	not available	Triple-negative breast cancer	no relapse	11010310	enrichment of phosphorylated Protein	run 58	AC=MS:1002038;NT=label free sample	20140108_OR8_RP_HP_B36A.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD008012/20140108_OR8_RP_HP_B36A.raw	not available	1	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Lys-C;AC=MS:1001309	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variabl	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	AC=MS:1000133;NT=CID	35% NCE	20 ppm	not available	Biopsy	no relapse	enrichment of phosphorylated Protein	0a7c9b2b69e9f7cbe5b47c2e3300f6235136136e5307ff628ebee0847b106a87	SAMEA7715804
PXD008012-Sample 38	Homo sapiens	breast	not available	not applicable	not applicable	not available	not available	not available	Triple-negative breast cancer	no relapse	11040041	enrichment of phosphorylated Protein	run 59	AC=MS:1002038;NT=label free sample	20140108_OR8_RP_HP_B37A.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD008012/20140108_OR8_RP_HP_B37A.raw	not available	1	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Lys-C;AC=MS:1001309	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variabl	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	AC=MS:1000133;NT=CID	35% NCE	20 ppm	not available	Biopsy	no relapse	enrichment of phosphorylated Protein	7b753529bebc9d769984b9051a3bb4e66d9566ef68dcecb79031bea60fa3951f	SAMEA7715805
PXD008012-Sample 39	Homo sapiens	breast	not available	not applicable	not applicable	not available	not available	not available	Triple-negative breast cancer	no relapse	11050016	enrichment of phosphorylated Protein	run 60	AC=MS:1002038;NT=label free sample	20140108_OR8_RP_HP_B38A.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD008012/20140108_OR8_RP_HP_B38A.raw	not available	1	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Lys-C;AC=MS:1001309	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variabl	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	AC=MS:1000133;NT=CID	35% NCE	20 ppm	not available	Biopsy	no relapse	enrichment of phosphorylated Protein	371d5f862ff4971cf93760f8ce72cae1fb2cc57f7698c63394b1674d29cbc050	SAMEA7715806
PXD008012-Sample 40	Homo sapiens	breast	not available	not applicable	not applicable	not available	not available	not available	Triple-negative breast cancer	no relapse	11050061	enrichment of phosphorylated Protein	run 61	AC=MS:1002038;NT=label free sample	20140108_OR8_RP_HP_B39A.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD008012/20140108_OR8_RP_HP_B39A.raw	not available	1	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Lys-C;AC=MS:1001309	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variabl	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	AC=MS:1000133;NT=CID	35% NCE	20 ppm	not available	Biopsy	no relapse	enrichment of phosphorylated Protein	470dabe68aae7e5f7a13565fe8bc29baf7e7ac95aee04d848bb36d1251d83bae	SAMEA7715807
PXD008012-Sample 41	Homo sapiens	breast	not available	not applicable	not applicable	not available	not available	not available	Triple-negative breast cancer	no relapse	4030124	enrichment of phosphorylated Protein	run 62	AC=MS:1002038;NT=label free sample	20140108_OR8_RP_HP_B3A.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD008012/20140108_OR8_RP_HP_B3A.raw	not available	1	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Lys-C;AC=MS:1001309	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variabl	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	AC=MS:1000133;NT=CID	35% NCE	20 ppm	not available	Biopsy	no relapse	enrichment of phosphorylated Protein	067dd7012da5be185241743f7e231aa06e0c2602ac519ca261ff4a14856f4dd6	SAMEA7715808
PXD008012-Sample 42	Homo sapiens	breast	not available	not applicable	not applicable	not available	not available	not available	Triple-negative breast cancer	no relapse	4030124	enrichment of phosphorylated Protein	run 63	AC=MS:1002038;NT=label free sample	20140108_OR8_RP_HP_B3B.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD008012/20140108_OR8_RP_HP_B3B.raw	not available	1	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Lys-C;AC=MS:1001309	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variabl	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	AC=MS:1000133;NT=CID	35% NCE	20 ppm	not available	Biopsy	no relapse	enrichment of phosphorylated Protein	8a58b5d457380053040da0265c6c058da3c03293711734bd0fcea322eb6aff6e	SAMEA7715809
PXD008012-Sample 43	Homo sapiens	breast	not available	not applicable	not applicable	not available	not available	not available	Triple-negative breast cancer	relapse	11060331	enrichment of phosphorylated Protein	run 64	AC=MS:1002038;NT=label free sample	20140108_OR8_RP_HP_B42A.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD008012/20140108_OR8_RP_HP_B42A.raw	not available	1	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Lys-C;AC=MS:1001309	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variabl	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	AC=MS:1000133;NT=CID	35% NCE	20 ppm	not available	Biopsy	relapse	enrichment of phosphorylated Protein	5275e77f83a9782051b0759db563ea18c04dd93780dcca8baedd27c69dc3525b	SAMEA7715810
PXD008012-Sample 44	Homo sapiens	breast	not available	not applicable	not applicable	not available	not available	not available	Triple-negative breast cancer	relapse	11020374	enrichment of phosphorylated Protein	run 65	AC=MS:1002038;NT=label free sample	20140108_OR8_RP_HP_B43A.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD008012/20140108_OR8_RP_HP_B43A.raw	not available	1	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Lys-C;AC=MS:1001309	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variabl	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	AC=MS:1000133;NT=CID	35% NCE	20 ppm	not available	Biopsy	relapse	enrichment of phosphorylated Protein	4df55560a12431b9c8827ab32fe9408d530e0461bac20c8d7641d1ca3193af6e	SAMEA7715811
PXD008012-Sample 45	Homo sapiens	breast	not available	not applicable	not applicable	not available	not available	not available	Triple-negative breast cancer	no relapse	4020534	enrichment of phosphorylated Protein	run 66	AC=MS:1002038;NT=label free sample	20140108_OR8_RP_HP_B4A.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD008012/20140108_OR8_RP_HP_B4A.raw	not available	1	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Lys-C;AC=MS:1001309	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variabl	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	AC=MS:1000133;NT=CID	35% NCE	20 ppm	not available	Biopsy	no relapse	enrichment of phosphorylated Protein	f7bc50a17e2cd5aee6e367b119b44a49a22d45546126dcfd1f158f5e8cf15688	SAMEA7715812
PXD008012-Sample 46	Homo sapiens	breast	not available	not applicable	not applicable	not available	not available	not available	Triple-negative breast cancer	relapse	4020534	enrichment of phosphorylated Protein	run 67	AC=MS:1002038;NT=label free sample	20140108_OR8_RP_HP_B4B.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD008012/20140108_OR8_RP_HP_B4B.raw	not available	1	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Lys-C;AC=MS:1001309	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variabl	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	AC=MS:1000133;NT=CID	35% NCE	20 ppm	not available	Biopsy	relapse	enrichment of phosphorylated Protein	e446256a3d341030a3b6fb766f10e357f9322ada8de8388a6da89f260d57a570	SAMEA7715813
PXD008012-Sample 47	Homo sapiens	breast	not available	not applicable	not applicable	not available	not available	not available	Triple-negative breast cancer	relapse	4020467	enrichment of phosphorylated Protein	run 68	AC=MS:1002038;NT=label free sample	20140108_OR8_RP_HP_B5A.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD008012/20140108_OR8_RP_HP_B5A.raw	not available	1	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Lys-C;AC=MS:1001309	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variabl	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	AC=MS:1000133;NT=CID	35% NCE	20 ppm	not available	Biopsy	relapse	enrichment of phosphorylated Protein	8a25da16ff04654adac4eb9510fb45938477e2d5a3effdd1e14ebfc9c2ed3dce	SAMEA7715814
PXD008012-Sample 48	Homo sapiens	breast	not available	not applicable	not applicable	not available	not available	not available	Triple-negative breast cancer	relapse	4020467	enrichment of phosphorylated Protein	run 69	AC=MS:1002038;NT=label free sample	20140108_OR8_RP_HP_B5B.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD008012/20140108_OR8_RP_HP_B5B.raw	not available	1	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Lys-C;AC=MS:1001309	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variabl	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	AC=MS:1000133;NT=CID	35% NCE	20 ppm	not available	Biopsy	relapse	enrichment of phosphorylated Protein	30055fdc1f3f8a8df8142b876a263f3bfaf07097808da7e5688ad57cf551f378	SAMEA7715815
PXD008012-Sample 49	Homo sapiens	breast	not available	not applicable	not applicable	not available	not available	not available	Triple-negative breast cancer	relapse	4020373	enrichment of phosphorylated Protein	run 70	AC=MS:1002038;NT=label free sample	20140108_OR8_RP_HP_B6A.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD008012/20140108_OR8_RP_HP_B6A.raw	not available	1	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Lys-C;AC=MS:1001309	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variabl	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	AC=MS:1000133;NT=CID	35% NCE	20 ppm	not available	Biopsy	relapse	enrichment of phosphorylated Protein	083b55a16eec554245acb578b172f71f1a88b9b5b5361015f41bd87872bb3819	SAMEA7715816
PXD008012-Sample 50	Homo sapiens	breast	not available	not applicable	not applicable	not available	not available	not available	Triple-negative breast cancer	relapse	4020373	enrichment of phosphorylated Protein	run 71	AC=MS:1002038;NT=label free sample	20140108_OR8_RP_HP_B6B.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD008012/20140108_OR8_RP_HP_B6B.raw	not available	1	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Lys-C;AC=MS:1001309	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variabl	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	AC=MS:1000133;NT=CID	35% NCE	20 ppm	not available	Biopsy	relapse	enrichment of phosphorylated Protein	8cb32bc3e78c2b8dba6f5ea8b487420151d4200641b96fe7cad8e9cb50650631	SAMEA7715817
PXD008012-Sample 51	Homo sapiens	breast	not available	not applicable	not applicable	not available	not available	not available	Triple-negative breast cancer	relapse	4020348	enrichment of phosphorylated Protein	run 72	AC=MS:1002038;NT=label free sample	20140108_OR8_RP_HP_B7A.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD008012/20140108_OR8_RP_HP_B7A.raw	not available	1	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Lys-C;AC=MS:1001309	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variabl	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	AC=MS:1000133;NT=CID	35% NCE	20 ppm	not available	Biopsy	relapse	enrichment of phosphorylated Protein	a321080e001300592e6631c6812ef83a4d87f709f4e6d32d0d0f3e1130c94464	SAMEA7715818
PXD008012-Sample 52	Homo sapiens	breast	not available	not applicable	not applicable	not available	not available	not available	Triple-negative breast cancer	relapse	4020348	enrichment of phosphorylated Protein	run 73	AC=MS:1002038;NT=label free sample	20140108_OR8_RP_HP_B7B.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD008012/20140108_OR8_RP_HP_B7B.raw	not available	1	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Lys-C;AC=MS:1001309	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variabl	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	AC=MS:1000133;NT=CID	35% NCE	20 ppm	not available	Biopsy	relapse	enrichment of phosphorylated Protein	ab831316b873de050f93a73d0e9faaf08f2e7769ee31df5b66d4229cd20f4023	SAMEA7715819
