source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[alkylation reagent]	comment[ms2 mass analyzer]	comment[ms1 scan range]	comment[collision energy]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD008440-Sample-69	Homo sapiens	rectum	locally advanced non-metastatic rectal cancer	cancer cells	not available	not available	58.6 ± 11.1 years (31–75)	run 69	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment response (non-responders (NR), partial responders (PR), total responders (TR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	iodoacetamide	orbitrap	350m/z-1600m/z	35 NCE	VL_BX_18_1.raw	v1.1.0	HAMLET-agentic v2.1.0	locally advanced non-metastatic rectal cancer
PXD008440-Sample-70	Homo sapiens	rectum	locally advanced non-metastatic rectal cancer	cancer cells	not available	not available	58.6 ± 11.1 years (31–75)	run 70	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment response (non-responders (NR), partial responders (PR), total responders (TR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	iodoacetamide	orbitrap	350m/z-1600m/z	35 NCE	VL_BX_4ter_4.raw	v1.1.0	HAMLET-agentic v2.1.0	locally advanced non-metastatic rectal cancer
PXD008440-Sample-71	Homo sapiens	rectum	locally advanced non-metastatic rectal cancer	cancer cells	not available	not available	58.6 ± 11.1 years (31–75)	run 71	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment response (non-responders (NR), partial responders (PR), total responders (TR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	iodoacetamide	orbitrap	350m/z-1600m/z	35 NCE	VL_BX_28_3.raw	v1.1.0	HAMLET-agentic v2.1.0	locally advanced non-metastatic rectal cancer
PXD008440-Sample-72	Homo sapiens	rectum	locally advanced non-metastatic rectal cancer	cancer cells	not available	not available	58.6 ± 11.1 years (31–75)	run 72	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment response (non-responders (NR), partial responders (PR), total responders (TR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	iodoacetamide	orbitrap	350m/z-1600m/z	35 NCE	VL_BX_3A_3.raw	v1.1.0	HAMLET-agentic v2.1.0	locally advanced non-metastatic rectal cancer
PXD008440-Sample-73	Homo sapiens	rectum	locally advanced non-metastatic rectal cancer	cancer cells	not available	not available	58.6 ± 11.1 years (31–75)	run 73	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment response (non-responders (NR), partial responders (PR), total responders (TR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	iodoacetamide	orbitrap	350m/z-1600m/z	35 NCE	VL_BX_28qua_2.raw	v1.1.0	HAMLET-agentic v2.1.0	locally advanced non-metastatic rectal cancer
PXD008440-Sample-74	Homo sapiens	rectum	locally advanced non-metastatic rectal cancer	cancer cells	not available	not available	58.6 ± 11.1 years (31–75)	run 74	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment response (non-responders (NR), partial responders (PR), total responders (TR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	iodoacetamide	orbitrap	350m/z-1600m/z	35 NCE	VL_BX_35ter_4.raw	v1.1.0	HAMLET-agentic v2.1.0	locally advanced non-metastatic rectal cancer
PXD008440-Sample-75	Homo sapiens	rectum	locally advanced non-metastatic rectal cancer	cancer cells	not available	not available	58.6 ± 11.1 years (31–75)	run 75	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment response (non-responders (NR), partial responders (PR), total responders (TR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	iodoacetamide	orbitrap	350m/z-1600m/z	35 NCE	VL_BX_3Abis_2.raw	v1.1.0	HAMLET-agentic v2.1.0	locally advanced non-metastatic rectal cancer
PXD008440-Sample-76	Homo sapiens	rectum	locally advanced non-metastatic rectal cancer	cancer cells	not available	not available	58.6 ± 11.1 years (31–75)	run 76	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment response (non-responders (NR), partial responders (PR), total responders (TR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	iodoacetamide	orbitrap	350m/z-1600m/z	35 NCE	VL_BX_7_2.raw	v1.1.0	HAMLET-agentic v2.1.0	locally advanced non-metastatic rectal cancer
PXD008440-Sample-77	Homo sapiens	rectum	locally advanced non-metastatic rectal cancer	cancer cells	not available	not available	58.6 ± 11.1 years (31–75)	run 77	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment response (non-responders (NR), partial responders (PR), total responders (TR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	iodoacetamide	orbitrap	350m/z-1600m/z	35 NCE	VL_BX_30_4.raw	v1.1.0	HAMLET-agentic v2.1.0	locally advanced non-metastatic rectal cancer
PXD008440-Sample-78	Homo sapiens	rectum	locally advanced non-metastatic rectal cancer	cancer cells	not available	not available	58.6 ± 11.1 years (31–75)	run 78	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment response (non-responders (NR), partial responders (PR), total responders (TR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	iodoacetamide	orbitrap	350m/z-1600m/z	35 NCE	VL_BX_35ter_3.raw	v1.1.0	HAMLET-agentic v2.1.0	locally advanced non-metastatic rectal cancer
PXD008440-Sample-79	Homo sapiens	rectum	locally advanced non-metastatic rectal cancer	cancer cells	not available	not available	58.6 ± 11.1 years (31–75)	run 79	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment response (non-responders (NR), partial responders (PR), total responders (TR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	iodoacetamide	orbitrap	350m/z-1600m/z	35 NCE	VL_BX_3A_2.raw	v1.1.0	HAMLET-agentic v2.1.0	locally advanced non-metastatic rectal cancer
PXD008440-Sample-80	Homo sapiens	rectum	locally advanced non-metastatic rectal cancer	cancer cells	not available	not available	58.6 ± 11.1 years (31–75)	run 80	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment response (non-responders (NR), partial responders (PR), total responders (TR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	iodoacetamide	orbitrap	350m/z-1600m/z	35 NCE	VL_BX_13_4.raw	v1.1.0	HAMLET-agentic v2.1.0	locally advanced non-metastatic rectal cancer
PXD008440-Sample-81	Homo sapiens	rectum	locally advanced non-metastatic rectal cancer	cancer cells	not available	not available	58.6 ± 11.1 years (31–75)	run 81	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment response (non-responders (NR), partial responders (PR), total responders (TR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	iodoacetamide	orbitrap	350m/z-1600m/z	35 NCE	VL_BX_26Aqua_1.raw	v1.1.0	HAMLET-agentic v2.1.0	locally advanced non-metastatic rectal cancer
PXD008440-Sample-82	Homo sapiens	rectum	locally advanced non-metastatic rectal cancer	cancer cells	not available	not available	58.6 ± 11.1 years (31–75)	run 82	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment response (non-responders (NR), partial responders (PR), total responders (TR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	iodoacetamide	orbitrap	350m/z-1600m/z	35 NCE	VL_BX_3Bbis_1.raw	v1.1.0	HAMLET-agentic v2.1.0	locally advanced non-metastatic rectal cancer
PXD008440-Sample-83	Homo sapiens	rectum	locally advanced non-metastatic rectal cancer	cancer cells	not available	not available	58.6 ± 11.1 years (31–75)	run 83	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment response (non-responders (NR), partial responders (PR), total responders (TR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	iodoacetamide	orbitrap	350m/z-1600m/z	35 NCE	VL_BX_3Abis_1.raw	v1.1.0	HAMLET-agentic v2.1.0	locally advanced non-metastatic rectal cancer
PXD008440-Sample-84	Homo sapiens	rectum	locally advanced non-metastatic rectal cancer	cancer cells	not available	not available	58.6 ± 11.1 years (31–75)	run 84	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment response (non-responders (NR), partial responders (PR), total responders (TR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	iodoacetamide	orbitrap	350m/z-1600m/z	35 NCE	VL_BX_12bis_1.raw	v1.1.0	HAMLET-agentic v2.1.0	locally advanced non-metastatic rectal cancer
PXD008440-Sample-85	Homo sapiens	rectum	locally advanced non-metastatic rectal cancer	cancer cells	not available	not available	58.6 ± 11.1 years (31–75)	run 85	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment response (non-responders (NR), partial responders (PR), total responders (TR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	iodoacetamide	orbitrap	350m/z-1600m/z	35 NCE	VL_BX_6ter_2.raw	v1.1.0	HAMLET-agentic v2.1.0	locally advanced non-metastatic rectal cancer
PXD008440-Sample-86	Homo sapiens	rectum	locally advanced non-metastatic rectal cancer	cancer cells	not available	not available	58.6 ± 11.1 years (31–75)	run 86	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment response (non-responders (NR), partial responders (PR), total responders (TR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	iodoacetamide	orbitrap	350m/z-1600m/z	35 NCE	VL_BX_9ter_1.raw	v1.1.0	HAMLET-agentic v2.1.0	locally advanced non-metastatic rectal cancer
PXD008440-Sample-87	Homo sapiens	rectum	locally advanced non-metastatic rectal cancer	cancer cells	not available	not available	58.6 ± 11.1 years (31–75)	run 87	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment response (non-responders (NR), partial responders (PR), total responders (TR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	iodoacetamide	orbitrap	350m/z-1600m/z	35 NCE	VL_BX_18_4.raw	v1.1.0	HAMLET-agentic v2.1.0	locally advanced non-metastatic rectal cancer
PXD008440-Sample-88	Homo sapiens	rectum	locally advanced non-metastatic rectal cancer	cancer cells	not available	not available	58.6 ± 11.1 years (31–75)	run 88	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment response (non-responders (NR), partial responders (PR), total responders (TR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	iodoacetamide	orbitrap	350m/z-1600m/z	35 NCE	VL_BX_25ter_1.raw	v1.1.0	HAMLET-agentic v2.1.0	locally advanced non-metastatic rectal cancer
PXD008440-Sample-89	Homo sapiens	rectum	locally advanced non-metastatic rectal cancer	cancer cells	not available	not available	58.6 ± 11.1 years (31–75)	run 89	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment response (non-responders (NR), partial responders (PR), total responders (TR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	iodoacetamide	orbitrap	350m/z-1600m/z	35 NCE	VL_BX_27ter_2.raw	v1.1.0	HAMLET-agentic v2.1.0	locally advanced non-metastatic rectal cancer
PXD008440-Sample-90	Homo sapiens	rectum	locally advanced non-metastatic rectal cancer	cancer cells	not available	not available	58.6 ± 11.1 years (31–75)	run 90	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment response (non-responders (NR), partial responders (PR), total responders (TR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	iodoacetamide	orbitrap	350m/z-1600m/z	35 NCE	VL_BX_2_3.raw	v1.1.0	HAMLET-agentic v2.1.0	locally advanced non-metastatic rectal cancer
PXD008440-Sample-91	Homo sapiens	rectum	locally advanced non-metastatic rectal cancer	cancer cells	not available	not available	58.6 ± 11.1 years (31–75)	run 91	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment response (non-responders (NR), partial responders (PR), total responders (TR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	iodoacetamide	orbitrap	350m/z-1600m/z	35 NCE	VL_BX_25qua_1.raw	v1.1.0	HAMLET-agentic v2.1.0	locally advanced non-metastatic rectal cancer
PXD008440-Sample-92	Homo sapiens	rectum	locally advanced non-metastatic rectal cancer	cancer cells	not available	not available	58.6 ± 11.1 years (31–75)	run 92	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment response (non-responders (NR), partial responders (PR), total responders (TR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	iodoacetamide	orbitrap	350m/z-1600m/z	35 NCE	VL_BX_26Bqua_4.raw	v1.1.0	HAMLET-agentic v2.1.0	locally advanced non-metastatic rectal cancer
PXD008440-Sample-93	Homo sapiens	rectum	locally advanced non-metastatic rectal cancer	cancer cells	not available	not available	58.6 ± 11.1 years (31–75)	run 93	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment response (non-responders (NR), partial responders (PR), total responders (TR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	iodoacetamide	orbitrap	350m/z-1600m/z	35 NCE	VL_BX_4_2.raw	v1.1.0	HAMLET-agentic v2.1.0	locally advanced non-metastatic rectal cancer
PXD008440-Sample-94	Homo sapiens	rectum	locally advanced non-metastatic rectal cancer	cancer cells	not available	not available	58.6 ± 11.1 years (31–75)	run 94	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment response (non-responders (NR), partial responders (PR), total responders (TR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	iodoacetamide	orbitrap	350m/z-1600m/z	35 NCE	VL_BX_27_3.raw	v1.1.0	HAMLET-agentic v2.1.0	locally advanced non-metastatic rectal cancer
PXD008440-Sample-95	Homo sapiens	rectum	locally advanced non-metastatic rectal cancer	cancer cells	not available	not available	58.6 ± 11.1 years (31–75)	run 95	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment response (non-responders (NR), partial responders (PR), total responders (TR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	iodoacetamide	orbitrap	350m/z-1600m/z	35 NCE	VL_BX_17bis_3.raw	v1.1.0	HAMLET-agentic v2.1.0	locally advanced non-metastatic rectal cancer
PXD008440-Sample-96	Homo sapiens	rectum	locally advanced non-metastatic rectal cancer	cancer cells	not available	not available	58.6 ± 11.1 years (31–75)	run 96	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment response (non-responders (NR), partial responders (PR), total responders (TR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	iodoacetamide	orbitrap	350m/z-1600m/z	35 NCE	VL_BX_27_4.raw	v1.1.0	HAMLET-agentic v2.1.0	locally advanced non-metastatic rectal cancer
PXD008440-Sample-97	Homo sapiens	rectum	locally advanced non-metastatic rectal cancer	cancer cells	not available	not available	58.6 ± 11.1 years (31–75)	run 97	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment response (non-responders (NR), partial responders (PR), total responders (TR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	iodoacetamide	orbitrap	350m/z-1600m/z	35 NCE	VL_BX_12_1.raw	v1.1.0	HAMLET-agentic v2.1.0	locally advanced non-metastatic rectal cancer
PXD008440-Sample-98	Homo sapiens	rectum	locally advanced non-metastatic rectal cancer	cancer cells	not available	not available	58.6 ± 11.1 years (31–75)	run 98	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment response (non-responders (NR), partial responders (PR), total responders (TR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	iodoacetamide	orbitrap	350m/z-1600m/z	35 NCE	VL_BX_17_1.raw	v1.1.0	HAMLET-agentic v2.1.0	locally advanced non-metastatic rectal cancer
PXD008440-Sample-99	Homo sapiens	rectum	locally advanced non-metastatic rectal cancer	cancer cells	not available	not available	58.6 ± 11.1 years (31–75)	run 99	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment response (non-responders (NR), partial responders (PR), total responders (TR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	iodoacetamide	orbitrap	350m/z-1600m/z	35 NCE	VL_BX_10_2.raw	v1.1.0	HAMLET-agentic v2.1.0	locally advanced non-metastatic rectal cancer
PXD008440-Sample-100	Homo sapiens	rectum	locally advanced non-metastatic rectal cancer	cancer cells	not available	not available	58.6 ± 11.1 years (31–75)	run 100	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment response (non-responders (NR), partial responders (PR), total responders (TR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	iodoacetamide	orbitrap	350m/z-1600m/z	35 NCE	VL_BX_3B_3.raw	v1.1.0	HAMLET-agentic v2.1.0	locally advanced non-metastatic rectal cancer
PXD008440-Sample-101	Homo sapiens	rectum	locally advanced non-metastatic rectal cancer	cancer cells	not available	not available	58.6 ± 11.1 years (31–75)	run 101	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment response (non-responders (NR), partial responders (PR), total responders (TR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	iodoacetamide	orbitrap	350m/z-1600m/z	35 NCE	VL_BX_18ter_1.raw	v1.1.0	HAMLET-agentic v2.1.0	locally advanced non-metastatic rectal cancer
PXD008440-Sample-102	Homo sapiens	rectum	locally advanced non-metastatic rectal cancer	cancer cells	not available	not available	58.6 ± 11.1 years (31–75)	run 102	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment response (non-responders (NR), partial responders (PR), total responders (TR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	iodoacetamide	orbitrap	350m/z-1600m/z	35 NCE	VL_BX_29ter_2.raw	v1.1.0	HAMLET-agentic v2.1.0	locally advanced non-metastatic rectal cancer
