source name	characteristics[treatment]	characteristics[organism]	characteristics[organism part]	characteristics[sex]	characteristics[age]	characteristics[developmental stage]	characteristics[ancestry category]	characteristics[disease]	characteristics[cell line]	characteristics[cell type]	characteristics[infect]	characteristics[enrichment process]	assay name	comment[label]	comment[technical replicate]	comment[fraction identifier]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[Number of missed cleavages]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[data file]	comment[file uri]	factor value[enrichment process]	sampleChecksum	sampleAccession
PXD011799-P2	MCM	Homo sapiens	B cells	not available	not available	not applicable	caucasian	melanoma	tumour associated B cells	not available	not applicable	enrichment of phosphorylated Protein	P2 TAB MCM Phospho	TMT128N	1	9	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Phosphorylation;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=Trypsin;AC=MS:1001251	1	10 ppm	0.01 Da	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_TiO2_TMT_fr9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD011799/20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_TiO2_TMT_fr9.raw	enrichment of phosphorylated Protein	4381a82e6079c5cb8bc8826cc2ee4897b22f30ff5609771a2374c497d9680a0c	
PXD011799-P3	mock	Homo sapiens	B cells	not available	not available	not applicable	caucasian	melanoma	tumour associated B cells	not available	not applicable	enrichment of phosphorylated Protein	P3 TAB mock Phospho	TMT128C	1	9	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Phosphorylation;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=Trypsin;AC=MS:1001251	1	10 ppm	0.01 Da	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_TiO2_TMT_fr9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD011799/20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_TiO2_TMT_fr9.raw	enrichment of phosphorylated Protein	308fb76f58fdd652bbbfa0cca948554d062e501f5ad3e50727a5be5209fe73c4	
PXD011799-P3	MCM	Homo sapiens	B cells	not available	not available	not applicable	caucasian	melanoma	tumour associated B cells	not available	not applicable	enrichment of phosphorylated Protein	P3 TAB MCM Phospho	TMT129N	1	9	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Phosphorylation;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=Trypsin;AC=MS:1001251	1	10 ppm	0.01 Da	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_TiO2_TMT_fr9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD011799/20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_TiO2_TMT_fr9.raw	enrichment of phosphorylated Protein	636a6034a25f0e8331b91e33f5eb86181a1ae4664b7a87f157f2e8ee4d0eedc7	
PXD011799-P4	mock	Homo sapiens	B cells	not available	not available	not applicable	caucasian	melanoma	tumour associated B cells	not available	not applicable	enrichment of phosphorylated Protein	P4 TAB mock Phospho	TMT129C	1	9	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Phosphorylation;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=Trypsin;AC=MS:1001251	1	10 ppm	0.01 Da	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_TiO2_TMT_fr9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD011799/20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_TiO2_TMT_fr9.raw	enrichment of phosphorylated Protein	0abebce68e21e6bf77f357b8a68a7abbab624fa456c68455eeea67582eff6be7	
PXD011799-P4	MCM	Homo sapiens	B cells	not available	not available	not applicable	caucasian	melanoma	tumour associated B cells	not available	not applicable	enrichment of phosphorylated Protein	P4 TAB MCM Phospho	TMT130N	1	9	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Phosphorylation;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=Trypsin;AC=MS:1001251	1	10 ppm	0.01 Da	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_TiO2_TMT_fr9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD011799/20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_TiO2_TMT_fr9.raw	enrichment of phosphorylated Protein	40b2a4551c5e0159535c2e81789816118eeda8b96a162c03050a0243a2b4a815	
PXD011799-Pool	mock	Homo sapiens	B cells	not available	not available	not applicable	caucasian	melanoma	tumour associated B cells	not available	not applicable	enrichment of phosphorylated Protein	Pool TAB + PBMC mock Phospho	TMT130C	1	9	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Phosphorylation;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=Trypsin;AC=MS:1001251	1	10 ppm	0.01 Da	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_TiO2_TMT_fr9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD011799/20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_TiO2_TMT_fr9.raw	enrichment of phosphorylated Protein	0da1f64f00f70651902eb1ca092e0274b475de517c25d124279cb3b1dd2b61dc	
PXD011799-Pool	MCM	Homo sapiens	B cells	not available	not available	not applicable	caucasian	melanoma	tumour associated B cells	not available	not applicable	enrichment of phosphorylated Protein	Pool TAB + PBMC MCM Phospho	TMT131	1	9	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Phosphorylation;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=Trypsin;AC=MS:1001251	1	10 ppm	0.01 Da	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_TiO2_TMT_fr9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD011799/20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_TiO2_TMT_fr9.raw	enrichment of phosphorylated Protein	4f26336b22a0413ea6efce8e650c40434e53c48b413fa25d82fb8ff97f9d3688	
PXD011799-P1	mock	Homo sapiens	B cells	not available	not available	not applicable	caucasian	melanoma	tumour associated B cells	not available	not applicable	enrichment of phosphorylated Protein	P1 TAB mock Phospho	TMT126	1	8	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Phosphorylation;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=Trypsin;AC=MS:1001251	1	10 ppm	0.01 Da	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_TiO2_TMT_fr8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD011799/20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_TiO2_TMT_fr8.raw	enrichment of phosphorylated Protein	d9141b62bba950a4b563e8911d77110676df5b6c061ff4486d771352283c37ef	
PXD011799-P1	MCM	Homo sapiens	B cells	not available	not available	not applicable	caucasian	melanoma	tumour associated B cells	not available	not applicable	enrichment of phosphorylated Protein	P1 TAB MCM Phospho	TMT127N	1	8	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Phosphorylation;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=Trypsin;AC=MS:1001251	1	10 ppm	0.01 Da	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_TiO2_TMT_fr8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD011799/20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_TiO2_TMT_fr8.raw	enrichment of phosphorylated Protein	a56f6bc73e22a527d64a8c84eebd77d6b9a640123afc7343cd72a702799125b7	
PXD011799-P2	mock	Homo sapiens	B cells	not available	not available	not applicable	caucasian	melanoma	tumour associated B cells	not available	not applicable	enrichment of phosphorylated Protein	P2 TAB mock Phospho	TMT127C	1	8	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Phosphorylation;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=Trypsin;AC=MS:1001251	1	10 ppm	0.01 Da	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_TiO2_TMT_fr8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD011799/20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_TiO2_TMT_fr8.raw	enrichment of phosphorylated Protein	ec01d9fe48b9271301615ac457cab9a3dbfa0adaf29954e58d47ccd159a9ac6b	
PXD011799-P2	MCM	Homo sapiens	B cells	not available	not available	not applicable	caucasian	melanoma	tumour associated B cells	not available	not applicable	enrichment of phosphorylated Protein	P2 TAB MCM Phospho	TMT128N	1	8	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Phosphorylation;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=Trypsin;AC=MS:1001251	1	10 ppm	0.01 Da	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_TiO2_TMT_fr8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD011799/20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_TiO2_TMT_fr8.raw	enrichment of phosphorylated Protein	4381a82e6079c5cb8bc8826cc2ee4897b22f30ff5609771a2374c497d9680a0c	
PXD011799-P3	mock	Homo sapiens	B cells	not available	not available	not applicable	caucasian	melanoma	tumour associated B cells	not available	not applicable	enrichment of phosphorylated Protein	P3 TAB mock Phospho	TMT128C	1	8	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Phosphorylation;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=Trypsin;AC=MS:1001251	1	10 ppm	0.01 Da	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_TiO2_TMT_fr8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD011799/20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_TiO2_TMT_fr8.raw	enrichment of phosphorylated Protein	308fb76f58fdd652bbbfa0cca948554d062e501f5ad3e50727a5be5209fe73c4	
PXD011799-P3	MCM	Homo sapiens	B cells	not available	not available	not applicable	caucasian	melanoma	tumour associated B cells	not available	not applicable	enrichment of phosphorylated Protein	P3 TAB MCM Phospho	TMT129N	1	8	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Phosphorylation;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=Trypsin;AC=MS:1001251	1	10 ppm	0.01 Da	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_TiO2_TMT_fr8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD011799/20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_TiO2_TMT_fr8.raw	enrichment of phosphorylated Protein	636a6034a25f0e8331b91e33f5eb86181a1ae4664b7a87f157f2e8ee4d0eedc7	
PXD011799-P4	mock	Homo sapiens	B cells	not available	not available	not applicable	caucasian	melanoma	tumour associated B cells	not available	not applicable	enrichment of phosphorylated Protein	P4 TAB mock Phospho	TMT129C	1	8	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Phosphorylation;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=Trypsin;AC=MS:1001251	1	10 ppm	0.01 Da	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_TiO2_TMT_fr8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD011799/20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_TiO2_TMT_fr8.raw	enrichment of phosphorylated Protein	0abebce68e21e6bf77f357b8a68a7abbab624fa456c68455eeea67582eff6be7	
PXD011799-P4	MCM	Homo sapiens	B cells	not available	not available	not applicable	caucasian	melanoma	tumour associated B cells	not available	not applicable	enrichment of phosphorylated Protein	P4 TAB MCM Phospho	TMT130N	1	8	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Phosphorylation;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=Trypsin;AC=MS:1001251	1	10 ppm	0.01 Da	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_TiO2_TMT_fr8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD011799/20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_TiO2_TMT_fr8.raw	enrichment of phosphorylated Protein	40b2a4551c5e0159535c2e81789816118eeda8b96a162c03050a0243a2b4a815	
PXD011799-Pool	mock	Homo sapiens	B cells	not available	not available	not applicable	caucasian	melanoma	tumour associated B cells	not available	not applicable	enrichment of phosphorylated Protein	Pool TAB + PBMC mock Phospho	TMT130C	1	8	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Phosphorylation;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=Trypsin;AC=MS:1001251	1	10 ppm	0.01 Da	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_TiO2_TMT_fr8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD011799/20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_TiO2_TMT_fr8.raw	enrichment of phosphorylated Protein	0da1f64f00f70651902eb1ca092e0274b475de517c25d124279cb3b1dd2b61dc	
PXD011799-Pool	MCM	Homo sapiens	B cells	not available	not available	not applicable	caucasian	melanoma	tumour associated B cells	not available	not applicable	enrichment of phosphorylated Protein	Pool TAB + PBMC MCM Phospho	TMT131	1	8	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Phosphorylation;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=Trypsin;AC=MS:1001251	1	10 ppm	0.01 Da	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_TiO2_TMT_fr8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD011799/20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_TiO2_TMT_fr8.raw	enrichment of phosphorylated Protein	4f26336b22a0413ea6efce8e650c40434e53c48b413fa25d82fb8ff97f9d3688	
PXD011799-P1	mock	Homo sapiens	B cells	not available	not available	not applicable	caucasian	melanoma	tumour associated B cells	not available	not applicable	enrichment of phosphorylated Protein	P1 TAB mock Phospho	TMT126	1	7	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Phosphorylation;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=Trypsin;AC=MS:1001251	1	10 ppm	0.01 Da	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_TiO2_TMT_fr7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD011799/20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_TiO2_TMT_fr7.raw	enrichment of phosphorylated Protein	d9141b62bba950a4b563e8911d77110676df5b6c061ff4486d771352283c37ef	
PXD011799-P1	MCM	Homo sapiens	B cells	not available	not available	not applicable	caucasian	melanoma	tumour associated B cells	not available	not applicable	enrichment of phosphorylated Protein	P1 TAB MCM Phospho	TMT127N	1	7	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Phosphorylation;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=Trypsin;AC=MS:1001251	1	10 ppm	0.01 Da	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_TiO2_TMT_fr7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD011799/20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_TiO2_TMT_fr7.raw	enrichment of phosphorylated Protein	a56f6bc73e22a527d64a8c84eebd77d6b9a640123afc7343cd72a702799125b7	
PXD011799-P2	mock	Homo sapiens	B cells	not available	not available	not applicable	caucasian	melanoma	tumour associated B cells	not available	not applicable	enrichment of phosphorylated Protein	P2 TAB mock Phospho	TMT127C	1	7	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Phosphorylation;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=Trypsin;AC=MS:1001251	1	10 ppm	0.01 Da	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_TiO2_TMT_fr7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD011799/20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_TiO2_TMT_fr7.raw	enrichment of phosphorylated Protein	ec01d9fe48b9271301615ac457cab9a3dbfa0adaf29954e58d47ccd159a9ac6b	
PXD011799-P2	MCM	Homo sapiens	B cells	not available	not available	not applicable	caucasian	melanoma	tumour associated B cells	not available	not applicable	enrichment of phosphorylated Protein	P2 TAB MCM Phospho	TMT128N	1	7	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Phosphorylation;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=Trypsin;AC=MS:1001251	1	10 ppm	0.01 Da	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_TiO2_TMT_fr7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD011799/20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_TiO2_TMT_fr7.raw	enrichment of phosphorylated Protein	4381a82e6079c5cb8bc8826cc2ee4897b22f30ff5609771a2374c497d9680a0c	
PXD011799-P3	mock	Homo sapiens	B cells	not available	not available	not applicable	caucasian	melanoma	tumour associated B cells	not available	not applicable	enrichment of phosphorylated Protein	P3 TAB mock Phospho	TMT128C	1	7	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Phosphorylation;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=Trypsin;AC=MS:1001251	1	10 ppm	0.01 Da	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_TiO2_TMT_fr7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD011799/20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_TiO2_TMT_fr7.raw	enrichment of phosphorylated Protein	308fb76f58fdd652bbbfa0cca948554d062e501f5ad3e50727a5be5209fe73c4	
PXD011799-P3	MCM	Homo sapiens	B cells	not available	not available	not applicable	caucasian	melanoma	tumour associated B cells	not available	not applicable	enrichment of phosphorylated Protein	P3 TAB MCM Phospho	TMT129N	1	7	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Phosphorylation;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=Trypsin;AC=MS:1001251	1	10 ppm	0.01 Da	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_TiO2_TMT_fr7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD011799/20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_TiO2_TMT_fr7.raw	enrichment of phosphorylated Protein	636a6034a25f0e8331b91e33f5eb86181a1ae4664b7a87f157f2e8ee4d0eedc7	
PXD011799-P4	mock	Homo sapiens	B cells	not available	not available	not applicable	caucasian	melanoma	tumour associated B cells	not available	not applicable	enrichment of phosphorylated Protein	P4 TAB mock Phospho	TMT129C	1	7	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Phosphorylation;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=Trypsin;AC=MS:1001251	1	10 ppm	0.01 Da	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_TiO2_TMT_fr7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD011799/20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_TiO2_TMT_fr7.raw	enrichment of phosphorylated Protein	0abebce68e21e6bf77f357b8a68a7abbab624fa456c68455eeea67582eff6be7	
PXD011799-P4	MCM	Homo sapiens	B cells	not available	not available	not applicable	caucasian	melanoma	tumour associated B cells	not available	not applicable	enrichment of phosphorylated Protein	P4 TAB MCM Phospho	TMT130N	1	7	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Phosphorylation;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=Trypsin;AC=MS:1001251	1	10 ppm	0.01 Da	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_TiO2_TMT_fr7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD011799/20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_TiO2_TMT_fr7.raw	enrichment of phosphorylated Protein	40b2a4551c5e0159535c2e81789816118eeda8b96a162c03050a0243a2b4a815	
