source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD000561-Sample-1334	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 1334	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Liver_bRP_Elite_82_f01.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-1335	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 1335	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Monocytes_bRP_Elite_33_f04.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-1336	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 1336	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Pancreas_bRP_Elite_59_f05.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-1337	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 1337	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Frontalcortex_bRP_Elite_85_f14.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-1338	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 1338	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Frontalcortex_Gel_Elite_80_f09.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-1339	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 1339	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Fetal_Liver_bRP_Elite_23_f05.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-1340	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 1340	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_CD4Tcells_Gel_Velos_30_f22.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-1341	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 1341	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Fetal_Heart_Gel_Velos_21_f27.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-1342	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 1342	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Lung_Gel_Elite_56_f02.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-1343	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 1343	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Liver_Gel_Elite_83_f21.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-1344	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 1344	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Retina_Gel_Velos_5_f13.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-1345	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 1345	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Lung_Gel_Elite_56_f17.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-1346	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 1346	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Pancreas_Gel_Elite_60_f15.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-1347	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 1347	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Fetal_Heart_bRP_Elite_19_f24.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-1348	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 1348	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Prostate_Gel_Elite_62_f07.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-1349	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 1349	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Colon_bRP_Elite_50_f10.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-1350	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 1350	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Fetal_Liver_Gel_Velos_24_f06.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-1351	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 1351	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Fetal_Liver_Gel_Velos_24_f17.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-1352	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 1352	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Esophagus_bRP_Elite_37_f19.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-1353	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 1353	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Fetal_Gut_Gel_Velos_72_f03.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-1354	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 1354	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_CD8Tcells_bRP_Velos_43_f24.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-1355	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 1355	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Heart_bRP_Elite_39_f03.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-1356	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 1356	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Urinarybladder_bRP_Elite_71_f20.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-1357	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 1357	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Pancreas_Gel_Elite_60_f20.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-1358	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 1358	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Pancreas_bRP_Elite_59_f19.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-1359	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 1359	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Fetal_Heart_Gel_Velos_73_f07.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-1360	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 1360	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Bcells_bRP_Elite_75_f11.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-1361	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 1361	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Heart_Gel_Velos_7_f17.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-1362	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 1362	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Lung_bRP_Velos_12_f17.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-1363	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 1363	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Fetal_Heart_bRP_Elite_20_f21.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-1364	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 1364	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_NKcells_Gel_Velos_47_f15.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-1365	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 1365	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Fetal_Gut_Gel_Velos_72_f09.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-1366	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 1366	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Pancreas_bRP_Elite_59_f17.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-1367	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 1367	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Urinarybladder_Gel_Elite_40_f20.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-1368	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 1368	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Rectum_bRP_Elite_84_f22.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-1369	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 1369	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Testis_bRP_Elite_68_f17.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000561-Sample-1370	Homo sapiens	kidney	normal	hematopoietic cells	30	not available	adult, fetal	run 1370	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	sample type (adult tissues, fetal tissues, hematopoietic cells)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	Adult_Spinalcord_bRP_Elite_66_f11.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
