source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[reduction reagent]	comment[alkylation reagent]	comment[ms2 mass analyzer]	comment[collision energy]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD010603-Sample-154	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 154	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171017_JMM_IPL146_1.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-155	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 155	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171002_JMM_A146_10.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-156	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 156	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171017_JMM_IPL146_12.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-157	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 157	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171018_JMM_STG146_12.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-158	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 158	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171026_JMM_EC383_7_20171031032258.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-159	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 159	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171116_JMM_STG405_7.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-160	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 160	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171102_JMM_T383_1.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-161	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 161	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171115_JMM_MFG405_11.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-162	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 162	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171018_JMM_MFG146_11.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-163	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 163	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171026_JMM_IPL383_12.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-164	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 164	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171103_JMM_VC383_5.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-165	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 165	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171018_JMM_STG146_3.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-166	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 166	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171002_JMM_EC146_4.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-167	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 167	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171103_JMM_A405_6.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-168	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 168	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171102_JMM_T383_8.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-169	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 169	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171101_JMM_STG383_8.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-170	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 170	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171117_JMM_T405_9.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-171	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 171	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171026_JMM_CN383_4.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-172	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 172	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171018_JMM_STG146_9.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-173	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 173	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171018_JMM_MFG146_8.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-174	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 174	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171002_JMM_A146_9.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-175	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 175	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171002_JMM_CN146_11.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-176	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 176	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171018_JMM_MFG146_7.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-177	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 177	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171018_JMM_STG146_6.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-178	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 178	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171002_JMM_EC146_1.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-179	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 179	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171025_JMM_VC146_7.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-180	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 180	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171002_JMM_EC146_6.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-181	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 181	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171117_JMM_VC405_12.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-182	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 182	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171102_JMM_T383_6.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-183	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 183	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171018_JMM_STG146_5.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-184	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 184	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171002_JMM_A146_8.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-185	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 185	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171002_JMM_EC146_5.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-186	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 186	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171017_JMM_IPL146_9.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-187	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 187	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171103_JMM_VC383_10.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-188	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 188	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171103_JMM_VC383_3.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-189	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 189	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171116_JMM_CN405_10.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-190	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 190	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171026_JMM_IPL383_9.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-191	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 191	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171117_JMM_VC405_1.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-192	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 192	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171115_JMM_MFG405_4.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
PXD010603-Sample-193	Homo sapiens	brain	alzheimer’s disease, healthy	neuron	not available	not available	not available	run 193	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	brain region (Amygdala, Caudate Nucleus, Cerebellum, Entorhinal Cortex, Inferior Parietal Lobule, Middle Frontal Gyrus, Superior Temporal Gyrus, Thalamus, Visual Cortex), disease progression (no tangle, intermediate tangle, severe tangle)	not available	tris(2-carboxyethyl)phosphine	chloroacetamide	Orbitrap	normalized collision energy level of 30	20171114_JMM_EC405_7.raw	v1.1.0	HAMLET-agentic v2.2.5	alzheimer’s disease, healthy
