source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[ms2 mass analyzer]	comment[ms1 scan range]	comment[collision energy]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD014557-Sample-216	Homo sapiens	hippocampus	alzheimer disease, healthy	not available	not available	not available	run 22	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT129N	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (AD, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.02 Da	dithiothreitol	chloroacetamide	orbitrap	300m/z-1700m/z	1 NCE	GMSFHH_human_microd_20171123_400ug_IPG3-10_fr31.raw	v1.1.0	HAMLET-agentic v2.1.0	alzheimer disease, healthy
PXD014557-Sample-217	Homo sapiens	hippocampus	alzheimer disease, healthy	not available	not available	not available	run 22	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT129C	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (AD, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.02 Da	dithiothreitol	chloroacetamide	orbitrap	300m/z-1700m/z	1 NCE	GMSFHH_human_microd_20171123_400ug_IPG3-10_fr31.raw	v1.1.0	HAMLET-agentic v2.1.0	alzheimer disease, healthy
PXD014557-Sample-218	Homo sapiens	hippocampus	alzheimer disease, healthy	not available	not available	not available	run 22	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT130N	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (AD, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.02 Da	dithiothreitol	chloroacetamide	orbitrap	300m/z-1700m/z	1 NCE	GMSFHH_human_microd_20171123_400ug_IPG3-10_fr31.raw	v1.1.0	HAMLET-agentic v2.1.0	alzheimer disease, healthy
PXD014557-Sample-219	Homo sapiens	hippocampus	alzheimer disease, healthy	not available	not available	not available	run 22	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT130C	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (AD, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.02 Da	dithiothreitol	chloroacetamide	orbitrap	300m/z-1700m/z	1 NCE	GMSFHH_human_microd_20171123_400ug_IPG3-10_fr31.raw	v1.1.0	HAMLET-agentic v2.1.0	alzheimer disease, healthy
PXD014557-Sample-220	Homo sapiens	hippocampus	alzheimer disease, healthy	not available	not available	not available	run 22	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT131	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (AD, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.02 Da	dithiothreitol	chloroacetamide	orbitrap	300m/z-1700m/z	1 NCE	GMSFHH_human_microd_20171123_400ug_IPG3-10_fr31.raw	v1.1.0	HAMLET-agentic v2.1.0	alzheimer disease, healthy
PXD014557-Sample-221	Homo sapiens	hippocampus	alzheimer disease, healthy	not available	not available	not available	run 23	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT126	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (AD, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.02 Da	dithiothreitol	chloroacetamide	orbitrap	300m/z-1700m/z	1 NCE	GMSFHH_human_microd_20171123_400ug_IPG3-10_fr36.raw	v1.1.0	HAMLET-agentic v2.1.0	alzheimer disease, healthy
PXD014557-Sample-222	Homo sapiens	hippocampus	alzheimer disease, healthy	not available	not available	not available	run 23	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT127N	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (AD, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.02 Da	dithiothreitol	chloroacetamide	orbitrap	300m/z-1700m/z	1 NCE	GMSFHH_human_microd_20171123_400ug_IPG3-10_fr36.raw	v1.1.0	HAMLET-agentic v2.1.0	alzheimer disease, healthy
PXD014557-Sample-223	Homo sapiens	hippocampus	alzheimer disease, healthy	not available	not available	not available	run 23	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT127C	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (AD, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.02 Da	dithiothreitol	chloroacetamide	orbitrap	300m/z-1700m/z	1 NCE	GMSFHH_human_microd_20171123_400ug_IPG3-10_fr36.raw	v1.1.0	HAMLET-agentic v2.1.0	alzheimer disease, healthy
PXD014557-Sample-224	Homo sapiens	hippocampus	alzheimer disease, healthy	not available	not available	not available	run 23	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT128N	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (AD, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.02 Da	dithiothreitol	chloroacetamide	orbitrap	300m/z-1700m/z	1 NCE	GMSFHH_human_microd_20171123_400ug_IPG3-10_fr36.raw	v1.1.0	HAMLET-agentic v2.1.0	alzheimer disease, healthy
PXD014557-Sample-225	Homo sapiens	hippocampus	alzheimer disease, healthy	not available	not available	not available	run 23	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT128C	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (AD, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.02 Da	dithiothreitol	chloroacetamide	orbitrap	300m/z-1700m/z	1 NCE	GMSFHH_human_microd_20171123_400ug_IPG3-10_fr36.raw	v1.1.0	HAMLET-agentic v2.1.0	alzheimer disease, healthy
PXD014557-Sample-226	Homo sapiens	hippocampus	alzheimer disease, healthy	not available	not available	not available	run 23	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT129N	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (AD, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.02 Da	dithiothreitol	chloroacetamide	orbitrap	300m/z-1700m/z	1 NCE	GMSFHH_human_microd_20171123_400ug_IPG3-10_fr36.raw	v1.1.0	HAMLET-agentic v2.1.0	alzheimer disease, healthy
PXD014557-Sample-227	Homo sapiens	hippocampus	alzheimer disease, healthy	not available	not available	not available	run 23	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT129C	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (AD, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.02 Da	dithiothreitol	chloroacetamide	orbitrap	300m/z-1700m/z	1 NCE	GMSFHH_human_microd_20171123_400ug_IPG3-10_fr36.raw	v1.1.0	HAMLET-agentic v2.1.0	alzheimer disease, healthy
PXD014557-Sample-228	Homo sapiens	hippocampus	alzheimer disease, healthy	not available	not available	not available	run 23	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT130N	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (AD, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.02 Da	dithiothreitol	chloroacetamide	orbitrap	300m/z-1700m/z	1 NCE	GMSFHH_human_microd_20171123_400ug_IPG3-10_fr36.raw	v1.1.0	HAMLET-agentic v2.1.0	alzheimer disease, healthy
PXD014557-Sample-229	Homo sapiens	hippocampus	alzheimer disease, healthy	not available	not available	not available	run 23	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT130C	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (AD, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.02 Da	dithiothreitol	chloroacetamide	orbitrap	300m/z-1700m/z	1 NCE	GMSFHH_human_microd_20171123_400ug_IPG3-10_fr36.raw	v1.1.0	HAMLET-agentic v2.1.0	alzheimer disease, healthy
PXD014557-Sample-230	Homo sapiens	hippocampus	alzheimer disease, healthy	not available	not available	not available	run 23	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT131	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (AD, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.02 Da	dithiothreitol	chloroacetamide	orbitrap	300m/z-1700m/z	1 NCE	GMSFHH_human_microd_20171123_400ug_IPG3-10_fr36.raw	v1.1.0	HAMLET-agentic v2.1.0	alzheimer disease, healthy
PXD014557-Sample-231	Homo sapiens	hippocampus	alzheimer disease, healthy	not available	not available	not available	run 24	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT126	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (AD, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.02 Da	dithiothreitol	chloroacetamide	orbitrap	300m/z-1700m/z	1 NCE	GMSFHH_human_microd_20171123_400ug_IPG3-10_fr38.raw	v1.1.0	HAMLET-agentic v2.1.0	alzheimer disease, healthy
PXD014557-Sample-232	Homo sapiens	hippocampus	alzheimer disease, healthy	not available	not available	not available	run 24	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT127N	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (AD, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.02 Da	dithiothreitol	chloroacetamide	orbitrap	300m/z-1700m/z	1 NCE	GMSFHH_human_microd_20171123_400ug_IPG3-10_fr38.raw	v1.1.0	HAMLET-agentic v2.1.0	alzheimer disease, healthy
PXD014557-Sample-233	Homo sapiens	hippocampus	alzheimer disease, healthy	not available	not available	not available	run 24	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT127C	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (AD, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.02 Da	dithiothreitol	chloroacetamide	orbitrap	300m/z-1700m/z	1 NCE	GMSFHH_human_microd_20171123_400ug_IPG3-10_fr38.raw	v1.1.0	HAMLET-agentic v2.1.0	alzheimer disease, healthy
PXD014557-Sample-234	Homo sapiens	hippocampus	alzheimer disease, healthy	not available	not available	not available	run 24	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT128N	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (AD, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.02 Da	dithiothreitol	chloroacetamide	orbitrap	300m/z-1700m/z	1 NCE	GMSFHH_human_microd_20171123_400ug_IPG3-10_fr38.raw	v1.1.0	HAMLET-agentic v2.1.0	alzheimer disease, healthy
PXD014557-Sample-235	Homo sapiens	hippocampus	alzheimer disease, healthy	not available	not available	not available	run 24	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT128C	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (AD, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.02 Da	dithiothreitol	chloroacetamide	orbitrap	300m/z-1700m/z	1 NCE	GMSFHH_human_microd_20171123_400ug_IPG3-10_fr38.raw	v1.1.0	HAMLET-agentic v2.1.0	alzheimer disease, healthy
PXD014557-Sample-236	Homo sapiens	hippocampus	alzheimer disease, healthy	not available	not available	not available	run 24	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT129N	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (AD, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.02 Da	dithiothreitol	chloroacetamide	orbitrap	300m/z-1700m/z	1 NCE	GMSFHH_human_microd_20171123_400ug_IPG3-10_fr38.raw	v1.1.0	HAMLET-agentic v2.1.0	alzheimer disease, healthy
PXD014557-Sample-237	Homo sapiens	hippocampus	alzheimer disease, healthy	not available	not available	not available	run 24	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT129C	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (AD, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.02 Da	dithiothreitol	chloroacetamide	orbitrap	300m/z-1700m/z	1 NCE	GMSFHH_human_microd_20171123_400ug_IPG3-10_fr38.raw	v1.1.0	HAMLET-agentic v2.1.0	alzheimer disease, healthy
PXD014557-Sample-238	Homo sapiens	hippocampus	alzheimer disease, healthy	not available	not available	not available	run 24	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT130N	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (AD, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.02 Da	dithiothreitol	chloroacetamide	orbitrap	300m/z-1700m/z	1 NCE	GMSFHH_human_microd_20171123_400ug_IPG3-10_fr38.raw	v1.1.0	HAMLET-agentic v2.1.0	alzheimer disease, healthy
PXD014557-Sample-239	Homo sapiens	hippocampus	alzheimer disease, healthy	not available	not available	not available	run 24	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT130C	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (AD, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.02 Da	dithiothreitol	chloroacetamide	orbitrap	300m/z-1700m/z	1 NCE	GMSFHH_human_microd_20171123_400ug_IPG3-10_fr38.raw	v1.1.0	HAMLET-agentic v2.1.0	alzheimer disease, healthy
PXD014557-Sample-240	Homo sapiens	hippocampus	alzheimer disease, healthy	not available	not available	not available	run 24	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT131	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (AD, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.02 Da	dithiothreitol	chloroacetamide	orbitrap	300m/z-1700m/z	1 NCE	GMSFHH_human_microd_20171123_400ug_IPG3-10_fr38.raw	v1.1.0	HAMLET-agentic v2.1.0	alzheimer disease, healthy
PXD014557-Sample-241	Homo sapiens	hippocampus	alzheimer disease, healthy	not available	not available	not available	run 25	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT126	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (AD, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.02 Da	dithiothreitol	chloroacetamide	orbitrap	300m/z-1700m/z	1 NCE	GMSFHH_human_microd_20171123_400ug_IPG3-10_fr39.raw	v1.1.0	HAMLET-agentic v2.1.0	alzheimer disease, healthy
PXD014557-Sample-242	Homo sapiens	hippocampus	alzheimer disease, healthy	not available	not available	not available	run 25	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT127N	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (AD, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.02 Da	dithiothreitol	chloroacetamide	orbitrap	300m/z-1700m/z	1 NCE	GMSFHH_human_microd_20171123_400ug_IPG3-10_fr39.raw	v1.1.0	HAMLET-agentic v2.1.0	alzheimer disease, healthy
PXD014557-Sample-243	Homo sapiens	hippocampus	alzheimer disease, healthy	not available	not available	not available	run 25	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT127C	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (AD, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.02 Da	dithiothreitol	chloroacetamide	orbitrap	300m/z-1700m/z	1 NCE	GMSFHH_human_microd_20171123_400ug_IPG3-10_fr39.raw	v1.1.0	HAMLET-agentic v2.1.0	alzheimer disease, healthy
PXD014557-Sample-244	Homo sapiens	hippocampus	alzheimer disease, healthy	not available	not available	not available	run 25	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT128N	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (AD, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.02 Da	dithiothreitol	chloroacetamide	orbitrap	300m/z-1700m/z	1 NCE	GMSFHH_human_microd_20171123_400ug_IPG3-10_fr39.raw	v1.1.0	HAMLET-agentic v2.1.0	alzheimer disease, healthy
PXD014557-Sample-245	Homo sapiens	hippocampus	alzheimer disease, healthy	not available	not available	not available	run 25	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT128C	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (AD, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.02 Da	dithiothreitol	chloroacetamide	orbitrap	300m/z-1700m/z	1 NCE	GMSFHH_human_microd_20171123_400ug_IPG3-10_fr39.raw	v1.1.0	HAMLET-agentic v2.1.0	alzheimer disease, healthy
PXD014557-Sample-246	Homo sapiens	hippocampus	alzheimer disease, healthy	not available	not available	not available	run 25	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT129N	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (AD, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.02 Da	dithiothreitol	chloroacetamide	orbitrap	300m/z-1700m/z	1 NCE	GMSFHH_human_microd_20171123_400ug_IPG3-10_fr39.raw	v1.1.0	HAMLET-agentic v2.1.0	alzheimer disease, healthy
PXD014557-Sample-247	Homo sapiens	hippocampus	alzheimer disease, healthy	not available	not available	not available	run 25	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT129C	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (AD, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.02 Da	dithiothreitol	chloroacetamide	orbitrap	300m/z-1700m/z	1 NCE	GMSFHH_human_microd_20171123_400ug_IPG3-10_fr39.raw	v1.1.0	HAMLET-agentic v2.1.0	alzheimer disease, healthy
PXD014557-Sample-248	Homo sapiens	hippocampus	alzheimer disease, healthy	not available	not available	not available	run 25	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT130N	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	disease status (AD, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.02 Da	dithiothreitol	chloroacetamide	orbitrap	300m/z-1700m/z	1 NCE	GMSFHH_human_microd_20171123_400ug_IPG3-10_fr39.raw	v1.1.0	HAMLET-agentic v2.1.0	alzheimer disease, healthy
