source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[precursor mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD003977-Sample-97	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF-7	not available	1	not available	not available	run 97	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	30	3	not available	protease (trypsin, elastase, Post Digest Mix), acquisition method (CHOPIN, Universal Method)	not available	7 ppm	orbitrap	FL0026_RFI_261114_Deep_High_E_F25F40_hybrid.raw	v1.1.0	HAMLET-agentic v0.1.0	breast carcinoma
PXD003977-Sample-98	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF-7	not available	1	not available	not available	run 98	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	30	3	not available	protease (trypsin, elastase, Post Digest Mix), acquisition method (CHOPIN, Universal Method)	not available	7 ppm	orbitrap	FL0026_RFI_261114_Deep_High_ET_F14F29_uni.raw	v1.1.0	HAMLET-agentic v0.1.0	breast carcinoma
PXD003977-Sample-99	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF-7	not available	1	not available	not available	run 99	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	30	3	not available	protease (trypsin, elastase, Post Digest Mix), acquisition method (CHOPIN, Universal Method)	not available	7 ppm	orbitrap	FL0026_RFI_261114_Deep_High_Trypsin_F22F37_hybrid.raw	v1.1.0	HAMLET-agentic v0.1.0	breast carcinoma
PXD003977-Sample-100	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF-7	not available	1	not available	not available	run 100	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	30	3	not available	protease (trypsin, elastase, Post Digest Mix), acquisition method (CHOPIN, Universal Method)	not available	7 ppm	orbitrap	FL0026_RFI_261114_Deep_High_E_F15F30_uni.raw	v1.1.0	HAMLET-agentic v0.1.0	breast carcinoma
PXD003977-Sample-101	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF-7	not available	1	not available	not available	run 101	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	30	3	not available	protease (trypsin, elastase, Post Digest Mix), acquisition method (CHOPIN, Universal Method)	not available	7 ppm	orbitrap	FL0026_RFI_261114_Deep_High_ET_F26F41_uni.raw	v1.1.0	HAMLET-agentic v0.1.0	breast carcinoma
PXD003977-Sample-102	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF-7	not available	1	not available	not available	run 102	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	30	3	not available	protease (trypsin, elastase, Post Digest Mix), acquisition method (CHOPIN, Universal Method)	not available	7 ppm	orbitrap	FL0026_RFI_261114_Deep_High_ET_F31_hybrid.raw	v1.1.0	HAMLET-agentic v0.1.0	breast carcinoma
PXD003977-Sample-103	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF-7	not available	1	not available	not available	run 103	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	30	3	not available	protease (trypsin, elastase, Post Digest Mix), acquisition method (CHOPIN, Universal Method)	not available	7 ppm	orbitrap	FL0026_RFI_261114_Deep_High_E_F19F34_uni.raw	v1.1.0	HAMLET-agentic v0.1.0	breast carcinoma
PXD003977-Sample-104	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF-7	not available	1	not available	not available	run 104	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	30	3	not available	protease (trypsin, elastase, Post Digest Mix), acquisition method (CHOPIN, Universal Method)	not available	7 ppm	orbitrap	FL0026_RFI_261114_Deep_High_Trypsin_F25F40_hybrid.raw	v1.1.0	HAMLET-agentic v0.1.0	breast carcinoma
PXD003977-Sample-105	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF-7	not available	1	not available	not available	run 105	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	30	3	not available	protease (trypsin, elastase, Post Digest Mix), acquisition method (CHOPIN, Universal Method)	not available	7 ppm	orbitrap	FL0026_RFI_261114_Deep_High_E_F17F32_uni.raw	v1.1.0	HAMLET-agentic v0.1.0	breast carcinoma
PXD003977-Sample-106	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF-7	not available	1	not available	not available	run 106	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	30	3	not available	protease (trypsin, elastase, Post Digest Mix), acquisition method (CHOPIN, Universal Method)	not available	7 ppm	orbitrap	FL0026_RFI_261114_Deep_High_Trypsin_F14F29_hybrid.raw	v1.1.0	HAMLET-agentic v0.1.0	breast carcinoma
PXD003977-Sample-107	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF-7	not available	1	not available	not available	run 107	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	30	3	not available	protease (trypsin, elastase, Post Digest Mix), acquisition method (CHOPIN, Universal Method)	not available	7 ppm	orbitrap	FL0026_RFI_261114_Deep_High_Trypsin_F26F41_hybrid.raw	v1.1.0	HAMLET-agentic v0.1.0	breast carcinoma
PXD003977-Sample-108	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF-7	not available	1	not available	not available	run 108	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	30	3	not available	protease (trypsin, elastase, Post Digest Mix), acquisition method (CHOPIN, Universal Method)	not available	7 ppm	orbitrap	FL0026_RFI_261114_Deep_High_ET_F16F31_uni.raw	v1.1.0	HAMLET-agentic v0.1.0	breast carcinoma
PXD003977-Sample-109	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF-7	not available	1	not available	not available	run 109	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	30	3	not available	protease (trypsin, elastase, Post Digest Mix), acquisition method (CHOPIN, Universal Method)	not available	7 ppm	orbitrap	FL0026_RFI_261114_Deep_High_E_F18F33_uni.raw	v1.1.0	HAMLET-agentic v0.1.0	breast carcinoma
PXD003977-Sample-110	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF-7	not available	1	not available	not available	run 110	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	30	3	not available	protease (trypsin, elastase, Post Digest Mix), acquisition method (CHOPIN, Universal Method)	not available	7 ppm	orbitrap	FL0026_RFI_261114_Deep_High_ET_F14_hybrid.raw	v1.1.0	HAMLET-agentic v0.1.0	breast carcinoma
PXD003977-Sample-111	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF-7	not available	1	not available	not available	run 111	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	30	3	not available	protease (trypsin, elastase, Post Digest Mix), acquisition method (CHOPIN, Universal Method)	not available	7 ppm	orbitrap	FL0026_RFI_261114_Deep_High_E_F13F28_hybrid.raw	v1.1.0	HAMLET-agentic v0.1.0	breast carcinoma
PXD003977-Sample-112	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF-7	not available	1	not available	not available	run 112	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	30	3	not available	protease (trypsin, elastase, Post Digest Mix), acquisition method (CHOPIN, Universal Method)	not available	7 ppm	orbitrap	FL0026_RFI_261114_Deep_High_Trypsin_F15F30_hybrid.raw	v1.1.0	HAMLET-agentic v0.1.0	breast carcinoma
PXD003977-Sample-113	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF-7	not available	1	not available	not available	run 113	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	30	3	not available	protease (trypsin, elastase, Post Digest Mix), acquisition method (CHOPIN, Universal Method)	not available	7 ppm	orbitrap	FL0026_RFI_261114_Deep_High_Trypsin_F23F38_uni.raw	v1.1.0	HAMLET-agentic v0.1.0	breast carcinoma
PXD003977-Sample-114	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF-7	not available	1	not available	not available	run 114	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	30	3	not available	protease (trypsin, elastase, Post Digest Mix), acquisition method (CHOPIN, Universal Method)	not available	7 ppm	orbitrap	FL0026_RFI_261114_Deep_High_ET_F26_hybrid.raw	v1.1.0	HAMLET-agentic v0.1.0	breast carcinoma
PXD003977-Sample-115	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF-7	not available	1	not available	not available	run 115	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	30	3	not available	protease (trypsin, elastase, Post Digest Mix), acquisition method (CHOPIN, Universal Method)	not available	7 ppm	orbitrap	FL0026_RFI_261114_Deep_High_Trypsin_F18F33_uni.raw	v1.1.0	HAMLET-agentic v0.1.0	breast carcinoma
PXD003977-Sample-116	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF-7	not available	1	not available	not available	run 116	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	30	3	not available	protease (trypsin, elastase, Post Digest Mix), acquisition method (CHOPIN, Universal Method)	not available	7 ppm	orbitrap	FL0026_RFI_261114_Deep_High_E_F24F39_hybrid.raw	v1.1.0	HAMLET-agentic v0.1.0	breast carcinoma
PXD003977-Sample-117	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF-7	not available	1	not available	not available	run 117	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	30	3	not available	protease (trypsin, elastase, Post Digest Mix), acquisition method (CHOPIN, Universal Method)	not available	7 ppm	orbitrap	FL0026_RFI_261114_Deep_High_E_F22F37_hybrid.raw	v1.1.0	HAMLET-agentic v0.1.0	breast carcinoma
PXD003977-Sample-118	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF-7	not available	1	not available	not available	run 118	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	30	3	not available	protease (trypsin, elastase, Post Digest Mix), acquisition method (CHOPIN, Universal Method)	not available	7 ppm	orbitrap	FL0026_RFI_261114_Deep_High_ET_F26F41_hybrid.raw	v1.1.0	HAMLET-agentic v0.1.0	breast carcinoma
PXD003977-Sample-119	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF-7	not available	1	not available	not available	run 119	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	30	3	not available	protease (trypsin, elastase, Post Digest Mix), acquisition method (CHOPIN, Universal Method)	not available	7 ppm	orbitrap	FL0026_RFI_261114_Deep_High_ET_F28_hybrid.raw	v1.1.0	HAMLET-agentic v0.1.0	breast carcinoma
PXD003977-Sample-120	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF-7	not available	1	not available	not available	run 120	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	30	3	not available	protease (trypsin, elastase, Post Digest Mix), acquisition method (CHOPIN, Universal Method)	not available	7 ppm	orbitrap	FL0026_RFI_261114_Deep_High_E_F26F41_uni.raw	v1.1.0	HAMLET-agentic v0.1.0	breast carcinoma
