source name	characteristics[organism]	characteristics[organism part]	characteristics[organism part]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[disease]	characteristics[developmental stage]	characteristics[cell type]	characteristics[individual]	assay name	comment[label]	comment[file uri]	comment[fractionation method]	comment[fraction identifier]	comment[MS2 mass analyzer]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[collision energy]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[data file]	Material Type	sampleChecksum	sampleAccession
PXD002049-Sample 4	Homo sapiens	colon	rectum	not available	not available	not available	colon and rectal tumors	not available	not applicable	not available	run 56	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A014-01A-12_W_VU_20120825_A0218_2F_R_FR11.raw	NT=Reversed-phase chromatography;AC=PRIDE:0000563	11	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NT=Trypsin	35% NCE	not available	10 ppm	TCGA-AG-A014-01A-12_W_VU_20120825_A0218_2F_R_FR11.raw	tissue	3c93fa7102ed2964b6500a7f5cec036214ee42ef2772f8f678614594f5aee59d	SAMEA7718149
PXD002049-Sample 4	Homo sapiens	colon	rectum	not available	not available	not available	colon and rectal tumors	not available	not applicable	not available	run 57	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A014-01A-12_W_VU_20120825_A0218_2F_R_FR12.raw	NT=Reversed-phase chromatography;AC=PRIDE:0000563	12	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NT=Trypsin	35% NCE	not available	10 ppm	TCGA-AG-A014-01A-12_W_VU_20120825_A0218_2F_R_FR12.raw	tissue	3c93fa7102ed2964b6500a7f5cec036214ee42ef2772f8f678614594f5aee59d	SAMEA7718149
PXD002049-Sample 4	Homo sapiens	colon	rectum	not available	not available	not available	colon and rectal tumors	not available	not applicable	not available	run 58	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A014-01A-12_W_VU_20120825_A0218_2F_R_FR13.raw	NT=Reversed-phase chromatography;AC=PRIDE:0000563	13	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NT=Trypsin	35% NCE	not available	10 ppm	TCGA-AG-A014-01A-12_W_VU_20120825_A0218_2F_R_FR13.raw	tissue	3c93fa7102ed2964b6500a7f5cec036214ee42ef2772f8f678614594f5aee59d	SAMEA7718149
PXD002049-Sample 4	Homo sapiens	colon	rectum	not available	not available	not available	colon and rectal tumors	not available	not applicable	not available	run 59	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A014-01A-12_W_VU_20120825_A0218_2F_R_FR14.raw	NT=Reversed-phase chromatography;AC=PRIDE:0000563	14	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NT=Trypsin	35% NCE	not available	10 ppm	TCGA-AG-A014-01A-12_W_VU_20120825_A0218_2F_R_FR14.raw	tissue	3c93fa7102ed2964b6500a7f5cec036214ee42ef2772f8f678614594f5aee59d	SAMEA7718149
PXD002049-Sample 4	Homo sapiens	colon	rectum	not available	not available	not available	colon and rectal tumors	not available	not applicable	not available	run 60	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A014-01A-12_W_VU_20120825_A0218_2F_R_FR15.raw	NT=Reversed-phase chromatography;AC=PRIDE:0000563	15	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NT=Trypsin	35% NCE	not available	10 ppm	TCGA-AG-A014-01A-12_W_VU_20120825_A0218_2F_R_FR15.raw	tissue	3c93fa7102ed2964b6500a7f5cec036214ee42ef2772f8f678614594f5aee59d	SAMEA7718149
PXD002049-Sample 5	Homo sapiens	colon	rectum	not available	not available	not available	colon and rectal tumors	not available	not applicable	not available	run 61	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A015-01A-51_W_VU_20120921_A0218_3H_R_FR01.raw	NT=Reversed-phase chromatography;AC=PRIDE:0000563	1	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NT=Trypsin	35% NCE	not available	10 ppm	TCGA-AG-A015-01A-51_W_VU_20120921_A0218_3H_R_FR01.raw	tissue	a0c28ed3cac345b692362217191c2e6324f2ee5b59b39860bef98792b47b0ccb	SAMEA7718150
PXD002049-Sample 5	Homo sapiens	colon	rectum	not available	not available	not available	colon and rectal tumors	not available	not applicable	not available	run 62	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A015-01A-51_W_VU_20120921_A0218_3H_R_FR02.raw	NT=Reversed-phase chromatography;AC=PRIDE:0000563	2	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NT=Trypsin	35% NCE	not available	10 ppm	TCGA-AG-A015-01A-51_W_VU_20120921_A0218_3H_R_FR02.raw	tissue	a0c28ed3cac345b692362217191c2e6324f2ee5b59b39860bef98792b47b0ccb	SAMEA7718150
PXD002049-Sample 5	Homo sapiens	colon	rectum	not available	not available	not available	colon and rectal tumors	not available	not applicable	not available	run 63	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A015-01A-51_W_VU_20120922_A0218_3H_R_FR03.raw	NT=Reversed-phase chromatography;AC=PRIDE:0000563	3	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NT=Trypsin	35% NCE	not available	10 ppm	TCGA-AG-A015-01A-51_W_VU_20120922_A0218_3H_R_FR03.raw	tissue	a0c28ed3cac345b692362217191c2e6324f2ee5b59b39860bef98792b47b0ccb	SAMEA7718150
PXD002049-Sample 5	Homo sapiens	colon	rectum	not available	not available	not available	colon and rectal tumors	not available	not applicable	not available	run 64	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A015-01A-51_W_VU_20120922_A0218_3H_R_FR04.raw	NT=Reversed-phase chromatography;AC=PRIDE:0000563	4	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NT=Trypsin	35% NCE	not available	10 ppm	TCGA-AG-A015-01A-51_W_VU_20120922_A0218_3H_R_FR04.raw	tissue	a0c28ed3cac345b692362217191c2e6324f2ee5b59b39860bef98792b47b0ccb	SAMEA7718150
PXD002049-Sample 5	Homo sapiens	colon	rectum	not available	not available	not available	colon and rectal tumors	not available	not applicable	not available	run 65	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A015-01A-51_W_VU_20120922_A0218_3H_R_FR05.raw	NT=Reversed-phase chromatography;AC=PRIDE:0000563	5	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NT=Trypsin	35% NCE	not available	10 ppm	TCGA-AG-A015-01A-51_W_VU_20120922_A0218_3H_R_FR05.raw	tissue	a0c28ed3cac345b692362217191c2e6324f2ee5b59b39860bef98792b47b0ccb	SAMEA7718150
PXD002049-Sample 5	Homo sapiens	colon	rectum	not available	not available	not available	colon and rectal tumors	not available	not applicable	not available	run 66	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A015-01A-51_W_VU_20120922_A0218_3H_R_FR06.raw	NT=Reversed-phase chromatography;AC=PRIDE:0000563	6	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NT=Trypsin	35% NCE	not available	10 ppm	TCGA-AG-A015-01A-51_W_VU_20120922_A0218_3H_R_FR06.raw	tissue	a0c28ed3cac345b692362217191c2e6324f2ee5b59b39860bef98792b47b0ccb	SAMEA7718150
PXD002049-Sample 5	Homo sapiens	colon	rectum	not available	not available	not available	colon and rectal tumors	not available	not applicable	not available	run 67	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A015-01A-51_W_VU_20120922_A0218_3H_R_FR07.raw	NT=Reversed-phase chromatography;AC=PRIDE:0000563	7	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NT=Trypsin	35% NCE	not available	10 ppm	TCGA-AG-A015-01A-51_W_VU_20120922_A0218_3H_R_FR07.raw	tissue	a0c28ed3cac345b692362217191c2e6324f2ee5b59b39860bef98792b47b0ccb	SAMEA7718150
PXD002049-Sample 5	Homo sapiens	colon	rectum	not available	not available	not available	colon and rectal tumors	not available	not applicable	not available	run 68	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A015-01A-51_W_VU_20120922_A0218_3H_R_FR08.raw	NT=Reversed-phase chromatography;AC=PRIDE:0000563	8	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NT=Trypsin	35% NCE	not available	10 ppm	TCGA-AG-A015-01A-51_W_VU_20120922_A0218_3H_R_FR08.raw	tissue	a0c28ed3cac345b692362217191c2e6324f2ee5b59b39860bef98792b47b0ccb	SAMEA7718150
PXD002049-Sample 5	Homo sapiens	colon	rectum	not available	not available	not available	colon and rectal tumors	not available	not applicable	not available	run 69	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A015-01A-51_W_VU_20120922_A0218_3H_R_FR09.raw	NT=Reversed-phase chromatography;AC=PRIDE:0000563	9	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NT=Trypsin	35% NCE	not available	10 ppm	TCGA-AG-A015-01A-51_W_VU_20120922_A0218_3H_R_FR09.raw	tissue	a0c28ed3cac345b692362217191c2e6324f2ee5b59b39860bef98792b47b0ccb	SAMEA7718150
PXD002049-Sample 5	Homo sapiens	colon	rectum	not available	not available	not available	colon and rectal tumors	not available	not applicable	not available	run 70	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A015-01A-51_W_VU_20120922_A0218_3H_R_FR10.raw	NT=Reversed-phase chromatography;AC=PRIDE:0000563	10	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NT=Trypsin	35% NCE	not available	10 ppm	TCGA-AG-A015-01A-51_W_VU_20120922_A0218_3H_R_FR10.raw	tissue	a0c28ed3cac345b692362217191c2e6324f2ee5b59b39860bef98792b47b0ccb	SAMEA7718150
PXD002049-Sample 5	Homo sapiens	colon	rectum	not available	not available	not available	colon and rectal tumors	not available	not applicable	not available	run 71	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A015-01A-51_W_VU_20120922_A0218_3H_R_FR11.raw	NT=Reversed-phase chromatography;AC=PRIDE:0000563	11	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NT=Trypsin	35% NCE	not available	10 ppm	TCGA-AG-A015-01A-51_W_VU_20120922_A0218_3H_R_FR11.raw	tissue	a0c28ed3cac345b692362217191c2e6324f2ee5b59b39860bef98792b47b0ccb	SAMEA7718150
PXD002049-Sample 5	Homo sapiens	colon	rectum	not available	not available	not available	colon and rectal tumors	not available	not applicable	not available	run 72	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A015-01A-51_W_VU_20120922_A0218_3H_R_FR12.raw	NT=Reversed-phase chromatography;AC=PRIDE:0000563	12	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NT=Trypsin	35% NCE	not available	10 ppm	TCGA-AG-A015-01A-51_W_VU_20120922_A0218_3H_R_FR12.raw	tissue	a0c28ed3cac345b692362217191c2e6324f2ee5b59b39860bef98792b47b0ccb	SAMEA7718150
PXD002049-Sample 5	Homo sapiens	colon	rectum	not available	not available	not available	colon and rectal tumors	not available	not applicable	not available	run 73	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A015-01A-51_W_VU_20120922_A0218_3H_R_FR13.raw	NT=Reversed-phase chromatography;AC=PRIDE:0000563	13	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NT=Trypsin	35% NCE	not available	10 ppm	TCGA-AG-A015-01A-51_W_VU_20120922_A0218_3H_R_FR13.raw	tissue	a0c28ed3cac345b692362217191c2e6324f2ee5b59b39860bef98792b47b0ccb	SAMEA7718150
PXD002049-Sample 5	Homo sapiens	colon	rectum	not available	not available	not available	colon and rectal tumors	not available	not applicable	not available	run 74	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A015-01A-51_W_VU_20120922_A0218_3H_R_FR14.raw	NT=Reversed-phase chromatography;AC=PRIDE:0000563	14	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NT=Trypsin	35% NCE	not available	10 ppm	TCGA-AG-A015-01A-51_W_VU_20120922_A0218_3H_R_FR14.raw	tissue	a0c28ed3cac345b692362217191c2e6324f2ee5b59b39860bef98792b47b0ccb	SAMEA7718150
PXD002049-Sample 5	Homo sapiens	colon	rectum	not available	not available	not available	colon and rectal tumors	not available	not applicable	not available	run 75	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A015-01A-51_W_VU_20120922_A0218_3H_R_FR15.raw	NT=Reversed-phase chromatography;AC=PRIDE:0000563	15	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NT=Trypsin	35% NCE	not available	10 ppm	TCGA-AG-A015-01A-51_W_VU_20120922_A0218_3H_R_FR15.raw	tissue	a0c28ed3cac345b692362217191c2e6324f2ee5b59b39860bef98792b47b0ccb	SAMEA7718150
PXD002049-Sample 6	Homo sapiens	colon	rectum	not available	not available	not available	colon and rectal tumors	not available	not applicable	not available	run 76	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A016-01A-23_W_VU_20120730_A0218_1D_R_FR01.raw	NT=Reversed-phase chromatography;AC=PRIDE:0000563	1	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NT=Trypsin	35% NCE	not available	10 ppm	TCGA-AG-A016-01A-23_W_VU_20120730_A0218_1D_R_FR01.raw	tissue	83a6aec9b49f6a8deb3c0deabf9058463c77da7e0cab6997dba699efb6d21579	SAMEA7718151
PXD002049-Sample 6	Homo sapiens	colon	rectum	not available	not available	not available	colon and rectal tumors	not available	not applicable	not available	run 77	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A016-01A-23_W_VU_20120730_A0218_1D_R_FR02.raw	NT=Reversed-phase chromatography;AC=PRIDE:0000563	2	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NT=Trypsin	35% NCE	not available	10 ppm	TCGA-AG-A016-01A-23_W_VU_20120730_A0218_1D_R_FR02.raw	tissue	83a6aec9b49f6a8deb3c0deabf9058463c77da7e0cab6997dba699efb6d21579	SAMEA7718151
PXD002049-Sample 6	Homo sapiens	colon	rectum	not available	not available	not available	colon and rectal tumors	not available	not applicable	not available	run 78	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A016-01A-23_W_VU_20120730_A0218_1D_R_FR03.raw	NT=Reversed-phase chromatography;AC=PRIDE:0000563	3	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NT=Trypsin	35% NCE	not available	10 ppm	TCGA-AG-A016-01A-23_W_VU_20120730_A0218_1D_R_FR03.raw	tissue	83a6aec9b49f6a8deb3c0deabf9058463c77da7e0cab6997dba699efb6d21579	SAMEA7718151
PXD002049-Sample 6	Homo sapiens	colon	rectum	not available	not available	not available	colon and rectal tumors	not available	not applicable	not available	run 79	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A016-01A-23_W_VU_20120730_A0218_1D_R_FR04.raw	NT=Reversed-phase chromatography;AC=PRIDE:0000563	4	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NT=Trypsin	35% NCE	not available	10 ppm	TCGA-AG-A016-01A-23_W_VU_20120730_A0218_1D_R_FR04.raw	tissue	83a6aec9b49f6a8deb3c0deabf9058463c77da7e0cab6997dba699efb6d21579	SAMEA7718151
PXD002049-Sample 6	Homo sapiens	colon	rectum	not available	not available	not available	colon and rectal tumors	not available	not applicable	not available	run 80	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A016-01A-23_W_VU_20120730_A0218_1D_R_FR05.raw	NT=Reversed-phase chromatography;AC=PRIDE:0000563	5	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NT=Trypsin	35% NCE	not available	10 ppm	TCGA-AG-A016-01A-23_W_VU_20120730_A0218_1D_R_FR05.raw	tissue	83a6aec9b49f6a8deb3c0deabf9058463c77da7e0cab6997dba699efb6d21579	SAMEA7718151
PXD002049-Sample 6	Homo sapiens	colon	rectum	not available	not available	not available	colon and rectal tumors	not available	not applicable	not available	run 81	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A016-01A-23_W_VU_20120730_A0218_1D_R_FR06.raw	NT=Reversed-phase chromatography;AC=PRIDE:0000563	6	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NT=Trypsin	35% NCE	not available	10 ppm	TCGA-AG-A016-01A-23_W_VU_20120730_A0218_1D_R_FR06.raw	tissue	83a6aec9b49f6a8deb3c0deabf9058463c77da7e0cab6997dba699efb6d21579	SAMEA7718151
PXD002049-Sample 6	Homo sapiens	colon	rectum	not available	not available	not available	colon and rectal tumors	not available	not applicable	not available	run 82	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A016-01A-23_W_VU_20120730_A0218_1D_R_FR07.raw	NT=Reversed-phase chromatography;AC=PRIDE:0000563	7	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NT=Trypsin	35% NCE	not available	10 ppm	TCGA-AG-A016-01A-23_W_VU_20120730_A0218_1D_R_FR07.raw	tissue	83a6aec9b49f6a8deb3c0deabf9058463c77da7e0cab6997dba699efb6d21579	SAMEA7718151
PXD002049-Sample 6	Homo sapiens	colon	rectum	not available	not available	not available	colon and rectal tumors	not available	not applicable	not available	run 83	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A016-01A-23_W_VU_20120730_A0218_1D_R_FR08.raw	NT=Reversed-phase chromatography;AC=PRIDE:0000563	8	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NT=Trypsin	35% NCE	not available	10 ppm	TCGA-AG-A016-01A-23_W_VU_20120730_A0218_1D_R_FR08.raw	tissue	83a6aec9b49f6a8deb3c0deabf9058463c77da7e0cab6997dba699efb6d21579	SAMEA7718151
