source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD004242-Sample-735	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 735	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150725_QEp1_LC7_PhGe_SA_Plate3B_27_2.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-736	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 736	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150912_QEp1_LC7_PhGe_SA_Plate3D_27_3.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-737	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 737	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150708_QEp1_LC7_PhGe_SA_Plate1C_11_1.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-738	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 738	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150827_QEp1_LC7_PhGe_SA_Plate2C_06_7.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-739	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 739	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150907_QEp1_LC7_PhGe_SA_Plate2D_20_7.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-740	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 740	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150624_QEp1_LC7_PhGe_SA_Plate2A_17_4.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-741	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 741	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150731_QEp1_LC7_PhGe_SA_Plate4E_03_6.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-742	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 742	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150907_QEp1_LC7_PhGe_SA_Plate2D_25_5.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-743	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 743	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150917_QEp1_LC7_PhGe_SA_Plate4C_14_7.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-744	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 744	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150811_QEp1_LC7_PhGe_SA_Plate2B_20_6.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-745	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 745	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150917_QEp1_LC7_PhGe_SA_Plate3B_10_7.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-746	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 746	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150824_QEp1_LC7_PhGe_SA_Plate4D_14_5.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-747	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 747	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150701_QEp1_LC7_PhGe_SA_Plate3A_34_6.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-748	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 748	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150901_QEp1_LC7_PhGe_SA_Plate1E_08_3.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-749	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 749	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150917_QEp1_LC7_PhGe_SA_Plate1D_07_3.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-750	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 750	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150805_QEp1_LC7_PhGe_SA_Plate1D_11_2.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-751	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 751	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150731_QEp1_LC7_PhGe_SA_Plate4B_58_2.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-752	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 752	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150912_QEp1_LC7_PhGe_SA_Plate3D_37_4.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-753	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 753	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150624_QEp1_LC7_PhGe_SA_Plate2A_06_2.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-754	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 754	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150725_QEp1_LC7_PhGe_SA_Plate3B_15_2.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-755	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 755	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150708_QEp1_LC7_PhGe_SA_Plate1C_07_2.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-756	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 756	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150818_QEp1_LC7_PhGe_SA_Plate3C_27_7.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-757	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 757	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150618_QEp1_LC7_PhGe_SA_Plate1B_57_2.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-758	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 758	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150907_QEp1_LC7_PhGe_SA_Plate2D_36_5.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-759	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 759	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150818_QEp1_LC7_PhGe_SA_Plate3C_54_2.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-760	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 760	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150725_QEp1_LC7_PhGe_SA_Plate3B_37_5.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-761	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 761	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150907_QEp1_LC7_PhGe_SA_Plate2D_12_6.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-762	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 762	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150624_QEp1_LC7_PhGe_SA_Plate2A_25_6.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-763	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 763	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150731_QEp1_LC7_PhGe_SA_Plate4E_16_2.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-764	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 764	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150818_QEp1_LC7_PhGe_SA_Plate3C_39_1.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-765	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 765	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150901_QEp1_LC7_PhGe_SA_Plate1E_19_3.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-766	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 766	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150624_QEp1_LC7_PhGe_SA_Plate2A_38_5.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-767	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 767	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150618_QEp1_LC7_PhGe_SA_Plate1B_19_6.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-768	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 768	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150805_QEp1_LC7_PhGe_SA_Plate1D_1_5.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-769	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 769	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150708_QEp1_LC7_PhGe_SA_Plate1C_28_6.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-770	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 770	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150624_QEp1_LC7_PhGe_SA_Plate2A_49_1.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-771	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 771	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150811_QEp1_LC7_PhGe_SA_Plate2B_12_3.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-772	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 772	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150618_QEp1_LC7_PhGe_SA_Plate1B_30_6.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-773	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 773	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150827_QEp1_LC7_PhGe_SA_Plate2C_17_4.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-774	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 774	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150811_QEp1_LC7_PhGe_SA_Plate2B_47_1.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
