source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD000005-Sample-444	Homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116, HEK293, U2OS, MDA-231	not available	not available	not available	not available	run 74	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT131	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	genotype (FBW7 WT, FBW7 KO)	not applicable	orbitrap	Azadeh_Cdc4-WTvsKO_cytosol_250ugIPG-37-49_TMT_fr67.raw	v1.1.0	HAMLET-agentic v2.1.0	colorectal carcinoma
PXD000005-Sample-445	Homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116, HEK293, U2OS, MDA-231	not available	not available	not available	not available	run 75	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT126	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	genotype (FBW7 WT, FBW7 KO)	not applicable	orbitrap	Azadeh_Cdc4-WTvsKO_nuclear_250ugIPG-37-49_TMT_fr07.raw	v1.1.0	HAMLET-agentic v2.1.0	colorectal carcinoma
PXD000005-Sample-446	Homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116, HEK293, U2OS, MDA-231	not available	not available	not available	not available	run 75	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT127	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	genotype (FBW7 WT, FBW7 KO)	not applicable	orbitrap	Azadeh_Cdc4-WTvsKO_nuclear_250ugIPG-37-49_TMT_fr07.raw	v1.1.0	HAMLET-agentic v2.1.0	colorectal carcinoma
PXD000005-Sample-447	Homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116, HEK293, U2OS, MDA-231	not available	not available	not available	not available	run 75	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT128	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	genotype (FBW7 WT, FBW7 KO)	not applicable	orbitrap	Azadeh_Cdc4-WTvsKO_nuclear_250ugIPG-37-49_TMT_fr07.raw	v1.1.0	HAMLET-agentic v2.1.0	colorectal carcinoma
PXD000005-Sample-448	Homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116, HEK293, U2OS, MDA-231	not available	not available	not available	not available	run 75	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT129	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	genotype (FBW7 WT, FBW7 KO)	not applicable	orbitrap	Azadeh_Cdc4-WTvsKO_nuclear_250ugIPG-37-49_TMT_fr07.raw	v1.1.0	HAMLET-agentic v2.1.0	colorectal carcinoma
PXD000005-Sample-449	Homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116, HEK293, U2OS, MDA-231	not available	not available	not available	not available	run 75	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT130	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	genotype (FBW7 WT, FBW7 KO)	not applicable	orbitrap	Azadeh_Cdc4-WTvsKO_nuclear_250ugIPG-37-49_TMT_fr07.raw	v1.1.0	HAMLET-agentic v2.1.0	colorectal carcinoma
PXD000005-Sample-450	Homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116, HEK293, U2OS, MDA-231	not available	not available	not available	not available	run 75	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT131	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	genotype (FBW7 WT, FBW7 KO)	not applicable	orbitrap	Azadeh_Cdc4-WTvsKO_nuclear_250ugIPG-37-49_TMT_fr07.raw	v1.1.0	HAMLET-agentic v2.1.0	colorectal carcinoma
PXD000005-Sample-451	Homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116, HEK293, U2OS, MDA-231	not available	not available	not available	not available	run 76	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT126	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	genotype (FBW7 WT, FBW7 KO)	not applicable	orbitrap	Azadeh_Cdc4-WTvsKO_cytosol_250ugIPG-37-49_TMT_fr46.raw	v1.1.0	HAMLET-agentic v2.1.0	colorectal carcinoma
PXD000005-Sample-452	Homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116, HEK293, U2OS, MDA-231	not available	not available	not available	not available	run 76	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT127	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	genotype (FBW7 WT, FBW7 KO)	not applicable	orbitrap	Azadeh_Cdc4-WTvsKO_cytosol_250ugIPG-37-49_TMT_fr46.raw	v1.1.0	HAMLET-agentic v2.1.0	colorectal carcinoma
PXD000005-Sample-453	Homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116, HEK293, U2OS, MDA-231	not available	not available	not available	not available	run 76	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT128	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	genotype (FBW7 WT, FBW7 KO)	not applicable	orbitrap	Azadeh_Cdc4-WTvsKO_cytosol_250ugIPG-37-49_TMT_fr46.raw	v1.1.0	HAMLET-agentic v2.1.0	colorectal carcinoma
PXD000005-Sample-454	Homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116, HEK293, U2OS, MDA-231	not available	not available	not available	not available	run 76	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT129	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	genotype (FBW7 WT, FBW7 KO)	not applicable	orbitrap	Azadeh_Cdc4-WTvsKO_cytosol_250ugIPG-37-49_TMT_fr46.raw	v1.1.0	HAMLET-agentic v2.1.0	colorectal carcinoma
PXD000005-Sample-455	Homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116, HEK293, U2OS, MDA-231	not available	not available	not available	not available	run 76	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT130	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	genotype (FBW7 WT, FBW7 KO)	not applicable	orbitrap	Azadeh_Cdc4-WTvsKO_cytosol_250ugIPG-37-49_TMT_fr46.raw	v1.1.0	HAMLET-agentic v2.1.0	colorectal carcinoma
PXD000005-Sample-456	Homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116, HEK293, U2OS, MDA-231	not available	not available	not available	not available	run 76	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT131	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	genotype (FBW7 WT, FBW7 KO)	not applicable	orbitrap	Azadeh_Cdc4-WTvsKO_cytosol_250ugIPG-37-49_TMT_fr46.raw	v1.1.0	HAMLET-agentic v2.1.0	colorectal carcinoma
PXD000005-Sample-457	Homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116, HEK293, U2OS, MDA-231	not available	not available	not available	not available	run 77	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT126	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	genotype (FBW7 WT, FBW7 KO)	not applicable	orbitrap	Azadeh_Cdc4-WTvsKO_nuclear_250ugIPG-37-49_TMT_fr32.raw	v1.1.0	HAMLET-agentic v2.1.0	colorectal carcinoma
PXD000005-Sample-458	Homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116, HEK293, U2OS, MDA-231	not available	not available	not available	not available	run 77	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT127	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	genotype (FBW7 WT, FBW7 KO)	not applicable	orbitrap	Azadeh_Cdc4-WTvsKO_nuclear_250ugIPG-37-49_TMT_fr32.raw	v1.1.0	HAMLET-agentic v2.1.0	colorectal carcinoma
PXD000005-Sample-459	Homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116, HEK293, U2OS, MDA-231	not available	not available	not available	not available	run 77	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT128	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	genotype (FBW7 WT, FBW7 KO)	not applicable	orbitrap	Azadeh_Cdc4-WTvsKO_nuclear_250ugIPG-37-49_TMT_fr32.raw	v1.1.0	HAMLET-agentic v2.1.0	colorectal carcinoma
PXD000005-Sample-460	Homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116, HEK293, U2OS, MDA-231	not available	not available	not available	not available	run 77	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT129	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	genotype (FBW7 WT, FBW7 KO)	not applicable	orbitrap	Azadeh_Cdc4-WTvsKO_nuclear_250ugIPG-37-49_TMT_fr32.raw	v1.1.0	HAMLET-agentic v2.1.0	colorectal carcinoma
PXD000005-Sample-461	Homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116, HEK293, U2OS, MDA-231	not available	not available	not available	not available	run 77	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT130	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	genotype (FBW7 WT, FBW7 KO)	not applicable	orbitrap	Azadeh_Cdc4-WTvsKO_nuclear_250ugIPG-37-49_TMT_fr32.raw	v1.1.0	HAMLET-agentic v2.1.0	colorectal carcinoma
PXD000005-Sample-462	Homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116, HEK293, U2OS, MDA-231	not available	not available	not available	not available	run 77	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT131	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	genotype (FBW7 WT, FBW7 KO)	not applicable	orbitrap	Azadeh_Cdc4-WTvsKO_nuclear_250ugIPG-37-49_TMT_fr32.raw	v1.1.0	HAMLET-agentic v2.1.0	colorectal carcinoma
PXD000005-Sample-463	Homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116, HEK293, U2OS, MDA-231	not available	not available	not available	not available	run 78	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT126	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	genotype (FBW7 WT, FBW7 KO)	not applicable	orbitrap	Azadeh_Cdc4-WTvsKO_nuclear_250ugIPG-37-49_TMT_fr05.raw	v1.1.0	HAMLET-agentic v2.1.0	colorectal carcinoma
PXD000005-Sample-464	Homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116, HEK293, U2OS, MDA-231	not available	not available	not available	not available	run 78	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT127	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	genotype (FBW7 WT, FBW7 KO)	not applicable	orbitrap	Azadeh_Cdc4-WTvsKO_nuclear_250ugIPG-37-49_TMT_fr05.raw	v1.1.0	HAMLET-agentic v2.1.0	colorectal carcinoma
PXD000005-Sample-465	Homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116, HEK293, U2OS, MDA-231	not available	not available	not available	not available	run 78	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT128	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	genotype (FBW7 WT, FBW7 KO)	not applicable	orbitrap	Azadeh_Cdc4-WTvsKO_nuclear_250ugIPG-37-49_TMT_fr05.raw	v1.1.0	HAMLET-agentic v2.1.0	colorectal carcinoma
PXD000005-Sample-466	Homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116, HEK293, U2OS, MDA-231	not available	not available	not available	not available	run 78	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT129	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	genotype (FBW7 WT, FBW7 KO)	not applicable	orbitrap	Azadeh_Cdc4-WTvsKO_nuclear_250ugIPG-37-49_TMT_fr05.raw	v1.1.0	HAMLET-agentic v2.1.0	colorectal carcinoma
PXD000005-Sample-467	Homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116, HEK293, U2OS, MDA-231	not available	not available	not available	not available	run 78	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT130	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	genotype (FBW7 WT, FBW7 KO)	not applicable	orbitrap	Azadeh_Cdc4-WTvsKO_nuclear_250ugIPG-37-49_TMT_fr05.raw	v1.1.0	HAMLET-agentic v2.1.0	colorectal carcinoma
PXD000005-Sample-468	Homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116, HEK293, U2OS, MDA-231	not available	not available	not available	not available	run 78	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT131	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	genotype (FBW7 WT, FBW7 KO)	not applicable	orbitrap	Azadeh_Cdc4-WTvsKO_nuclear_250ugIPG-37-49_TMT_fr05.raw	v1.1.0	HAMLET-agentic v2.1.0	colorectal carcinoma
PXD000005-Sample-469	Homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116, HEK293, U2OS, MDA-231	not available	not available	not available	not available	run 79	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT126	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	genotype (FBW7 WT, FBW7 KO)	not applicable	orbitrap	Azadeh_Cdc4-WTvsKO_cytosol_250ugIPG-37-49_TMT_fr04.raw	v1.1.0	HAMLET-agentic v2.1.0	colorectal carcinoma
PXD000005-Sample-470	Homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116, HEK293, U2OS, MDA-231	not available	not available	not available	not available	run 79	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT127	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	genotype (FBW7 WT, FBW7 KO)	not applicable	orbitrap	Azadeh_Cdc4-WTvsKO_cytosol_250ugIPG-37-49_TMT_fr04.raw	v1.1.0	HAMLET-agentic v2.1.0	colorectal carcinoma
PXD000005-Sample-471	Homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116, HEK293, U2OS, MDA-231	not available	not available	not available	not available	run 79	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT128	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	genotype (FBW7 WT, FBW7 KO)	not applicable	orbitrap	Azadeh_Cdc4-WTvsKO_cytosol_250ugIPG-37-49_TMT_fr04.raw	v1.1.0	HAMLET-agentic v2.1.0	colorectal carcinoma
PXD000005-Sample-472	Homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116, HEK293, U2OS, MDA-231	not available	not available	not available	not available	run 79	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT129	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	genotype (FBW7 WT, FBW7 KO)	not applicable	orbitrap	Azadeh_Cdc4-WTvsKO_cytosol_250ugIPG-37-49_TMT_fr04.raw	v1.1.0	HAMLET-agentic v2.1.0	colorectal carcinoma
PXD000005-Sample-473	Homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116, HEK293, U2OS, MDA-231	not available	not available	not available	not available	run 79	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT130	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	genotype (FBW7 WT, FBW7 KO)	not applicable	orbitrap	Azadeh_Cdc4-WTvsKO_cytosol_250ugIPG-37-49_TMT_fr04.raw	v1.1.0	HAMLET-agentic v2.1.0	colorectal carcinoma
PXD000005-Sample-474	Homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116, HEK293, U2OS, MDA-231	not available	not available	not available	not available	run 79	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT131	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	genotype (FBW7 WT, FBW7 KO)	not applicable	orbitrap	Azadeh_Cdc4-WTvsKO_cytosol_250ugIPG-37-49_TMT_fr04.raw	v1.1.0	HAMLET-agentic v2.1.0	colorectal carcinoma
PXD000005-Sample-475	Homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116, HEK293, U2OS, MDA-231	not available	not available	not available	not available	run 80	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT126	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	genotype (FBW7 WT, FBW7 KO)	not applicable	orbitrap	Azadeh_Cdc4-WTvsKO_nuclear_250ugIPG-37-49_TMT_fr30.raw	v1.1.0	HAMLET-agentic v2.1.0	colorectal carcinoma
PXD000005-Sample-476	Homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116, HEK293, U2OS, MDA-231	not available	not available	not available	not available	run 80	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT127	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	genotype (FBW7 WT, FBW7 KO)	not applicable	orbitrap	Azadeh_Cdc4-WTvsKO_nuclear_250ugIPG-37-49_TMT_fr30.raw	v1.1.0	HAMLET-agentic v2.1.0	colorectal carcinoma
PXD000005-Sample-477	Homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116, HEK293, U2OS, MDA-231	not available	not available	not available	not available	run 80	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT128	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	genotype (FBW7 WT, FBW7 KO)	not applicable	orbitrap	Azadeh_Cdc4-WTvsKO_nuclear_250ugIPG-37-49_TMT_fr30.raw	v1.1.0	HAMLET-agentic v2.1.0	colorectal carcinoma
PXD000005-Sample-478	Homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116, HEK293, U2OS, MDA-231	not available	not available	not available	not available	run 80	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT129	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	genotype (FBW7 WT, FBW7 KO)	not applicable	orbitrap	Azadeh_Cdc4-WTvsKO_nuclear_250ugIPG-37-49_TMT_fr30.raw	v1.1.0	HAMLET-agentic v2.1.0	colorectal carcinoma
PXD000005-Sample-479	Homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116, HEK293, U2OS, MDA-231	not available	not available	not available	not available	run 80	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT130	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	genotype (FBW7 WT, FBW7 KO)	not applicable	orbitrap	Azadeh_Cdc4-WTvsKO_nuclear_250ugIPG-37-49_TMT_fr30.raw	v1.1.0	HAMLET-agentic v2.1.0	colorectal carcinoma
PXD000005-Sample-480	Homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116, HEK293, U2OS, MDA-231	not available	not available	not available	not available	run 80	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT131	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	genotype (FBW7 WT, FBW7 KO)	not applicable	orbitrap	Azadeh_Cdc4-WTvsKO_nuclear_250ugIPG-37-49_TMT_fr30.raw	v1.1.0	HAMLET-agentic v2.1.0	colorectal carcinoma
PXD000005-Sample-481	Homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116, HEK293, U2OS, MDA-231	not available	not available	not available	not available	run 81	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT126	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	genotype (FBW7 WT, FBW7 KO)	not applicable	orbitrap	Azadeh_Cdc4-WTvsKO_nuclear_250ugIPG-37-49_TMT_fr60.raw	v1.1.0	HAMLET-agentic v2.1.0	colorectal carcinoma
PXD000005-Sample-482	Homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116, HEK293, U2OS, MDA-231	not available	not available	not available	not available	run 81	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT127	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	genotype (FBW7 WT, FBW7 KO)	not applicable	orbitrap	Azadeh_Cdc4-WTvsKO_nuclear_250ugIPG-37-49_TMT_fr60.raw	v1.1.0	HAMLET-agentic v2.1.0	colorectal carcinoma
PXD000005-Sample-483	Homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116, HEK293, U2OS, MDA-231	not available	not available	not available	not available	run 81	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT128	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	genotype (FBW7 WT, FBW7 KO)	not applicable	orbitrap	Azadeh_Cdc4-WTvsKO_nuclear_250ugIPG-37-49_TMT_fr60.raw	v1.1.0	HAMLET-agentic v2.1.0	colorectal carcinoma
PXD000005-Sample-484	Homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116, HEK293, U2OS, MDA-231	not available	not available	not available	not available	run 81	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT129	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	genotype (FBW7 WT, FBW7 KO)	not applicable	orbitrap	Azadeh_Cdc4-WTvsKO_nuclear_250ugIPG-37-49_TMT_fr60.raw	v1.1.0	HAMLET-agentic v2.1.0	colorectal carcinoma
PXD000005-Sample-485	Homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116, HEK293, U2OS, MDA-231	not available	not available	not available	not available	run 81	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT130	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	genotype (FBW7 WT, FBW7 KO)	not applicable	orbitrap	Azadeh_Cdc4-WTvsKO_nuclear_250ugIPG-37-49_TMT_fr60.raw	v1.1.0	HAMLET-agentic v2.1.0	colorectal carcinoma
PXD000005-Sample-486	Homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116, HEK293, U2OS, MDA-231	not available	not available	not available	not available	run 81	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT131	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	genotype (FBW7 WT, FBW7 KO)	not applicable	orbitrap	Azadeh_Cdc4-WTvsKO_nuclear_250ugIPG-37-49_TMT_fr60.raw	v1.1.0	HAMLET-agentic v2.1.0	colorectal carcinoma
PXD000005-Sample-487	Homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116, HEK293, U2OS, MDA-231	not available	not available	not available	not available	run 82	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT126	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	genotype (FBW7 WT, FBW7 KO)	not applicable	orbitrap	Azadeh_Cdc4-WTvsKO_cytosol_250ugIPG-37-49_TMT_fr07.raw	v1.1.0	HAMLET-agentic v2.1.0	colorectal carcinoma
PXD000005-Sample-488	Homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116, HEK293, U2OS, MDA-231	not available	not available	not available	not available	run 82	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT127	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	genotype (FBW7 WT, FBW7 KO)	not applicable	orbitrap	Azadeh_Cdc4-WTvsKO_cytosol_250ugIPG-37-49_TMT_fr07.raw	v1.1.0	HAMLET-agentic v2.1.0	colorectal carcinoma
PXD000005-Sample-489	Homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116, HEK293, U2OS, MDA-231	not available	not available	not available	not available	run 82	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT128	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	genotype (FBW7 WT, FBW7 KO)	not applicable	orbitrap	Azadeh_Cdc4-WTvsKO_cytosol_250ugIPG-37-49_TMT_fr07.raw	v1.1.0	HAMLET-agentic v2.1.0	colorectal carcinoma
PXD000005-Sample-490	Homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116, HEK293, U2OS, MDA-231	not available	not available	not available	not available	run 82	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT129	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	genotype (FBW7 WT, FBW7 KO)	not applicable	orbitrap	Azadeh_Cdc4-WTvsKO_cytosol_250ugIPG-37-49_TMT_fr07.raw	v1.1.0	HAMLET-agentic v2.1.0	colorectal carcinoma
PXD000005-Sample-491	Homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116, HEK293, U2OS, MDA-231	not available	not available	not available	not available	run 82	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT130	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	genotype (FBW7 WT, FBW7 KO)	not applicable	orbitrap	Azadeh_Cdc4-WTvsKO_cytosol_250ugIPG-37-49_TMT_fr07.raw	v1.1.0	HAMLET-agentic v2.1.0	colorectal carcinoma
PXD000005-Sample-492	Homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116, HEK293, U2OS, MDA-231	not available	not available	not available	not available	run 82	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT131	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	genotype (FBW7 WT, FBW7 KO)	not applicable	orbitrap	Azadeh_Cdc4-WTvsKO_cytosol_250ugIPG-37-49_TMT_fr07.raw	v1.1.0	HAMLET-agentic v2.1.0	colorectal carcinoma
PXD000005-Sample-493	Homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116, HEK293, U2OS, MDA-231	not available	not available	not available	not available	run 83	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT126	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	genotype (FBW7 WT, FBW7 KO)	not applicable	orbitrap	Azadeh_Cdc4-WTvsKO_nuclear_250ugIPG-37-49_TMT_fr48.raw	v1.1.0	HAMLET-agentic v2.1.0	colorectal carcinoma
