source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD000262-Sample-77	Homo sapiens	bone	osteosarcoma	osteosarcoma cell	U2OS	not available	not available	not available	not available	run 77	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (DMSO, cycloheximide, MG132), subcellular compartment (nucleus, cytosol, cytoskeleton, membrane)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	7 ppm	20 ppm	orbitrap	031111_EXP187_B2.raw	v1.1.0	HAMLET-agentic v2.1.0	osteosarcoma
PXD000262-Sample-78	Homo sapiens	bone	osteosarcoma	osteosarcoma cell	U2OS	not available	not available	not available	not available	run 78	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (DMSO, cycloheximide, MG132), subcellular compartment (nucleus, cytosol, cytoskeleton, membrane)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	7 ppm	20 ppm	orbitrap	031111_EXP187_A4.raw	v1.1.0	HAMLET-agentic v2.1.0	osteosarcoma
PXD000262-Sample-79	Homo sapiens	bone	osteosarcoma	osteosarcoma cell	U2OS	not available	not available	not available	not available	run 79	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (DMSO, cycloheximide, MG132), subcellular compartment (nucleus, cytosol, cytoskeleton, membrane)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	7 ppm	20 ppm	orbitrap	031111_EXP187_A11.raw	v1.1.0	HAMLET-agentic v2.1.0	osteosarcoma
PXD000262-Sample-80	Homo sapiens	bone	osteosarcoma	osteosarcoma cell	U2OS	not available	not available	not available	not available	run 80	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (DMSO, cycloheximide, MG132), subcellular compartment (nucleus, cytosol, cytoskeleton, membrane)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	7 ppm	20 ppm	orbitrap	101211_EXP191_MEM_8.raw	v1.1.0	HAMLET-agentic v2.1.0	osteosarcoma
PXD000262-Sample-81	Homo sapiens	bone	osteosarcoma	osteosarcoma cell	U2OS	not available	not available	not available	not available	run 81	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (DMSO, cycloheximide, MG132), subcellular compartment (nucleus, cytosol, cytoskeleton, membrane)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	7 ppm	20 ppm	orbitrap	101211_EXP191_NUC_2.raw	v1.1.0	HAMLET-agentic v2.1.0	osteosarcoma
PXD000262-Sample-82	Homo sapiens	bone	osteosarcoma	osteosarcoma cell	U2OS	not available	not available	not available	not available	run 82	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (DMSO, cycloheximide, MG132), subcellular compartment (nucleus, cytosol, cytoskeleton, membrane)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	7 ppm	20 ppm	orbitrap	PT1621S4FP1C8.raw	v1.1.0	HAMLET-agentic v2.1.0	osteosarcoma
PXD000262-Sample-83	Homo sapiens	bone	osteosarcoma	osteosarcoma cell	U2OS	not available	not available	not available	not available	run 83	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (DMSO, cycloheximide, MG132), subcellular compartment (nucleus, cytosol, cytoskeleton, membrane)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	7 ppm	20 ppm	orbitrap	PT1621S2FP1A10.raw	v1.1.0	HAMLET-agentic v2.1.0	osteosarcoma
PXD000262-Sample-84	Homo sapiens	bone	osteosarcoma	osteosarcoma cell	U2OS	not available	not available	not available	not available	run 84	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (DMSO, cycloheximide, MG132), subcellular compartment (nucleus, cytosol, cytoskeleton, membrane)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	7 ppm	20 ppm	orbitrap	060312_EXP191_CYTOSKEL_1.raw	v1.1.0	HAMLET-agentic v2.1.0	osteosarcoma
PXD000262-Sample-85	Homo sapiens	bone	osteosarcoma	osteosarcoma cell	U2OS	not available	not available	not available	not available	run 85	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (DMSO, cycloheximide, MG132), subcellular compartment (nucleus, cytosol, cytoskeleton, membrane)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	7 ppm	20 ppm	orbitrap	PT1621S2FP1A9.raw	v1.1.0	HAMLET-agentic v2.1.0	osteosarcoma
PXD000262-Sample-86	Homo sapiens	bone	osteosarcoma	osteosarcoma cell	U2OS	not available	not available	not available	not available	run 86	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (DMSO, cycloheximide, MG132), subcellular compartment (nucleus, cytosol, cytoskeleton, membrane)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	7 ppm	20 ppm	orbitrap	101211_EXP191_MEM_4.raw	v1.1.0	HAMLET-agentic v2.1.0	osteosarcoma
PXD000262-Sample-87	Homo sapiens	bone	osteosarcoma	osteosarcoma cell	U2OS	not available	not available	not available	not available	run 87	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (DMSO, cycloheximide, MG132), subcellular compartment (nucleus, cytosol, cytoskeleton, membrane)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	7 ppm	20 ppm	orbitrap	101211_EXP191_MEM_7.raw	v1.1.0	HAMLET-agentic v2.1.0	osteosarcoma
PXD000262-Sample-88	Homo sapiens	bone	osteosarcoma	osteosarcoma cell	U2OS	not available	not available	not available	not available	run 88	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (DMSO, cycloheximide, MG132), subcellular compartment (nucleus, cytosol, cytoskeleton, membrane)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	7 ppm	20 ppm	orbitrap	PT1621S2FP1B11.raw	v1.1.0	HAMLET-agentic v2.1.0	osteosarcoma
PXD000262-Sample-89	Homo sapiens	bone	osteosarcoma	osteosarcoma cell	U2OS	not available	not available	not available	not available	run 89	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (DMSO, cycloheximide, MG132), subcellular compartment (nucleus, cytosol, cytoskeleton, membrane)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	7 ppm	20 ppm	orbitrap	070312_EXP191_CYTOSKEL_2.raw	v1.1.0	HAMLET-agentic v2.1.0	osteosarcoma
PXD000262-Sample-90	Homo sapiens	bone	osteosarcoma	osteosarcoma cell	U2OS	not available	not available	not available	not available	run 90	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (DMSO, cycloheximide, MG132), subcellular compartment (nucleus, cytosol, cytoskeleton, membrane)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	7 ppm	20 ppm	orbitrap	PT1621S4FP1C6.raw	v1.1.0	HAMLET-agentic v2.1.0	osteosarcoma
PXD000262-Sample-91	Homo sapiens	bone	osteosarcoma	osteosarcoma cell	U2OS	not available	not available	not available	not available	run 91	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (DMSO, cycloheximide, MG132), subcellular compartment (nucleus, cytosol, cytoskeleton, membrane)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	7 ppm	20 ppm	orbitrap	031111_EXP187_A7.raw	v1.1.0	HAMLET-agentic v2.1.0	osteosarcoma
PXD000262-Sample-92	Homo sapiens	bone	osteosarcoma	osteosarcoma cell	U2OS	not available	not available	not available	not available	run 92	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (DMSO, cycloheximide, MG132), subcellular compartment (nucleus, cytosol, cytoskeleton, membrane)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	7 ppm	20 ppm	orbitrap	101211_EXP191_NUC_6.raw	v1.1.0	HAMLET-agentic v2.1.0	osteosarcoma
PXD000262-Sample-93	Homo sapiens	bone	osteosarcoma	osteosarcoma cell	U2OS	not available	not available	not available	not available	run 93	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (DMSO, cycloheximide, MG132), subcellular compartment (nucleus, cytosol, cytoskeleton, membrane)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	7 ppm	20 ppm	orbitrap	031111_EXP187_C5.raw	v1.1.0	HAMLET-agentic v2.1.0	osteosarcoma
PXD000262-Sample-94	Homo sapiens	bone	osteosarcoma	osteosarcoma cell	U2OS	not available	not available	not available	not available	run 94	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (DMSO, cycloheximide, MG132), subcellular compartment (nucleus, cytosol, cytoskeleton, membrane)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	7 ppm	20 ppm	orbitrap	031111_EXP187_B7.raw	v1.1.0	HAMLET-agentic v2.1.0	osteosarcoma
PXD000262-Sample-95	Homo sapiens	bone	osteosarcoma	osteosarcoma cell	U2OS	not available	not available	not available	not available	run 95	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (DMSO, cycloheximide, MG132), subcellular compartment (nucleus, cytosol, cytoskeleton, membrane)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	7 ppm	20 ppm	orbitrap	PT1621S2FP1B9.raw	v1.1.0	HAMLET-agentic v2.1.0	osteosarcoma
PXD000262-Sample-96	Homo sapiens	bone	osteosarcoma	osteosarcoma cell	U2OS	not available	not available	not available	not available	run 96	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (DMSO, cycloheximide, MG132), subcellular compartment (nucleus, cytosol, cytoskeleton, membrane)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	7 ppm	20 ppm	orbitrap	101211_EXP191_TCL_2.raw	v1.1.0	HAMLET-agentic v2.1.0	osteosarcoma
PXD000262-Sample-97	Homo sapiens	bone	osteosarcoma	osteosarcoma cell	U2OS	not available	not available	not available	not available	run 97	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (DMSO, cycloheximide, MG132), subcellular compartment (nucleus, cytosol, cytoskeleton, membrane)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	7 ppm	20 ppm	orbitrap	PT1624S3F00.raw	v1.1.0	HAMLET-agentic v2.1.0	osteosarcoma
PXD000262-Sample-98	Homo sapiens	bone	osteosarcoma	osteosarcoma cell	U2OS	not available	not available	not available	not available	run 98	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (DMSO, cycloheximide, MG132), subcellular compartment (nucleus, cytosol, cytoskeleton, membrane)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	7 ppm	20 ppm	orbitrap	031111_EXP187_A3.raw	v1.1.0	HAMLET-agentic v2.1.0	osteosarcoma
PXD000262-Sample-99	Homo sapiens	bone	osteosarcoma	osteosarcoma cell	U2OS	not available	not available	not available	not available	run 99	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (DMSO, cycloheximide, MG132), subcellular compartment (nucleus, cytosol, cytoskeleton, membrane)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	7 ppm	20 ppm	orbitrap	101211_EXP191_TCL_3.raw	v1.1.0	HAMLET-agentic v2.1.0	osteosarcoma
PXD000262-Sample-100	Homo sapiens	bone	osteosarcoma	osteosarcoma cell	U2OS	not available	not available	not available	not available	run 100	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (DMSO, cycloheximide, MG132), subcellular compartment (nucleus, cytosol, cytoskeleton, membrane)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	7 ppm	20 ppm	orbitrap	101211_EXP191_NUC_1.raw	v1.1.0	HAMLET-agentic v2.1.0	osteosarcoma
PXD000262-Sample-101	Homo sapiens	bone	osteosarcoma	osteosarcoma cell	U2OS	not available	not available	not available	not available	run 101	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (DMSO, cycloheximide, MG132), subcellular compartment (nucleus, cytosol, cytoskeleton, membrane)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	7 ppm	20 ppm	orbitrap	101211_EXP191_NUC_5.raw	v1.1.0	HAMLET-agentic v2.1.0	osteosarcoma
PXD000262-Sample-102	Homo sapiens	bone	osteosarcoma	osteosarcoma cell	U2OS	not available	not available	not available	not available	run 102	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (DMSO, cycloheximide, MG132), subcellular compartment (nucleus, cytosol, cytoskeleton, membrane)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	7 ppm	20 ppm	orbitrap	031111_EXP187_C7.raw	v1.1.0	HAMLET-agentic v2.1.0	osteosarcoma
PXD000262-Sample-103	Homo sapiens	bone	osteosarcoma	osteosarcoma cell	U2OS	not available	not available	not available	not available	run 103	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (DMSO, cycloheximide, MG132), subcellular compartment (nucleus, cytosol, cytoskeleton, membrane)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	7 ppm	20 ppm	orbitrap	031111_EXP187_A9.raw	v1.1.0	HAMLET-agentic v2.1.0	osteosarcoma
PXD000262-Sample-104	Homo sapiens	bone	osteosarcoma	osteosarcoma cell	U2OS	not available	not available	not available	not available	run 104	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (DMSO, cycloheximide, MG132), subcellular compartment (nucleus, cytosol, cytoskeleton, membrane)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	7 ppm	20 ppm	orbitrap	101211_EXP191_TCL_4.raw	v1.1.0	HAMLET-agentic v2.1.0	osteosarcoma
PXD000262-Sample-105	Homo sapiens	bone	osteosarcoma	osteosarcoma cell	U2OS	not available	not available	not available	not available	run 105	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (DMSO, cycloheximide, MG132), subcellular compartment (nucleus, cytosol, cytoskeleton, membrane)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	7 ppm	20 ppm	orbitrap	PT1621S3FP1B8.raw	v1.1.0	HAMLET-agentic v2.1.0	osteosarcoma
PXD000262-Sample-106	Homo sapiens	bone	osteosarcoma	osteosarcoma cell	U2OS	not available	not available	not available	not available	run 106	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (DMSO, cycloheximide, MG132), subcellular compartment (nucleus, cytosol, cytoskeleton, membrane)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	7 ppm	20 ppm	orbitrap	PT1621S3FP1B3.raw	v1.1.0	HAMLET-agentic v2.1.0	osteosarcoma
