source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD000313-Sample-84	Oryza sativa	embryos	normal	not available	not available	6, 12, 18, 24 and 30 DAP	run 21	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	Q Exactive, Triple Quad 5500	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	developmental stage (6 DAP, 12 DAP, 18 DAP, 24 DAP, 30 DAP)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=mTRAQ heavy;AC=UNIMOD:1302;MT=Variable;TA=H	15 ppm	0.02 Da	orbitrap	6_3.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000313-Sample-85	Oryza sativa	embryos	normal	not available	not available	6, 12, 18, 24 and 30 DAP	run 22	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	Q Exactive, Triple Quad 5500	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	developmental stage (6 DAP, 12 DAP, 18 DAP, 24 DAP, 30 DAP)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=mTRAQ heavy;AC=UNIMOD:1302;MT=Variable;TA=H	15 ppm	0.02 Da	orbitrap	7_1.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000313-Sample-86	Oryza sativa	embryos	normal	not available	not available	6, 12, 18, 24 and 30 DAP	run 22	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	Q Exactive, Triple Quad 5500	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	developmental stage (6 DAP, 12 DAP, 18 DAP, 24 DAP, 30 DAP)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=mTRAQ heavy;AC=UNIMOD:1302;MT=Variable;TA=H	15 ppm	0.02 Da	orbitrap	7_1.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000313-Sample-87	Oryza sativa	embryos	normal	not available	not available	6, 12, 18, 24 and 30 DAP	run 22	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	Q Exactive, Triple Quad 5500	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	developmental stage (6 DAP, 12 DAP, 18 DAP, 24 DAP, 30 DAP)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=mTRAQ heavy;AC=UNIMOD:1302;MT=Variable;TA=H	15 ppm	0.02 Da	orbitrap	7_1.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000313-Sample-88	Oryza sativa	embryos	normal	not available	not available	6, 12, 18, 24 and 30 DAP	run 22	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	Q Exactive, Triple Quad 5500	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	developmental stage (6 DAP, 12 DAP, 18 DAP, 24 DAP, 30 DAP)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=mTRAQ heavy;AC=UNIMOD:1302;MT=Variable;TA=H	15 ppm	0.02 Da	orbitrap	7_1.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000313-Sample-89	Oryza sativa	embryos	normal	not available	not available	6, 12, 18, 24 and 30 DAP	run 23	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	Q Exactive, Triple Quad 5500	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	developmental stage (6 DAP, 12 DAP, 18 DAP, 24 DAP, 30 DAP)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=mTRAQ heavy;AC=UNIMOD:1302;MT=Variable;TA=H	15 ppm	0.02 Da	orbitrap	7_2.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000313-Sample-90	Oryza sativa	embryos	normal	not available	not available	6, 12, 18, 24 and 30 DAP	run 23	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	Q Exactive, Triple Quad 5500	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	developmental stage (6 DAP, 12 DAP, 18 DAP, 24 DAP, 30 DAP)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=mTRAQ heavy;AC=UNIMOD:1302;MT=Variable;TA=H	15 ppm	0.02 Da	orbitrap	7_2.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000313-Sample-91	Oryza sativa	embryos	normal	not available	not available	6, 12, 18, 24 and 30 DAP	run 23	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	Q Exactive, Triple Quad 5500	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	developmental stage (6 DAP, 12 DAP, 18 DAP, 24 DAP, 30 DAP)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=mTRAQ heavy;AC=UNIMOD:1302;MT=Variable;TA=H	15 ppm	0.02 Da	orbitrap	7_2.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000313-Sample-92	Oryza sativa	embryos	normal	not available	not available	6, 12, 18, 24 and 30 DAP	run 23	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	Q Exactive, Triple Quad 5500	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	developmental stage (6 DAP, 12 DAP, 18 DAP, 24 DAP, 30 DAP)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=mTRAQ heavy;AC=UNIMOD:1302;MT=Variable;TA=H	15 ppm	0.02 Da	orbitrap	7_2.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000313-Sample-93	Oryza sativa	embryos	normal	not available	not available	6, 12, 18, 24 and 30 DAP	run 24	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	Q Exactive, Triple Quad 5500	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	developmental stage (6 DAP, 12 DAP, 18 DAP, 24 DAP, 30 DAP)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=mTRAQ heavy;AC=UNIMOD:1302;MT=Variable;TA=H	15 ppm	0.02 Da	orbitrap	7_3.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000313-Sample-94	Oryza sativa	embryos	normal	not available	not available	6, 12, 18, 24 and 30 DAP	run 24	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	Q Exactive, Triple Quad 5500	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	developmental stage (6 DAP, 12 DAP, 18 DAP, 24 DAP, 30 DAP)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=mTRAQ heavy;AC=UNIMOD:1302;MT=Variable;TA=H	15 ppm	0.02 Da	orbitrap	7_3.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000313-Sample-95	Oryza sativa	embryos	normal	not available	not available	6, 12, 18, 24 and 30 DAP	run 24	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	Q Exactive, Triple Quad 5500	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	developmental stage (6 DAP, 12 DAP, 18 DAP, 24 DAP, 30 DAP)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=mTRAQ heavy;AC=UNIMOD:1302;MT=Variable;TA=H	15 ppm	0.02 Da	orbitrap	7_3.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000313-Sample-96	Oryza sativa	embryos	normal	not available	not available	6, 12, 18, 24 and 30 DAP	run 24	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	Q Exactive, Triple Quad 5500	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	developmental stage (6 DAP, 12 DAP, 18 DAP, 24 DAP, 30 DAP)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=mTRAQ heavy;AC=UNIMOD:1302;MT=Variable;TA=H	15 ppm	0.02 Da	orbitrap	7_3.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000313-Sample-97	Oryza sativa	embryos	normal	not available	not available	6, 12, 18, 24 and 30 DAP	run 25	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	Q Exactive, Triple Quad 5500	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	developmental stage (6 DAP, 12 DAP, 18 DAP, 24 DAP, 30 DAP)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=mTRAQ heavy;AC=UNIMOD:1302;MT=Variable;TA=H	15 ppm	0.02 Da	orbitrap	8_1.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000313-Sample-98	Oryza sativa	embryos	normal	not available	not available	6, 12, 18, 24 and 30 DAP	run 25	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	Q Exactive, Triple Quad 5500	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	developmental stage (6 DAP, 12 DAP, 18 DAP, 24 DAP, 30 DAP)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=mTRAQ heavy;AC=UNIMOD:1302;MT=Variable;TA=H	15 ppm	0.02 Da	orbitrap	8_1.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000313-Sample-99	Oryza sativa	embryos	normal	not available	not available	6, 12, 18, 24 and 30 DAP	run 25	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	Q Exactive, Triple Quad 5500	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	developmental stage (6 DAP, 12 DAP, 18 DAP, 24 DAP, 30 DAP)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=mTRAQ heavy;AC=UNIMOD:1302;MT=Variable;TA=H	15 ppm	0.02 Da	orbitrap	8_1.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000313-Sample-100	Oryza sativa	embryos	normal	not available	not available	6, 12, 18, 24 and 30 DAP	run 25	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	Q Exactive, Triple Quad 5500	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	developmental stage (6 DAP, 12 DAP, 18 DAP, 24 DAP, 30 DAP)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=mTRAQ heavy;AC=UNIMOD:1302;MT=Variable;TA=H	15 ppm	0.02 Da	orbitrap	8_1.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000313-Sample-101	Oryza sativa	embryos	normal	not available	not available	6, 12, 18, 24 and 30 DAP	run 26	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	Q Exactive, Triple Quad 5500	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	developmental stage (6 DAP, 12 DAP, 18 DAP, 24 DAP, 30 DAP)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=mTRAQ heavy;AC=UNIMOD:1302;MT=Variable;TA=H	15 ppm	0.02 Da	orbitrap	8_3.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000313-Sample-102	Oryza sativa	embryos	normal	not available	not available	6, 12, 18, 24 and 30 DAP	run 26	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	Q Exactive, Triple Quad 5500	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	developmental stage (6 DAP, 12 DAP, 18 DAP, 24 DAP, 30 DAP)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=mTRAQ heavy;AC=UNIMOD:1302;MT=Variable;TA=H	15 ppm	0.02 Da	orbitrap	8_3.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000313-Sample-103	Oryza sativa	embryos	normal	not available	not available	6, 12, 18, 24 and 30 DAP	run 26	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	Q Exactive, Triple Quad 5500	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	developmental stage (6 DAP, 12 DAP, 18 DAP, 24 DAP, 30 DAP)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=mTRAQ heavy;AC=UNIMOD:1302;MT=Variable;TA=H	15 ppm	0.02 Da	orbitrap	8_3.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000313-Sample-104	Oryza sativa	embryos	normal	not available	not available	6, 12, 18, 24 and 30 DAP	run 26	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	Q Exactive, Triple Quad 5500	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	developmental stage (6 DAP, 12 DAP, 18 DAP, 24 DAP, 30 DAP)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=mTRAQ heavy;AC=UNIMOD:1302;MT=Variable;TA=H	15 ppm	0.02 Da	orbitrap	8_3.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000313-Sample-105	Oryza sativa	embryos	normal	not available	not available	6, 12, 18, 24 and 30 DAP	run 27	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	Q Exactive, Triple Quad 5500	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	developmental stage (6 DAP, 12 DAP, 18 DAP, 24 DAP, 30 DAP)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	not applicable	15 ppm	0.02 Da	orbitrap	9_1.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000313-Sample-106	Oryza sativa	embryos	normal	not available	not available	6, 12, 18, 24 and 30 DAP	run 27	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	Q Exactive, Triple Quad 5500	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	developmental stage (6 DAP, 12 DAP, 18 DAP, 24 DAP, 30 DAP)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	not applicable	15 ppm	0.02 Da	orbitrap	9_1.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000313-Sample-107	Oryza sativa	embryos	normal	not available	not available	6, 12, 18, 24 and 30 DAP	run 27	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	Q Exactive, Triple Quad 5500	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	developmental stage (6 DAP, 12 DAP, 18 DAP, 24 DAP, 30 DAP)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	not applicable	15 ppm	0.02 Da	orbitrap	9_1.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000313-Sample-108	Oryza sativa	embryos	normal	not available	not available	6, 12, 18, 24 and 30 DAP	run 27	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	Q Exactive, Triple Quad 5500	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	developmental stage (6 DAP, 12 DAP, 18 DAP, 24 DAP, 30 DAP)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	not applicable	15 ppm	0.02 Da	orbitrap	9_1.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000313-Sample-109	Oryza sativa	embryos	normal	not available	not available	6, 12, 18, 24 and 30 DAP	run 28	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	Q Exactive, Triple Quad 5500	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	developmental stage (6 DAP, 12 DAP, 18 DAP, 24 DAP, 30 DAP)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=mTRAQ heavy;AC=UNIMOD:1302;MT=Variable;TA=H	15 ppm	0.02 Da	orbitrap	9_2.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000313-Sample-110	Oryza sativa	embryos	normal	not available	not available	6, 12, 18, 24 and 30 DAP	run 28	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	Q Exactive, Triple Quad 5500	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	developmental stage (6 DAP, 12 DAP, 18 DAP, 24 DAP, 30 DAP)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=mTRAQ heavy;AC=UNIMOD:1302;MT=Variable;TA=H	15 ppm	0.02 Da	orbitrap	9_2.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000313-Sample-111	Oryza sativa	embryos	normal	not available	not available	6, 12, 18, 24 and 30 DAP	run 28	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	Q Exactive, Triple Quad 5500	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	developmental stage (6 DAP, 12 DAP, 18 DAP, 24 DAP, 30 DAP)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=mTRAQ heavy;AC=UNIMOD:1302;MT=Variable;TA=H	15 ppm	0.02 Da	orbitrap	9_2.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000313-Sample-112	Oryza sativa	embryos	normal	not available	not available	6, 12, 18, 24 and 30 DAP	run 28	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	Q Exactive, Triple Quad 5500	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	developmental stage (6 DAP, 12 DAP, 18 DAP, 24 DAP, 30 DAP)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=mTRAQ heavy;AC=UNIMOD:1302;MT=Variable;TA=H	15 ppm	0.02 Da	orbitrap	9_2.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000313-Sample-113	Oryza sativa	embryos	normal	not available	not available	6, 12, 18, 24 and 30 DAP	run 29	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	Q Exactive, Triple Quad 5500	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	developmental stage (6 DAP, 12 DAP, 18 DAP, 24 DAP, 30 DAP)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=mTRAQ heavy;AC=UNIMOD:1302;MT=Variable;TA=H	15 ppm	0.02 Da	orbitrap	9_3.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000313-Sample-114	Oryza sativa	embryos	normal	not available	not available	6, 12, 18, 24 and 30 DAP	run 29	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	Q Exactive, Triple Quad 5500	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	developmental stage (6 DAP, 12 DAP, 18 DAP, 24 DAP, 30 DAP)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=mTRAQ heavy;AC=UNIMOD:1302;MT=Variable;TA=H	15 ppm	0.02 Da	orbitrap	9_3.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000313-Sample-115	Oryza sativa	embryos	normal	not available	not available	6, 12, 18, 24 and 30 DAP	run 29	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	Q Exactive, Triple Quad 5500	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	developmental stage (6 DAP, 12 DAP, 18 DAP, 24 DAP, 30 DAP)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=mTRAQ heavy;AC=UNIMOD:1302;MT=Variable;TA=H	15 ppm	0.02 Da	orbitrap	9_3.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000313-Sample-116	Oryza sativa	embryos	normal	not available	not available	6, 12, 18, 24 and 30 DAP	run 29	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	Q Exactive, Triple Quad 5500	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	developmental stage (6 DAP, 12 DAP, 18 DAP, 24 DAP, 30 DAP)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=mTRAQ heavy;AC=UNIMOD:1302;MT=Variable;TA=H	15 ppm	0.02 Da	orbitrap	9_3.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000313-Sample-117	Oryza sativa	embryos	normal	not available	not available	6, 12, 18, 24 and 30 DAP	run 30	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	Q Exactive, Triple Quad 5500	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	developmental stage (6 DAP, 12 DAP, 18 DAP, 24 DAP, 30 DAP)	not applicable	not applicable	15 ppm	0.02 Da	orbitrap	8_2.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000313-Sample-118	Oryza sativa	embryos	normal	not available	not available	6, 12, 18, 24 and 30 DAP	run 30	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	Q Exactive, Triple Quad 5500	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	developmental stage (6 DAP, 12 DAP, 18 DAP, 24 DAP, 30 DAP)	not applicable	not applicable	15 ppm	0.02 Da	orbitrap	8_2.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000313-Sample-119	Oryza sativa	embryos	normal	not available	not available	6, 12, 18, 24 and 30 DAP	run 30	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	Q Exactive, Triple Quad 5500	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	developmental stage (6 DAP, 12 DAP, 18 DAP, 24 DAP, 30 DAP)	not applicable	not applicable	15 ppm	0.02 Da	orbitrap	8_2.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000313-Sample-120	Oryza sativa	embryos	normal	not available	not available	6, 12, 18, 24 and 30 DAP	run 30	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	Q Exactive, Triple Quad 5500	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	developmental stage (6 DAP, 12 DAP, 18 DAP, 24 DAP, 30 DAP)	not applicable	not applicable	15 ppm	0.02 Da	orbitrap	8_2.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
