source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[precursor mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD000174-Sample-116	Mus musculus	heart	normal	cardiomyocyte	not available	not available	not available	run 116	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	transgenic peptide (AC3-I, AC3-C), isoproterenol treatment	not available	20 ppm	orbitrap	OR5_20100507_CP_EC_mm2_SCX26.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000174-Sample-117	Mus musculus	heart	normal	cardiomyocyte	not available	not available	not available	run 117	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	transgenic peptide (AC3-I, AC3-C), isoproterenol treatment	not available	20 ppm	orbitrap	OR5_20100520_CP_EC_mm1_SCX10.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000174-Sample-118	Mus musculus	heart	normal	cardiomyocyte	not available	not available	not available	run 118	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	transgenic peptide (AC3-I, AC3-C), isoproterenol treatment	not available	20 ppm	orbitrap	OR5_20100520_CP_EC_mm2_rerun_SCX06.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000174-Sample-119	Mus musculus	heart	normal	cardiomyocyte	not available	not available	not available	run 119	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	transgenic peptide (AC3-I, AC3-C), isoproterenol treatment	not available	20 ppm	orbitrap	OR5_20100507_CP_EC_mm1_SCX23.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000174-Sample-120	Mus musculus	heart	normal	cardiomyocyte	not available	not available	not available	run 120	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	transgenic peptide (AC3-I, AC3-C), isoproterenol treatment	not available	20 ppm	orbitrap	OR5_20100520_CP_EC_mm1_HCD_SCX11.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000174-Sample-121	Mus musculus	heart	normal	cardiomyocyte	not available	not available	not available	run 121	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	transgenic peptide (AC3-I, AC3-C), isoproterenol treatment	not available	20 ppm	orbitrap	OR5_20100520_CP_EC_mm2_rerun_SCX08.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000174-Sample-122	Mus musculus	heart	normal	cardiomyocyte	not available	not available	not available	run 122	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	transgenic peptide (AC3-I, AC3-C), isoproterenol treatment	not available	20 ppm	orbitrap	OR5_20100507_CP_EC_mm2_SCX34.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000174-Sample-123	Mus musculus	heart	normal	cardiomyocyte	not available	not available	not available	run 123	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	transgenic peptide (AC3-I, AC3-C), isoproterenol treatment	not available	20 ppm	orbitrap	OR5_20100507_CP_EC_mm1_SCX31.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000174-Sample-124	Mus musculus	heart	normal	cardiomyocyte	not available	not available	not available	run 124	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	transgenic peptide (AC3-I, AC3-C), isoproterenol treatment	not available	20 ppm	orbitrap	OR5_20100507_CP_EC_mm1_rerun_SCX29.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000174-Sample-125	Mus musculus	heart	normal	cardiomyocyte	not available	not available	not available	run 125	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	transgenic peptide (AC3-I, AC3-C), isoproterenol treatment	not available	20 ppm	orbitrap	OR5_20100520_CP_EC_mm2_rerun_SCX07.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000174-Sample-126	Mus musculus	heart	normal	cardiomyocyte	not available	not available	not available	run 126	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	transgenic peptide (AC3-I, AC3-C), isoproterenol treatment	not available	20 ppm	orbitrap	OR5_20100507_CP_EC_mm1_rerun_SCX36.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000174-Sample-127	Mus musculus	heart	normal	cardiomyocyte	not available	not available	not available	run 127	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	transgenic peptide (AC3-I, AC3-C), isoproterenol treatment	not available	20 ppm	orbitrap	OR5_20100520_CP_EC_mm1_rerun_HCD_SCX07.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000174-Sample-128	Mus musculus	heart	normal	cardiomyocyte	not available	not available	not available	run 128	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	transgenic peptide (AC3-I, AC3-C), isoproterenol treatment	not available	20 ppm	orbitrap	OR5_20100520_CP_EC_mm1_SCX06.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000174-Sample-129	Mus musculus	heart	normal	cardiomyocyte	not available	not available	not available	run 129	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	transgenic peptide (AC3-I, AC3-C), isoproterenol treatment	not available	20 ppm	orbitrap	OR5_20100507_CP_EC_mm2_SCX20.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000174-Sample-130	Mus musculus	heart	normal	cardiomyocyte	not available	not available	not available	run 130	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	transgenic peptide (AC3-I, AC3-C), isoproterenol treatment	not available	20 ppm	orbitrap	OR5_20100507_CP_EC_mm2_SCX23.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000174-Sample-131	Mus musculus	heart	normal	cardiomyocyte	not available	not available	not available	run 131	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	transgenic peptide (AC3-I, AC3-C), isoproterenol treatment	not available	20 ppm	orbitrap	OR5_20100507_CP_EC_mm1_rerun_SCX35.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000174-Sample-132	Mus musculus	heart	normal	cardiomyocyte	not available	not available	not available	run 132	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	transgenic peptide (AC3-I, AC3-C), isoproterenol treatment	not available	20 ppm	orbitrap	OR5_20100520_CP_EC_mm2_HCD_SCX10.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000174-Sample-133	Mus musculus	heart	normal	cardiomyocyte	not available	not available	not available	run 133	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	transgenic peptide (AC3-I, AC3-C), isoproterenol treatment	not available	20 ppm	orbitrap	OR5_20100520_CP_EC_mm2_rerun_SCX04.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000174-Sample-134	Mus musculus	heart	normal	cardiomyocyte	not available	not available	not available	run 134	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	transgenic peptide (AC3-I, AC3-C), isoproterenol treatment	not available	20 ppm	orbitrap	OR5_20100507_CP_EC_mm2_rerun_SCX30.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000174-Sample-135	Mus musculus	heart	normal	cardiomyocyte	not available	not available	not available	run 135	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	transgenic peptide (AC3-I, AC3-C), isoproterenol treatment	not available	20 ppm	orbitrap	OR5_20100520_CP_EC_mm1_rerun_SCX19.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000174-Sample-136	Mus musculus	heart	normal	cardiomyocyte	not available	not available	not available	run 136	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	transgenic peptide (AC3-I, AC3-C), isoproterenol treatment	not available	20 ppm	orbitrap	OR5_20100520_CP_EC_mm2_rerun_SCX17.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000174-Sample-137	Mus musculus	heart	normal	cardiomyocyte	not available	not available	not available	run 137	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	transgenic peptide (AC3-I, AC3-C), isoproterenol treatment	not available	20 ppm	orbitrap	OR5_20100507_CP_EC_mm1_rerun_SCX40.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000174-Sample-138	Mus musculus	heart	normal	cardiomyocyte	not available	not available	not available	run 138	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	transgenic peptide (AC3-I, AC3-C), isoproterenol treatment	not available	20 ppm	orbitrap	OR5_20100520_CP_EC_mm2_SCX10.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000174-Sample-139	Mus musculus	heart	normal	cardiomyocyte	not available	not available	not available	run 139	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	transgenic peptide (AC3-I, AC3-C), isoproterenol treatment	not available	20 ppm	orbitrap	OR5_20100520_CP_EC_mm1_rerun_SCX07.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000174-Sample-140	Mus musculus	heart	normal	cardiomyocyte	not available	not available	not available	run 140	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	transgenic peptide (AC3-I, AC3-C), isoproterenol treatment	not available	20 ppm	orbitrap	OR5_20100520_CP_EC_mm2_rerun_HCD_SCX13.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000174-Sample-141	Mus musculus	heart	normal	cardiomyocyte	not available	not available	not available	run 141	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	transgenic peptide (AC3-I, AC3-C), isoproterenol treatment	not available	20 ppm	orbitrap	OR5_20100520_CP_EC_mm1_rerun_SCX08.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000174-Sample-142	Mus musculus	heart	normal	cardiomyocyte	not available	not available	not available	run 142	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	transgenic peptide (AC3-I, AC3-C), isoproterenol treatment	not available	20 ppm	orbitrap	OR5_20100507_CP_EC_mm1_SCX34.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000174-Sample-143	Mus musculus	heart	normal	cardiomyocyte	not available	not available	not available	run 143	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	transgenic peptide (AC3-I, AC3-C), isoproterenol treatment	not available	20 ppm	orbitrap	OR5_20100520_CP_EC_mm1_SCX04.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000174-Sample-144	Mus musculus	heart	normal	cardiomyocyte	not available	not available	not available	run 144	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	transgenic peptide (AC3-I, AC3-C), isoproterenol treatment	not available	20 ppm	orbitrap	OR5_20100520_CP_EC_mm2_rerun_HCD_SCX08.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000174-Sample-145	Mus musculus	heart	normal	cardiomyocyte	not available	not available	not available	run 145	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	transgenic peptide (AC3-I, AC3-C), isoproterenol treatment	not available	20 ppm	orbitrap	OR5_20100520_CP_EC_mm2_SCX16.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000174-Sample-146	Mus musculus	heart	normal	cardiomyocyte	not available	not available	not available	run 146	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	transgenic peptide (AC3-I, AC3-C), isoproterenol treatment	not available	20 ppm	orbitrap	OR5_20100520_CP_EC_mm1_rerun_SCX04.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000174-Sample-147	Mus musculus	heart	normal	cardiomyocyte	not available	not available	not available	run 147	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	transgenic peptide (AC3-I, AC3-C), isoproterenol treatment	not available	20 ppm	orbitrap	OR5_20100507_CP_EC_mm2_SCX36.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000174-Sample-148	Mus musculus	heart	normal	cardiomyocyte	not available	not available	not available	run 148	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	transgenic peptide (AC3-I, AC3-C), isoproterenol treatment	not available	20 ppm	orbitrap	OR5_20100520_CP_EC_mm2_SCX19.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000174-Sample-149	Mus musculus	heart	normal	cardiomyocyte	not available	not available	not available	run 149	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	transgenic peptide (AC3-I, AC3-C), isoproterenol treatment	not available	20 ppm	orbitrap	OR5_20100520_CP_EC_mm1_HCD_SCX14.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000174-Sample-150	Mus musculus	heart	normal	cardiomyocyte	not available	not available	not available	run 150	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	transgenic peptide (AC3-I, AC3-C), isoproterenol treatment	not available	20 ppm	orbitrap	OR5_20100520_CP_EC_mm2_rerun_HCD_SCX14.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000174-Sample-151	Mus musculus	heart	normal	cardiomyocyte	not available	not available	not available	run 151	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	transgenic peptide (AC3-I, AC3-C), isoproterenol treatment	not available	20 ppm	orbitrap	OR5_20100520_CP_EC_mm2_rerun_HCD_SCX09.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000174-Sample-152	Mus musculus	heart	normal	cardiomyocyte	not available	not available	not available	run 152	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	transgenic peptide (AC3-I, AC3-C), isoproterenol treatment	not available	20 ppm	orbitrap	OR5_20100520_CP_EC_mm2_rerun_SCX15.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000174-Sample-153	Mus musculus	heart	normal	cardiomyocyte	not available	not available	not available	run 153	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	transgenic peptide (AC3-I, AC3-C), isoproterenol treatment	not available	20 ppm	orbitrap	OR5_20100520_CP_EC_mm2_rerun_HCD_SCX16.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000174-Sample-154	Mus musculus	heart	normal	cardiomyocyte	not available	not available	not available	run 154	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	transgenic peptide (AC3-I, AC3-C), isoproterenol treatment	not available	20 ppm	orbitrap	OR5_20100507_CP_EC_mm2_SCX40.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000174-Sample-155	Mus musculus	heart	normal	cardiomyocyte	not available	not available	not available	run 155	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	transgenic peptide (AC3-I, AC3-C), isoproterenol treatment	not available	20 ppm	orbitrap	OR5_20100507_CP_EC_mm1_rerun_SCX22.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000174-Sample-156	Mus musculus	heart	normal	cardiomyocyte	not available	not available	not available	run 156	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	transgenic peptide (AC3-I, AC3-C), isoproterenol treatment	not available	20 ppm	orbitrap	OR5_20100520_CP_EC_mm1_rerun_HCD_SCX14.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000174-Sample-157	Mus musculus	heart	normal	cardiomyocyte	not available	not available	not available	run 157	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	transgenic peptide (AC3-I, AC3-C), isoproterenol treatment	not available	20 ppm	orbitrap	OR5_20100520_CP_EC_mm1_SCX15.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000174-Sample-158	Mus musculus	heart	normal	cardiomyocyte	not available	not available	not available	run 158	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	transgenic peptide (AC3-I, AC3-C), isoproterenol treatment	not available	20 ppm	orbitrap	OR5_20100520_CP_EC_mm2_rerun_HCD_SCX17.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000174-Sample-159	Mus musculus	heart	normal	cardiomyocyte	not available	not available	not available	run 159	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	transgenic peptide (AC3-I, AC3-C), isoproterenol treatment	not available	20 ppm	orbitrap	OR5_20100520_CP_EC_mm2_HCD_SCX16.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000174-Sample-160	Mus musculus	heart	normal	cardiomyocyte	not available	not available	not available	run 160	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	transgenic peptide (AC3-I, AC3-C), isoproterenol treatment	not available	20 ppm	orbitrap	OR5_20100520_CP_EC_mm1_rerun_HCD_SCX15.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000174-Sample-161	Mus musculus	heart	normal	cardiomyocyte	not available	not available	not available	run 161	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	transgenic peptide (AC3-I, AC3-C), isoproterenol treatment	not available	20 ppm	orbitrap	OR5_20100520_CP_EC_mm1_rerun_SCX16.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000174-Sample-162	Mus musculus	heart	normal	cardiomyocyte	not available	not available	not available	run 162	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	transgenic peptide (AC3-I, AC3-C), isoproterenol treatment	not available	20 ppm	orbitrap	OR5_20100520_CP_EC_mm1_rerun_HCD_SCX10.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000174-Sample-163	Mus musculus	heart	normal	cardiomyocyte	not available	not available	not available	run 163	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	transgenic peptide (AC3-I, AC3-C), isoproterenol treatment	not available	20 ppm	orbitrap	OR5_20100507_CP_EC_mm1_rerun_SCX23.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000174-Sample-164	Mus musculus	heart	normal	cardiomyocyte	not available	not available	not available	run 164	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	transgenic peptide (AC3-I, AC3-C), isoproterenol treatment	not available	20 ppm	orbitrap	OR5_20100507_CP_EC_mm1_rerun_SCX32.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000174-Sample-165	Mus musculus	heart	normal	cardiomyocyte	not available	not available	not available	run 165	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	transgenic peptide (AC3-I, AC3-C), isoproterenol treatment	not available	20 ppm	orbitrap	OR5_20100520_CP_EC_mm2_rerun_SCX05.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000174-Sample-166	Mus musculus	heart	normal	cardiomyocyte	not available	not available	not available	run 166	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	transgenic peptide (AC3-I, AC3-C), isoproterenol treatment	not available	20 ppm	orbitrap	OR5_20100507_CP_EC_mm2_rerun_rerun_SCX26.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000174-Sample-167	Mus musculus	heart	normal	cardiomyocyte	not available	not available	not available	run 167	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	transgenic peptide (AC3-I, AC3-C), isoproterenol treatment	not available	20 ppm	orbitrap	OR5_20100520_CP_EC_mm1_rerun_SCX18.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000174-Sample-168	Mus musculus	heart	normal	cardiomyocyte	not available	not available	not available	run 168	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	transgenic peptide (AC3-I, AC3-C), isoproterenol treatment	not available	20 ppm	orbitrap	OR5_20100507_CP_EC_mm1_rerun_SCX25.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000174-Sample-169	Mus musculus	heart	normal	cardiomyocyte	not available	not available	not available	run 169	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	transgenic peptide (AC3-I, AC3-C), isoproterenol treatment	not available	20 ppm	orbitrap	OR5_20100520_CP_EC_mm2_rerun_HCD_SCX07.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000174-Sample-170	Mus musculus	heart	normal	cardiomyocyte	not available	not available	not available	run 170	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	transgenic peptide (AC3-I, AC3-C), isoproterenol treatment	not available	20 ppm	orbitrap	OR5_20100507_CP_EC_mm2_SCX35.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000174-Sample-171	Mus musculus	heart	normal	cardiomyocyte	not available	not available	not available	run 171	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	transgenic peptide (AC3-I, AC3-C), isoproterenol treatment	not available	20 ppm	orbitrap	OR5_20100520_CP_EC_mm1_rerun_SCX17.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000174-Sample-172	Mus musculus	heart	normal	cardiomyocyte	not available	not available	not available	run 172	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	transgenic peptide (AC3-I, AC3-C), isoproterenol treatment	not available	20 ppm	orbitrap	OR5_20100520_CP_EC_mm2_SCX14.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000174-Sample-173	Mus musculus	heart	normal	cardiomyocyte	not available	not available	not available	run 173	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	transgenic peptide (AC3-I, AC3-C), isoproterenol treatment	not available	20 ppm	orbitrap	OR5_20100520_CP_EC_mm1_HCD_SCX15.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000174-Sample-174	Mus musculus	heart	normal	cardiomyocyte	not available	not available	not available	run 174	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	transgenic peptide (AC3-I, AC3-C), isoproterenol treatment	not available	20 ppm	orbitrap	OR5_20100507_CP_EC_mm1_SCX22.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
