source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD000376-Sample-72	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 72	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	naive_CD4_RPLC_A7.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-73	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 73	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	Naive_CD4_IG_A11.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-74	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 74	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	D6.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-75	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 75	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	C4.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-76	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 76	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	Naive_CD4_IG_B3.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-77	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 77	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	D3.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-78	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 78	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	CD4_IG_core_10.RAW	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-79	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 79	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	Naive_CD4_IG_C1.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-80	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 80	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	Individualome_Naive-Memory_iTRAQ_f11.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-81	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 81	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	naive_CD4_RPLC_A8.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-82	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 82	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	Naive_CD4_GelfrEE_B53.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-83	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 83	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	Naive_CD4_GelfrEE_B48.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-84	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 84	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	Naive-CD4_in-gel_leftover_rerun_b12_exclusion.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-85	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 85	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	Naive-CD4_in-gel_leftover_b4.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-86	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 86	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	Naive_CD4_GelfrEE_B38.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-87	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 87	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	NaiveCD4T_nuclear_f10.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-88	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 88	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	Naive-CD4_in-gel_leftover_b12.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-89	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 89	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	Naive_CD4_GelfrEE_B16.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-90	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 90	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	Naive_CD4_GelfrEE_B10.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-91	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 91	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	Naive_CD4_early_SCX_Elite_f14.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-92	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 92	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	CD4_IG_core_3.RAW	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-93	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 93	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	Naive_CD4_GelfrEE_B04.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-94	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 94	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	Naive_CD4_GelfrEE_B05.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-95	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 95	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	Individualome_Naive-Memory_iTRAQ_f02.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-96	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 96	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	Naive_CD4_GelfrEE_B14.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-97	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 97	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	Naive_CD4_SCX_later_Elite_f11.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-98	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 98	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	Naive_CD4_IG_A1.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-99	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 99	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	C1.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-100	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 100	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	Naive_CD4_GelfrEE_B02-1.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-101	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 101	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	Naive_CD4_early_SCX_Elite_f13.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-102	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 102	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	NaiveCD4T_nuclear_f3.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-103	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 103	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	Naive_CD4_IG_B7.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-104	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 104	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	naive_CD4_RPLC_A10.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-105	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 105	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	Naive_CD4_GelfrEE_B52.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-106	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 106	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	Naive_CD4_GelfrEE_B35.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-107	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 107	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	Naive_CD4_early_SCX_Elite_f10.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000376-Sample-108	Homo sapiens	blood	normal	naïve CD4+ T cells, resting memory CD4+ T cells	not available	not available	not available	run 108	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (naïve CD4+ T cells, resting memory CD4+ T cells)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	6 ppm	9 ppm	orbitrap	Naive_CD4_IG_B9.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
