source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD004242-Sample-649	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 649	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150805_QEp1_LC7_PhGe_SA_Plate1D_1_4.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-650	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 650	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150618_QEp1_LC7_PhGe_SA_Plate1B_08_1.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-651	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 651	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150917_QEp1_LC8_PhGe_SA_DoubleTop14_F2_2.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-652	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 652	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150901_QEp1_LC7_PhGe_SA_Plate1E_44_2.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-653	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 653	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150805_QEp1_LC7_PhGe_SA_Plate1D_53_2.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-654	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 654	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150907_QEp1_LC7_PhGe_SA_Plate2D_38_1.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-655	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 655	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150811_QEp1_LC7_PhGe_SA_Plate2B_47_2.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-656	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 656	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150901_QEp1_LC7_PhGe_SA_Plate1E_45_2.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-657	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 657	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150901_QEp1_LC7_PhGe_SA_Plate1E_41_1.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-658	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 658	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150731_QEp1_LC7_PhGe_SA_Plate4B_43_2.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-659	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 659	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150701_QEp1_LC7_PhGe_SA_Plate3A_48_1.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-660	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 660	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150811_QEp1_LC7_PhGe_SA_Plate2B_47_3.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-661	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 661	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150701_QEp1_LC7_PhGe_SA_Plate3A_15_5.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-662	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 662	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150824_QEp1_LC7_PhGe_SA_Plate4D_03_1.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-663	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 663	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150912_QEp1_LC7_PhGe_SA_Plate3D_34_7.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-664	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 664	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150618_QEp1_LC7_PhGe_SA_Plate1B_08_6.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-665	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 665	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150708_QEp1_LC7_PhGe_SA_Plate1C_30_2.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-666	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 666	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150701_QEp1_LC7_PhGe_SA_Plate3A_10_7.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-667	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 667	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150701_QEp1_LC7_PhGe_SA_Plate3A_10_4.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-668	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 668	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150805_QEp1_LC7_PhGe_SA_Plate1D_45_4.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-669	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 669	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150827_QEp1_LC7_PhGe_SA_Plate2C_17_2.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-670	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 670	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150805_QEp1_LC7_PhGe_SA_Plate1D_28_7.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-671	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 671	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150701_QEp1_LC7_PhGe_SA_Plate3A_46_1.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-672	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 672	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150618_QEp1_LC7_PhGe_SA_Plate1B_11_5.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-673	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 673	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150624_QEp1_LC7_PhGe_SA_Plate2A_38_6.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-674	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 674	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150701_QEp1_LC7_PhGe_SA_Plate3A_34_1.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-675	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 675	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150824_QEp1_LC7_PhGe_SA_Plate4D_58_7.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-676	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 676	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150725_QEp1_LC7_PhGe_SA_Plate3B_27_3.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-677	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 677	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150912_QEp1_LC7_PhGe_SA_Plate3D_26_6.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-678	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 678	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150701_QEp1_LC7_PhGe_SA_Plate3A_51_1.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-679	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 679	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150708_QEp1_LC7_PhGe_SA_Plate1C_19_6.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-680	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 680	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150818_QEp1_LC7_PhGe_SA_Plate3C_15_6.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-681	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 681	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150818_QEp1_LC7_PhGe_SA_Plate3C_15_2.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-682	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 682	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150805_QEp1_LC7_PhGe_SA_Plate1D_30_1.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-683	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 683	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150818_QEp1_LC7_PhGe_SA_Plate3C_39_2.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-684	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 684	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150901_QEp1_LC7_PhGe_SA_Plate1E_41_5.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-685	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 685	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150701_QEp1_LC7_PhGe_SA_Plate3A_46_5.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-686	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 686	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150824_QEp1_LC7_PhGe_SA_Plate4D_09_2.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-687	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 687	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150917_QEp1_LC7_PhGe_SA_Plate4C_09_7.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-688	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 688	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150624_QEp1_LC7_PhGe_SA_Plate2A_21_5.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-689	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 689	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150811_QEp1_LC7_PhGe_SA_Plate2B_22_4.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-690	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 690	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150827_QEp1_LC7_PhGe_SA_Plate2C_12_7.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-691	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 691	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150827_QEp1_LC7_PhGe_SA_Plate2C_42_7.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-692	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 692	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150818_QEp1_LC7_PhGe_SA_Plate3C_37_5.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-693	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 693	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150917_QEp1_LC8_PhGe_SA_DoubleTop14_F1_3.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-694	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 694	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150827_QEp1_LC7_PhGe_SA_Plate2C_21_3.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-695	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 695	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150907_QEp1_LC7_PhGe_SA_Plate2D_17_7.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-696	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 696	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150624_QEp1_LC7_PhGe_SA_Plate2A_20_4.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-697	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 697	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150912_QEp1_LC7_PhGe_SA_Plate3D_26_3.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-698	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 698	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150818_QEp1_LC7_PhGe_SA_Plate3C_10_3.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-699	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 699	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150818_QEp1_LC7_PhGe_SA_Plate3C_37_2.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-700	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 700	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150901_QEp1_LC7_PhGe_SA_Plate1E_1_7.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-701	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 701	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150907_QEp1_LC7_PhGe_SA_Plate2D_22_7.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-702	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 702	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150827_QEp1_LC7_PhGe_SA_Plate2C_22_5.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-703	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 703	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150624_QEp1_LC7_PhGe_SA_Plate2A_22_6.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-704	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 704	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150901_QEp1_LC7_PhGe_SA_Plate1E_30_4.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-705	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 705	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150805_QEp1_LC7_PhGe_SA_Plate1D_30_7.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-706	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 706	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150827_QEp1_LC7_PhGe_SA_Plate2C_29_7.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-707	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 707	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150701_QEp1_LC7_PhGe_SA_Plate3A_10_1.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-708	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 708	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150701_QEp1_LC7_PhGe_SA_Plate3A_23_5.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-709	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 709	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150818_QEp1_LC7_PhGe_SA_Plate3C_37_1.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-710	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 710	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150708_QEp1_LC7_PhGe_SA_Plate1C_41_4.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-711	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 711	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150912_QEp1_LC7_PhGe_SA_Plate3D_40_1.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-712	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 712	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150824_QEp1_LC7_PhGe_SA_Plate4D_58_1.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-713	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 713	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150811_QEp1_LC7_PhGe_SA_Plate2B_52_1.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
