source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[reduction reagent]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD031991-Sample-54	Homo sapiens, Capsaspora owczarzaki, Corallochytrium limacisporum, Creolimax fragrantissima, Spizellomyces punctatus, Thecamonas trahens, Chlamydomonas reinhardtii, Guillardia theta, Emiliania huxleyi, Thalassiosira pseudonana, Bigelowiella natans, Naegleria gruberi, Gefionella okellyi, Fabomonas tropica, Physcomitrella patens, Sycon ciliatum, Phytophthora infestans, Methanobrevibacter cuticularis, Methanospirillum stamsii, Methanosarcina spelaei, Nitrososphaera viennensis	sponges	normal	ES cells	not available	not available	not available	run 54	proteomic profiling by mass spectrometry	not available	label free sample	LTQ-Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	taxonomic group (eukaryotes, archaea)	NT=dimethylated residue;AC=MOD:00429;MT=?	NT=acetylated residue;AC=MOD:00394;MT=?	NT=monomethylated residue;AC=MOD:00599;MT=?	beta-mercaptoethanol	161220_S_ASIR_07_01_2ug_HCD_IT.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD031991-Sample-55	Homo sapiens, Capsaspora owczarzaki, Corallochytrium limacisporum, Creolimax fragrantissima, Spizellomyces punctatus, Thecamonas trahens, Chlamydomonas reinhardtii, Guillardia theta, Emiliania huxleyi, Thalassiosira pseudonana, Bigelowiella natans, Naegleria gruberi, Gefionella okellyi, Fabomonas tropica, Physcomitrella patens, Sycon ciliatum, Phytophthora infestans, Methanobrevibacter cuticularis, Methanospirillum stamsii, Methanosarcina spelaei, Nitrososphaera viennensis	sponges	normal	ES cells	not available	not available	not available	run 55	proteomic profiling by mass spectrometry	not available	label free sample	LTQ-Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	taxonomic group (eukaryotes, archaea)	NT=dimethylated residue;AC=MOD:00429;MT=?	NT=acetylated residue;AC=MOD:00394;MT=?	NT=monomethylated residue;AC=MOD:00599;MT=?	beta-mercaptoethanol	150527_S_ASIR_28_01_Creo1_HCD.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD031991-Sample-56	Homo sapiens, Capsaspora owczarzaki, Corallochytrium limacisporum, Creolimax fragrantissima, Spizellomyces punctatus, Thecamonas trahens, Chlamydomonas reinhardtii, Guillardia theta, Emiliania huxleyi, Thalassiosira pseudonana, Bigelowiella natans, Naegleria gruberi, Gefionella okellyi, Fabomonas tropica, Physcomitrella patens, Sycon ciliatum, Phytophthora infestans, Methanobrevibacter cuticularis, Methanospirillum stamsii, Methanosarcina spelaei, Nitrososphaera viennensis	sponges	normal	ES cells	not available	not available	not available	run 56	proteomic profiling by mass spectrometry	not available	label free sample	LTQ-Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	taxonomic group (eukaryotes, archaea)	NT=dimethylated residue;AC=MOD:00429;MT=?	NT=acetylated residue;AC=MOD:00394;MT=?	NT=monomethylated residue;AC=MOD:00599;MT=?	beta-mercaptoethanol	150512_S_ASIR_02_03_Capsa1_PIC_II.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD031991-Sample-57	Homo sapiens, Capsaspora owczarzaki, Corallochytrium limacisporum, Creolimax fragrantissima, Spizellomyces punctatus, Thecamonas trahens, Chlamydomonas reinhardtii, Guillardia theta, Emiliania huxleyi, Thalassiosira pseudonana, Bigelowiella natans, Naegleria gruberi, Gefionella okellyi, Fabomonas tropica, Physcomitrella patens, Sycon ciliatum, Phytophthora infestans, Methanobrevibacter cuticularis, Methanospirillum stamsii, Methanosarcina spelaei, Nitrososphaera viennensis	sponges	normal	ES cells	not available	not available	not available	run 57	proteomic profiling by mass spectrometry	not available	label free sample	LTQ-Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	taxonomic group (eukaryotes, archaea)	NT=dimethylated residue;AC=MOD:00429;MT=?	NT=acetylated residue;AC=MOD:00394;MT=?	NT=monomethylated residue;AC=MOD:00599;MT=?	beta-mercaptoethanol	150527_S_ASIR_34_01_Sycon3_CID.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD031991-Sample-58	Homo sapiens, Capsaspora owczarzaki, Corallochytrium limacisporum, Creolimax fragrantissima, Spizellomyces punctatus, Thecamonas trahens, Chlamydomonas reinhardtii, Guillardia theta, Emiliania huxleyi, Thalassiosira pseudonana, Bigelowiella natans, Naegleria gruberi, Gefionella okellyi, Fabomonas tropica, Physcomitrella patens, Sycon ciliatum, Phytophthora infestans, Methanobrevibacter cuticularis, Methanospirillum stamsii, Methanosarcina spelaei, Nitrososphaera viennensis	sponges	normal	ES cells	not available	not available	not available	run 58	proteomic profiling by mass spectrometry	not available	label free sample	LTQ-Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	taxonomic group (eukaryotes, archaea)	NT=dimethylated residue;AC=MOD:00429;MT=?	NT=acetylated residue;AC=MOD:00394;MT=?	NT=monomethylated residue;AC=MOD:00599;MT=?	beta-mercaptoethanol	150527_S_ASIR_15_01_Phyto3_CID.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD031991-Sample-59	Homo sapiens, Capsaspora owczarzaki, Corallochytrium limacisporum, Creolimax fragrantissima, Spizellomyces punctatus, Thecamonas trahens, Chlamydomonas reinhardtii, Guillardia theta, Emiliania huxleyi, Thalassiosira pseudonana, Bigelowiella natans, Naegleria gruberi, Gefionella okellyi, Fabomonas tropica, Physcomitrella patens, Sycon ciliatum, Phytophthora infestans, Methanobrevibacter cuticularis, Methanospirillum stamsii, Methanosarcina spelaei, Nitrososphaera viennensis	sponges	normal	ES cells	not available	not available	not available	run 59	proteomic profiling by mass spectrometry	not available	label free sample	LTQ-Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	taxonomic group (eukaryotes, archaea)	NT=dimethylated residue;AC=MOD:00429;MT=?	NT=acetylated residue;AC=MOD:00394;MT=?	NT=monomethylated residue;AC=MOD:00599;MT=?	beta-mercaptoethanol	2021MH000_CRNA_011_01.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD031991-Sample-60	Homo sapiens, Capsaspora owczarzaki, Corallochytrium limacisporum, Creolimax fragrantissima, Spizellomyces punctatus, Thecamonas trahens, Chlamydomonas reinhardtii, Guillardia theta, Emiliania huxleyi, Thalassiosira pseudonana, Bigelowiella natans, Naegleria gruberi, Gefionella okellyi, Fabomonas tropica, Physcomitrella patens, Sycon ciliatum, Phytophthora infestans, Methanobrevibacter cuticularis, Methanospirillum stamsii, Methanosarcina spelaei, Nitrososphaera viennensis	sponges	normal	ES cells	not available	not available	not available	run 60	proteomic profiling by mass spectrometry	not available	label free sample	LTQ-Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	taxonomic group (eukaryotes, archaea)	NT=dimethylated residue;AC=MOD:00429;MT=?	NT=acetylated residue;AC=MOD:00394;MT=?	NT=monomethylated residue;AC=MOD:00599;MT=?	beta-mercaptoethanol	150527_S_ASIR_30_04_CID_Corallochytrium.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD031991-Sample-61	Homo sapiens, Capsaspora owczarzaki, Corallochytrium limacisporum, Creolimax fragrantissima, Spizellomyces punctatus, Thecamonas trahens, Chlamydomonas reinhardtii, Guillardia theta, Emiliania huxleyi, Thalassiosira pseudonana, Bigelowiella natans, Naegleria gruberi, Gefionella okellyi, Fabomonas tropica, Physcomitrella patens, Sycon ciliatum, Phytophthora infestans, Methanobrevibacter cuticularis, Methanospirillum stamsii, Methanosarcina spelaei, Nitrososphaera viennensis	sponges	normal	ES cells	not available	not available	not available	run 61	proteomic profiling by mass spectrometry	not available	label free sample	LTQ-Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	taxonomic group (eukaryotes, archaea)	NT=dimethylated residue;AC=MOD:00429;MT=?	NT=acetylated residue;AC=MOD:00394;MT=?	NT=monomethylated residue;AC=MOD:00599;MT=?	beta-mercaptoethanol	150527_S_ASIR_09_01_Creo1_CID.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD031991-Sample-62	Homo sapiens, Capsaspora owczarzaki, Corallochytrium limacisporum, Creolimax fragrantissima, Spizellomyces punctatus, Thecamonas trahens, Chlamydomonas reinhardtii, Guillardia theta, Emiliania huxleyi, Thalassiosira pseudonana, Bigelowiella natans, Naegleria gruberi, Gefionella okellyi, Fabomonas tropica, Physcomitrella patens, Sycon ciliatum, Phytophthora infestans, Methanobrevibacter cuticularis, Methanospirillum stamsii, Methanosarcina spelaei, Nitrososphaera viennensis	sponges	normal	ES cells	not available	not available	not available	run 62	proteomic profiling by mass spectrometry	not available	label free sample	LTQ-Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	taxonomic group (eukaryotes, archaea)	NT=dimethylated residue;AC=MOD:00429;MT=?	NT=acetylated residue;AC=MOD:00394;MT=?	NT=monomethylated residue;AC=MOD:00599;MT=?	beta-mercaptoethanol	150527_S_ASIR_36_01_Physco3_old_CID.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD031991-Sample-63	Homo sapiens, Capsaspora owczarzaki, Corallochytrium limacisporum, Creolimax fragrantissima, Spizellomyces punctatus, Thecamonas trahens, Chlamydomonas reinhardtii, Guillardia theta, Emiliania huxleyi, Thalassiosira pseudonana, Bigelowiella natans, Naegleria gruberi, Gefionella okellyi, Fabomonas tropica, Physcomitrella patens, Sycon ciliatum, Phytophthora infestans, Methanobrevibacter cuticularis, Methanospirillum stamsii, Methanosarcina spelaei, Nitrososphaera viennensis	sponges	normal	ES cells	not available	not available	not available	run 63	proteomic profiling by mass spectrometry	not available	label free sample	LTQ-Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	taxonomic group (eukaryotes, archaea)	NT=dimethylated residue;AC=MOD:00429;MT=?	NT=acetylated residue;AC=MOD:00394;MT=?	NT=monomethylated residue;AC=MOD:00599;MT=?	beta-mercaptoethanol	150527_S_ASIR_09_04_Creolimax.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD031991-Sample-64	Homo sapiens, Capsaspora owczarzaki, Corallochytrium limacisporum, Creolimax fragrantissima, Spizellomyces punctatus, Thecamonas trahens, Chlamydomonas reinhardtii, Guillardia theta, Emiliania huxleyi, Thalassiosira pseudonana, Bigelowiella natans, Naegleria gruberi, Gefionella okellyi, Fabomonas tropica, Physcomitrella patens, Sycon ciliatum, Phytophthora infestans, Methanobrevibacter cuticularis, Methanospirillum stamsii, Methanosarcina spelaei, Nitrososphaera viennensis	sponges	normal	ES cells	not available	not available	not available	run 64	proteomic profiling by mass spectrometry	not available	label free sample	LTQ-Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	taxonomic group (eukaryotes, archaea)	NT=dimethylated residue;AC=MOD:00429;MT=?	NT=acetylated residue;AC=MOD:00394;MT=?	NT=monomethylated residue;AC=MOD:00599;MT=?	beta-mercaptoethanol	150625_S_ASIR_02_03_Naeg2_HCD_Fusion.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD031991-Sample-65	Homo sapiens, Capsaspora owczarzaki, Corallochytrium limacisporum, Creolimax fragrantissima, Spizellomyces punctatus, Thecamonas trahens, Chlamydomonas reinhardtii, Guillardia theta, Emiliania huxleyi, Thalassiosira pseudonana, Bigelowiella natans, Naegleria gruberi, Gefionella okellyi, Fabomonas tropica, Physcomitrella patens, Sycon ciliatum, Phytophthora infestans, Methanobrevibacter cuticularis, Methanospirillum stamsii, Methanosarcina spelaei, Nitrososphaera viennensis	sponges	normal	ES cells	not available	not available	not available	run 65	proteomic profiling by mass spectrometry	not available	label free sample	LTQ-Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	taxonomic group (eukaryotes, archaea)	NT=dimethylated residue;AC=MOD:00429;MT=?	NT=acetylated residue;AC=MOD:00394;MT=?	NT=monomethylated residue;AC=MOD:00599;MT=?	beta-mercaptoethanol	150527_S_ASIR_32_01_Sycon1_CID.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD031991-Sample-66	Homo sapiens, Capsaspora owczarzaki, Corallochytrium limacisporum, Creolimax fragrantissima, Spizellomyces punctatus, Thecamonas trahens, Chlamydomonas reinhardtii, Guillardia theta, Emiliania huxleyi, Thalassiosira pseudonana, Bigelowiella natans, Naegleria gruberi, Gefionella okellyi, Fabomonas tropica, Physcomitrella patens, Sycon ciliatum, Phytophthora infestans, Methanobrevibacter cuticularis, Methanospirillum stamsii, Methanosarcina spelaei, Nitrososphaera viennensis	sponges	normal	ES cells	not available	not available	not available	run 66	proteomic profiling by mass spectrometry	not available	label free sample	LTQ-Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	taxonomic group (eukaryotes, archaea)	NT=dimethylated residue;AC=MOD:00429;MT=?	NT=acetylated residue;AC=MOD:00394;MT=?	NT=monomethylated residue;AC=MOD:00599;MT=?	beta-mercaptoethanol	150527_S_ASIR_37_01_Theca1_old_HCD.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD031991-Sample-67	Homo sapiens, Capsaspora owczarzaki, Corallochytrium limacisporum, Creolimax fragrantissima, Spizellomyces punctatus, Thecamonas trahens, Chlamydomonas reinhardtii, Guillardia theta, Emiliania huxleyi, Thalassiosira pseudonana, Bigelowiella natans, Naegleria gruberi, Gefionella okellyi, Fabomonas tropica, Physcomitrella patens, Sycon ciliatum, Phytophthora infestans, Methanobrevibacter cuticularis, Methanospirillum stamsii, Methanosarcina spelaei, Nitrososphaera viennensis	sponges	normal	ES cells	not available	not available	not available	run 67	proteomic profiling by mass spectrometry	not available	label free sample	LTQ-Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	taxonomic group (eukaryotes, archaea)	NT=dimethylated residue;AC=MOD:00429;MT=?	NT=acetylated residue;AC=MOD:00394;MT=?	NT=monomethylated residue;AC=MOD:00599;MT=?	beta-mercaptoethanol	2021MH000_CRNA_003_02.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD031991-Sample-68	Homo sapiens, Capsaspora owczarzaki, Corallochytrium limacisporum, Creolimax fragrantissima, Spizellomyces punctatus, Thecamonas trahens, Chlamydomonas reinhardtii, Guillardia theta, Emiliania huxleyi, Thalassiosira pseudonana, Bigelowiella natans, Naegleria gruberi, Gefionella okellyi, Fabomonas tropica, Physcomitrella patens, Sycon ciliatum, Phytophthora infestans, Methanobrevibacter cuticularis, Methanospirillum stamsii, Methanosarcina spelaei, Nitrososphaera viennensis	sponges	normal	ES cells	not available	not available	not available	run 68	proteomic profiling by mass spectrometry	not available	label free sample	LTQ-Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	taxonomic group (eukaryotes, archaea)	NT=dimethylated residue;AC=MOD:00429;MT=?	NT=acetylated residue;AC=MOD:00394;MT=?	NT=monomethylated residue;AC=MOD:00599;MT=?	beta-mercaptoethanol	160427_S_Histones_02_02_physco_HCD.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD031991-Sample-69	Homo sapiens, Capsaspora owczarzaki, Corallochytrium limacisporum, Creolimax fragrantissima, Spizellomyces punctatus, Thecamonas trahens, Chlamydomonas reinhardtii, Guillardia theta, Emiliania huxleyi, Thalassiosira pseudonana, Bigelowiella natans, Naegleria gruberi, Gefionella okellyi, Fabomonas tropica, Physcomitrella patens, Sycon ciliatum, Phytophthora infestans, Methanobrevibacter cuticularis, Methanospirillum stamsii, Methanosarcina spelaei, Nitrososphaera viennensis	sponges	normal	ES cells	not available	not available	not available	run 69	proteomic profiling by mass spectrometry	not available	label free sample	LTQ-Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	taxonomic group (eukaryotes, archaea)	NT=dimethylated residue;AC=MOD:00429;MT=?	NT=acetylated residue;AC=MOD:00394;MT=?	NT=monomethylated residue;AC=MOD:00599;MT=?	beta-mercaptoethanol	150625_S_ASIR_02_01_Naeg_2_PIC_CID.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD031991-Sample-70	Homo sapiens, Capsaspora owczarzaki, Corallochytrium limacisporum, Creolimax fragrantissima, Spizellomyces punctatus, Thecamonas trahens, Chlamydomonas reinhardtii, Guillardia theta, Emiliania huxleyi, Thalassiosira pseudonana, Bigelowiella natans, Naegleria gruberi, Gefionella okellyi, Fabomonas tropica, Physcomitrella patens, Sycon ciliatum, Phytophthora infestans, Methanobrevibacter cuticularis, Methanospirillum stamsii, Methanosarcina spelaei, Nitrososphaera viennensis	sponges	normal	ES cells	not available	not available	not available	run 70	proteomic profiling by mass spectrometry	not available	label free sample	LTQ-Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	taxonomic group (eukaryotes, archaea)	NT=dimethylated residue;AC=MOD:00429;MT=?	NT=acetylated residue;AC=MOD:00394;MT=?	NT=monomethylated residue;AC=MOD:00599;MT=?	beta-mercaptoethanol	160308_S_Histone_Human_PIC_01_01_2ug_HCD.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD031991-Sample-71	Homo sapiens, Capsaspora owczarzaki, Corallochytrium limacisporum, Creolimax fragrantissima, Spizellomyces punctatus, Thecamonas trahens, Chlamydomonas reinhardtii, Guillardia theta, Emiliania huxleyi, Thalassiosira pseudonana, Bigelowiella natans, Naegleria gruberi, Gefionella okellyi, Fabomonas tropica, Physcomitrella patens, Sycon ciliatum, Phytophthora infestans, Methanobrevibacter cuticularis, Methanospirillum stamsii, Methanosarcina spelaei, Nitrososphaera viennensis	sponges	normal	ES cells	not available	not available	not available	run 71	proteomic profiling by mass spectrometry	not available	label free sample	LTQ-Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	taxonomic group (eukaryotes, archaea)	NT=dimethylated residue;AC=MOD:00429;MT=?	NT=acetylated residue;AC=MOD:00394;MT=?	NT=monomethylated residue;AC=MOD:00599;MT=?	beta-mercaptoethanol	2021MZ002_CRNA_005_01_45pto.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD031991-Sample-72	Homo sapiens, Capsaspora owczarzaki, Corallochytrium limacisporum, Creolimax fragrantissima, Spizellomyces punctatus, Thecamonas trahens, Chlamydomonas reinhardtii, Guillardia theta, Emiliania huxleyi, Thalassiosira pseudonana, Bigelowiella natans, Naegleria gruberi, Gefionella okellyi, Fabomonas tropica, Physcomitrella patens, Sycon ciliatum, Phytophthora infestans, Methanobrevibacter cuticularis, Methanospirillum stamsii, Methanosarcina spelaei, Nitrososphaera viennensis	sponges	normal	ES cells	not available	not available	not available	run 72	proteomic profiling by mass spectrometry	not available	label free sample	LTQ-Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	taxonomic group (eukaryotes, archaea)	NT=dimethylated residue;AC=MOD:00429;MT=?	NT=acetylated residue;AC=MOD:00394;MT=?	NT=monomethylated residue;AC=MOD:00599;MT=?	beta-mercaptoethanol	150527_S_ASIR_14_03_HCD_Phytophtora.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD031991-Sample-73	Homo sapiens, Capsaspora owczarzaki, Corallochytrium limacisporum, Creolimax fragrantissima, Spizellomyces punctatus, Thecamonas trahens, Chlamydomonas reinhardtii, Guillardia theta, Emiliania huxleyi, Thalassiosira pseudonana, Bigelowiella natans, Naegleria gruberi, Gefionella okellyi, Fabomonas tropica, Physcomitrella patens, Sycon ciliatum, Phytophthora infestans, Methanobrevibacter cuticularis, Methanospirillum stamsii, Methanosarcina spelaei, Nitrososphaera viennensis	sponges	normal	ES cells	not available	not available	not available	run 73	proteomic profiling by mass spectrometry	not available	label free sample	LTQ-Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	taxonomic group (eukaryotes, archaea)	NT=dimethylated residue;AC=MOD:00429;MT=?	NT=acetylated residue;AC=MOD:00394;MT=?	NT=monomethylated residue;AC=MOD:00599;MT=?	beta-mercaptoethanol	150527_S_ASIR_14_01_Phyto2_CID.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD031991-Sample-74	Homo sapiens, Capsaspora owczarzaki, Corallochytrium limacisporum, Creolimax fragrantissima, Spizellomyces punctatus, Thecamonas trahens, Chlamydomonas reinhardtii, Guillardia theta, Emiliania huxleyi, Thalassiosira pseudonana, Bigelowiella natans, Naegleria gruberi, Gefionella okellyi, Fabomonas tropica, Physcomitrella patens, Sycon ciliatum, Phytophthora infestans, Methanobrevibacter cuticularis, Methanospirillum stamsii, Methanosarcina spelaei, Nitrososphaera viennensis	sponges	normal	ES cells	not available	not available	not available	run 74	proteomic profiling by mass spectrometry	not available	label free sample	LTQ-Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	taxonomic group (eukaryotes, archaea)	NT=dimethylated residue;AC=MOD:00429;MT=?	NT=acetylated residue;AC=MOD:00394;MT=?	NT=monomethylated residue;AC=MOD:00599;MT=?	beta-mercaptoethanol	161220_S_ASIR_03_01_2ug_CID_IT.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD031991-Sample-75	Homo sapiens, Capsaspora owczarzaki, Corallochytrium limacisporum, Creolimax fragrantissima, Spizellomyces punctatus, Thecamonas trahens, Chlamydomonas reinhardtii, Guillardia theta, Emiliania huxleyi, Thalassiosira pseudonana, Bigelowiella natans, Naegleria gruberi, Gefionella okellyi, Fabomonas tropica, Physcomitrella patens, Sycon ciliatum, Phytophthora infestans, Methanobrevibacter cuticularis, Methanospirillum stamsii, Methanosarcina spelaei, Nitrososphaera viennensis	sponges	normal	ES cells	not available	not available	not available	run 75	proteomic profiling by mass spectrometry	not available	label free sample	LTQ-Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	taxonomic group (eukaryotes, archaea)	NT=dimethylated residue;AC=MOD:00429;MT=?	NT=acetylated residue;AC=MOD:00394;MT=?	NT=monomethylated residue;AC=MOD:00599;MT=?	beta-mercaptoethanol	150527_S_ASIR_09_01_Creo1_HCD.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD031991-Sample-76	Homo sapiens, Capsaspora owczarzaki, Corallochytrium limacisporum, Creolimax fragrantissima, Spizellomyces punctatus, Thecamonas trahens, Chlamydomonas reinhardtii, Guillardia theta, Emiliania huxleyi, Thalassiosira pseudonana, Bigelowiella natans, Naegleria gruberi, Gefionella okellyi, Fabomonas tropica, Physcomitrella patens, Sycon ciliatum, Phytophthora infestans, Methanobrevibacter cuticularis, Methanospirillum stamsii, Methanosarcina spelaei, Nitrososphaera viennensis	sponges	normal	ES cells	not available	not available	not available	run 76	proteomic profiling by mass spectrometry	not available	label free sample	LTQ-Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	taxonomic group (eukaryotes, archaea)	NT=dimethylated residue;AC=MOD:00429;MT=?	NT=acetylated residue;AC=MOD:00394;MT=?	NT=monomethylated residue;AC=MOD:00599;MT=?	beta-mercaptoethanol	150527_S_ASIR_14_04_CID_Phytophtora.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD031991-Sample-77	Homo sapiens, Capsaspora owczarzaki, Corallochytrium limacisporum, Creolimax fragrantissima, Spizellomyces punctatus, Thecamonas trahens, Chlamydomonas reinhardtii, Guillardia theta, Emiliania huxleyi, Thalassiosira pseudonana, Bigelowiella natans, Naegleria gruberi, Gefionella okellyi, Fabomonas tropica, Physcomitrella patens, Sycon ciliatum, Phytophthora infestans, Methanobrevibacter cuticularis, Methanospirillum stamsii, Methanosarcina spelaei, Nitrososphaera viennensis	sponges	normal	ES cells	not available	not available	not available	run 77	proteomic profiling by mass spectrometry	not available	label free sample	LTQ-Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	taxonomic group (eukaryotes, archaea)	NT=dimethylated residue;AC=MOD:00429;MT=?	NT=acetylated residue;AC=MOD:00394;MT=?	NT=monomethylated residue;AC=MOD:00599;MT=?	beta-mercaptoethanol	2021MH000_CRNA_004_02.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD031991-Sample-78	Homo sapiens, Capsaspora owczarzaki, Corallochytrium limacisporum, Creolimax fragrantissima, Spizellomyces punctatus, Thecamonas trahens, Chlamydomonas reinhardtii, Guillardia theta, Emiliania huxleyi, Thalassiosira pseudonana, Bigelowiella natans, Naegleria gruberi, Gefionella okellyi, Fabomonas tropica, Physcomitrella patens, Sycon ciliatum, Phytophthora infestans, Methanobrevibacter cuticularis, Methanospirillum stamsii, Methanosarcina spelaei, Nitrososphaera viennensis	sponges	normal	ES cells	not available	not available	not available	run 78	proteomic profiling by mass spectrometry	not available	label free sample	LTQ-Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	taxonomic group (eukaryotes, archaea)	NT=dimethylated residue;AC=MOD:00429;MT=?	NT=acetylated residue;AC=MOD:00394;MT=?	NT=monomethylated residue;AC=MOD:00599;MT=?	beta-mercaptoethanol	150512_S_ASIR_01_03_Capsa1_PIC_I_prec_CID.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD031991-Sample-79	Homo sapiens, Capsaspora owczarzaki, Corallochytrium limacisporum, Creolimax fragrantissima, Spizellomyces punctatus, Thecamonas trahens, Chlamydomonas reinhardtii, Guillardia theta, Emiliania huxleyi, Thalassiosira pseudonana, Bigelowiella natans, Naegleria gruberi, Gefionella okellyi, Fabomonas tropica, Physcomitrella patens, Sycon ciliatum, Phytophthora infestans, Methanobrevibacter cuticularis, Methanospirillum stamsii, Methanosarcina spelaei, Nitrososphaera viennensis	sponges	normal	ES cells	not available	not available	not available	run 79	proteomic profiling by mass spectrometry	not available	label free sample	LTQ-Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	taxonomic group (eukaryotes, archaea)	NT=dimethylated residue;AC=MOD:00429;MT=?	NT=acetylated residue;AC=MOD:00394;MT=?	NT=monomethylated residue;AC=MOD:00599;MT=?	beta-mercaptoethanol	150527_S_ASIR_01_01_Bigello_HCD.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD031991-Sample-80	Homo sapiens, Capsaspora owczarzaki, Corallochytrium limacisporum, Creolimax fragrantissima, Spizellomyces punctatus, Thecamonas trahens, Chlamydomonas reinhardtii, Guillardia theta, Emiliania huxleyi, Thalassiosira pseudonana, Bigelowiella natans, Naegleria gruberi, Gefionella okellyi, Fabomonas tropica, Physcomitrella patens, Sycon ciliatum, Phytophthora infestans, Methanobrevibacter cuticularis, Methanospirillum stamsii, Methanosarcina spelaei, Nitrososphaera viennensis	sponges	normal	ES cells	not available	not available	not available	run 80	proteomic profiling by mass spectrometry	not available	label free sample	LTQ-Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	taxonomic group (eukaryotes, archaea)	NT=dimethylated residue;AC=MOD:00429;MT=?	NT=acetylated residue;AC=MOD:00394;MT=?	NT=monomethylated residue;AC=MOD:00599;MT=?	beta-mercaptoethanol	150527_S_ASIR_25_01_Naegleria_CID.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
