source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD000551-Sample-325	Homo sapiens	blood, skin	ogden syndrome	B cells, fibroblasts	BJ	not available	not available	male	newborn	run 325	proteomic profiling by mass spectrometry	not available	not available	LTQ Orbitrap XL, LTQ Orbitrap Velos	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype/condition (hNaa10-WT, hNaa10-S37P, WT-hTERT, S37P-hTERT)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.5 m/z	orbitrap	L18442_1324_hNaa10p-S37P_grandmother_proband1_90528_carrier_F_28-32-9.RAW	v1.1.0	HAMLET-agentic v2.1.0	ogden syndrome
PXD000551-Sample-326	Homo sapiens	blood, skin	ogden syndrome	B cells, fibroblasts	BJ	not available	not available	male	newborn	run 326	proteomic profiling by mass spectrometry	not available	not available	LTQ Orbitrap XL, LTQ Orbitrap Velos	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype/condition (hNaa10-WT, hNaa10-S37P, WT-hTERT, S37P-hTERT)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.5 m/z	orbitrap	L17598_1322_Petra_S37P_Proband2_28-32-12.RAW	v1.1.0	HAMLET-agentic v2.1.0	ogden syndrome
PXD000551-Sample-327	Homo sapiens	blood, skin	ogden syndrome	B cells, fibroblasts	BJ	not available	not available	male	newborn	run 327	proteomic profiling by mass spectrometry	not available	not available	LTQ Orbitrap XL, LTQ Orbitrap Velos	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype/condition (hNaa10-WT, hNaa10-S37P, WT-hTERT, S37P-hTERT)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.5 m/z	orbitrap	L17893_1322_Petra_S37P_Proband2_24-28-11.RAW	v1.1.0	HAMLET-agentic v2.1.0	ogden syndrome
PXD000551-Sample-328	Homo sapiens	blood, skin	ogden syndrome	B cells, fibroblasts	BJ	not available	not available	male	newborn	run 328	proteomic profiling by mass spectrometry	not available	not available	LTQ Orbitrap XL, LTQ Orbitrap Velos	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype/condition (hNaa10-WT, hNaa10-S37P, WT-hTERT, S37P-hTERT)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.5 m/z	orbitrap	L13123_Petra_S37P_patient1_89323proband_20-24-13.RAW	v1.1.0	HAMLET-agentic v2.1.0	ogden syndrome
PXD000551-Sample-329	Homo sapiens	blood, skin	ogden syndrome	B cells, fibroblasts	BJ	not available	not available	male	newborn	run 329	proteomic profiling by mass spectrometry	not available	not available	LTQ Orbitrap XL, LTQ Orbitrap Velos	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype/condition (hNaa10-WT, hNaa10-S37P, WT-hTERT, S37P-hTERT)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.5 m/z	orbitrap	L17170_1222_Petra_hNaa10p_S37P_patient2_90532_24-28-14.RAW	v1.1.0	HAMLET-agentic v2.1.0	ogden syndrome
PXD000551-Sample-330	Homo sapiens	blood, skin	ogden syndrome	B cells, fibroblasts	BJ	not available	not available	male	newborn	run 330	proteomic profiling by mass spectrometry	not available	not available	LTQ Orbitrap XL, LTQ Orbitrap Velos	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype/condition (hNaa10-WT, hNaa10-S37P, WT-hTERT, S37P-hTERT)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.5 m/z	orbitrap	L18356_1323_hNaa10p-S37P_father_proband1_89325_wt_M_20-24-2.RAW	v1.1.0	HAMLET-agentic v2.1.0	ogden syndrome
PXD000551-Sample-331	Homo sapiens	blood, skin	ogden syndrome	B cells, fibroblasts	BJ	not available	not available	male	newborn	run 331	proteomic profiling by mass spectrometry	not available	not available	LTQ Orbitrap XL, LTQ Orbitrap Velos	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype/condition (hNaa10-WT, hNaa10-S37P, WT-hTERT, S37P-hTERT)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.5 m/z	orbitrap	R11668_Petra_988_Patient5_S37P_24-28-3.RAW	v1.1.0	HAMLET-agentic v2.1.0	ogden syndrome
PXD000551-Sample-332	Homo sapiens	blood, skin	ogden syndrome	B cells, fibroblasts	BJ	not available	not available	male	newborn	run 332	proteomic profiling by mass spectrometry	not available	not available	LTQ Orbitrap XL, LTQ Orbitrap Velos	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype/condition (hNaa10-WT, hNaa10-S37P, WT-hTERT, S37P-hTERT)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.5 m/z	orbitrap	L17201_1223_Petra_hNaa10p_S37P_patient3_90688_28-32-9.RAW	v1.1.0	HAMLET-agentic v2.1.0	ogden syndrome
PXD000551-Sample-333	Homo sapiens	blood, skin	ogden syndrome	B cells, fibroblasts	BJ	not available	not available	male	newborn	run 333	proteomic profiling by mass spectrometry	not available	not available	LTQ Orbitrap XL, LTQ Orbitrap Velos	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype/condition (hNaa10-WT, hNaa10-S37P, WT-hTERT, S37P-hTERT)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.5 m/z	orbitrap	L18342_1323_hNaa10p-S37P_father_proband1_89325_wt_M_24-28-4.RAW	v1.1.0	HAMLET-agentic v2.1.0	ogden syndrome
PXD000551-Sample-334	Homo sapiens	blood, skin	ogden syndrome	B cells, fibroblasts	BJ	not available	not available	male	newborn	run 334	proteomic profiling by mass spectrometry	not available	not available	LTQ Orbitrap XL, LTQ Orbitrap Velos	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype/condition (hNaa10-WT, hNaa10-S37P, WT-hTERT, S37P-hTERT)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.5 m/z	orbitrap	R11759_Petra_988_Patient8_S37P_28-32-4.RAW	v1.1.0	HAMLET-agentic v2.1.0	ogden syndrome
PXD000551-Sample-335	Homo sapiens	blood, skin	ogden syndrome	B cells, fibroblasts	BJ	not available	not available	male	newborn	run 335	proteomic profiling by mass spectrometry	not available	not available	LTQ Orbitrap XL, LTQ Orbitrap Velos	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype/condition (hNaa10-WT, hNaa10-S37P, WT-hTERT, S37P-hTERT)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.5 m/z	orbitrap	R11854_Petra_1001_Patient12_S37P_20-24-9.RAW	v1.1.0	HAMLET-agentic v2.1.0	ogden syndrome
PXD000551-Sample-336	Homo sapiens	blood, skin	ogden syndrome	B cells, fibroblasts	BJ	not available	not available	male	newborn	run 336	proteomic profiling by mass spectrometry	not available	not available	LTQ Orbitrap XL, LTQ Orbitrap Velos	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype/condition (hNaa10-WT, hNaa10-S37P, WT-hTERT, S37P-hTERT)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.5 m/z	orbitrap	R11758_Petra_988_Patient8_S37P_28-32-3.RAW	v1.1.0	HAMLET-agentic v2.1.0	ogden syndrome
PXD000551-Sample-337	Homo sapiens	blood, skin	ogden syndrome	B cells, fibroblasts	BJ	not available	not available	male	newborn	run 337	proteomic profiling by mass spectrometry	not available	not available	LTQ Orbitrap XL, LTQ Orbitrap Velos	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype/condition (hNaa10-WT, hNaa10-S37P, WT-hTERT, S37P-hTERT)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.5 m/z	orbitrap	L17186_1222_Petra_hNaa10p_S37P_patient2_90532_20-24-12.RAW	v1.1.0	HAMLET-agentic v2.1.0	ogden syndrome
PXD000551-Sample-338	Homo sapiens	blood, skin	ogden syndrome	B cells, fibroblasts	BJ	not available	not available	male	newborn	run 338	proteomic profiling by mass spectrometry	not available	not available	LTQ Orbitrap XL, LTQ Orbitrap Velos	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype/condition (hNaa10-WT, hNaa10-S37P, WT-hTERT, S37P-hTERT)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.5 m/z	orbitrap	R11815_Petra_1001_Patient12_S37P_28-32-6.RAW	v1.1.0	HAMLET-agentic v2.1.0	ogden syndrome
PXD000551-Sample-339	Homo sapiens	blood, skin	ogden syndrome	B cells, fibroblasts	BJ	not available	not available	male	newborn	run 339	proteomic profiling by mass spectrometry	not available	not available	LTQ Orbitrap XL, LTQ Orbitrap Velos	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype/condition (hNaa10-WT, hNaa10-S37P, WT-hTERT, S37P-hTERT)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.5 m/z	orbitrap	L18017_1325_Petra_S37p_Aunt_90531_20-24-15.RAW	v1.1.0	HAMLET-agentic v2.1.0	ogden syndrome
PXD000551-Sample-340	Homo sapiens	blood, skin	ogden syndrome	B cells, fibroblasts	BJ	not available	not available	male	newborn	run 340	proteomic profiling by mass spectrometry	not available	not available	LTQ Orbitrap XL, LTQ Orbitrap Velos	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype/condition (hNaa10-WT, hNaa10-S37P, WT-hTERT, S37P-hTERT)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.5 m/z	orbitrap	L17590_1322_Petra_S37P_Proband2_28-32-4.RAW	v1.1.0	HAMLET-agentic v2.1.0	ogden syndrome
PXD000551-Sample-341	Homo sapiens	blood, skin	ogden syndrome	B cells, fibroblasts	BJ	not available	not available	male	newborn	run 341	proteomic profiling by mass spectrometry	not available	not available	LTQ Orbitrap XL, LTQ Orbitrap Velos	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype/condition (hNaa10-WT, hNaa10-S37P, WT-hTERT, S37P-hTERT)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.5 m/z	orbitrap	L17199_1223_Petra_hNaa10p_S37P_patient3_90688_28-32-7.RAW	v1.1.0	HAMLET-agentic v2.1.0	ogden syndrome
PXD000551-Sample-342	Homo sapiens	blood, skin	ogden syndrome	B cells, fibroblasts	BJ	not available	not available	male	newborn	run 342	proteomic profiling by mass spectrometry	not available	not available	LTQ Orbitrap XL, LTQ Orbitrap Velos	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype/condition (hNaa10-WT, hNaa10-S37P, WT-hTERT, S37P-hTERT)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.5 m/z	orbitrap	L13135_Petra_S37P_patient2_89324carrier_28-32-7.RAW	v1.1.0	HAMLET-agentic v2.1.0	ogden syndrome
PXD000551-Sample-343	Homo sapiens	blood, skin	ogden syndrome	B cells, fibroblasts	BJ	not available	not available	male	newborn	run 343	proteomic profiling by mass spectrometry	not available	not available	LTQ Orbitrap XL, LTQ Orbitrap Velos	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype/condition (hNaa10-WT, hNaa10-S37P, WT-hTERT, S37P-hTERT)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.5 m/z	orbitrap	L13148_Petra_S37P_patient2_89324carrier_24-28-2.RAW	v1.1.0	HAMLET-agentic v2.1.0	ogden syndrome
PXD000551-Sample-344	Homo sapiens	blood, skin	ogden syndrome	B cells, fibroblasts	BJ	not available	not available	male	newborn	run 344	proteomic profiling by mass spectrometry	not available	not available	LTQ Orbitrap XL, LTQ Orbitrap Velos	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype/condition (hNaa10-WT, hNaa10-S37P, WT-hTERT, S37P-hTERT)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.5 m/z	orbitrap	R11675_Petra_988_Patient5_S37P_24-28-10.RAW	v1.1.0	HAMLET-agentic v2.1.0	ogden syndrome
PXD000551-Sample-345	Homo sapiens	blood, skin	ogden syndrome	B cells, fibroblasts	BJ	not available	not available	male	newborn	run 345	proteomic profiling by mass spectrometry	not available	not available	LTQ Orbitrap XL, LTQ Orbitrap Velos	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype/condition (hNaa10-WT, hNaa10-S37P, WT-hTERT, S37P-hTERT)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.5 m/z	orbitrap	L18444_1324_hNaa10p-S37P_grandmother_proband1_90528_carrier_F_28-32-11.RAW	v1.1.0	HAMLET-agentic v2.1.0	ogden syndrome
PXD000551-Sample-346	Homo sapiens	blood, skin	ogden syndrome	B cells, fibroblasts	BJ	not available	not available	male	newborn	run 346	proteomic profiling by mass spectrometry	not available	not available	LTQ Orbitrap XL, LTQ Orbitrap Velos	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype/condition (hNaa10-WT, hNaa10-S37P, WT-hTERT, S37P-hTERT)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.5 m/z	orbitrap	L13168_Petra_S37P_patient2_89324carrier_20-24-6.RAW	v1.1.0	HAMLET-agentic v2.1.0	ogden syndrome
PXD000551-Sample-347	Homo sapiens	blood, skin	ogden syndrome	B cells, fibroblasts	BJ	not available	not available	male	newborn	run 347	proteomic profiling by mass spectrometry	not available	not available	LTQ Orbitrap XL, LTQ Orbitrap Velos	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype/condition (hNaa10-WT, hNaa10-S37P, WT-hTERT, S37P-hTERT)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.5 m/z	orbitrap	L13171_Petra_S37P_patient2_89324carrier_20-24-9.RAW	v1.1.0	HAMLET-agentic v2.1.0	ogden syndrome
PXD000551-Sample-348	Homo sapiens	blood, skin	ogden syndrome	B cells, fibroblasts	BJ	not available	not available	male	newborn	run 348	proteomic profiling by mass spectrometry	not available	not available	LTQ Orbitrap XL, LTQ Orbitrap Velos	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype/condition (hNaa10-WT, hNaa10-S37P, WT-hTERT, S37P-hTERT)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.5 m/z	orbitrap	L17177_1222_Petra_hNaa10p_S37P_patient2_90532_20-24-3.RAW	v1.1.0	HAMLET-agentic v2.1.0	ogden syndrome
PXD000551-Sample-349	Homo sapiens	blood, skin	ogden syndrome	B cells, fibroblasts	BJ	not available	not available	male	newborn	run 349	proteomic profiling by mass spectrometry	not available	not available	LTQ Orbitrap XL, LTQ Orbitrap Velos	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype/condition (hNaa10-WT, hNaa10-S37P, WT-hTERT, S37P-hTERT)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.5 m/z	orbitrap	R11698_Petra_988_Patient5_S37P_20-24-15.RAW	v1.1.0	HAMLET-agentic v2.1.0	ogden syndrome
PXD000551-Sample-350	Homo sapiens	blood, skin	ogden syndrome	B cells, fibroblasts	BJ	not available	not available	male	newborn	run 350	proteomic profiling by mass spectrometry	not available	not available	LTQ Orbitrap XL, LTQ Orbitrap Velos	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype/condition (hNaa10-WT, hNaa10-S37P, WT-hTERT, S37P-hTERT)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.5 m/z	orbitrap	R11797_Petra_988_Patient8_S37P_20-24-6.RAW	v1.1.0	HAMLET-agentic v2.1.0	ogden syndrome
PXD000551-Sample-351	Homo sapiens	blood, skin	ogden syndrome	B cells, fibroblasts	BJ	not available	not available	male	newborn	run 351	proteomic profiling by mass spectrometry	not available	not available	LTQ Orbitrap XL, LTQ Orbitrap Velos	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype/condition (hNaa10-WT, hNaa10-S37P, WT-hTERT, S37P-hTERT)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.5 m/z	orbitrap	R11658_Petra_988_Patient5_S37P_28-32-11.RAW	v1.1.0	HAMLET-agentic v2.1.0	ogden syndrome
PXD000551-Sample-352	Homo sapiens	blood, skin	ogden syndrome	B cells, fibroblasts	BJ	not available	not available	male	newborn	run 352	proteomic profiling by mass spectrometry	not available	not available	LTQ Orbitrap XL, LTQ Orbitrap Velos	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype/condition (hNaa10-WT, hNaa10-S37P, WT-hTERT, S37P-hTERT)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.5 m/z	orbitrap	L13461_Petra_S37P_patient4_90526WT_24-28-1.RAW	v1.1.0	HAMLET-agentic v2.1.0	ogden syndrome
PXD000551-Sample-353	Homo sapiens	blood, skin	ogden syndrome	B cells, fibroblasts	BJ	not available	not available	male	newborn	run 353	proteomic profiling by mass spectrometry	not available	not available	LTQ Orbitrap XL, LTQ Orbitrap Velos	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype/condition (hNaa10-WT, hNaa10-S37P, WT-hTERT, S37P-hTERT)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.5 m/z	orbitrap	R11853_Petra_1001_Patient12_S37P_20-24-8.RAW	v1.1.0	HAMLET-agentic v2.1.0	ogden syndrome
PXD000551-Sample-354	Homo sapiens	blood, skin	ogden syndrome	B cells, fibroblasts	BJ	not available	not available	male	newborn	run 354	proteomic profiling by mass spectrometry	not available	not available	LTQ Orbitrap XL, LTQ Orbitrap Velos	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype/condition (hNaa10-WT, hNaa10-S37P, WT-hTERT, S37P-hTERT)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.5 m/z	orbitrap	R11741_Petra_1001_Patient7_S37P_20-24-4.RAW	v1.1.0	HAMLET-agentic v2.1.0	ogden syndrome
PXD000551-Sample-355	Homo sapiens	blood, skin	ogden syndrome	B cells, fibroblasts	BJ	not available	not available	male	newborn	run 355	proteomic profiling by mass spectrometry	not available	not available	LTQ Orbitrap XL, LTQ Orbitrap Velos	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype/condition (hNaa10-WT, hNaa10-S37P, WT-hTERT, S37P-hTERT)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.5 m/z	orbitrap	L17161_1222_Petra_hNaa10p_S37P_patient2_90532_24-28-5.RAW	v1.1.0	HAMLET-agentic v2.1.0	ogden syndrome
PXD000551-Sample-356	Homo sapiens	blood, skin	ogden syndrome	B cells, fibroblasts	BJ	not available	not available	male	newborn	run 356	proteomic profiling by mass spectrometry	not available	not available	LTQ Orbitrap XL, LTQ Orbitrap Velos	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype/condition (hNaa10-WT, hNaa10-S37P, WT-hTERT, S37P-hTERT)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.5 m/z	orbitrap	L17207_1223_Petra_hNaa10p_S37P_patient3_90688_28-32-15.RAW	v1.1.0	HAMLET-agentic v2.1.0	ogden syndrome
PXD000551-Sample-357	Homo sapiens	blood, skin	ogden syndrome	B cells, fibroblasts	BJ	not available	not available	male	newborn	run 357	proteomic profiling by mass spectrometry	not available	not available	LTQ Orbitrap XL, LTQ Orbitrap Velos	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype/condition (hNaa10-WT, hNaa10-S37P, WT-hTERT, S37P-hTERT)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.5 m/z	orbitrap	L18008_1325_Petra_S37p_Aunt_90531_20-24-6.RAW	v1.1.0	HAMLET-agentic v2.1.0	ogden syndrome
PXD000551-Sample-358	Homo sapiens	blood, skin	ogden syndrome	B cells, fibroblasts	BJ	not available	not available	male	newborn	run 358	proteomic profiling by mass spectrometry	not available	not available	LTQ Orbitrap XL, LTQ Orbitrap Velos	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype/condition (hNaa10-WT, hNaa10-S37P, WT-hTERT, S37P-hTERT)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.5 m/z	orbitrap	L13156_Petra_S37P_patient2_89324carrier_24-28-10.RAW	v1.1.0	HAMLET-agentic v2.1.0	ogden syndrome
PXD000551-Sample-359	Homo sapiens	blood, skin	ogden syndrome	B cells, fibroblasts	BJ	not available	not available	male	newborn	run 359	proteomic profiling by mass spectrometry	not available	not available	LTQ Orbitrap XL, LTQ Orbitrap Velos	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype/condition (hNaa10-WT, hNaa10-S37P, WT-hTERT, S37P-hTERT)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.5 m/z	orbitrap	L18331_1323_hNaa10p-S37P_father_proband1_89325_wt_M_28-32-9.RAW	v1.1.0	HAMLET-agentic v2.1.0	ogden syndrome
PXD000551-Sample-360	Homo sapiens	blood, skin	ogden syndrome	B cells, fibroblasts	BJ	not available	not available	male	newborn	run 360	proteomic profiling by mass spectrometry	not available	not available	LTQ Orbitrap XL, LTQ Orbitrap Velos	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype/condition (hNaa10-WT, hNaa10-S37P, WT-hTERT, S37P-hTERT)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.5 m/z	orbitrap	L13175_Petra_S37P_patient2_89324carrier_20-24-13.RAW	v1.1.0	HAMLET-agentic v2.1.0	ogden syndrome
PXD000551-Sample-361	Homo sapiens	blood, skin	ogden syndrome	B cells, fibroblasts	BJ	not available	not available	male	newborn	run 361	proteomic profiling by mass spectrometry	not available	not available	LTQ Orbitrap XL, LTQ Orbitrap Velos	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype/condition (hNaa10-WT, hNaa10-S37P, WT-hTERT, S37P-hTERT)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.5 m/z	orbitrap	R11721_Petra_1001_Patient7_S37P_24-28-2.RAW	v1.1.0	HAMLET-agentic v2.1.0	ogden syndrome
PXD000551-Sample-362	Homo sapiens	blood, skin	ogden syndrome	B cells, fibroblasts	BJ	not available	not available	male	newborn	run 362	proteomic profiling by mass spectrometry	not available	not available	LTQ Orbitrap XL, LTQ Orbitrap Velos	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype/condition (hNaa10-WT, hNaa10-S37P, WT-hTERT, S37P-hTERT)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.5 m/z	orbitrap	R11817_Petra_1001_Patient12_S37P_28-32-8.RAW	v1.1.0	HAMLET-agentic v2.1.0	ogden syndrome
PXD000551-Sample-363	Homo sapiens	blood, skin	ogden syndrome	B cells, fibroblasts	BJ	not available	not available	male	newborn	run 363	proteomic profiling by mass spectrometry	not available	not available	LTQ Orbitrap XL, LTQ Orbitrap Velos	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype/condition (hNaa10-WT, hNaa10-S37P, WT-hTERT, S37P-hTERT)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 ppm	0.5 m/z	orbitrap	L18011_1325_Petra_S37p_Aunt_90531_20-24-9.RAW	v1.1.0	HAMLET-agentic v2.1.0	ogden syndrome
