source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD000561-Sample-883	Homo sapiens	tissues	normal	hematopoietic cells	not available	not available	not available	run 883	proteomic profiling by mass spectrometry	not available	not available	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	not available	not available	not available	not available	tissue/cell type (adult tissues, fetal tissues, hematopoietic cells)	NT=acetylated residue;AC=MOD:00394;MT=?	NT=L-methionine sulfoxide;AC=MOD:00719;MT=?	NT=iodoacetamide derivatized residue;AC=MOD:00397;MT=?	Orbitrap	Fetal_Ovary_Gel_Velos_74_f02.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD000561-Sample-884	Homo sapiens	tissues	normal	hematopoietic cells	not available	not available	not available	run 884	proteomic profiling by mass spectrometry	not available	not available	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	not available	not available	not available	not available	tissue/cell type (adult tissues, fetal tissues, hematopoietic cells)	NT=acetylated residue;AC=MOD:00394;MT=?	NT=L-methionine sulfoxide;AC=MOD:00719;MT=?	NT=iodoacetamide derivatized residue;AC=MOD:00397;MT=?	Orbitrap	Fetal_Ovary_bRP_Velos_41_f23.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD000561-Sample-885	Homo sapiens	tissues	normal	hematopoietic cells	not available	not available	not available	run 885	proteomic profiling by mass spectrometry	not available	not available	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	not available	not available	not available	not available	tissue/cell type (adult tissues, fetal tissues, hematopoietic cells)	NT=acetylated residue;AC=MOD:00394;MT=?	NT=L-methionine sulfoxide;AC=MOD:00719;MT=?	NT=iodoacetamide derivatized residue;AC=MOD:00397;MT=?	Orbitrap	Adult_Bcells_bRP_Elite_75_f23.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD000561-Sample-886	Homo sapiens	tissues	normal	hematopoietic cells	not available	not available	not available	run 886	proteomic profiling by mass spectrometry	not available	not available	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	not available	not available	not available	not available	tissue/cell type (adult tissues, fetal tissues, hematopoietic cells)	NT=acetylated residue;AC=MOD:00394;MT=?	NT=L-methionine sulfoxide;AC=MOD:00719;MT=?	NT=iodoacetamide derivatized residue;AC=MOD:00397;MT=?	Orbitrap	Fetal_Gut_bRP_Elite_17_f04.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD000561-Sample-887	Homo sapiens	tissues	normal	hematopoietic cells	not available	not available	not available	run 887	proteomic profiling by mass spectrometry	not available	not available	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	not available	not available	not available	not available	tissue/cell type (adult tissues, fetal tissues, hematopoietic cells)	NT=acetylated residue;AC=MOD:00394;MT=?	NT=L-methionine sulfoxide;AC=MOD:00719;MT=?	NT=iodoacetamide derivatized residue;AC=MOD:00397;MT=?	Orbitrap	Adult_Liver_Gel_Velos_11_f18.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD000561-Sample-888	Homo sapiens	tissues	normal	hematopoietic cells	not available	not available	not available	run 888	proteomic profiling by mass spectrometry	not available	not available	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	not available	not available	not available	not available	tissue/cell type (adult tissues, fetal tissues, hematopoietic cells)	NT=acetylated residue;AC=MOD:00394;MT=?	NT=L-methionine sulfoxide;AC=MOD:00719;MT=?	NT=iodoacetamide derivatized residue;AC=MOD:00397;MT=?	Orbitrap	Adult_Lung_bRP_Velos_12_f22.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD000561-Sample-889	Homo sapiens	tissues	normal	hematopoietic cells	not available	not available	not available	run 889	proteomic profiling by mass spectrometry	not available	not available	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	not available	not available	not available	not available	tissue/cell type (adult tissues, fetal tissues, hematopoietic cells)	NT=acetylated residue;AC=MOD:00394;MT=?	NT=L-methionine sulfoxide;AC=MOD:00719;MT=?	NT=iodoacetamide derivatized residue;AC=MOD:00397;MT=?	Orbitrap	Adult_Lung_Gel_Velos_13_f14.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD000561-Sample-890	Homo sapiens	tissues	normal	hematopoietic cells	not available	not available	not available	run 890	proteomic profiling by mass spectrometry	not available	not available	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	not available	not available	not available	not available	tissue/cell type (adult tissues, fetal tissues, hematopoietic cells)	NT=acetylated residue;AC=MOD:00394;MT=?	NT=L-methionine sulfoxide;AC=MOD:00719;MT=?	NT=iodoacetamide derivatized residue;AC=MOD:00397;MT=?	Orbitrap	Adult_Prostate_Gel_Elite_62_f04.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD000561-Sample-891	Homo sapiens	tissues	normal	hematopoietic cells	not available	not available	not available	run 891	proteomic profiling by mass spectrometry	not available	not available	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	not available	not available	not available	not available	tissue/cell type (adult tissues, fetal tissues, hematopoietic cells)	NT=acetylated residue;AC=MOD:00394;MT=?	NT=L-methionine sulfoxide;AC=MOD:00719;MT=?	NT=iodoacetamide derivatized residue;AC=MOD:00397;MT=?	Orbitrap	Adult_Prostate_bRP_Elite_61_f10.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD000561-Sample-892	Homo sapiens	tissues	normal	hematopoietic cells	not available	not available	not available	run 892	proteomic profiling by mass spectrometry	not available	not available	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	not available	not available	not available	not available	tissue/cell type (adult tissues, fetal tissues, hematopoietic cells)	NT=acetylated residue;AC=MOD:00394;MT=?	NT=L-methionine sulfoxide;AC=MOD:00719;MT=?	NT=iodoacetamide derivatized residue;AC=MOD:00397;MT=?	Orbitrap	Fetal_Liver_Gel_Velos_24_f20.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD000561-Sample-893	Homo sapiens	tissues	normal	hematopoietic cells	not available	not available	not available	run 893	proteomic profiling by mass spectrometry	not available	not available	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	not available	not available	not available	not available	tissue/cell type (adult tissues, fetal tissues, hematopoietic cells)	NT=acetylated residue;AC=MOD:00394;MT=?	NT=L-methionine sulfoxide;AC=MOD:00719;MT=?	NT=iodoacetamide derivatized residue;AC=MOD:00397;MT=?	Orbitrap	Fetal_Placenta_bRP_Elite_79_f16.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD000561-Sample-894	Homo sapiens	tissues	normal	hematopoietic cells	not available	not available	not available	run 894	proteomic profiling by mass spectrometry	not available	not available	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	not available	not available	not available	not available	tissue/cell type (adult tissues, fetal tissues, hematopoietic cells)	NT=acetylated residue;AC=MOD:00394;MT=?	NT=L-methionine sulfoxide;AC=MOD:00719;MT=?	NT=iodoacetamide derivatized residue;AC=MOD:00397;MT=?	Orbitrap	Adult_Colon_bRP_Elite_50_f08.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD000561-Sample-895	Homo sapiens	tissues	normal	hematopoietic cells	not available	not available	not available	run 895	proteomic profiling by mass spectrometry	not available	not available	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	not available	not available	not available	not available	tissue/cell type (adult tissues, fetal tissues, hematopoietic cells)	NT=acetylated residue;AC=MOD:00394;MT=?	NT=L-methionine sulfoxide;AC=MOD:00719;MT=?	NT=iodoacetamide derivatized residue;AC=MOD:00397;MT=?	Orbitrap	Fetal_Testis_bRP_Elite_26_f07.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD000561-Sample-896	Homo sapiens	tissues	normal	hematopoietic cells	not available	not available	not available	run 896	proteomic profiling by mass spectrometry	not available	not available	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	not available	not available	not available	not available	tissue/cell type (adult tissues, fetal tissues, hematopoietic cells)	NT=acetylated residue;AC=MOD:00394;MT=?	NT=L-methionine sulfoxide;AC=MOD:00719;MT=?	NT=iodoacetamide derivatized residue;AC=MOD:00397;MT=?	Orbitrap	Adult_Colon_Gel_Elite_51_f10.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD000561-Sample-897	Homo sapiens	tissues	normal	hematopoietic cells	not available	not available	not available	run 897	proteomic profiling by mass spectrometry	not available	not available	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	not available	not available	not available	not available	tissue/cell type (adult tissues, fetal tissues, hematopoietic cells)	NT=acetylated residue;AC=MOD:00394;MT=?	NT=L-methionine sulfoxide;AC=MOD:00719;MT=?	NT=iodoacetamide derivatized residue;AC=MOD:00397;MT=?	Orbitrap	Adult_Prostate_Gel_Elite_62_f12.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD000561-Sample-898	Homo sapiens	tissues	normal	hematopoietic cells	not available	not available	not available	run 898	proteomic profiling by mass spectrometry	not available	not available	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	not available	not available	not available	not available	tissue/cell type (adult tissues, fetal tissues, hematopoietic cells)	NT=acetylated residue;AC=MOD:00394;MT=?	NT=L-methionine sulfoxide;AC=MOD:00719;MT=?	NT=iodoacetamide derivatized residue;AC=MOD:00397;MT=?	Orbitrap	Adult_Prostate_Gel_Elite_62_f08.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD000561-Sample-899	Homo sapiens	tissues	normal	hematopoietic cells	not available	not available	not available	run 899	proteomic profiling by mass spectrometry	not available	not available	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	not available	not available	not available	not available	tissue/cell type (adult tissues, fetal tissues, hematopoietic cells)	NT=acetylated residue;AC=MOD:00394;MT=?	NT=L-methionine sulfoxide;AC=MOD:00719;MT=?	NT=iodoacetamide derivatized residue;AC=MOD:00397;MT=?	Orbitrap	Adult_Kidney_bRP_Velos_8_f13.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD000561-Sample-900	Homo sapiens	tissues	normal	hematopoietic cells	not available	not available	not available	run 900	proteomic profiling by mass spectrometry	not available	not available	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	not available	not available	not available	not available	tissue/cell type (adult tissues, fetal tissues, hematopoietic cells)	NT=acetylated residue;AC=MOD:00394;MT=?	NT=L-methionine sulfoxide;AC=MOD:00719;MT=?	NT=iodoacetamide derivatized residue;AC=MOD:00397;MT=?	Orbitrap	Adult_Lung_bRP_Velos_12_f23.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD000561-Sample-901	Homo sapiens	tissues	normal	hematopoietic cells	not available	not available	not available	run 901	proteomic profiling by mass spectrometry	not available	not available	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	not available	not available	not available	not available	tissue/cell type (adult tissues, fetal tissues, hematopoietic cells)	NT=acetylated residue;AC=MOD:00394;MT=?	NT=L-methionine sulfoxide;AC=MOD:00719;MT=?	NT=iodoacetamide derivatized residue;AC=MOD:00397;MT=?	Orbitrap	Fetal_Liver_bRP_Elite_22_f05.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD000561-Sample-902	Homo sapiens	tissues	normal	hematopoietic cells	not available	not available	not available	run 902	proteomic profiling by mass spectrometry	not available	not available	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	not available	not available	not available	not available	tissue/cell type (adult tissues, fetal tissues, hematopoietic cells)	NT=acetylated residue;AC=MOD:00394;MT=?	NT=L-methionine sulfoxide;AC=MOD:00719;MT=?	NT=iodoacetamide derivatized residue;AC=MOD:00397;MT=?	Orbitrap	Adult_Monocytes_Gel_Velos_32_f08.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD000561-Sample-903	Homo sapiens	tissues	normal	hematopoietic cells	not available	not available	not available	run 903	proteomic profiling by mass spectrometry	not available	not available	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	not available	not available	not available	not available	tissue/cell type (adult tissues, fetal tissues, hematopoietic cells)	NT=acetylated residue;AC=MOD:00394;MT=?	NT=L-methionine sulfoxide;AC=MOD:00719;MT=?	NT=iodoacetamide derivatized residue;AC=MOD:00397;MT=?	Orbitrap	Adult_Platelets_Gel_Velos_36_f29.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD000561-Sample-904	Homo sapiens	tissues	normal	hematopoietic cells	not available	not available	not available	run 904	proteomic profiling by mass spectrometry	not available	not available	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	not available	not available	not available	not available	tissue/cell type (adult tissues, fetal tissues, hematopoietic cells)	NT=acetylated residue;AC=MOD:00394;MT=?	NT=L-methionine sulfoxide;AC=MOD:00719;MT=?	NT=iodoacetamide derivatized residue;AC=MOD:00397;MT=?	Orbitrap	Fetal_Heart_Gel_Velos_73_f13.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD000561-Sample-905	Homo sapiens	tissues	normal	hematopoietic cells	not available	not available	not available	run 905	proteomic profiling by mass spectrometry	not available	not available	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	not available	not available	not available	not available	tissue/cell type (adult tissues, fetal tissues, hematopoietic cells)	NT=acetylated residue;AC=MOD:00394;MT=?	NT=L-methionine sulfoxide;AC=MOD:00719;MT=?	NT=iodoacetamide derivatized residue;AC=MOD:00397;MT=?	Orbitrap	Adult_Heart_bRP_Elite_81_f20.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD000561-Sample-906	Homo sapiens	tissues	normal	hematopoietic cells	not available	not available	not available	run 906	proteomic profiling by mass spectrometry	not available	not available	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	not available	not available	not available	not available	tissue/cell type (adult tissues, fetal tissues, hematopoietic cells)	NT=acetylated residue;AC=MOD:00394;MT=?	NT=L-methionine sulfoxide;AC=MOD:00719;MT=?	NT=iodoacetamide derivatized residue;AC=MOD:00397;MT=?	Orbitrap	Fetal_Liver_bRP_Elite_23_f07.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD000561-Sample-907	Homo sapiens	tissues	normal	hematopoietic cells	not available	not available	not available	run 907	proteomic profiling by mass spectrometry	not available	not available	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	not available	not available	not available	not available	tissue/cell type (adult tissues, fetal tissues, hematopoietic cells)	NT=acetylated residue;AC=MOD:00394;MT=?	NT=L-methionine sulfoxide;AC=MOD:00719;MT=?	NT=iodoacetamide derivatized residue;AC=MOD:00397;MT=?	Orbitrap	Adult_Colon_bRP_Elite_50_f23.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD000561-Sample-908	Homo sapiens	tissues	normal	hematopoietic cells	not available	not available	not available	run 908	proteomic profiling by mass spectrometry	not available	not available	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	not available	not available	not available	not available	tissue/cell type (adult tissues, fetal tissues, hematopoietic cells)	NT=acetylated residue;AC=MOD:00394;MT=?	NT=L-methionine sulfoxide;AC=MOD:00719;MT=?	NT=iodoacetamide derivatized residue;AC=MOD:00397;MT=?	Orbitrap	Fetal_Heart_bRP_Elite_20_f04.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD000561-Sample-909	Homo sapiens	tissues	normal	hematopoietic cells	not available	not available	not available	run 909	proteomic profiling by mass spectrometry	not available	not available	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	not available	not available	not available	not available	tissue/cell type (adult tissues, fetal tissues, hematopoietic cells)	NT=acetylated residue;AC=MOD:00394;MT=?	NT=L-methionine sulfoxide;AC=MOD:00719;MT=?	NT=iodoacetamide derivatized residue;AC=MOD:00397;MT=?	Orbitrap	Adult_NKcells_bRP_Elite_34_f22.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD000561-Sample-910	Homo sapiens	tissues	normal	hematopoietic cells	not available	not available	not available	run 910	proteomic profiling by mass spectrometry	not available	not available	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	not available	not available	not available	not available	tissue/cell type (adult tissues, fetal tissues, hematopoietic cells)	NT=acetylated residue;AC=MOD:00394;MT=?	NT=L-methionine sulfoxide;AC=MOD:00719;MT=?	NT=iodoacetamide derivatized residue;AC=MOD:00397;MT=?	Orbitrap	Fetal_Liver_Gel_Velos_24_f16.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD000561-Sample-911	Homo sapiens	tissues	normal	hematopoietic cells	not available	not available	not available	run 911	proteomic profiling by mass spectrometry	not available	not available	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	not available	not available	not available	not available	tissue/cell type (adult tissues, fetal tissues, hematopoietic cells)	NT=acetylated residue;AC=MOD:00394;MT=?	NT=L-methionine sulfoxide;AC=MOD:00719;MT=?	NT=iodoacetamide derivatized residue;AC=MOD:00397;MT=?	Orbitrap	Fetal_Gut_bRP_Elite_17_f21.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD000561-Sample-912	Homo sapiens	tissues	normal	hematopoietic cells	not available	not available	not available	run 912	proteomic profiling by mass spectrometry	not available	not available	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	not available	not available	not available	not available	tissue/cell type (adult tissues, fetal tissues, hematopoietic cells)	NT=acetylated residue;AC=MOD:00394;MT=?	NT=L-methionine sulfoxide;AC=MOD:00719;MT=?	NT=iodoacetamide derivatized residue;AC=MOD:00397;MT=?	Orbitrap	Adult_Esophagus_bRP_Velos_3_f02.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD000561-Sample-913	Homo sapiens	tissues	normal	hematopoietic cells	not available	not available	not available	run 913	proteomic profiling by mass spectrometry	not available	not available	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	not available	not available	not available	not available	tissue/cell type (adult tissues, fetal tissues, hematopoietic cells)	NT=acetylated residue;AC=MOD:00394;MT=?	NT=L-methionine sulfoxide;AC=MOD:00719;MT=?	NT=iodoacetamide derivatized residue;AC=MOD:00397;MT=?	Orbitrap	Adult_Esophagus_bRP_Elite_37_f18.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD000561-Sample-914	Homo sapiens	tissues	normal	hematopoietic cells	not available	not available	not available	run 914	proteomic profiling by mass spectrometry	not available	not available	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	not available	not available	not available	not available	tissue/cell type (adult tissues, fetal tissues, hematopoietic cells)	NT=acetylated residue;AC=MOD:00394;MT=?	NT=L-methionine sulfoxide;AC=MOD:00719;MT=?	NT=iodoacetamide derivatized residue;AC=MOD:00397;MT=?	Orbitrap	Adult_Bcells_Gel_Elite_76_f08.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD000561-Sample-915	Homo sapiens	tissues	normal	hematopoietic cells	not available	not available	not available	run 915	proteomic profiling by mass spectrometry	not available	not available	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	not available	not available	not available	not available	tissue/cell type (adult tissues, fetal tissues, hematopoietic cells)	NT=acetylated residue;AC=MOD:00394;MT=?	NT=L-methionine sulfoxide;AC=MOD:00719;MT=?	NT=iodoacetamide derivatized residue;AC=MOD:00397;MT=?	Orbitrap	Adult_Gallbladder_bRP_Elite_53_f13.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD000561-Sample-916	Homo sapiens	tissues	normal	hematopoietic cells	not available	not available	not available	run 916	proteomic profiling by mass spectrometry	not available	not available	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	not available	not available	not available	not available	tissue/cell type (adult tissues, fetal tissues, hematopoietic cells)	NT=acetylated residue;AC=MOD:00394;MT=?	NT=L-methionine sulfoxide;AC=MOD:00719;MT=?	NT=iodoacetamide derivatized residue;AC=MOD:00397;MT=?	Orbitrap	Fetal_Heart_Gel_Velos_73_f09.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD000561-Sample-917	Homo sapiens	tissues	normal	hematopoietic cells	not available	not available	not available	run 917	proteomic profiling by mass spectrometry	not available	not available	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	not available	not available	not available	not available	tissue/cell type (adult tissues, fetal tissues, hematopoietic cells)	NT=acetylated residue;AC=MOD:00394;MT=?	NT=L-methionine sulfoxide;AC=MOD:00719;MT=?	NT=iodoacetamide derivatized residue;AC=MOD:00397;MT=?	Orbitrap	Adult_Adrenalgland_bRP_Velos_1_f25.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD000561-Sample-918	Homo sapiens	tissues	normal	hematopoietic cells	not available	not available	not available	run 918	proteomic profiling by mass spectrometry	not available	not available	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	not available	not available	not available	not available	tissue/cell type (adult tissues, fetal tissues, hematopoietic cells)	NT=acetylated residue;AC=MOD:00394;MT=?	NT=L-methionine sulfoxide;AC=MOD:00719;MT=?	NT=iodoacetamide derivatized residue;AC=MOD:00397;MT=?	Orbitrap	Fetal_Heart_Gel_Velos_21_f25.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD000561-Sample-919	Homo sapiens	tissues	normal	hematopoietic cells	not available	not available	not available	run 919	proteomic profiling by mass spectrometry	not available	not available	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	not available	not available	not available	not available	tissue/cell type (adult tissues, fetal tissues, hematopoietic cells)	NT=acetylated residue;AC=MOD:00394;MT=?	NT=L-methionine sulfoxide;AC=MOD:00719;MT=?	NT=iodoacetamide derivatized residue;AC=MOD:00397;MT=?	Orbitrap	Fetal_Heart_Gel_Velos_21_f08.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD000561-Sample-920	Homo sapiens	tissues	normal	hematopoietic cells	not available	not available	not available	run 920	proteomic profiling by mass spectrometry	not available	not available	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	not available	not available	not available	not available	tissue/cell type (adult tissues, fetal tissues, hematopoietic cells)	NT=acetylated residue;AC=MOD:00394;MT=?	NT=L-methionine sulfoxide;AC=MOD:00719;MT=?	NT=iodoacetamide derivatized residue;AC=MOD:00397;MT=?	Orbitrap	Adult_NKcells_bRP_Elite_34_f18.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD000561-Sample-921	Homo sapiens	tissues	normal	hematopoietic cells	not available	not available	not available	run 921	proteomic profiling by mass spectrometry	not available	not available	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	not available	not available	not available	not available	tissue/cell type (adult tissues, fetal tissues, hematopoietic cells)	NT=acetylated residue;AC=MOD:00394;MT=?	NT=L-methionine sulfoxide;AC=MOD:00719;MT=?	NT=iodoacetamide derivatized residue;AC=MOD:00397;MT=?	Orbitrap	Adult_Gallbladder_bRP_Elite_53_f15.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD000561-Sample-922	Homo sapiens	tissues	normal	hematopoietic cells	not available	not available	not available	run 922	proteomic profiling by mass spectrometry	not available	not available	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	not available	not available	not available	not available	tissue/cell type (adult tissues, fetal tissues, hematopoietic cells)	NT=acetylated residue;AC=MOD:00394;MT=?	NT=L-methionine sulfoxide;AC=MOD:00719;MT=?	NT=iodoacetamide derivatized residue;AC=MOD:00397;MT=?	Orbitrap	Adult_CD4Tcells_Gel_Velos_30_f18.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD000561-Sample-923	Homo sapiens	tissues	normal	hematopoietic cells	not available	not available	not available	run 923	proteomic profiling by mass spectrometry	not available	not available	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	not available	not available	not available	not available	tissue/cell type (adult tissues, fetal tissues, hematopoietic cells)	NT=acetylated residue;AC=MOD:00394;MT=?	NT=L-methionine sulfoxide;AC=MOD:00719;MT=?	NT=iodoacetamide derivatized residue;AC=MOD:00397;MT=?	Orbitrap	Adult_Heart_bRP_Elite_81_f01.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD000561-Sample-924	Homo sapiens	tissues	normal	hematopoietic cells	not available	not available	not available	run 924	proteomic profiling by mass spectrometry	not available	not available	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	not available	not available	not available	not available	tissue/cell type (adult tissues, fetal tissues, hematopoietic cells)	NT=acetylated residue;AC=MOD:00394;MT=?	NT=L-methionine sulfoxide;AC=MOD:00719;MT=?	NT=iodoacetamide derivatized residue;AC=MOD:00397;MT=?	Orbitrap	Fetal_Liver_bRP_Elite_22_f02.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD000561-Sample-925	Homo sapiens	tissues	normal	hematopoietic cells	not available	not available	not available	run 925	proteomic profiling by mass spectrometry	not available	not available	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	not available	not available	not available	not available	tissue/cell type (adult tissues, fetal tissues, hematopoietic cells)	NT=acetylated residue;AC=MOD:00394;MT=?	NT=L-methionine sulfoxide;AC=MOD:00719;MT=?	NT=iodoacetamide derivatized residue;AC=MOD:00397;MT=?	Orbitrap	Adult_NKcells_Gel_Elite_78_f14.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD000561-Sample-926	Homo sapiens	tissues	normal	hematopoietic cells	not available	not available	not available	run 926	proteomic profiling by mass spectrometry	not available	not available	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	not available	not available	not available	not available	tissue/cell type (adult tissues, fetal tissues, hematopoietic cells)	NT=acetylated residue;AC=MOD:00394;MT=?	NT=L-methionine sulfoxide;AC=MOD:00719;MT=?	NT=iodoacetamide derivatized residue;AC=MOD:00397;MT=?	Orbitrap	Adult_Esophagus_bRP_Velos_3_f04.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD000561-Sample-927	Homo sapiens	tissues	normal	hematopoietic cells	not available	not available	not available	run 927	proteomic profiling by mass spectrometry	not available	not available	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	not available	not available	not available	not available	tissue/cell type (adult tissues, fetal tissues, hematopoietic cells)	NT=acetylated residue;AC=MOD:00394;MT=?	NT=L-methionine sulfoxide;AC=MOD:00719;MT=?	NT=iodoacetamide derivatized residue;AC=MOD:00397;MT=?	Orbitrap	Fetal_Placenta_Gel_Velos_14_f22.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD000561-Sample-928	Homo sapiens	tissues	normal	hematopoietic cells	not available	not available	not available	run 928	proteomic profiling by mass spectrometry	not available	not available	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	not available	not available	not available	not available	tissue/cell type (adult tissues, fetal tissues, hematopoietic cells)	NT=acetylated residue;AC=MOD:00394;MT=?	NT=L-methionine sulfoxide;AC=MOD:00719;MT=?	NT=iodoacetamide derivatized residue;AC=MOD:00397;MT=?	Orbitrap	Adult_Rectum_bRP_Elite_84_f24.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD000561-Sample-929	Homo sapiens	tissues	normal	hematopoietic cells	not available	not available	not available	run 929	proteomic profiling by mass spectrometry	not available	not available	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	not available	not available	not available	not available	tissue/cell type (adult tissues, fetal tissues, hematopoietic cells)	NT=acetylated residue;AC=MOD:00394;MT=?	NT=L-methionine sulfoxide;AC=MOD:00719;MT=?	NT=iodoacetamide derivatized residue;AC=MOD:00397;MT=?	Orbitrap	Adult_Bcells_Gel_Elite_76_f06.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
