source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD000604-Sample-159	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 40	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100409_Exp2_fr30.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-160	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 40	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100409_Exp2_fr30.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-161	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 41	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100409_Exp1_fr27.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-162	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 41	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100409_Exp1_fr27.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-163	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 41	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100409_Exp1_fr27.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-164	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 41	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100409_Exp1_fr27.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-165	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 42	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100507_Exp1_fr33.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-166	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 42	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100507_Exp1_fr33.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-167	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 42	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100507_Exp1_fr33.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-168	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 42	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100507_Exp1_fr33.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-169	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 43	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100507_Exp2_fr54.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-170	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 43	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100507_Exp2_fr54.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-171	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 43	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100507_Exp2_fr54.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-172	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 43	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100507_Exp2_fr54.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-173	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 44	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100507_Exp1_fr40.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-174	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 44	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100507_Exp1_fr40.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-175	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 44	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100507_Exp1_fr40.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-176	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 44	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100507_Exp1_fr40.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-177	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 45	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100409_Exp2_fr25.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-178	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 45	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100409_Exp2_fr25.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-179	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 45	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100409_Exp2_fr25.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-180	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 45	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100409_Exp2_fr25.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-181	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 46	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100507_Exp2_fr34.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-182	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 46	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100507_Exp2_fr34.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-183	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 46	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100507_Exp2_fr34.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-184	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 46	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100507_Exp2_fr34.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-185	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 47	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100507_Exp2_fr47.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-186	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 47	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100507_Exp2_fr47.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-187	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 47	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100507_Exp2_fr47.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-188	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 47	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100507_Exp2_fr47.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-189	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 48	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100507_Exp2_fr61.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-190	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 48	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100507_Exp2_fr61.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-191	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 48	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100507_Exp2_fr61.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-192	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 48	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100507_Exp2_fr61.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-193	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 49	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100409_Exp2_fr26.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-194	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 49	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100409_Exp2_fr26.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-195	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 49	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100409_Exp2_fr26.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-196	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 49	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100409_Exp2_fr26.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-197	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 50	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100507_Exp2_fr57.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-198	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 50	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100507_Exp2_fr57.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-199	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 50	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100507_Exp2_fr57.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-200	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 50	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100507_Exp2_fr57.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-201	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 51	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100409_Exp2_fr29.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-202	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 51	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100409_Exp2_fr29.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-203	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 51	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100409_Exp2_fr29.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-204	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 51	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100409_Exp2_fr29.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-205	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 52	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100507_Exp2_fr52.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-206	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 52	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100507_Exp2_fr52.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-207	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 52	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100507_Exp2_fr52.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-208	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 52	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100507_Exp2_fr52.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-209	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 53	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100507_Exp1_fr44.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-210	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 53	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100507_Exp1_fr44.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-211	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 53	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100507_Exp1_fr44.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-212	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 53	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100507_Exp1_fr44.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-213	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 54	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100507_Exp1_fr34.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-214	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 54	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100507_Exp1_fr34.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-215	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 54	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	not applicable	not applicable	not applicable	orbitrap	100507_Exp1_fr34.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
