source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[reduction reagent]	comment[alkylation reagent]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD007073-Sample-84	Homo sapiens	meninges	meningioma, normal	tumour cells	not available	not available	not available	run 84	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Lys-C;AC=MS:1001309	not available	not available	not available	WHO grade (I, II, III, normal healthy human meninges)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	dithiothreitol	iodoacetamide	20150310VS33.raw	v1.1.0	HAMLET-agentic v2.1.0	meningioma, normal
PXD007073-Sample-85	Homo sapiens	meninges	meningioma, normal	tumour cells	not available	not available	not available	run 85	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Lys-C;AC=MS:1001309	not available	not available	not available	WHO grade (I, II, III, normal healthy human meninges)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	dithiothreitol	iodoacetamide	20150902VS16.raw	v1.1.0	HAMLET-agentic v2.1.0	meningioma, normal
PXD007073-Sample-86	Homo sapiens	meninges	meningioma, normal	tumour cells	not available	not available	not available	run 86	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Lys-C;AC=MS:1001309	not available	not available	not available	WHO grade (I, II, III, normal healthy human meninges)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	dithiothreitol	iodoacetamide	20150902VS11.raw	v1.1.0	HAMLET-agentic v2.1.0	meningioma, normal
PXD007073-Sample-87	Homo sapiens	meninges	meningioma, normal	tumour cells	not available	not available	not available	run 87	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Lys-C;AC=MS:1001309	not available	not available	not available	WHO grade (I, II, III, normal healthy human meninges)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	dithiothreitol	iodoacetamide	20160403VS47.raw	v1.1.0	HAMLET-agentic v2.1.0	meningioma, normal
PXD007073-Sample-88	Homo sapiens	meninges	meningioma, normal	tumour cells	not available	not available	not available	run 88	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Lys-C;AC=MS:1001309	not available	not available	not available	WHO grade (I, II, III, normal healthy human meninges)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	dithiothreitol	iodoacetamide	20150823VS44.raw	v1.1.0	HAMLET-agentic v2.1.0	meningioma, normal
PXD007073-Sample-89	Homo sapiens	meninges	meningioma, normal	tumour cells	not available	not available	not available	run 89	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Lys-C;AC=MS:1001309	not available	not available	not available	WHO grade (I, II, III, normal healthy human meninges)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	dithiothreitol	iodoacetamide	20150310VS38.raw	v1.1.0	HAMLET-agentic v2.1.0	meningioma, normal
PXD007073-Sample-90	Homo sapiens	meninges	meningioma, normal	tumour cells	not available	not available	not available	run 90	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Lys-C;AC=MS:1001309	not available	not available	not available	WHO grade (I, II, III, normal healthy human meninges)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	dithiothreitol	iodoacetamide	20160403VS05.raw	v1.1.0	HAMLET-agentic v2.1.0	meningioma, normal
PXD007073-Sample-91	Homo sapiens	meninges	meningioma, normal	tumour cells	not available	not available	not available	run 91	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Lys-C;AC=MS:1001309	not available	not available	not available	WHO grade (I, II, III, normal healthy human meninges)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	dithiothreitol	iodoacetamide	20150310VS34.raw	v1.1.0	HAMLET-agentic v2.1.0	meningioma, normal
PXD007073-Sample-92	Homo sapiens	meninges	meningioma, normal	tumour cells	not available	not available	not available	run 92	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Lys-C;AC=MS:1001309	not available	not available	not available	WHO grade (I, II, III, normal healthy human meninges)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	dithiothreitol	iodoacetamide	20150902VS08.raw	v1.1.0	HAMLET-agentic v2.1.0	meningioma, normal
PXD007073-Sample-93	Homo sapiens	meninges	meningioma, normal	tumour cells	not available	not available	not available	run 93	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Lys-C;AC=MS:1001309	not available	not available	not available	WHO grade (I, II, III, normal healthy human meninges)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	dithiothreitol	iodoacetamide	20160403VS52.raw	v1.1.0	HAMLET-agentic v2.1.0	meningioma, normal
PXD007073-Sample-94	Homo sapiens	meninges	meningioma, normal	tumour cells	not available	not available	not available	run 94	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Lys-C;AC=MS:1001309	not available	not available	not available	WHO grade (I, II, III, normal healthy human meninges)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	dithiothreitol	iodoacetamide	20150918VS42.raw	v1.1.0	HAMLET-agentic v2.1.0	meningioma, normal
PXD007073-Sample-95	Homo sapiens	meninges	meningioma, normal	tumour cells	not available	not available	not available	run 95	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Lys-C;AC=MS:1001309	not available	not available	not available	WHO grade (I, II, III, normal healthy human meninges)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	dithiothreitol	iodoacetamide	20160403VS64.raw	v1.1.0	HAMLET-agentic v2.1.0	meningioma, normal
PXD007073-Sample-96	Homo sapiens	meninges	meningioma, normal	tumour cells	not available	not available	not available	run 96	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Lys-C;AC=MS:1001309	not available	not available	not available	WHO grade (I, II, III, normal healthy human meninges)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	dithiothreitol	iodoacetamide	20150902VS05.raw	v1.1.0	HAMLET-agentic v2.1.0	meningioma, normal
PXD007073-Sample-97	Homo sapiens	meninges	meningioma, normal	tumour cells	not available	not available	not available	run 97	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Lys-C;AC=MS:1001309	not available	not available	not available	WHO grade (I, II, III, normal healthy human meninges)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	dithiothreitol	iodoacetamide	20160403VS48.raw	v1.1.0	HAMLET-agentic v2.1.0	meningioma, normal
PXD007073-Sample-98	Homo sapiens	meninges	meningioma, normal	tumour cells	not available	not available	not available	run 98	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Lys-C;AC=MS:1001309	not available	not available	not available	WHO grade (I, II, III, normal healthy human meninges)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	dithiothreitol	iodoacetamide	20150823VS45.raw	v1.1.0	HAMLET-agentic v2.1.0	meningioma, normal
PXD007073-Sample-99	Homo sapiens	meninges	meningioma, normal	tumour cells	not available	not available	not available	run 99	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Lys-C;AC=MS:1001309	not available	not available	not available	WHO grade (I, II, III, normal healthy human meninges)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	dithiothreitol	iodoacetamide	20160403VS41.raw	v1.1.0	HAMLET-agentic v2.1.0	meningioma, normal
PXD007073-Sample-100	Homo sapiens	meninges	meningioma, normal	tumour cells	not available	not available	not available	run 100	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Lys-C;AC=MS:1001309	not available	not available	not available	WHO grade (I, II, III, normal healthy human meninges)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	dithiothreitol	iodoacetamide	20150902VS12.raw	v1.1.0	HAMLET-agentic v2.1.0	meningioma, normal
PXD007073-Sample-101	Homo sapiens	meninges	meningioma, normal	tumour cells	not available	not available	not available	run 101	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Lys-C;AC=MS:1001309	not available	not available	not available	WHO grade (I, II, III, normal healthy human meninges)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	dithiothreitol	iodoacetamide	20160403VS35.raw	v1.1.0	HAMLET-agentic v2.1.0	meningioma, normal
PXD007073-Sample-102	Homo sapiens	meninges	meningioma, normal	tumour cells	not available	not available	not available	run 102	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Lys-C;AC=MS:1001309	not available	not available	not available	WHO grade (I, II, III, normal healthy human meninges)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	dithiothreitol	iodoacetamide	20160403VS62.raw	v1.1.0	HAMLET-agentic v2.1.0	meningioma, normal
PXD007073-Sample-103	Homo sapiens	meninges	meningioma, normal	tumour cells	not available	not available	not available	run 103	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Lys-C;AC=MS:1001309	not available	not available	not available	WHO grade (I, II, III, normal healthy human meninges)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	dithiothreitol	iodoacetamide	20150902VS06.raw	v1.1.0	HAMLET-agentic v2.1.0	meningioma, normal
PXD007073-Sample-104	Homo sapiens	meninges	meningioma, normal	tumour cells	not available	not available	not available	run 104	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Lys-C;AC=MS:1001309	not available	not available	not available	WHO grade (I, II, III, normal healthy human meninges)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	dithiothreitol	iodoacetamide	20150918VS35.raw	v1.1.0	HAMLET-agentic v2.1.0	meningioma, normal
PXD007073-Sample-105	Homo sapiens	meninges	meningioma, normal	tumour cells	not available	not available	not available	run 105	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Lys-C;AC=MS:1001309	not available	not available	not available	WHO grade (I, II, III, normal healthy human meninges)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	dithiothreitol	iodoacetamide	20150918VS31.raw	v1.1.0	HAMLET-agentic v2.1.0	meningioma, normal
PXD007073-Sample-106	Homo sapiens	meninges	meningioma, normal	tumour cells	not available	not available	not available	run 106	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Lys-C;AC=MS:1001309	not available	not available	not available	WHO grade (I, II, III, normal healthy human meninges)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	dithiothreitol	iodoacetamide	20150823VS50.raw	v1.1.0	HAMLET-agentic v2.1.0	meningioma, normal
PXD007073-Sample-107	Homo sapiens	meninges	meningioma, normal	tumour cells	not available	not available	not available	run 107	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Lys-C;AC=MS:1001309	not available	not available	not available	WHO grade (I, II, III, normal healthy human meninges)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	dithiothreitol	iodoacetamide	20150902VS14.raw	v1.1.0	HAMLET-agentic v2.1.0	meningioma, normal
PXD007073-Sample-108	Homo sapiens	meninges	meningioma, normal	tumour cells	not available	not available	not available	run 108	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Lys-C;AC=MS:1001309	not available	not available	not available	WHO grade (I, II, III, normal healthy human meninges)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	dithiothreitol	iodoacetamide	20151002VS01.raw	v1.1.0	HAMLET-agentic v2.1.0	meningioma, normal
PXD007073-Sample-109	Homo sapiens	meninges	meningioma, normal	tumour cells	not available	not available	not available	run 109	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Lys-C;AC=MS:1001309	not available	not available	not available	WHO grade (I, II, III, normal healthy human meninges)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	dithiothreitol	iodoacetamide	20150918VS33.raw	v1.1.0	HAMLET-agentic v2.1.0	meningioma, normal
PXD007073-Sample-110	Homo sapiens	meninges	meningioma, normal	tumour cells	not available	not available	not available	run 110	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Lys-C;AC=MS:1001309	not available	not available	not available	WHO grade (I, II, III, normal healthy human meninges)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	dithiothreitol	iodoacetamide	20151002VS04.raw	v1.1.0	HAMLET-agentic v2.1.0	meningioma, normal
PXD007073-Sample-111	Homo sapiens	meninges	meningioma, normal	tumour cells	not available	not available	not available	run 111	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Lys-C;AC=MS:1001309	not available	not available	not available	WHO grade (I, II, III, normal healthy human meninges)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	dithiothreitol	iodoacetamide	20150918VS39.raw	v1.1.0	HAMLET-agentic v2.1.0	meningioma, normal
PXD007073-Sample-112	Homo sapiens	meninges	meningioma, normal	tumour cells	not available	not available	not available	run 112	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Lys-C;AC=MS:1001309	not available	not available	not available	WHO grade (I, II, III, normal healthy human meninges)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	dithiothreitol	iodoacetamide	20150823VS43.raw	v1.1.0	HAMLET-agentic v2.1.0	meningioma, normal
PXD007073-Sample-113	Homo sapiens	meninges	meningioma, normal	tumour cells	not available	not available	not available	run 113	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Lys-C;AC=MS:1001309	not available	not available	not available	WHO grade (I, II, III, normal healthy human meninges)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	dithiothreitol	iodoacetamide	20150823VS47.raw	v1.1.0	HAMLET-agentic v2.1.0	meningioma, normal
PXD007073-Sample-114	Homo sapiens	meninges	meningioma, normal	tumour cells	not available	not available	not available	run 114	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Lys-C;AC=MS:1001309	not available	not available	not available	WHO grade (I, II, III, normal healthy human meninges)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	dithiothreitol	iodoacetamide	20150823VS41.raw	v1.1.0	HAMLET-agentic v2.1.0	meningioma, normal
PXD007073-Sample-115	Homo sapiens	meninges	meningioma, normal	tumour cells	not available	not available	not available	run 115	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Lys-C;AC=MS:1001309	not available	not available	not available	WHO grade (I, II, III, normal healthy human meninges)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	dithiothreitol	iodoacetamide	20160403VS08.raw	v1.1.0	HAMLET-agentic v2.1.0	meningioma, normal
PXD007073-Sample-116	Homo sapiens	meninges	meningioma, normal	tumour cells	not available	not available	not available	run 116	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Lys-C;AC=MS:1001309	not available	not available	not available	WHO grade (I, II, III, normal healthy human meninges)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	dithiothreitol	iodoacetamide	20150902VS17.raw	v1.1.0	HAMLET-agentic v2.1.0	meningioma, normal
PXD007073-Sample-117	Homo sapiens	meninges	meningioma, normal	tumour cells	not available	not available	not available	run 117	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Lys-C;AC=MS:1001309	not available	not available	not available	WHO grade (I, II, III, normal healthy human meninges)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	dithiothreitol	iodoacetamide	20150823VS42.raw	v1.1.0	HAMLET-agentic v2.1.0	meningioma, normal
PXD007073-Sample-118	Homo sapiens	meninges	meningioma, normal	tumour cells	not available	not available	not available	run 118	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Lys-C;AC=MS:1001309	not available	not available	not available	WHO grade (I, II, III, normal healthy human meninges)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	dithiothreitol	iodoacetamide	20150902VS10.raw	v1.1.0	HAMLET-agentic v2.1.0	meningioma, normal
PXD007073-Sample-119	Homo sapiens	meninges	meningioma, normal	tumour cells	not available	not available	not available	run 119	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Lys-C;AC=MS:1001309	not available	not available	not available	WHO grade (I, II, III, normal healthy human meninges)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	dithiothreitol	iodoacetamide	20150918VS32.raw	v1.1.0	HAMLET-agentic v2.1.0	meningioma, normal
PXD007073-Sample-120	Homo sapiens	meninges	meningioma, normal	tumour cells	not available	not available	not available	run 120	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Lys-C;AC=MS:1001309	not available	not available	not available	WHO grade (I, II, III, normal healthy human meninges)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	dithiothreitol	iodoacetamide	20160403VS34.raw	v1.1.0	HAMLET-agentic v2.1.0	meningioma, normal
PXD007073-Sample-121	Homo sapiens	meninges	meningioma, normal	tumour cells	not available	not available	not available	run 121	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Lys-C;AC=MS:1001309	not available	not available	not available	WHO grade (I, II, III, normal healthy human meninges)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	dithiothreitol	iodoacetamide	20160403VS46.raw	v1.1.0	HAMLET-agentic v2.1.0	meningioma, normal
PXD007073-Sample-122	Homo sapiens	meninges	meningioma, normal	tumour cells	not available	not available	not available	run 122	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Lys-C;AC=MS:1001309	not available	not available	not available	WHO grade (I, II, III, normal healthy human meninges)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	dithiothreitol	iodoacetamide	20150310VS31.raw	v1.1.0	HAMLET-agentic v2.1.0	meningioma, normal
PXD007073-Sample-123	Homo sapiens	meninges	meningioma, normal	tumour cells	not available	not available	not available	run 123	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Lys-C;AC=MS:1001309	not available	not available	not available	WHO grade (I, II, III, normal healthy human meninges)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	dithiothreitol	iodoacetamide	20160403VS03.raw	v1.1.0	HAMLET-agentic v2.1.0	meningioma, normal
PXD007073-Sample-124	Homo sapiens	meninges	meningioma, normal	tumour cells	not available	not available	not available	run 124	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Lys-C;AC=MS:1001309	not available	not available	not available	WHO grade (I, II, III, normal healthy human meninges)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	dithiothreitol	iodoacetamide	20160403VS66.raw	v1.1.0	HAMLET-agentic v2.1.0	meningioma, normal
PXD007073-Sample-125	Homo sapiens	meninges	meningioma, normal	tumour cells	not available	not available	not available	run 125	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Lys-C;AC=MS:1001309	not available	not available	not available	WHO grade (I, II, III, normal healthy human meninges)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	dithiothreitol	iodoacetamide	20160403VS11.raw	v1.1.0	HAMLET-agentic v2.1.0	meningioma, normal
