accession,pubmed_id,pmc_id,raw_file_count,organism,taxids,experiment_types,pub_license,spectral_file_types,existing_PRIDE_SDRF,HAMLETstore,HAMLETmeti,HAMLETmeta,HAMLETjudge
PXD002708,26256475.0,PMC4543063,15,Human herpesvirus 1 (strain 17) (hhv-1) (human herpes simplex virus 1); Human herpesvirus 2 (strain 186) (hhv-2) (human herpes simplex virus 2); Human herpesvirus 1 (strain kos) (hhv-1) (human herpes simplex virus 1),10299; 10312; 10306,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD021881,35098996.0,PMC8976915,15,Felis catus (cat) (felis silvestris catus),9685,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD014572,35398993.0,PMC8994701,15,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD023026,34958836.0,PMC8934297,15,Mus musculus (mouse),10090,Shotgun proteomics,author_manuscript,RAW,False,False,False,False,False
PXD026884,35507546.0,PMC9067682,15,Escherichia coli,562,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD031797,35433678.0,PMC9010559,15,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD017318,35273305.0,PMC8913810,15,Lactococcus lactis subsp. cremoris nz9000; Bacteria,746361; 2,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD025906,35326414.0,PMC8946006,15,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD030002,35564134.0,PMC9105884,15,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,MGF;RAW,False,False,False,False,False
PXD035202,35678669.0,PMC9164042,15,Homo sapiens (human),9606,Shotgun proteomics,CC BY,MGF;RAW,False,False,False,False,False
PXD033486,35847057.0,PMC9277125,15,Bacillus cereus ah187,405534,Shotgun proteomics,CC BY,MGF;RAW,False,False,False,False,False
PXD033494,35847057.0,PMC9277125,15,Bacillus cereus ah187,405534,Shotgun proteomics,CC BY,MGF;RAW,False,False,False,False,False
PXD019869,36116512.0,PMC10097410,15,Mus musculus (mouse),10090,Shotgun proteomics,author_manuscript,MGF;RAW,False,False,False,False,False
PXD034932,36173614.0,PMC9903320,15,Canis lupus familiaris; Procavia capensis; Escherichia coli; Homo sapiens (human); Pan troglodytes (chimpanzee); Odocoileus virginianus; Zalophus californianus,9615; 9813; 562; 9606; 9598; 9874; 9704,Shotgun proteomics,CC BY,MGF;MZML;RAW;ZIP,False,False,False,False,False
PXD029520,34919781.0,PMC9462842,15,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD026047,36204637.0,PMC9531131,15,Streptococcus suis 05zyh33,391295,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD027636,36447390.0,PMC9756948,15,Homo sapiens (human),9606,Shotgun proteomics,CC BY,MGF;RAW,False,False,False,False,False
PXD033748,36490335.0,PMC9733933,15,Severe acute respiratory syndrome coronavirus 2,2697049,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD038148,36644903.0,PMC10022743,15,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD034855,36359746.0,PMC9657434,15,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD021774,35976696.0,PMC9635303,15,Homo sapiens (human),9606,Shotgun proteomics,CC BY-NC-SA,MZML;RAW,False,False,False,False,False
PXD036996,36291610.0,PMC9599763,15,Homo sapiens (human),9606,Shotgun proteomics,CC BY,MZML;RAW,False,False,False,False,False
PXD033518,36201626.0,PMC9639039,15,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD029631,35435317.0,PMC9541363,15,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD031190,36355975.0,PMC9696752,15,Daboia russelii; Daboia palaestinae,8707; 1170828,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD031947,36782237.0,PMC9926669,15,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD037388,36429055.0,PMC9688057,15,Homo sapiens (human),9606,Shotgun proteomics,CC BY,MZML;RAW,False,False,False,False,False
PXD035765,36322655.0,PMC9629740,15,Homo sapiens (human),9606,Shotgun proteomics,CC BY-NC,RAW,False,False,False,False,False
PXD035899,37224244.0,PMC10208569,15,Saccharomyces cerevisiae (baker's yeast); Bos taurus (bovine); Triticum aestivum (wheat); Hordeum vulgare (barley),4932; 9913; 4565; 4513,Shotgun proteomics,CC BY-NC,RAW,False,False,False,False,False
PXD036437,37328477.0,PMC10275874,15,Nothobranchius furzeri,105023,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD031340,36852859.0,PMC10269134,15,Phaeodactylum tricornutum (strain ccap 1055/1),556484,Shotgun proteomics,CC BY,MZML;RAW,False,False,False,False,False
PXD042631,37355765.0,PMC10290680,15,Homo sapiens (human); Mus musculus (mouse),9606; 10090,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD041324,37376178.0,PMC10302444,15,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD033944,37561584.0,PMC10541198,15,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD039433,37627612.0,PMC10451790,15,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD041819,37408259.0,PMC10217463,15,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD043672,37691488.0,PMC10577566,15,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD043487,37569818.0,PMC10419257,15,Apis mellifera (honeybee),7460,Shotgun proteomics,CC BY,MZXML;RAW,False,False,False,False,False
PXD040448,37565816.0,PMC10630254,15,Mus musculus (mouse),10090,Shotgun proteomics,CC BY-NC,RAW,False,False,False,False,False
PXD040814,38031171.0,PMC10688015,15,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD040928,37648814.0,PMC10624633,15,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD046451,37946221.0,PMC10636927,15,Homo sapiens (human),9606,Data-dependent acquisition,CC BY,RAW,False,False,False,False,False
PXD046212,38141765.0,PMC10825694,15,Mus musculus (mouse),10090,Bottom-up proteomics,CC BY,RAW,False,False,False,False,False
PXD042251,38555405.0,PMC11073998,15,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD036885,37865089.0,PMC10842264,15,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD046872,38393161.0,PMC10891915,15,Bothrops bilineatus; Bothrocophias hyoprora; Bothrops atrox; Bothrops taeniatus; Bothrops brazili,44724; 230469; 8725; 106598; 157546,Bottom-up proteomics,CC BY,MGF;RAW,False,False,False,False,False
PXD038014,38900131.0,PMC11583917,15,Sus scrofa domesticus (domestic pig),9825,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD026464,39315773.0,PMC11509677,15,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD051418,39307306.0,PMC11533085,15,Escherichia coli,562,Shotgun proteomics; Bottom-up proteomics; Data-dependent acquisition,CC BY,MGF;RAW,False,False,False,False,False
PXD030140,37875111.0,PMC10922102,15,Homo sapiens (human),9606,Shotgun proteomics,author_manuscript,MZML;RAW,False,False,False,False,False
PXD045381,39883374.0,PMC11727579,15,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD055345,39260416.0,PMC11485244,15,Homo sapiens (human),9606,Bottom-up proteomics,CC BY,RAW,False,False,False,False,False
PXD056720,40052924.0,PMC11893173,15,Homo sapiens (human),9606,Bottom-up proteomics,CC BY,RAW,False,False,False,False,False
PXD056909,39769427.0,PMC11728284,15,Homo sapiens (human),9606,Data-independent acquisition,CC BY,RAW,False,False,False,False,False
PXD058237,39982318.0,PMC11843917,15,Lolium perenne subsp. perenne,281081,Bottom-up proteomics,CC BY,RAW,False,False,False,False,False
PXD038452,37457661.0,PMC10338795,15,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD062939,40408475.0,PMC12101492,15,Mus musculus (mouse),10090,Bottom-up proteomics,CC BY,MGF;RAW,False,False,False,False,False
PXD042111,40220996.0,PMC12141075,15,Squalus acanthias,7797,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD064959,40587794.0,PMC12260524,15,Homo sapiens (human),9606,Bottom-up proteomics,CC BY,RAW,False,False,False,False,False
PXD060225,40748179.0,PMC12315632,15,Brassica oleracea (wild cabbage); Hyposoter ebeninus; Cotesia glomerata; Pieris brassicae,3712; 1045610; 32391; 7116,Bottom-up proteomics,CC BY,RAW,False,False,False,False,False
PXD060285,40994720.0,PMC12455015,15,Homo sapiens (human),9606,Data-independent acquisition,CC BY,RAW,False,False,False,False,False
PXD034112,41009792.0,PMC12471179,15,Arachis hypogaea (peanut),3818,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD061290,41050081.0,PMC12494099,15,Homo sapiens (human),9606,Data-independent acquisition,CC BY,RAW,False,False,False,False,False
PXD033890,36239715.0,PMC9838129,15,Homo sapiens (human),9606,Shotgun proteomics,CC BY,APL;RAW,False,False,False,False,False
PXD053590,41381452.0,PMC12727705,15,Caenorhabditis elegans,6239,Bottom-up proteomics,CC BY,RAW,False,False,False,False,False
PXD063958,41860834.0,PMC13004360,15,Homo sapiens (human),9606,Bottom-up proteomics,CC BY,MZML;RAW,False,False,False,False,False
PXD059191,41653922.0,PMC13034722,15,Mus musculus (mouse),10090,Bottom-up proteomics,CC BY-NC,RAW,False,False,False,False,False
PXD074545,41946992.0,PMC13144739,15,Homo sapiens (human),9606,Bottom-up proteomics,CC BY,RAW,False,False,False,False,False
PXD013255,31415606.0,PMC6695131,16,Elaeis guineensis var. tenera (oil palm),51953,Shotgun proteomics,CC BY,GZ;MZML;RAW,False,False,False,False,False
PXD014508,31412915.0,PMC6693097,16,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD002536,26546672.0,PMC5022567,16,Rattus norvegicus (rat),10116,Shotgun proteomics,author_manuscript,MS2;RAW,False,False,False,False,False
PXD006165,31551444.0,PMC6760117,16,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD006120,27793636.0,PMC5405015,16,Drosophila melanogaster (fruit fly),7227,Shotgun proteomics,author_manuscript,RAW,False,False,False,False,False
PXD014435,32001690.0,PMC6992735,16,Arabidopsis thaliana (mouse-ear cress),3702,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD015738,31757939.0,PMC6876593,16,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD001188,27151218.0,PMC4933181,16,Mycobacterium tuberculosis,1773,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD008693,30125121.0,PMC6392456,16,Homo sapiens (human),9606,Shotgun proteomics,author_manuscript,RAW,False,False,False,False,False
PXD009969,30030424.0,PMC6054632,16,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD006053,29747501.0,PMC7385754,16,Homo sapiens (human),9606,Shotgun proteomics,author_manuscript,RAW,False,False,False,False,False
PXD002304,27322910.0,PMC5270646,16,Homo sapiens (human),9606,Shotgun proteomics,author_manuscript,RAW,False,False,False,False,False
PXD003712,28069995.0,PMC5224513,16,Homo sapiens (human),9606,Shotgun proteomics,CC BY-NC,RAW;TXT,False,False,False,False,False
PXD000113,23460852.0,PMC3584018,16,Sitobion avenae (english grain aphid); Metopolophium dirhodum (rose grain aphid),44664; 44670,Bottom-up proteomics,CC BY,RAW,False,False,False,False,False
PXD001670,25901992.0,PMC4406733,16,Gallus gallus (chicken),9031,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD003379,28420336.0,PMC5395847,16,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD003516,27137770.0,PMC4854468,16,Arabidopsis thaliana (mouse-ear cress),3702,Shotgun proteomics,CC BY,MGF;RAW,False,False,False,False,False
PXD004051,27761513.0,PMC5064990,16,Homo sapiens (human),9606,Shotgun proteomics,CC BY,GZ;RAW,False,False,False,False,False
PXD004439,28832675.0,PMC5568403,16,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD004494,28575236.0,PMC5737410,16,Homo sapiens (human),9606,Shotgun proteomics,CC BY-NC,RAW,False,False,False,False,False
PXD004640,30590745.0,PMC6411841,16,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD004881,27633791.0,PMC5100859,16,Mrakia psychrophila,72568,Shotgun proteomics,CC BY,GZ;MGF;RAW,False,False,False,False,False
PXD005129,29145436.0,PMC5690628,16,Danio rerio (zebrafish) (brachydanio rerio),7955,Shotgun proteomics,CC BY,GZ;RAW,False,False,False,False,False
PXD005180,28081440.0,PMC5241200,16,Plasmodium berghei,5821,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD005547,29507054.0,PMC5836539,16,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD005738,28393831.0,PMC5394234,16,Planctopirus limnophila dsm 3776,521674,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD005733,28195392.0,PMC5606153,16,Homo sapiens (human),9606,Shotgun proteomics,author_manuscript,DTA;MGF;RAW,False,False,False,False,False
PXD006427,28714690.0,PMC5656043,16,Homo sapiens (human); Mus musculus (mouse),9606; 10090,Shotgun proteomics,author_manuscript,RAW,False,False,False,False,False
PXD006426,29379051.0,PMC5788924,16,Cowpox virus; Cowpox virus (cpv),10243; 10243,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD004509,29481573.0,PMC5826530,16,Chlamydomonas reinhardtii,3055,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD006868,28919039.0,PMC5658516,16,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD007650,29321741.0,PMC5733563,16,Rattus norvegicus (rat),10116,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD009028,30604761.0,PMC6318333,16,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW;ZIP,False,False,False,False,False
PXD009072,30597505.0,PMC6327716,16,Homo sapiens (human),9606,Shotgun proteomics,CC BY,MGF;MZXML;RAW,False,False,False,False,False
PXD010430,30254268.0,PMC6156325,16,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,GZ;MGF;RAW,False,False,False,False,False
PXD010785,30875365.0,PMC6420031,16,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD011302,31235751.0,PMC6591400,16,Acinetobacter baumannii,470,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD011367,30545132.0,PMC6315756,16,Burkholderia sp. h5.7(2011),943311,Shotgun proteomics,CC BY,MGF;RAW,False,False,False,False,False
PXD011378,30404931.0,PMC6222051,16,Bacteroides fragilis,817,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD012245,30926779.0,PMC6440977,16,Trypanosoma brucei,5691,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD012587,31511583.0,PMC6739468,16,Homo sapiens (human),9606,Bottom-up proteomics,CC BY,RAW,False,False,False,False,False
PXD012867,30865586.0,PMC6415940,16,Saccharomyces cerevisiae (baker's yeast),4932,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD013677,31481950.0,PMC6710366,16,Mycobacterium tuberculosis,1773,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD013543,31792287.0,PMC6888820,16,Rattus norvegicus (rat),10116,Shotgun proteomics,CC BY,GZ;MGF;RAW,False,False,False,False,False
PXD014238,31891113.0,PMC6933115,16,Arabidopsis thaliana (mouse-ear cress),3702,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD013999,31286648.0,PMC6680132,16,Arabidopsis thaliana (mouse-ear cress),3702,Shotgun proteomics,CC BY,GZ;MGF;RAW,False,False,False,False,False
PXD014002,31562326.0,PMC6764950,16,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD016021,31831267.0,PMC7004250,16,Homo sapiens (human),9606,Shotgun proteomics,author_manuscript,RAW,False,False,False,False,False
PXD016718,32161263.0,PMC7066179,16,Danio rerio (zebrafish) (brachydanio rerio); Mus musculus (mouse),7955; 10090,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD014098,32149416.0,PMC7196838,16,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD014367,32363014.0,PMC7178836,16,Candida albicans (yeast),5476,Shotgun proteomics,CC BY-NC,APL;RAW,False,False,False,False,False
PXD018858,32561745.0,PMC7305103,16,Escherichia coli,562,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD010726,31389636.0,PMC6851703,16,Mycobacterium tuberculosis h37rv,83332,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD016087,32379789.0,PMC7205299,16,Arabidopsis thaliana (mouse-ear cress),3702,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD015146,32340398.0,PMC7221809,16,Gallus gallus (chicken),9031,Shotgun proteomics,CC BY,RAR;RAW,False,False,False,False,False
PXD011837,30797773.0,PMC6592847,16,Mus musculus (mouse),10090,Shotgun proteomics,author_manuscript,RAW;ZIP,False,False,False,False,False
PXD018625,32451438.0,PMC7248108,16,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD016951,32719661.0,PMC7350708,16,Fragaria x ananassa,3747,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD019491,32585825.0,PMC7355495,16,Chlamydomonas reinhardtii,3055,Shotgun proteomics,CC BY,MGF;RAW,False,False,False,False,False
PXD018810,32597628.0,PMC7585386,16,Toxoplasma gondii gt1,507601,Shotgun proteomics,author_manuscript,GZ;MZML;RAW,False,False,False,False,False
PXD010592,32538093.0,PMC8141340,16,Drosophila melanogaster (fruit fly); Saccharomyces cerevisiae (baker's yeast),7227; 4932,Shotgun proteomics,author_manuscript,MGF;MZML;RAW,False,False,False,False,False
PXD019947,32732922.0,PMC7393512,16,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD016460,32780831.0,PMC7657339,16,Mus musculus (mouse),10090,Shotgun proteomics,CC BY-NC,RAW,False,False,False,False,False
PXD019316,32807790.0,PMC7431909,16,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD015561,31915259.0,PMC7617070,16,Homo sapiens (human),9606,Shotgun proteomics,author_manuscript,GZ;MZML;RAW,False,False,False,False,False
PXD020130,33589611.0,PMC7884717,16,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD021916,33637753.0,PMC7910609,16,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD023367,33578848.0,PMC7916595,16,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW;ZIP,False,False,False,False,False
PXD019551,33608280.0,PMC7895438,16,Drosophila melanogaster (fruit fly),7227,Shotgun proteomics,CC BY-NC,RAW,False,False,False,False,False
PXD013730,33594975.0,PMC7939550,16,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD020762,33677124.0,PMC8066427,16,Arabidopsis thaliana (mouse-ear cress),3702,Shotgun proteomics,CC BY,MZML;RAW,False,False,False,False,False
PXD024445,33799486.0,PMC8002192,16,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD022660,33596095.0,PMC8108515,16,Chlamydomonas reinhardtii; Saccharomyces cerevisiae (baker's yeast),3055; 4932,Shotgun proteomics,CC BY-NC-SA,RAW;ZIP,False,False,False,False,False
PXD023273,33567512.0,PMC7914934,16,Rattus norvegicus (rat),10116,Shotgun proteomics,CC BY,MGF;RAW,False,False,False,False,False
PXD013414,34210973.0,PMC8249387,16,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD022527,33848465.0,PMC8529612,16,Homo sapiens (human),9606,Shotgun proteomics,author_manuscript,RAW,False,False,False,False,False
PXD020384,32849459.0,PMC7427342,16,Acinetobacter baumannii ab_tg2631,1221282,Shotgun proteomics,CC BY,MZML;RAW,False,False,False,False,False
PXD023872,34179788.0,PMC8218097,16,Mus musculus (mouse),10090,Shotgun proteomics,CC BY-NC,RAW,False,False,False,False,False
PXD025423,34069552.0,PMC8161419,16,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD025088,34232632.0,PMC8601121,16,Escherichia coli,562,Shotgun proteomics,author_manuscript,MGF;RAW,False,False,False,False,False
PXD026227,34283226.0,PMC8887423,16,Drosophila melanogaster (fruit fly),7227,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD017722,34370559.0,PMC8508121,16,Aliivibrio fischeri,668,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD016724,32455615.0,PMC7285305,16,Willaertia magna,51641,Shotgun proteomics,CC BY,GZ;MGF;RAW,False,False,False,False,False
PXD016483,34307509.0,PMC8292724,16,Rattus norvegicus (rat); Rattus,10116; 10114,Shotgun proteomics,CC BY,GZ;MGF;RAW,False,False,False,False,False
PXD020515,34376225.0,PMC8353735,16,Homo sapiens (human),9606,Shotgun proteomics,CC BY,MGF;MZML;RAW,False,False,False,False,False
PXD021338,33313811.0,PMC7891813,16,Homo sapiens (human),9606,Shotgun proteomics,CC BY-NC,RAW,False,False,False,False,False
PXD022955,33613507.0,PMC7889975,16,Synechocystis sp. pcc 6803,1148,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD023933,33800130.0,PMC7962458,16,Danio rerio (zebrafish) (brachydanio rerio),7955,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD023963,33795741.0,PMC8016984,16,Saccharomyces cerevisiae (baker's yeast),4932,Shotgun proteomics,CC BY,MZML;RAW,False,False,False,False,False
PXD026631,34704828.0,PMC8549751,16,Olavius algarvensis sulfate-reducing endosymbiont; Olavius algarvensis spirochete endosymbiont; Olavius algarvensis; Olavius algarvensis delta 1 endosymbiont; Olavius algarvensis delta 4 endosymbiont; Olavius algarvensis gamma 1 endosymbiont,146479; 260710; 188229; 334747; 260707; 260705,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD025094,34847375.0,PMC8934257,16,Homo sapiens (human),9606,Shotgun proteomics,author_manuscript,MZML;RAW,False,False,False,False,False
PXD012005,34884833.0,PMC8658024,16,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD027406,34880498.0,PMC9721468,16,Mus musculus (mouse),10090,Shotgun proteomics,author_manuscript,RAW,False,False,False,False,False
PXD024769,34724812.0,PMC8561396,16,Plasmodium falciparum (isolate 3d7),36329,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD016651,33177505.0,PMC7658364,16,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD021687,35049997.0,PMC8778102,16,Cryptococcus neoformans var. grubii vni,2665964,Shotgun proteomics,CC BY,MGF;MZML;RAW,False,False,False,False,False
PXD023204,34903172.0,PMC8667453,16,Cryptococcus neoformans var. grubii serotype a (strain h99 / atcc 208821 / cbs 10515 / fgsc 9487) (filobasidiella neoformans var. grubii),235443,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD023646,34117322.0,PMC8630052,16,Soil metagenome,410658,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD024500,34318967.0,PMC8662312,16,Rattus norvegicus (rat),10116,Shotgun proteomics,CC BY,MGF;RAW,False,False,False,False,False
PXD025004,34661239.0,PMC8786290,16,Saccharomyces cerevisiae (baker's yeast),4932,Shotgun proteomics,CC BY,MGF;RAW,False,False,False,False,False
PXD024991,34977152.0,PMC8718647,16,Arabidopsis thaliana (mouse-ear cress),3702,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD025177,35027445.0,PMC8805197,16,Rattus norvegicus (rat),10116,Shotgun proteomics,CC BY,MZML;RAW,False,False,False,False,False
PXD024539,33946162.0,PMC8162536,16,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,MGF;MZML;RAW,False,False,False,False,False
PXD025961,34203768.0,PMC8232686,16,Mesembryanthemum crystallinum (common ice plant) (cryophytum crystallinum),3544,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD026323,34571008.0,PMC8531669,16,Saccharomyces cerevisiae (baker's yeast),4932,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD026942,34500763.0,PMC8433885,16,Homo sapiens (human),9606,Shotgun proteomics,CC BY,MGF;RAW,False,False,False,False,False
PXD027130,34804992.0,PMC8595287,16,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD027236,35054415.0,PMC8779699,16,Deinococcus radiodurans r1,243230,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD009309,35138344.0,PMC8842534,16,Homo sapiens (human),9606,Shotgun proteomics,CC BY,MGF;RAW,False,False,False,False,False
PXD012490,32533074.0,PMC7293310,16,Homo sapiens (human),9606,Shotgun proteomics,CC BY,GZ;MGF;RAW,False,False,False,False,False
PXD032810,35364627.0,PMC9441007,16,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD022587,35422070.0,PMC9010426,16,Homo sapiens (human); Sus scrofa domesticus (domestic pig),9606; 9825,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD028916,35354473.0,PMC8966175,16,Canis familiaris (dog) (canis lupus familiaris),9615,Shotgun proteomics,CC BY,MGF;RAW,False,False,False,False,False
PXD025069,35409196.0,PMC8998555,16,Arabidopsis thaliana (mouse-ear cress),3702,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD027494,34427634.0,PMC8404466,16,Homo sapiens (human),9606,Shotgun proteomics,CC BY-NC-SA,RAW,False,False,False,False,False
PXD031026,35425721.0,PMC9001975,16,Xanthomonas retroflexus,305959,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD028066,35215105.0,PMC8879466,16,Sus scrofa (pig),9823,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD033964,35835738.0,PMC9281573,16,Plasmodium falciparum (isolate 3d7),36329,Shotgun proteomics,CC BY,MGF;RAW,False,False,False,False,False
PXD033886,35887227.0,PMC9318261,16,Arabidopsis thaliana (mouse-ear cress),3702,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD030479,35733178.0,PMC9215050,16,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD029381,35752627.0,PMC9233701,16,Solanum tuberosum (potato),4113,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD027166,35690672.0,PMC9188599,16,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD037133,29490708.0,PMC5831854,16,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD033349,36096799.0,PMC9465852,16,Xenopus laevis (african clawed frog),8355,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD034847,35839996.0,PMC9396065,16,Homo sapiens (human),9606,Shotgun proteomics,CC BY,MGF;RAW,False,False,False,False,False
