source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[alkylation reagent]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD005354-Sample-593	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 593	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01338_D04_P013157_S00_N04_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-594	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 594	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01251_D06_P013027_S00_N20_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-595	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 595	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01262_H07_P013108_S00_N08_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-596	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 596	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01262_B09_P013108_S00_N18_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-597	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 597	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	00107_E03_P012579_S00_N21_R2.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-598	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 598	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01253_A02_P013028_S00_N09_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-599	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 599	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01213_B04_P012339_B00_N02_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-600	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 600	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01253_D05_P013029_S00_N12_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-601	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 601	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01250_F04_P012913_S00_N06_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-602	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 602	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01231_C02_P012890_S00_N11_R2.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-603	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 603	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01330_F02_P013141_S00_N14_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-604	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 604	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01332_H01_P013144_S00_N08_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-605	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 605	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01255_A02_P013096_S00_N09_R2.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-606	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 606	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01263_C05_P013131_S00_N11_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-607	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 607	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01245_H01_P012910_S00_N08_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-608	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 608	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01265_B04_P013134_S00_N02_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-609	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 609	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01267_G06_P013138_S00_N23_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-610	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 610	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01213_E05_P012339_B00_N13_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-611	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 611	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01336_F03_P013152_S00_N22_R2.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-612	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 612	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	00107_D01_P012579_S00_N04_R2.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-613	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 613	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01266_C06_P013136_S00_N19_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-614	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 614	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01213_H01_P012338_B00_N08_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-615	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 615	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01268_C03_P013139_S00_N19_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-616	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 616	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01337_G03_P013154_S00_N23_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-617	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 617	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01213_D03_P012338_B00_N20_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-618	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 618	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01264_C03_P013132_S00_N19_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-619	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 619	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01331_G03_P013143_S00_N23_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-620	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 620	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01337_E04_P013155_S00_N05_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-621	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 621	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01259_H03_P013100_S00_N24_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-622	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 622	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01258_C02_P013098_S00_N11_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-623	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 623	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	00108_A04_P012695_S00_N01_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-624	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 624	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01266_A01_P013135_S00_N01_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-625	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 625	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01259_F03_P013100_S00_N22_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-626	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 626	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01333_B02_P013146_S00_N10_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-627	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 627	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01255_D05_P013097_S00_N12_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-628	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 628	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01258_A06_P013099_S00_N17_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-629	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 629	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01264_E03_P013132_S00_N21_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-630	Homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 630	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Velos, Orbitrap Elite	NT=Trypsin;AC=MS:1001251	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	9 ppm	14 ppm	chloroacetamide	orbitrap	01263_F03_P013130_S00_N22_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
