source name	characteristics[organism]	characteristics[strain]	characteristics[organism part]	characteristics[cell type]	characteristics[cell part]	characteristics[developmental stage]	characteristics[disease]	characteristics[sampling time]	characteristics[phenotype]	characteristics[enrichment process]	assay name	comment[data file]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[file uri]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	factor value[phenotype]	factor value[sampling time]	sampleChecksum	sampleAccession
PXD002870-BALB_CTRL_Heart_Mito_d00	Mus musculus	BALB/cJ	Heart	cardiac	Mitochondrion	9W-12W	normal	0	Control	enrichment of phosphorylated Protein	run 11	BALB_CTRL_Heart_Mito_d00_A11.raw	1	11	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/BALB_CTRL_Heart_Mito_d00_A11.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	0	71b3895f18be9780c62501e6d044a2bd178fae52952f89bd2ec47476918822ff	SAMEA7712495
PXD002870-BALB_CTRL_Heart_Mito_d01	Mus musculus	BALB/cJ	Heart	cardiac	Mitochondrion	9W-12W	normal	1	Control	enrichment of phosphorylated Protein	run 11	BALB_CTRL_Heart_Mito_d01_A11.raw	1	11	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/BALB_CTRL_Heart_Mito_d01_A11.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	1	89dfdd69eb17511a2a8fc12277413cd00ad55631d907a5ed2ece001bb79f3cb1	SAMEA7712496
PXD002870-BALB_CTRL_Heart_Mito_d03	Mus musculus	BALB/cJ	Heart	cardiac	Mitochondrion	9W-12W	normal	3	Control	enrichment of phosphorylated Protein	run 11	BALB_CTRL_Heart_Mito_d03_A11.raw	1	11	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/BALB_CTRL_Heart_Mito_d03_A11.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	3	8f9263c6cbf3df9dba75b83b531e97492e03c1190559d681adbffd1e6ac71ad8	SAMEA7712497
PXD002870-BALB_CTRL_Heart_Mito_d05	Mus musculus	BALB/cJ	Heart	cardiac	Mitochondrion	9W-12W	normal	5	Control	enrichment of phosphorylated Protein	run 11	BALB_CTRL_Heart_Mito_d05_A11.raw	1	11	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/BALB_CTRL_Heart_Mito_d05_A11.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	5	da1baaf88446c72db70806a95bed99de5b9a8b05db419a480e4eb309a50d09c3	SAMEA7712498
PXD002870-BALB_CTRL_Heart_Mito_d07	Mus musculus	BALB/cJ	Heart	cardiac	Mitochondrion	9W-12W	normal	7	Control	enrichment of phosphorylated Protein	run 11	BALB_CTRL_Heart_Mito_d07_A11.raw	1	11	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/BALB_CTRL_Heart_Mito_d07_A11.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	7	2c726761a8a8a468bcd1283715b6d86633fb602f5bf7594f20528dbf236a9654	SAMEA7712499
PXD002870-BALB_CTRL_Heart_Mito_d10	Mus musculus	BALB/cJ	Heart	cardiac	Mitochondrion	9W-12W	normal	10	Control	enrichment of phosphorylated Protein	run 11	BALB_CTRL_Heart_Mito_d10_A11.raw	1	11	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/BALB_CTRL_Heart_Mito_d10_A11.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	10	e9ce45eb7b9fdbc0a68b109bfa3b6e86c0d90c03f127b7c86af4d00597fea266	SAMEA7712500
PXD002870-BALB_CTRL_Heart_Mito_d14	Mus musculus	BALB/cJ	Heart	cardiac	Mitochondrion	9W-12W	normal	14	Control	enrichment of phosphorylated Protein	run 11	BALB_CTRL_Heart_Mito_d14_A11.raw	1	11	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/BALB_CTRL_Heart_Mito_d14_A11.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	14	e44826760e82c9aee2a69c6bff74bb7b13dec314534995d7c2d873c4ad81f0a2	SAMEA7712501
PXD002870-BALB_ISO_Heart_Mito_d01	Mus musculus	BALB/cJ	Heart	cardiac	Mitochondrion	9W-12W	normal	1	hypertrophy groups	enrichment of phosphorylated Protein	run 11	BALB_ISO_Heart_Mito_d01_A11.raw	1	11	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/BALB_ISO_Heart_Mito_d01_A11.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	hypertrophy groups	1	051481cb740b182ceb7afebdd3d27f0db3f2d692470b6038f663a9c4611eac40	SAMEA7712502
PXD002870-BALB_ISO_Heart_Mito_d03	Mus musculus	BALB/cJ	Heart	cardiac	Mitochondrion	9W-12W	normal	3	hypertrophy groups	enrichment of phosphorylated Protein	run 11	BALB_ISO_Heart_Mito_d03_A11.raw	1	11	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/BALB_ISO_Heart_Mito_d03_A11.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	hypertrophy groups	3	ba6c208595a8aac21200662b650b559a54d1e9040186d6eeb5734c23fca6d8fd	SAMEA7712503
PXD002870-BALB_ISO_Heart_Mito_d05	Mus musculus	BALB/cJ	Heart	cardiac	Mitochondrion	9W-12W	normal	5	hypertrophy groups	enrichment of phosphorylated Protein	run 11	BALB_ISO_Heart_Mito_d05_A11.raw	1	11	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/BALB_ISO_Heart_Mito_d05_A11.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	hypertrophy groups	5	90a247550c6e125bb15a92d9bc9490a8e9d58fc6c551f9ee27df7adc64dc478e	SAMEA7712504
PXD002870-BALB_ISO_Heart_Mito_d07	Mus musculus	BALB/cJ	Heart	cardiac	Mitochondrion	9W-12W	normal	7	hypertrophy groups	enrichment of phosphorylated Protein	run 11	BALB_ISO_Heart_Mito_d07_A11.raw	1	11	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/BALB_ISO_Heart_Mito_d07_A11.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	hypertrophy groups	7	aa1b9f261d88d75d7c47646cd1e05912bfd1e8366daa63552c43e7b4a3d0cf5b	SAMEA7712505
PXD002870-BALB_ISO_Heart_Mito_d10	Mus musculus	BALB/cJ	Heart	cardiac	Mitochondrion	9W-12W	normal	10	hypertrophy groups	enrichment of phosphorylated Protein	run 11	BALB_ISO_Heart_Mito_d10_A11.raw	1	11	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/BALB_ISO_Heart_Mito_d10_A11.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	hypertrophy groups	10	13402433c1ff9b6004b45b912facb0a418cb632f7927b309a3182d5f6e63f7f4	SAMEA7712506
PXD002870-BALB_ISO_Heart_Mito_d10	Mus musculus	BALB/cJ	Heart	cardiac	Mitochondrion	9W-12W	normal	10	hypertrophy groups	enrichment of phosphorylated Protein	run 11	BALB_ISO_Heart_Mito_d10-2_A11.raw	2	11	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/BALB_ISO_Heart_Mito_d10-2_A11.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	hypertrophy groups	10	13402433c1ff9b6004b45b912facb0a418cb632f7927b309a3182d5f6e63f7f4	SAMEA7712506
PXD002870-BALB_ISO_Heart_Mito_d14	Mus musculus	BALB/cJ	Heart	cardiac	Mitochondrion	9W-12W	normal	14	hypertrophy groups	enrichment of phosphorylated Protein	run 11	BALB_ISO_Heart_Mito_d14_A11.raw	1	11	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/BALB_ISO_Heart_Mito_d14_A11.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	hypertrophy groups	14	3f32b5061f4104b23e293463dab8902c53286aedda5d5eb4e31c5d7aa616be9c	SAMEA7712507
PXD002870-C57_CTRL_Heart_Mito_d00	Mus musculus	C57BL/6J	Heart	cardiac	Mitochondrion	9W-12W	normal	0	Control	enrichment of phosphorylated Protein	run 11	C57_CTRL_Heart_Mito_d00_A11.raw	1	11	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/C57_CTRL_Heart_Mito_d00_A11.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	0	58cda97fac74f5f21d987ec0e5b225ba6cfc4670b8834d7aa184ea309bcae14b	SAMEA7712508
PXD002870-C57_CTRL_Heart_Mito_d01	Mus musculus	C57BL/6J	Heart	cardiac	Mitochondrion	9W-12W	normal	1	Control	enrichment of phosphorylated Protein	run 11	C57_CTRL_Heart_Mito_d01_A11.raw	1	11	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/C57_CTRL_Heart_Mito_d01_A11.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	1	4ebfcc7f0a7e48f3b1cbac2d61516c0f53d1b5849b57efac58e6010c27f823f6	SAMEA7712509
PXD002870-C57_CTRL_Heart_Mito_d03	Mus musculus	C57BL/6J	Heart	cardiac	Mitochondrion	9W-12W	normal	3	Control	enrichment of phosphorylated Protein	run 11	C57_CTRL_Heart_Mito_d03_A11.raw	1	11	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/C57_CTRL_Heart_Mito_d03_A11.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	3	b83e6e0c4dae6d9f125ef7bb0ea59e43869edd88ee6065278d6bdf58c1b70769	SAMEA7712510
PXD002870-C57_CTRL_Heart_Mito_d05	Mus musculus	C57BL/6J	Heart	cardiac	Mitochondrion	9W-12W	normal	5	Control	enrichment of phosphorylated Protein	run 11	C57_CTRL_Heart_Mito_d05_A11.raw	1	11	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/C57_CTRL_Heart_Mito_d05_A11.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	5	1f2dd3ef600778ba790509ad9fb30c39523a2774db2eb73d187fe16e6aa766a2	SAMEA7712511
PXD002870-C57_CTRL_Heart_Mito_d07	Mus musculus	C57BL/6J	Heart	cardiac	Mitochondrion	9W-12W	normal	7	Control	enrichment of phosphorylated Protein	run 11	C57_CTRL_Heart_Mito_d07_A11.raw	1	11	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/C57_CTRL_Heart_Mito_d07_A11.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	7	546c5c82482d61b934d2c772304f4787a678aa1254456af9c6b3b499d4519205	SAMEA7712512
PXD002870-C57_CTRL_Heart_Mito_d10	Mus musculus	C57BL/6J	Heart	cardiac	Mitochondrion	9W-12W	normal	10	Control	enrichment of phosphorylated Protein	run 11	C57_CTRL_Heart_Mito_d10_A11.raw	1	11	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/C57_CTRL_Heart_Mito_d10_A11.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	10	00ca4b340aaac22e563ed399b0271dfb2cfa1884e18842141476eadee455d793	SAMEA7712513
PXD002870-C57_CTRL_Heart_Mito_d14	Mus musculus	C57BL/6J	Heart	cardiac	Mitochondrion	9W-12W	normal	14	Control	enrichment of phosphorylated Protein	run 11	C57_CTRL_Heart_Mito_d14_A11.raw	1	11	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/C57_CTRL_Heart_Mito_d14_A11.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	14	da305f76cc78d731a7b81a131b0fbc3822f627619d3e03492f8c1742159e4cbf	SAMEA7712514
PXD002870-C57_ISO_Heart_Mito_d01	Mus musculus	C57BL/6J	Heart	cardiac	Mitochondrion	9W-12W	normal	1	hypertrophy groups	enrichment of phosphorylated Protein	run 11	C57_ISO_Heart_Mito_d01_A11.raw	1	11	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/C57_ISO_Heart_Mito_d01_A11.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	hypertrophy groups	1	86f1dedb6795ae68397355b4ec291c65cffa78adee24581e97bdcc2cd286d49f	SAMEA7712515
PXD002870-C57_ISO_Heart_Mito_d03	Mus musculus	C57BL/6J	Heart	cardiac	Mitochondrion	9W-12W	normal	3	hypertrophy groups	enrichment of phosphorylated Protein	run 11	C57_ISO_Heart_Mito_d03_A11.raw	1	11	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/C57_ISO_Heart_Mito_d03_A11.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	hypertrophy groups	3	a2fc2ff7971f07c554fdce0b9f151d975bf27fa259aa98c1196316f8b1edd673	SAMEA7712516
PXD002870-C57_ISO_Heart_Mito_d05	Mus musculus	C57BL/6J	Heart	cardiac	Mitochondrion	9W-12W	normal	5	hypertrophy groups	enrichment of phosphorylated Protein	run 11	C57_ISO_Heart_Mito_d05_A11.raw	1	11	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/C57_ISO_Heart_Mito_d05_A11.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	hypertrophy groups	5	efc2cce9eb6fc84865b7e65940a7adf76154a241b859804422592ac27701fd02	SAMEA7712517
PXD002870-C57_ISO_Heart_Mito_d07	Mus musculus	C57BL/6J	Heart	cardiac	Mitochondrion	9W-12W	normal	7	hypertrophy groups	enrichment of phosphorylated Protein	run 11	C57_ISO_Heart_Mito_d07_A11.raw	1	11	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/C57_ISO_Heart_Mito_d07_A11.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	hypertrophy groups	7	d9e0ababc73ef6a35d9c870b8fefbb148c662e91a5dff777976ab8556f56c986	SAMEA7712518
PXD002870-C57_ISO_Heart_Mito_d10	Mus musculus	C57BL/6J	Heart	cardiac	Mitochondrion	9W-12W	normal	10	hypertrophy groups	enrichment of phosphorylated Protein	run 11	C57_ISO_Heart_Mito_d10_A11.raw	1	11	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/C57_ISO_Heart_Mito_d10_A11.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	hypertrophy groups	10	26e6be10068a3220e9ab8a723cfd15eb12702c169f346f34d76fdfb88909f601	SAMEA7712519
PXD002870-C57_ISO_Heart_Mito_d14	Mus musculus	C57BL/6J	Heart	cardiac	Mitochondrion	9W-12W	normal	14	hypertrophy groups	enrichment of phosphorylated Protein	run 11	C57_ISO_Heart_Mito_d14-2_A11.raw	2	11	NT=metabolic label;AC=PRIDE:0000597	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/C57_ISO_Heart_Mito_d14-2_A11.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	hypertrophy groups	14	efbdbdbb0b29d4435f08c3ccb519bb3533c3d28e9d2123a8d0f0a429a8249ffd	SAMEA7712520
