source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD013765-Sample-68	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 68	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	M16-CB_SN_3_1.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-69	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 69	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	M12-C_SN_2_1.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-70	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 70	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	M16-CB_SN_2_1.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-71	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 71	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	M12-C_CYT_3_1.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-72	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 72	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	M12-C_SN_1_2.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-73	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 73	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	M16-CB3_CYT_2_1.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-74	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 74	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	YDFR-CB3_CYT_3_2.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-75	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 75	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	M16-CB_SN_1_1.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-76	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 76	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	YDFR-C_NE_2_1.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-77	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 77	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	DP-C_SN_2_1.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-78	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 78	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	DP-C_SN_1_2.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-79	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 79	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	DP-CB2_NE_3_1.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-80	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 80	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	DP-CB2_CYT_3_1.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-81	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 81	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	M16-CB3_NE_2_2.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-82	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 82	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	M12-C_CYT_2_2.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-83	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 83	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	DP-C_SN_2_2.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-84	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 84	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	M12-CB3_CYT_1_2.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-85	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 85	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	M12-C_NE_3_1.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-86	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 86	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	M16-CB3_CYT_2_2.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-87	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 87	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	YDFR-C_CYT_2_2.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-88	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 88	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	DP-CB2_NE_2_1.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-89	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 89	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	M16-C_SN_1_2.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-90	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 90	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	DP-C_SN_1_1.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-91	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 91	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	M16-C_CYT_2_2.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-92	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 92	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	M12-CB3_CYT_3_1.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-93	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 93	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	YDFR-CB3_NE_3_2.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-94	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 94	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	YDFR-CB3_NE_2_1.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-95	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 95	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	M16-C_NE_1_2.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-96	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 96	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	YDFR-C_CYT_1_2.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-97	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 97	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	YDFR-CB3_CYT_3_1.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-98	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 98	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	M12-C_CYT_3_2.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-99	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 99	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	YDFR-CB3_CYT_2_2.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-100	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 100	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	DP-C_NE_2_1.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-101	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 101	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	YDFR-CB3_CYT_1_2.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
