source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD015833-Sample-63	P. falciparum, P. knowlesi, Homo sapiens	rbcs	human malaria	erythrocytes	4	not available	not available	run 63	proteomic profiling by mass spectrometry	not available	not available	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species (P. falciparum, P. knowlesi), infection status (iRBC, uRBC), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm, 4.5 ppm	dithiothreitol	iodoacetamide	orbitrap	phospho_ms2_Lum_fr3.raw	v1.1.0	HAMLET-agentic v0.1.0	human malaria
PXD015833-Sample-64	P. falciparum, P. knowlesi, Homo sapiens	rbcs	human malaria	erythrocytes	4	not available	not available	run 64	proteomic profiling by mass spectrometry	not available	not available	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species (P. falciparum, P. knowlesi), infection status (iRBC, uRBC), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm, 4.5 ppm	dithiothreitol	iodoacetamide	orbitrap	phospho_ms3_Lum_fr8.raw	v1.1.0	HAMLET-agentic v0.1.0	human malaria
PXD015833-Sample-65	P. falciparum, P. knowlesi, Homo sapiens	rbcs	human malaria	erythrocytes	4	not available	not available	run 65	proteomic profiling by mass spectrometry	not available	not available	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species (P. falciparum, P. knowlesi), infection status (iRBC, uRBC), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm, 4.5 ppm	dithiothreitol	iodoacetamide	orbitrap	SCX_fr10.raw	v1.1.0	HAMLET-agentic v0.1.0	human malaria
PXD015833-Sample-66	P. falciparum, P. knowlesi, Homo sapiens	rbcs	human malaria	erythrocytes	4	not available	not available	run 66	proteomic profiling by mass spectrometry	not available	not available	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species (P. falciparum, P. knowlesi), infection status (iRBC, uRBC), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm, 4.5 ppm	dithiothreitol	iodoacetamide	orbitrap	phospho_ms2_Lum_fr10.raw	v1.1.0	HAMLET-agentic v0.1.0	human malaria
PXD015833-Sample-67	P. falciparum, P. knowlesi, Homo sapiens	rbcs	human malaria	erythrocytes	4	not available	not available	run 67	proteomic profiling by mass spectrometry	not available	not available	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species (P. falciparum, P. knowlesi), infection status (iRBC, uRBC), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm, 4.5 ppm	dithiothreitol	iodoacetamide	orbitrap	PAT8141A15RW2_D1.raw	v1.1.0	HAMLET-agentic v0.1.0	human malaria
PXD015833-Sample-68	P. falciparum, P. knowlesi, Homo sapiens	rbcs	human malaria	erythrocytes	4	not available	not available	run 68	proteomic profiling by mass spectrometry	not available	not available	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species (P. falciparum, P. knowlesi), infection status (iRBC, uRBC), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm, 4.5 ppm	dithiothreitol	iodoacetamide	orbitrap	phospho_ms3_Lum_fr3.raw	v1.1.0	HAMLET-agentic v0.1.0	human malaria
PXD015833-Sample-69	P. falciparum, P. knowlesi, Homo sapiens	rbcs	human malaria	erythrocytes	4	not available	not available	run 69	proteomic profiling by mass spectrometry	not available	not available	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species (P. falciparum, P. knowlesi), infection status (iRBC, uRBC), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm, 4.5 ppm	dithiothreitol	iodoacetamide	orbitrap	PAT8778A34RW2_D1.raw	v1.1.0	HAMLET-agentic v0.1.0	human malaria
PXD015833-Sample-70	P. falciparum, P. knowlesi, Homo sapiens	rbcs	human malaria	erythrocytes	4	not available	not available	run 70	proteomic profiling by mass spectrometry	not available	not available	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species (P. falciparum, P. knowlesi), infection status (iRBC, uRBC), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm, 4.5 ppm	dithiothreitol	iodoacetamide	orbitrap	PAT8142A35RW2_H1.raw	v1.1.0	HAMLET-agentic v0.1.0	human malaria
PXD015833-Sample-71	P. falciparum, P. knowlesi, Homo sapiens	rbcs	human malaria	erythrocytes	4	not available	not available	run 71	proteomic profiling by mass spectrometry	not available	not available	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species (P. falciparum, P. knowlesi), infection status (iRBC, uRBC), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm, 4.5 ppm	dithiothreitol	iodoacetamide	orbitrap	PAT8141A13RW2_B1.raw	v1.1.0	HAMLET-agentic v0.1.0	human malaria
PXD015833-Sample-72	P. falciparum, P. knowlesi, Homo sapiens	rbcs	human malaria	erythrocytes	4	not available	not available	run 72	proteomic profiling by mass spectrometry	not available	not available	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species (P. falciparum, P. knowlesi), infection status (iRBC, uRBC), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm, 4.5 ppm	dithiothreitol	iodoacetamide	orbitrap	SCX_fr3.raw	v1.1.0	HAMLET-agentic v0.1.0	human malaria
PXD015833-Sample-73	P. falciparum, P. knowlesi, Homo sapiens	rbcs	human malaria	erythrocytes	4	not available	not available	run 73	proteomic profiling by mass spectrometry	not available	not available	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species (P. falciparum, P. knowlesi), infection status (iRBC, uRBC), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm, 4.5 ppm	dithiothreitol	iodoacetamide	orbitrap	PAT8778A14RW2_C1.raw	v1.1.0	HAMLET-agentic v0.1.0	human malaria
PXD015833-Sample-74	P. falciparum, P. knowlesi, Homo sapiens	rbcs	human malaria	erythrocytes	4	not available	not available	run 74	proteomic profiling by mass spectrometry	not available	not available	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species (P. falciparum, P. knowlesi), infection status (iRBC, uRBC), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm, 4.5 ppm	dithiothreitol	iodoacetamide	orbitrap	PAT8142A38RW2_C2.raw	v1.1.0	HAMLET-agentic v0.1.0	human malaria
PXD015833-Sample-75	P. falciparum, P. knowlesi, Homo sapiens	rbcs	human malaria	erythrocytes	4	not available	not available	run 75	proteomic profiling by mass spectrometry	not available	not available	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species (P. falciparum, P. knowlesi), infection status (iRBC, uRBC), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm, 4.5 ppm	dithiothreitol	iodoacetamide	orbitrap	SCX_fr4.raw	v1.1.0	HAMLET-agentic v0.1.0	human malaria
PXD015833-Sample-76	P. falciparum, P. knowlesi, Homo sapiens	rbcs	human malaria	erythrocytes	4	not available	not available	run 76	proteomic profiling by mass spectrometry	not available	not available	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species (P. falciparum, P. knowlesi), infection status (iRBC, uRBC), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm, 4.5 ppm	dithiothreitol	iodoacetamide	orbitrap	PAT9290A14RW2_C1.raw	v1.1.0	HAMLET-agentic v0.1.0	human malaria
PXD015833-Sample-77	P. falciparum, P. knowlesi, Homo sapiens	rbcs	human malaria	erythrocytes	4	not available	not available	run 77	proteomic profiling by mass spectrometry	not available	not available	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species (P. falciparum, P. knowlesi), infection status (iRBC, uRBC), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm, 4.5 ppm	dithiothreitol	iodoacetamide	orbitrap	SCX_fr2.raw	v1.1.0	HAMLET-agentic v0.1.0	human malaria
PXD015833-Sample-78	P. falciparum, P. knowlesi, Homo sapiens	rbcs	human malaria	erythrocytes	4	not available	not available	run 78	proteomic profiling by mass spectrometry	not available	not available	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species (P. falciparum, P. knowlesi), infection status (iRBC, uRBC), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm, 4.5 ppm	dithiothreitol	iodoacetamide	orbitrap	PAT8142A34RW2_G1.raw	v1.1.0	HAMLET-agentic v0.1.0	human malaria
PXD015833-Sample-79	P. falciparum, P. knowlesi, Homo sapiens	rbcs	human malaria	erythrocytes	4	not available	not available	run 79	proteomic profiling by mass spectrometry	not available	not available	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species (P. falciparum, P. knowlesi), infection status (iRBC, uRBC), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm, 4.5 ppm	dithiothreitol	iodoacetamide	orbitrap	phospho_ms3_Lum_fr5.raw	v1.1.0	HAMLET-agentic v0.1.0	human malaria
PXD015833-Sample-80	P. falciparum, P. knowlesi, Homo sapiens	rbcs	human malaria	erythrocytes	4	not available	not available	run 80	proteomic profiling by mass spectrometry	not available	not available	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species (P. falciparum, P. knowlesi), infection status (iRBC, uRBC), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm, 4.5 ppm	dithiothreitol	iodoacetamide	orbitrap	PAT8778A18RW2_G1.raw	v1.1.0	HAMLET-agentic v0.1.0	human malaria
PXD015833-Sample-81	P. falciparum, P. knowlesi, Homo sapiens	rbcs	human malaria	erythrocytes	4	not available	not available	run 81	proteomic profiling by mass spectrometry	not available	not available	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species (P. falciparum, P. knowlesi), infection status (iRBC, uRBC), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm, 4.5 ppm	dithiothreitol	iodoacetamide	orbitrap	PAT8778A32RW2_B1.raw	v1.1.0	HAMLET-agentic v0.1.0	human malaria
PXD015833-Sample-82	P. falciparum, P. knowlesi, Homo sapiens	rbcs	human malaria	erythrocytes	4	not available	not available	run 82	proteomic profiling by mass spectrometry	not available	not available	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species (P. falciparum, P. knowlesi), infection status (iRBC, uRBC), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm, 4.5 ppm	dithiothreitol	iodoacetamide	orbitrap	PAT8142_mixHB.raw	v1.1.0	HAMLET-agentic v0.1.0	human malaria
PXD015833-Sample-83	P. falciparum, P. knowlesi, Homo sapiens	rbcs	human malaria	erythrocytes	4	not available	not available	run 83	proteomic profiling by mass spectrometry	not available	not available	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species (P. falciparum, P. knowlesi), infection status (iRBC, uRBC), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm, 4.5 ppm	dithiothreitol	iodoacetamide	orbitrap	PAT8778A40RW2_B1.raw	v1.1.0	HAMLET-agentic v0.1.0	human malaria
PXD015833-Sample-84	P. falciparum, P. knowlesi, Homo sapiens	rbcs	human malaria	erythrocytes	4	not available	not available	run 84	proteomic profiling by mass spectrometry	not available	not available	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species (P. falciparum, P. knowlesi), infection status (iRBC, uRBC), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm, 4.5 ppm	dithiothreitol	iodoacetamide	orbitrap	phospho_ms2_Lum_fr4.raw	v1.1.0	HAMLET-agentic v0.1.0	human malaria
PXD015833-Sample-85	P. falciparum, P. knowlesi, Homo sapiens	rbcs	human malaria	erythrocytes	4	not available	not available	run 85	proteomic profiling by mass spectrometry	not available	not available	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species (P. falciparum, P. knowlesi), infection status (iRBC, uRBC), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm, 4.5 ppm	dithiothreitol	iodoacetamide	orbitrap	PAT8142A36RW2_A2.raw	v1.1.0	HAMLET-agentic v0.1.0	human malaria
PXD015833-Sample-86	P. falciparum, P. knowlesi, Homo sapiens	rbcs	human malaria	erythrocytes	4	not available	not available	run 86	proteomic profiling by mass spectrometry	not available	not available	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species (P. falciparum, P. knowlesi), infection status (iRBC, uRBC), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm, 4.5 ppm	dithiothreitol	iodoacetamide	orbitrap	phospho_ms2_Lum_fr6.raw	v1.1.0	HAMLET-agentic v0.1.0	human malaria
PXD015833-Sample-87	P. falciparum, P. knowlesi, Homo sapiens	rbcs	human malaria	erythrocytes	4	not available	not available	run 87	proteomic profiling by mass spectrometry	not available	not available	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species (P. falciparum, P. knowlesi), infection status (iRBC, uRBC), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm, 4.5 ppm	dithiothreitol	iodoacetamide	orbitrap	phospho_ms3_Lum_fr7.raw	v1.1.0	HAMLET-agentic v0.1.0	human malaria
PXD015833-Sample-88	P. falciparum, P. knowlesi, Homo sapiens	rbcs	human malaria	erythrocytes	4	not available	not available	run 88	proteomic profiling by mass spectrometry	not available	not available	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species (P. falciparum, P. knowlesi), infection status (iRBC, uRBC), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm, 4.5 ppm	dithiothreitol	iodoacetamide	orbitrap	PAT8142A39RW2_D2.raw	v1.1.0	HAMLET-agentic v0.1.0	human malaria
PXD015833-Sample-89	P. falciparum, P. knowlesi, Homo sapiens	rbcs	human malaria	erythrocytes	4	not available	not available	run 89	proteomic profiling by mass spectrometry	not available	not available	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species (P. falciparum, P. knowlesi), infection status (iRBC, uRBC), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm, 4.5 ppm	dithiothreitol	iodoacetamide	orbitrap	PAT8778_mix2_2.raw	v1.1.0	HAMLET-agentic v0.1.0	human malaria
PXD015833-Sample-90	P. falciparum, P. knowlesi, Homo sapiens	rbcs	human malaria	erythrocytes	4	not available	not available	run 90	proteomic profiling by mass spectrometry	not available	not available	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species (P. falciparum, P. knowlesi), infection status (iRBC, uRBC), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm, 4.5 ppm	dithiothreitol	iodoacetamide	orbitrap	PAT9290A13RW2_B1.raw	v1.1.0	HAMLET-agentic v0.1.0	human malaria
PXD015833-Sample-91	P. falciparum, P. knowlesi, Homo sapiens	rbcs	human malaria	erythrocytes	4	not available	not available	run 91	proteomic profiling by mass spectrometry	not available	not available	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species (P. falciparum, P. knowlesi), infection status (iRBC, uRBC), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm, 4.5 ppm	dithiothreitol	iodoacetamide	orbitrap	PAT8778A49RW2_C1.raw	v1.1.0	HAMLET-agentic v0.1.0	human malaria
PXD015833-Sample-92	P. falciparum, P. knowlesi, Homo sapiens	rbcs	human malaria	erythrocytes	4	not available	not available	run 92	proteomic profiling by mass spectrometry	not available	not available	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species (P. falciparum, P. knowlesi), infection status (iRBC, uRBC), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm, 4.5 ppm	dithiothreitol	iodoacetamide	orbitrap	PAT8778A47RW2_A1.raw	v1.1.0	HAMLET-agentic v0.1.0	human malaria
PXD015833-Sample-93	P. falciparum, P. knowlesi, Homo sapiens	rbcs	human malaria	erythrocytes	4	not available	not available	run 93	proteomic profiling by mass spectrometry	not available	not available	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species (P. falciparum, P. knowlesi), infection status (iRBC, uRBC), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm, 4.5 ppm	dithiothreitol	iodoacetamide	orbitrap	PAT8778A52RW2_F1.raw	v1.1.0	HAMLET-agentic v0.1.0	human malaria
