source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD015744-Sample-66	Homo sapiens	pancreas	pancreatic ductal adenocarcinoma (pdac)	PDAC cells	20	not available	not available	run 66	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	5	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (PDAC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	4.5 ppm	20 ppm	dithiothreitol	iodoacetamide	orbitrap	QE1_180417_OPL1022_TLL_PDAC_tumor_E5.raw	v1.1.0	HAMLET-agentic v0.1.0	pancreatic ductal adenocarcinoma (pdac)
PXD015744-Sample-67	Homo sapiens	pancreas	pancreatic ductal adenocarcinoma (pdac)	PDAC cells	20	not available	not available	run 67	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	5	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (PDAC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	4.5 ppm	20 ppm	dithiothreitol	iodoacetamide	orbitrap	QE1_180417_OPL1022_TLL_PDAC_tumor_C1.raw	v1.1.0	HAMLET-agentic v0.1.0	pancreatic ductal adenocarcinoma (pdac)
PXD015744-Sample-68	Homo sapiens	pancreas	pancreatic ductal adenocarcinoma (pdac)	PDAC cells	20	not available	not available	run 68	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	5	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (PDAC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	4.5 ppm	20 ppm	dithiothreitol	iodoacetamide	orbitrap	QE1_180417_OPL1022_TLL_PDAC_tumor_T5.raw	v1.1.0	HAMLET-agentic v0.1.0	pancreatic ductal adenocarcinoma (pdac)
PXD015744-Sample-69	Homo sapiens	pancreas	pancreatic ductal adenocarcinoma (pdac)	PDAC cells	20	not available	not available	run 69	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	5	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (PDAC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	4.5 ppm	20 ppm	dithiothreitol	iodoacetamide	orbitrap	QE1_180417_OPL1022_TLL_PDAC_tumor_M1.raw	v1.1.0	HAMLET-agentic v0.1.0	pancreatic ductal adenocarcinoma (pdac)
PXD015744-Sample-70	Homo sapiens	pancreas	pancreatic ductal adenocarcinoma (pdac)	PDAC cells	20	not available	not available	run 70	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	5	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (PDAC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	4.5 ppm	20 ppm	dithiothreitol	iodoacetamide	orbitrap	QE1_180417_OPL1022_TLL_PDAC_tumor_K5.raw	v1.1.0	HAMLET-agentic v0.1.0	pancreatic ductal adenocarcinoma (pdac)
PXD015744-Sample-71	Homo sapiens	pancreas	pancreatic ductal adenocarcinoma (pdac)	PDAC cells	20	not available	not available	run 71	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	5	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (PDAC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	4.5 ppm	20 ppm	dithiothreitol	iodoacetamide	orbitrap	QE1_180417_OPL1022_TLL_PDAC_tumor_R2.raw	v1.1.0	HAMLET-agentic v0.1.0	pancreatic ductal adenocarcinoma (pdac)
PXD015744-Sample-72	Homo sapiens	pancreas	pancreatic ductal adenocarcinoma (pdac)	PDAC cells	20	not available	not available	run 72	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	5	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (PDAC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	4.5 ppm	20 ppm	dithiothreitol	iodoacetamide	orbitrap	QE1_180417_OPL1022_TLL_PDAC_tumor_O4.raw	v1.1.0	HAMLET-agentic v0.1.0	pancreatic ductal adenocarcinoma (pdac)
PXD015744-Sample-73	Homo sapiens	pancreas	pancreatic ductal adenocarcinoma (pdac)	PDAC cells	20	not available	not available	run 73	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	5	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (PDAC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	4.5 ppm	20 ppm	dithiothreitol	iodoacetamide	orbitrap	QE1_180417_OPL1022_TLL_PDAC_tumor_T3.raw	v1.1.0	HAMLET-agentic v0.1.0	pancreatic ductal adenocarcinoma (pdac)
PXD015744-Sample-74	Homo sapiens	pancreas	pancreatic ductal adenocarcinoma (pdac)	PDAC cells	20	not available	not available	run 74	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	5	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (PDAC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	4.5 ppm	20 ppm	dithiothreitol	iodoacetamide	orbitrap	QE1_180417_OPL1022_TLL_PDAC_tumor_T4.raw	v1.1.0	HAMLET-agentic v0.1.0	pancreatic ductal adenocarcinoma (pdac)
PXD015744-Sample-75	Homo sapiens	pancreas	pancreatic ductal adenocarcinoma (pdac)	PDAC cells	20	not available	not available	run 75	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	5	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (PDAC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	4.5 ppm	20 ppm	dithiothreitol	iodoacetamide	orbitrap	QE1_180417_OPL1022_TLL_PDAC_tumor_E3.raw	v1.1.0	HAMLET-agentic v0.1.0	pancreatic ductal adenocarcinoma (pdac)
PXD015744-Sample-76	Homo sapiens	pancreas	pancreatic ductal adenocarcinoma (pdac)	PDAC cells	20	not available	not available	run 76	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	5	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (PDAC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	4.5 ppm	20 ppm	dithiothreitol	iodoacetamide	orbitrap	QE1_180417_OPL1022_TLL_PDAC_tumor_I4.raw	v1.1.0	HAMLET-agentic v0.1.0	pancreatic ductal adenocarcinoma (pdac)
PXD015744-Sample-77	Homo sapiens	pancreas	pancreatic ductal adenocarcinoma (pdac)	PDAC cells	20	not available	not available	run 77	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	5	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (PDAC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	4.5 ppm	20 ppm	dithiothreitol	iodoacetamide	orbitrap	QE1_180417_OPL1022_TLL_PDAC_tumor_P5.raw	v1.1.0	HAMLET-agentic v0.1.0	pancreatic ductal adenocarcinoma (pdac)
PXD015744-Sample-78	Homo sapiens	pancreas	pancreatic ductal adenocarcinoma (pdac)	PDAC cells	20	not available	not available	run 78	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	5	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (PDAC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	4.5 ppm	20 ppm	dithiothreitol	iodoacetamide	orbitrap	QE1_180417_OPL1022_TLL_PDAC_tumor_S5.raw	v1.1.0	HAMLET-agentic v0.1.0	pancreatic ductal adenocarcinoma (pdac)
PXD015744-Sample-79	Homo sapiens	pancreas	pancreatic ductal adenocarcinoma (pdac)	PDAC cells	20	not available	not available	run 79	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	5	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (PDAC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	4.5 ppm	20 ppm	dithiothreitol	iodoacetamide	orbitrap	QE1_180417_OPL1022_TLL_PDAC_tumor_Q5.raw	v1.1.0	HAMLET-agentic v0.1.0	pancreatic ductal adenocarcinoma (pdac)
PXD015744-Sample-80	Homo sapiens	pancreas	pancreatic ductal adenocarcinoma (pdac)	PDAC cells	20	not available	not available	run 80	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	5	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (PDAC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	4.5 ppm	20 ppm	dithiothreitol	iodoacetamide	orbitrap	QE1_180417_OPL1022_TLL_PDAC_tumor_D2.raw	v1.1.0	HAMLET-agentic v0.1.0	pancreatic ductal adenocarcinoma (pdac)
PXD015744-Sample-81	Homo sapiens	pancreas	pancreatic ductal adenocarcinoma (pdac)	PDAC cells	20	not available	not available	run 81	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	5	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (PDAC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	4.5 ppm	20 ppm	dithiothreitol	iodoacetamide	orbitrap	QE1_180417_OPL1022_TLL_PDAC_tumor_L4.raw	v1.1.0	HAMLET-agentic v0.1.0	pancreatic ductal adenocarcinoma (pdac)
PXD015744-Sample-82	Homo sapiens	pancreas	pancreatic ductal adenocarcinoma (pdac)	PDAC cells	20	not available	not available	run 82	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	5	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (PDAC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	4.5 ppm	20 ppm	dithiothreitol	iodoacetamide	orbitrap	QE1_180417_OPL1022_TLL_PDAC_tumor_I3.raw	v1.1.0	HAMLET-agentic v0.1.0	pancreatic ductal adenocarcinoma (pdac)
PXD015744-Sample-83	Homo sapiens	pancreas	pancreatic ductal adenocarcinoma (pdac)	PDAC cells	20	not available	not available	run 83	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	5	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (PDAC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	4.5 ppm	20 ppm	dithiothreitol	iodoacetamide	orbitrap	QE1_180417_OPL1022_TLL_PDAC_tumor_K1.raw	v1.1.0	HAMLET-agentic v0.1.0	pancreatic ductal adenocarcinoma (pdac)
PXD015744-Sample-84	Homo sapiens	pancreas	pancreatic ductal adenocarcinoma (pdac)	PDAC cells	20	not available	not available	run 84	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	5	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (PDAC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	4.5 ppm	20 ppm	dithiothreitol	iodoacetamide	orbitrap	QE1_180417_OPL1022_TLL_PDAC_tumor_I5.raw	v1.1.0	HAMLET-agentic v0.1.0	pancreatic ductal adenocarcinoma (pdac)
PXD015744-Sample-85	Homo sapiens	pancreas	pancreatic ductal adenocarcinoma (pdac)	PDAC cells	20	not available	not available	run 85	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	5	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (PDAC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	4.5 ppm	20 ppm	dithiothreitol	iodoacetamide	orbitrap	QE1_180417_OPL1022_TLL_PDAC_tumor_O1.raw	v1.1.0	HAMLET-agentic v0.1.0	pancreatic ductal adenocarcinoma (pdac)
PXD015744-Sample-86	Homo sapiens	pancreas	pancreatic ductal adenocarcinoma (pdac)	PDAC cells	20	not available	not available	run 86	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	5	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (PDAC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	4.5 ppm	20 ppm	dithiothreitol	iodoacetamide	orbitrap	QE1_180417_OPL1022_TLL_PDAC_tumor_F1.raw	v1.1.0	HAMLET-agentic v0.1.0	pancreatic ductal adenocarcinoma (pdac)
PXD015744-Sample-87	Homo sapiens	pancreas	pancreatic ductal adenocarcinoma (pdac)	PDAC cells	20	not available	not available	run 87	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	5	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (PDAC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	4.5 ppm	20 ppm	dithiothreitol	iodoacetamide	orbitrap	QE1_180417_OPL1022_TLL_PDAC_tumor_B5.raw	v1.1.0	HAMLET-agentic v0.1.0	pancreatic ductal adenocarcinoma (pdac)
PXD015744-Sample-88	Homo sapiens	pancreas	pancreatic ductal adenocarcinoma (pdac)	PDAC cells	20	not available	not available	run 88	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	5	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (PDAC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	4.5 ppm	20 ppm	dithiothreitol	iodoacetamide	orbitrap	QE1_180417_OPL1022_TLL_PDAC_tumor_N3.raw	v1.1.0	HAMLET-agentic v0.1.0	pancreatic ductal adenocarcinoma (pdac)
PXD015744-Sample-89	Homo sapiens	pancreas	pancreatic ductal adenocarcinoma (pdac)	PDAC cells	20	not available	not available	run 89	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	5	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (PDAC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	4.5 ppm	20 ppm	dithiothreitol	iodoacetamide	orbitrap	QE1_180417_OPL1022_TLL_PDAC_tumor_K3.raw	v1.1.0	HAMLET-agentic v0.1.0	pancreatic ductal adenocarcinoma (pdac)
PXD015744-Sample-90	Homo sapiens	pancreas	pancreatic ductal adenocarcinoma (pdac)	PDAC cells	20	not available	not available	run 90	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	5	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (PDAC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	4.5 ppm	20 ppm	dithiothreitol	iodoacetamide	orbitrap	QE1_180417_OPL1022_TLL_PDAC_tumor_G1.raw	v1.1.0	HAMLET-agentic v0.1.0	pancreatic ductal adenocarcinoma (pdac)
PXD015744-Sample-91	Homo sapiens	pancreas	pancreatic ductal adenocarcinoma (pdac)	PDAC cells	20	not available	not available	run 91	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	5	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (PDAC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	4.5 ppm	20 ppm	dithiothreitol	iodoacetamide	orbitrap	QE1_180417_OPL1022_TLL_PDAC_tumor_L3.raw	v1.1.0	HAMLET-agentic v0.1.0	pancreatic ductal adenocarcinoma (pdac)
PXD015744-Sample-92	Homo sapiens	pancreas	pancreatic ductal adenocarcinoma (pdac)	PDAC cells	20	not available	not available	run 92	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	5	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (PDAC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	4.5 ppm	20 ppm	dithiothreitol	iodoacetamide	orbitrap	QE1_180417_OPL1022_TLL_PDAC_tumor_A5.raw	v1.1.0	HAMLET-agentic v0.1.0	pancreatic ductal adenocarcinoma (pdac)
PXD015744-Sample-93	Homo sapiens	pancreas	pancreatic ductal adenocarcinoma (pdac)	PDAC cells	20	not available	not available	run 93	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	5	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (PDAC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	4.5 ppm	20 ppm	dithiothreitol	iodoacetamide	orbitrap	QE1_180417_OPL1022_TLL_PDAC_tumor_B3.raw	v1.1.0	HAMLET-agentic v0.1.0	pancreatic ductal adenocarcinoma (pdac)
PXD015744-Sample-94	Homo sapiens	pancreas	pancreatic ductal adenocarcinoma (pdac)	PDAC cells	20	not available	not available	run 94	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	5	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (PDAC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	4.5 ppm	20 ppm	dithiothreitol	iodoacetamide	orbitrap	QE1_180417_OPL1022_TLL_PDAC_tumor_R5.raw	v1.1.0	HAMLET-agentic v0.1.0	pancreatic ductal adenocarcinoma (pdac)
PXD015744-Sample-95	Homo sapiens	pancreas	pancreatic ductal adenocarcinoma (pdac)	PDAC cells	20	not available	not available	run 95	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	5	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (PDAC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	4.5 ppm	20 ppm	dithiothreitol	iodoacetamide	orbitrap	QE1_180417_OPL1022_TLL_PDAC_tumor_I2.raw	v1.1.0	HAMLET-agentic v0.1.0	pancreatic ductal adenocarcinoma (pdac)
PXD015744-Sample-96	Homo sapiens	pancreas	pancreatic ductal adenocarcinoma (pdac)	PDAC cells	20	not available	not available	run 96	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	5	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (PDAC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	4.5 ppm	20 ppm	dithiothreitol	iodoacetamide	orbitrap	QE1_180417_OPL1022_TLL_PDAC_tumor_S4.raw	v1.1.0	HAMLET-agentic v0.1.0	pancreatic ductal adenocarcinoma (pdac)
PXD015744-Sample-97	Homo sapiens	pancreas	pancreatic ductal adenocarcinoma (pdac)	PDAC cells	20	not available	not available	run 97	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	5	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (PDAC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	4.5 ppm	20 ppm	dithiothreitol	iodoacetamide	orbitrap	QE1_180417_OPL1022_TLL_PDAC_tumor_P2.raw	v1.1.0	HAMLET-agentic v0.1.0	pancreatic ductal adenocarcinoma (pdac)
PXD015744-Sample-98	Homo sapiens	pancreas	pancreatic ductal adenocarcinoma (pdac)	PDAC cells	20	not available	not available	run 98	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	5	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (PDAC)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	4.5 ppm	20 ppm	dithiothreitol	iodoacetamide	orbitrap	QE1_180417_OPL1022_TLL_PDAC_tumor_M2.raw	v1.1.0	HAMLET-agentic v0.1.0	pancreatic ductal adenocarcinoma (pdac)
