source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[ms2 mass analyzer]	comment[ms1 scan range]	comment[collision energy]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD008840-Sample-410	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 410	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC115T_DGC_85336_E002518_F5_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-411	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 411	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC103N_DGC_85359_E002687_F2_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-412	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 412	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC105N_DGC_85302_E002504_F2_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-413	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 413	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC091N_DGC_85347_E002675_F2_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-414	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 414	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC058N_DGC_83816_E001189_F2_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-415	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 415	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC070N_DGC_83882_E001209_F5_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-416	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 416	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC107N_DGC_85304_E002506_F2_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-417	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 417	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC072T_DGC_83891_E001212_F4_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-418	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 418	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC028N_DGC_83300_E000756_F5_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-419	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 419	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC076N_DGC_83962_E001404_F2_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-420	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 420	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC045T_DGC_83575_E001174_F6_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-421	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 421	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC076N_DGC_83962_E001404_F5_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-422	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 422	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC100N_DGC_85354_E002682_F2_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-423	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 423	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC064T_DGC_83869_E001196_F3_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-424	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 424	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC063T_DGC_83867_E001194_F2_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-425	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 425	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC034T_DGC_83432_E000877_F4_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-426	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 426	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC108T_DGC_85306_E002508_F4_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-427	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 427	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC048T_DGC_83626_E001036_F4_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-428	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 428	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC099T_DGC_85283_E002432_F3_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-429	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 429	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC060T_DGC_83957_E001399_F2_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-430	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 430	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC063N_DGC_83868_E001195_F6_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-431	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 431	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC106T_DGC_85360_E002688_F2_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-432	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 432	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC112N_DGC_85364_E002692_F1_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-433	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 433	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC051N_DGC_83850_E001181_F3_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-434	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 434	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC026N_DGC_82918_E000752_F4_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-435	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 435	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC028T_DGC_83299_E000755_F6_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-436	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 436	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC065N_DGC_83872_E001199_F1_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-437	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 437	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC030T_DGC_83565_E001218_F5_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-438	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 438	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC042T_DGC_83569_E001168_F4_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-439	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 439	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC026N_DGC_82918_E000752_F6_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-440	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 440	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC080N_DGC_83970_E001412_F6_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-441	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 441	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC102T_DGC_85357_E002685_F2_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-442	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 442	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC107N_DGC_85304_E002506_F5_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-443	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 443	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC068T_DGC_83877_E001204_F5_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-444	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 444	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC082T_DGC_83973_E001415_F1_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-445	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 445	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC094T_DGC_85350_E002678_F1_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
PXD008840-Sample-446	Homo sapiens	stomach	diffuse-type gastric cancer	tumor cells	1	not available	not available	run 446	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF	NT=Trypsin;AC=MS:1001251	6	1	not available	tissue type (tumor, nearby tissue)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1400m/z	27 NCE	GC109T_DGC_85308_E002510_F4_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	diffuse-type gastric cancer
