source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD008012-Sample-90	Homo sapiens	breast	triple-negative breast cancer	epithelial cell	MDA-MB-231, MDA-MB-157, Hs578T, MDA-MB-468, HCC1937, HCC1143, HCC38, BT549, BT483, MDA-MB-415	not available	34	not available	not available	run 90	proteomic profiling by mass spectrometry	not available	label free sample	LTQ-Orbitrap Elite	NT=Lys-C;AC=MS:1001309	1	1	not available	phenotype (relapsed, non-relapsed)	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	orbitrap	20140108_OR8_RP_HP_B37A.raw	v1.1.0	HAMLET-agentic v0.1.0	triple-negative breast cancer
PXD008012-Sample-91	Homo sapiens	breast	triple-negative breast cancer	epithelial cell	MDA-MB-231, MDA-MB-157, Hs578T, MDA-MB-468, HCC1937, HCC1143, HCC38, BT549, BT483, MDA-MB-415	not available	34	not available	not available	run 91	proteomic profiling by mass spectrometry	not available	label free sample	LTQ-Orbitrap Elite	NT=Lys-C;AC=MS:1001309	1	1	not available	phenotype (relapsed, non-relapsed)	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	orbitrap	20140108_OR8_RP_HP_B3A.raw	v1.1.0	HAMLET-agentic v0.1.0	triple-negative breast cancer
PXD008012-Sample-92	Homo sapiens	breast	triple-negative breast cancer	epithelial cell	MDA-MB-231, MDA-MB-157, Hs578T, MDA-MB-468, HCC1937, HCC1143, HCC38, BT549, BT483, MDA-MB-415	not available	34	not available	not available	run 92	proteomic profiling by mass spectrometry	not available	label free sample	LTQ-Orbitrap Elite	NT=Lys-C;AC=MS:1001309	1	1	not available	phenotype (relapsed, non-relapsed)	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	orbitrap	20140113_OR8_RP_HP_B3B_rr.raw	v1.1.0	HAMLET-agentic v0.1.0	triple-negative breast cancer
PXD008012-Sample-93	Homo sapiens	breast	triple-negative breast cancer	epithelial cell	MDA-MB-231, MDA-MB-157, Hs578T, MDA-MB-468, HCC1937, HCC1143, HCC38, BT549, BT483, MDA-MB-415	not available	34	not available	not available	run 93	proteomic profiling by mass spectrometry	not available	label free sample	LTQ-Orbitrap Elite	NT=Lys-C;AC=MS:1001309	1	1	not available	phenotype (relapsed, non-relapsed)	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	orbitrap	20140113_OR8_RP_HP_B20C_rr.raw	v1.1.0	HAMLET-agentic v0.1.0	triple-negative breast cancer
PXD008012-Sample-94	Homo sapiens	breast	triple-negative breast cancer	epithelial cell	MDA-MB-231, MDA-MB-157, Hs578T, MDA-MB-468, HCC1937, HCC1143, HCC38, BT549, BT483, MDA-MB-415	not available	34	not available	not available	run 94	proteomic profiling by mass spectrometry	not available	label free sample	LTQ-Orbitrap Elite	NT=Lys-C;AC=MS:1001309	1	1	not available	phenotype (relapsed, non-relapsed)	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	orbitrap	20140108_OR8_RP_HP_B6A.raw	v1.1.0	HAMLET-agentic v0.1.0	triple-negative breast cancer
PXD008012-Sample-95	Homo sapiens	breast	triple-negative breast cancer	epithelial cell	MDA-MB-231, MDA-MB-157, Hs578T, MDA-MB-468, HCC1937, HCC1143, HCC38, BT549, BT483, MDA-MB-415	not available	34	not available	not available	run 95	proteomic profiling by mass spectrometry	not available	label free sample	LTQ-Orbitrap Elite	NT=Lys-C;AC=MS:1001309	1	1	not available	phenotype (relapsed, non-relapsed)	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	orbitrap	20140113_OR8_RP_HP_B16B.raw	v1.1.0	HAMLET-agentic v0.1.0	triple-negative breast cancer
PXD008012-Sample-96	Homo sapiens	breast	triple-negative breast cancer	epithelial cell	MDA-MB-231, MDA-MB-157, Hs578T, MDA-MB-468, HCC1937, HCC1143, HCC38, BT549, BT483, MDA-MB-415	not available	34	not available	not available	run 96	proteomic profiling by mass spectrometry	not available	label free sample	LTQ-Orbitrap Elite	NT=Lys-C;AC=MS:1001309	1	1	not available	phenotype (relapsed, non-relapsed)	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	orbitrap	20140108_OR8_RP_HP_B19A.raw	v1.1.0	HAMLET-agentic v0.1.0	triple-negative breast cancer
PXD008012-Sample-97	Homo sapiens	breast	triple-negative breast cancer	epithelial cell	MDA-MB-231, MDA-MB-157, Hs578T, MDA-MB-468, HCC1937, HCC1143, HCC38, BT549, BT483, MDA-MB-415	not available	34	not available	not available	run 97	proteomic profiling by mass spectrometry	not available	label free sample	LTQ-Orbitrap Elite	NT=Lys-C;AC=MS:1001309	1	1	not available	phenotype (relapsed, non-relapsed)	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	orbitrap	20140113_OR8_RP_HP_B4A_rr.raw	v1.1.0	HAMLET-agentic v0.1.0	triple-negative breast cancer
PXD008012-Sample-98	Homo sapiens	breast	triple-negative breast cancer	epithelial cell	MDA-MB-231, MDA-MB-157, Hs578T, MDA-MB-468, HCC1937, HCC1143, HCC38, BT549, BT483, MDA-MB-415	not available	34	not available	not available	run 98	proteomic profiling by mass spectrometry	not available	label free sample	LTQ-Orbitrap Elite	NT=Lys-C;AC=MS:1001309	1	1	not available	phenotype (relapsed, non-relapsed)	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	orbitrap	20140108_OR8_RP_HP_B16A.raw	v1.1.0	HAMLET-agentic v0.1.0	triple-negative breast cancer
PXD008012-Sample-99	Homo sapiens	breast	triple-negative breast cancer	epithelial cell	MDA-MB-231, MDA-MB-157, Hs578T, MDA-MB-468, HCC1937, HCC1143, HCC38, BT549, BT483, MDA-MB-415	not available	34	not available	not available	run 99	proteomic profiling by mass spectrometry	not available	label free sample	LTQ-Orbitrap Elite	NT=Lys-C;AC=MS:1001309	1	1	not available	phenotype (relapsed, non-relapsed)	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	orbitrap	20131217_OR8_RP_HP_C6_rr.raw	v1.1.0	HAMLET-agentic v0.1.0	triple-negative breast cancer
PXD008012-Sample-100	Homo sapiens	breast	triple-negative breast cancer	epithelial cell	MDA-MB-231, MDA-MB-157, Hs578T, MDA-MB-468, HCC1937, HCC1143, HCC38, BT549, BT483, MDA-MB-415	not available	34	not available	not available	run 100	proteomic profiling by mass spectrometry	not available	label free sample	LTQ-Orbitrap Elite	NT=Lys-C;AC=MS:1001309	1	1	not available	phenotype (relapsed, non-relapsed)	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	orbitrap	20140113_OR8_RP_HP_B8B_rr.raw	v1.1.0	HAMLET-agentic v0.1.0	triple-negative breast cancer
PXD008012-Sample-101	Homo sapiens	breast	triple-negative breast cancer	epithelial cell	MDA-MB-231, MDA-MB-157, Hs578T, MDA-MB-468, HCC1937, HCC1143, HCC38, BT549, BT483, MDA-MB-415	not available	34	not available	not available	run 101	proteomic profiling by mass spectrometry	not available	label free sample	LTQ-Orbitrap Elite	NT=Lys-C;AC=MS:1001309	1	1	not available	phenotype (relapsed, non-relapsed)	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	orbitrap	20140108_OR8_RP_HP_B12A.raw	v1.1.0	HAMLET-agentic v0.1.0	triple-negative breast cancer
PXD008012-Sample-102	Homo sapiens	breast	triple-negative breast cancer	epithelial cell	MDA-MB-231, MDA-MB-157, Hs578T, MDA-MB-468, HCC1937, HCC1143, HCC38, BT549, BT483, MDA-MB-415	not available	34	not available	not available	run 102	proteomic profiling by mass spectrometry	not available	label free sample	LTQ-Orbitrap Elite	NT=Lys-C;AC=MS:1001309	1	1	not available	phenotype (relapsed, non-relapsed)	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	orbitrap	20131217_OR8_RP_HP_C10b.raw	v1.1.0	HAMLET-agentic v0.1.0	triple-negative breast cancer
PXD008012-Sample-103	Homo sapiens	breast	triple-negative breast cancer	epithelial cell	MDA-MB-231, MDA-MB-157, Hs578T, MDA-MB-468, HCC1937, HCC1143, HCC38, BT549, BT483, MDA-MB-415	not available	34	not available	not available	run 103	proteomic profiling by mass spectrometry	not available	label free sample	LTQ-Orbitrap Elite	NT=Lys-C;AC=MS:1001309	1	1	not available	phenotype (relapsed, non-relapsed)	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	orbitrap	20140113_OR8_RP_HP_B5A_rr.raw	v1.1.0	HAMLET-agentic v0.1.0	triple-negative breast cancer
PXD008012-Sample-104	Homo sapiens	breast	triple-negative breast cancer	epithelial cell	MDA-MB-231, MDA-MB-157, Hs578T, MDA-MB-468, HCC1937, HCC1143, HCC38, BT549, BT483, MDA-MB-415	not available	34	not available	not available	run 104	proteomic profiling by mass spectrometry	not available	label free sample	LTQ-Orbitrap Elite	NT=Lys-C;AC=MS:1001309	1	1	not available	phenotype (relapsed, non-relapsed)	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	orbitrap	20140113_OR8_RP_HP_B44A_rr.raw	v1.1.0	HAMLET-agentic v0.1.0	triple-negative breast cancer
PXD008012-Sample-105	Homo sapiens	breast	triple-negative breast cancer	epithelial cell	MDA-MB-231, MDA-MB-157, Hs578T, MDA-MB-468, HCC1937, HCC1143, HCC38, BT549, BT483, MDA-MB-415	not available	34	not available	not available	run 105	proteomic profiling by mass spectrometry	not available	label free sample	LTQ-Orbitrap Elite	NT=Lys-C;AC=MS:1001309	1	1	not available	phenotype (relapsed, non-relapsed)	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	orbitrap	20131217_OR8_RP_HP_C2b_rr.raw	v1.1.0	HAMLET-agentic v0.1.0	triple-negative breast cancer
PXD008012-Sample-106	Homo sapiens	breast	triple-negative breast cancer	epithelial cell	MDA-MB-231, MDA-MB-157, Hs578T, MDA-MB-468, HCC1937, HCC1143, HCC38, BT549, BT483, MDA-MB-415	not available	34	not available	not available	run 106	proteomic profiling by mass spectrometry	not available	label free sample	LTQ-Orbitrap Elite	NT=Lys-C;AC=MS:1001309	1	1	not available	phenotype (relapsed, non-relapsed)	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	orbitrap	20140108_OR8_RP_HP_B42A.raw	v1.1.0	HAMLET-agentic v0.1.0	triple-negative breast cancer
PXD008012-Sample-107	Homo sapiens	breast	triple-negative breast cancer	epithelial cell	MDA-MB-231, MDA-MB-157, Hs578T, MDA-MB-468, HCC1937, HCC1143, HCC38, BT549, BT483, MDA-MB-415	not available	34	not available	not available	run 107	proteomic profiling by mass spectrometry	not available	label free sample	LTQ-Orbitrap Elite	NT=Lys-C;AC=MS:1001309	1	1	not available	phenotype (relapsed, non-relapsed)	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	orbitrap	20140113_OR8_RP_HP_B43A_rr.raw	v1.1.0	HAMLET-agentic v0.1.0	triple-negative breast cancer
PXD008012-Sample-108	Homo sapiens	breast	triple-negative breast cancer	epithelial cell	MDA-MB-231, MDA-MB-157, Hs578T, MDA-MB-468, HCC1937, HCC1143, HCC38, BT549, BT483, MDA-MB-415	not available	34	not available	not available	run 108	proteomic profiling by mass spectrometry	not available	label free sample	LTQ-Orbitrap Elite	NT=Lys-C;AC=MS:1001309	1	1	not available	phenotype (relapsed, non-relapsed)	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	orbitrap	20131217_OR8_RP_HP_C10b_rr.raw	v1.1.0	HAMLET-agentic v0.1.0	triple-negative breast cancer
PXD008012-Sample-109	Homo sapiens	breast	triple-negative breast cancer	epithelial cell	MDA-MB-231, MDA-MB-157, Hs578T, MDA-MB-468, HCC1937, HCC1143, HCC38, BT549, BT483, MDA-MB-415	not available	34	not available	not available	run 109	proteomic profiling by mass spectrometry	not available	label free sample	LTQ-Orbitrap Elite	NT=Lys-C;AC=MS:1001309	1	1	not available	phenotype (relapsed, non-relapsed)	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	orbitrap	20140108_OR8_RP_HP_B20A.raw	v1.1.0	HAMLET-agentic v0.1.0	triple-negative breast cancer
PXD008012-Sample-110	Homo sapiens	breast	triple-negative breast cancer	epithelial cell	MDA-MB-231, MDA-MB-157, Hs578T, MDA-MB-468, HCC1937, HCC1143, HCC38, BT549, BT483, MDA-MB-415	not available	34	not available	not available	run 110	proteomic profiling by mass spectrometry	not available	label free sample	LTQ-Orbitrap Elite	NT=Lys-C;AC=MS:1001309	1	1	not available	phenotype (relapsed, non-relapsed)	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	orbitrap	20140113_OR8_RP_HP_B3A_rr.raw	v1.1.0	HAMLET-agentic v0.1.0	triple-negative breast cancer
PXD008012-Sample-111	Homo sapiens	breast	triple-negative breast cancer	epithelial cell	MDA-MB-231, MDA-MB-157, Hs578T, MDA-MB-468, HCC1937, HCC1143, HCC38, BT549, BT483, MDA-MB-415	not available	34	not available	not available	run 111	proteomic profiling by mass spectrometry	not available	label free sample	LTQ-Orbitrap Elite	NT=Lys-C;AC=MS:1001309	1	1	not available	phenotype (relapsed, non-relapsed)	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	orbitrap	20131217_OR8_RP_HP_C3b_rr.raw	v1.1.0	HAMLET-agentic v0.1.0	triple-negative breast cancer
PXD008012-Sample-112	Homo sapiens	breast	triple-negative breast cancer	epithelial cell	MDA-MB-231, MDA-MB-157, Hs578T, MDA-MB-468, HCC1937, HCC1143, HCC38, BT549, BT483, MDA-MB-415	not available	34	not available	not available	run 112	proteomic profiling by mass spectrometry	not available	label free sample	LTQ-Orbitrap Elite	NT=Lys-C;AC=MS:1001309	1	1	not available	phenotype (relapsed, non-relapsed)	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	orbitrap	20140113_OR8_RP_HP_B15B.raw	v1.1.0	HAMLET-agentic v0.1.0	triple-negative breast cancer
PXD008012-Sample-113	Homo sapiens	breast	triple-negative breast cancer	epithelial cell	MDA-MB-231, MDA-MB-157, Hs578T, MDA-MB-468, HCC1937, HCC1143, HCC38, BT549, BT483, MDA-MB-415	not available	34	not available	not available	run 113	proteomic profiling by mass spectrometry	not available	label free sample	LTQ-Orbitrap Elite	NT=Lys-C;AC=MS:1001309	1	1	not available	phenotype (relapsed, non-relapsed)	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	orbitrap	20131217_OR8_RP_HP_C3c_rr.raw	v1.1.0	HAMLET-agentic v0.1.0	triple-negative breast cancer
PXD008012-Sample-114	Homo sapiens	breast	triple-negative breast cancer	epithelial cell	MDA-MB-231, MDA-MB-157, Hs578T, MDA-MB-468, HCC1937, HCC1143, HCC38, BT549, BT483, MDA-MB-415	not available	34	not available	not available	run 114	proteomic profiling by mass spectrometry	not available	label free sample	LTQ-Orbitrap Elite	NT=Lys-C;AC=MS:1001309	1	1	not available	phenotype (relapsed, non-relapsed)	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	orbitrap	20140113_OR8_RP_HP_B15A_rr.raw	v1.1.0	HAMLET-agentic v0.1.0	triple-negative breast cancer
PXD008012-Sample-115	Homo sapiens	breast	triple-negative breast cancer	epithelial cell	MDA-MB-231, MDA-MB-157, Hs578T, MDA-MB-468, HCC1937, HCC1143, HCC38, BT549, BT483, MDA-MB-415	not available	34	not available	not available	run 115	proteomic profiling by mass spectrometry	not available	label free sample	LTQ-Orbitrap Elite	NT=Lys-C;AC=MS:1001309	1	1	not available	phenotype (relapsed, non-relapsed)	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	orbitrap	20131217_OR8_RP_HP_C8_rr.raw	v1.1.0	HAMLET-agentic v0.1.0	triple-negative breast cancer
PXD008012-Sample-116	Homo sapiens	breast	triple-negative breast cancer	epithelial cell	MDA-MB-231, MDA-MB-157, Hs578T, MDA-MB-468, HCC1937, HCC1143, HCC38, BT549, BT483, MDA-MB-415	not available	34	not available	not available	run 116	proteomic profiling by mass spectrometry	not available	label free sample	LTQ-Orbitrap Elite	NT=Lys-C;AC=MS:1001309	1	1	not available	phenotype (relapsed, non-relapsed)	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	orbitrap	20131217_OR8_RP_HP_C8b_rr.raw	v1.1.0	HAMLET-agentic v0.1.0	triple-negative breast cancer
PXD008012-Sample-117	Homo sapiens	breast	triple-negative breast cancer	epithelial cell	MDA-MB-231, MDA-MB-157, Hs578T, MDA-MB-468, HCC1937, HCC1143, HCC38, BT549, BT483, MDA-MB-415	not available	34	not available	not available	run 117	proteomic profiling by mass spectrometry	not available	label free sample	LTQ-Orbitrap Elite	NT=Lys-C;AC=MS:1001309	1	1	not available	phenotype (relapsed, non-relapsed)	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	orbitrap	20140113_OR8_RP_HP_B35A_rr.raw	v1.1.0	HAMLET-agentic v0.1.0	triple-negative breast cancer
PXD008012-Sample-118	Homo sapiens	breast	triple-negative breast cancer	epithelial cell	MDA-MB-231, MDA-MB-157, Hs578T, MDA-MB-468, HCC1937, HCC1143, HCC38, BT549, BT483, MDA-MB-415	not available	34	not available	not available	run 118	proteomic profiling by mass spectrometry	not available	label free sample	LTQ-Orbitrap Elite	NT=Lys-C;AC=MS:1001309	1	1	not available	phenotype (relapsed, non-relapsed)	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	orbitrap	20140113_OR8_RP_HP_B7C_rr.raw	v1.1.0	HAMLET-agentic v0.1.0	triple-negative breast cancer
PXD008012-Sample-119	Homo sapiens	breast	triple-negative breast cancer	epithelial cell	MDA-MB-231, MDA-MB-157, Hs578T, MDA-MB-468, HCC1937, HCC1143, HCC38, BT549, BT483, MDA-MB-415	not available	34	not available	not available	run 119	proteomic profiling by mass spectrometry	not available	label free sample	LTQ-Orbitrap Elite	NT=Lys-C;AC=MS:1001309	1	1	not available	phenotype (relapsed, non-relapsed)	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	orbitrap	20140108_OR8_RP_HP_B35A.raw	v1.1.0	HAMLET-agentic v0.1.0	triple-negative breast cancer
PXD008012-Sample-120	Homo sapiens	breast	triple-negative breast cancer	epithelial cell	MDA-MB-231, MDA-MB-157, Hs578T, MDA-MB-468, HCC1937, HCC1143, HCC38, BT549, BT483, MDA-MB-415	not available	34	not available	not available	run 120	proteomic profiling by mass spectrometry	not available	label free sample	LTQ-Orbitrap Elite	NT=Lys-C;AC=MS:1001309	1	1	not available	phenotype (relapsed, non-relapsed)	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	orbitrap	20140108_OR8_RP_HP_B6B.raw	v1.1.0	HAMLET-agentic v0.1.0	triple-negative breast cancer
PXD008012-Sample-121	Homo sapiens	breast	triple-negative breast cancer	epithelial cell	MDA-MB-231, MDA-MB-157, Hs578T, MDA-MB-468, HCC1937, HCC1143, HCC38, BT549, BT483, MDA-MB-415	not available	34	not available	not available	run 121	proteomic profiling by mass spectrometry	not available	label free sample	LTQ-Orbitrap Elite	NT=Lys-C;AC=MS:1001309	1	1	not available	phenotype (relapsed, non-relapsed)	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	orbitrap	20140108_OR8_RP_HP_B36A.raw	v1.1.0	HAMLET-agentic v0.1.0	triple-negative breast cancer
PXD008012-Sample-122	Homo sapiens	breast	triple-negative breast cancer	epithelial cell	MDA-MB-231, MDA-MB-157, Hs578T, MDA-MB-468, HCC1937, HCC1143, HCC38, BT549, BT483, MDA-MB-415	not available	34	not available	not available	run 122	proteomic profiling by mass spectrometry	not available	label free sample	LTQ-Orbitrap Elite	NT=Lys-C;AC=MS:1001309	1	1	not available	phenotype (relapsed, non-relapsed)	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	orbitrap	20140113_OR8_RP_HP_B13B_rr.raw	v1.1.0	HAMLET-agentic v0.1.0	triple-negative breast cancer
PXD008012-Sample-123	Homo sapiens	breast	triple-negative breast cancer	epithelial cell	MDA-MB-231, MDA-MB-157, Hs578T, MDA-MB-468, HCC1937, HCC1143, HCC38, BT549, BT483, MDA-MB-415	not available	34	not available	not available	run 123	proteomic profiling by mass spectrometry	not available	label free sample	LTQ-Orbitrap Elite	NT=Lys-C;AC=MS:1001309	1	1	not available	phenotype (relapsed, non-relapsed)	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	orbitrap	20140113_OR8_RP_HP_B47A_rr.raw	v1.1.0	HAMLET-agentic v0.1.0	triple-negative breast cancer
PXD008012-Sample-124	Homo sapiens	breast	triple-negative breast cancer	epithelial cell	MDA-MB-231, MDA-MB-157, Hs578T, MDA-MB-468, HCC1937, HCC1143, HCC38, BT549, BT483, MDA-MB-415	not available	34	not available	not available	run 124	proteomic profiling by mass spectrometry	not available	label free sample	LTQ-Orbitrap Elite	NT=Lys-C;AC=MS:1001309	1	1	not available	phenotype (relapsed, non-relapsed)	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	orbitrap	20140117_OR8_RP_HP_B16B_rr.raw	v1.1.0	HAMLET-agentic v0.1.0	triple-negative breast cancer
PXD008012-Sample-125	Homo sapiens	breast	triple-negative breast cancer	epithelial cell	MDA-MB-231, MDA-MB-157, Hs578T, MDA-MB-468, HCC1937, HCC1143, HCC38, BT549, BT483, MDA-MB-415	not available	34	not available	not available	run 125	proteomic profiling by mass spectrometry	not available	label free sample	LTQ-Orbitrap Elite	NT=Lys-C;AC=MS:1001309	1	1	not available	phenotype (relapsed, non-relapsed)	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	orbitrap	20131217_OR8_RP_HP_C1b.raw	v1.1.0	HAMLET-agentic v0.1.0	triple-negative breast cancer
PXD008012-Sample-126	Homo sapiens	breast	triple-negative breast cancer	epithelial cell	MDA-MB-231, MDA-MB-157, Hs578T, MDA-MB-468, HCC1937, HCC1143, HCC38, BT549, BT483, MDA-MB-415	not available	34	not available	not available	run 126	proteomic profiling by mass spectrometry	not available	label free sample	LTQ-Orbitrap Elite	NT=Lys-C;AC=MS:1001309	1	1	not available	phenotype (relapsed, non-relapsed)	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	orbitrap	20140113_OR8_RP_HP_B14A_rr.raw	v1.1.0	HAMLET-agentic v0.1.0	triple-negative breast cancer
PXD008012-Sample-127	Homo sapiens	breast	triple-negative breast cancer	epithelial cell	MDA-MB-231, MDA-MB-157, Hs578T, MDA-MB-468, HCC1937, HCC1143, HCC38, BT549, BT483, MDA-MB-415	not available	34	not available	not available	run 127	proteomic profiling by mass spectrometry	not available	label free sample	LTQ-Orbitrap Elite	NT=Lys-C;AC=MS:1001309	1	1	not available	phenotype (relapsed, non-relapsed)	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	orbitrap	20131217_OR8_RP_HP_C4_rr.raw	v1.1.0	HAMLET-agentic v0.1.0	triple-negative breast cancer
PXD008012-Sample-128	Homo sapiens	breast	triple-negative breast cancer	epithelial cell	MDA-MB-231, MDA-MB-157, Hs578T, MDA-MB-468, HCC1937, HCC1143, HCC38, BT549, BT483, MDA-MB-415	not available	34	not available	not available	run 128	proteomic profiling by mass spectrometry	not available	label free sample	LTQ-Orbitrap Elite	NT=Lys-C;AC=MS:1001309	1	1	not available	phenotype (relapsed, non-relapsed)	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	orbitrap	20140113_OR8_RP_HP_B7A_rr.raw	v1.1.0	HAMLET-agentic v0.1.0	triple-negative breast cancer
PXD008012-Sample-129	Homo sapiens	breast	triple-negative breast cancer	epithelial cell	MDA-MB-231, MDA-MB-157, Hs578T, MDA-MB-468, HCC1937, HCC1143, HCC38, BT549, BT483, MDA-MB-415	not available	34	not available	not available	run 129	proteomic profiling by mass spectrometry	not available	label free sample	LTQ-Orbitrap Elite	NT=Lys-C;AC=MS:1001309	1	1	not available	phenotype (relapsed, non-relapsed)	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	orbitrap	20131217_OR8_RP_HP_C1.raw	v1.1.0	HAMLET-agentic v0.1.0	triple-negative breast cancer
PXD008012-Sample-130	Homo sapiens	breast	triple-negative breast cancer	epithelial cell	MDA-MB-231, MDA-MB-157, Hs578T, MDA-MB-468, HCC1937, HCC1143, HCC38, BT549, BT483, MDA-MB-415	not available	34	not available	not available	run 130	proteomic profiling by mass spectrometry	not available	label free sample	LTQ-Orbitrap Elite	NT=Lys-C;AC=MS:1001309	1	1	not available	phenotype (relapsed, non-relapsed)	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	orbitrap	20131217_OR8_RP_HP_C4b.raw	v1.1.0	HAMLET-agentic v0.1.0	triple-negative breast cancer
PXD008012-Sample-131	Homo sapiens	breast	triple-negative breast cancer	epithelial cell	MDA-MB-231, MDA-MB-157, Hs578T, MDA-MB-468, HCC1937, HCC1143, HCC38, BT549, BT483, MDA-MB-415	not available	34	not available	not available	run 131	proteomic profiling by mass spectrometry	not available	label free sample	LTQ-Orbitrap Elite	NT=Lys-C;AC=MS:1001309	1	1	not available	phenotype (relapsed, non-relapsed)	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	orbitrap	20140113_OR8_RP_HP_B2B_rr.raw	v1.1.0	HAMLET-agentic v0.1.0	triple-negative breast cancer
PXD008012-Sample-132	Homo sapiens	breast	triple-negative breast cancer	epithelial cell	MDA-MB-231, MDA-MB-157, Hs578T, MDA-MB-468, HCC1937, HCC1143, HCC38, BT549, BT483, MDA-MB-415	not available	34	not available	not available	run 132	proteomic profiling by mass spectrometry	not available	label free sample	LTQ-Orbitrap Elite	NT=Lys-C;AC=MS:1001309	1	1	not available	phenotype (relapsed, non-relapsed)	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	orbitrap	20140113_OR8_RP_HP_B42A_rr.raw	v1.1.0	HAMLET-agentic v0.1.0	triple-negative breast cancer
PXD008012-Sample-133	Homo sapiens	breast	triple-negative breast cancer	epithelial cell	MDA-MB-231, MDA-MB-157, Hs578T, MDA-MB-468, HCC1937, HCC1143, HCC38, BT549, BT483, MDA-MB-415	not available	34	not available	not available	run 133	proteomic profiling by mass spectrometry	not available	label free sample	LTQ-Orbitrap Elite	NT=Lys-C;AC=MS:1001309	1	1	not available	phenotype (relapsed, non-relapsed)	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	orbitrap	20131217_OR8_RP_HP_C9b.raw	v1.1.0	HAMLET-agentic v0.1.0	triple-negative breast cancer
PXD008012-Sample-134	Homo sapiens	breast	triple-negative breast cancer	epithelial cell	MDA-MB-231, MDA-MB-157, Hs578T, MDA-MB-468, HCC1937, HCC1143, HCC38, BT549, BT483, MDA-MB-415	not available	34	not available	not available	run 134	proteomic profiling by mass spectrometry	not available	label free sample	LTQ-Orbitrap Elite	NT=Lys-C;AC=MS:1001309	1	1	not available	phenotype (relapsed, non-relapsed)	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	orbitrap	20140113_OR8_RP_HP_B5B_rr.raw	v1.1.0	HAMLET-agentic v0.1.0	triple-negative breast cancer
