source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[alkylation reagent]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD013923-Sample-68	Homo sapiens	skin	melanoma	melanoma cells	A375, HEK293, HEK293T	not available	3	not available	not available	run 68	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	32	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	inhibitor treatment (dabrafenib, trametinib, SCH772984, DMSO)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	9.6 ppm	10 ppm	chloroacetamide	orbitrap	20140515_CCS_JL_ERKi_30min_V5_S01.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013923-Sample-69	Homo sapiens	skin	melanoma	melanoma cells	A375, HEK293, HEK293T	not available	3	not available	not available	run 69	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	32	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	inhibitor treatment (dabrafenib, trametinib, SCH772984, DMSO)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	9.6 ppm	10 ppm	chloroacetamide	orbitrap	20140207_KMJ_CCS_RAFi30min_V3_S07_8.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013923-Sample-70	Homo sapiens	skin	melanoma	melanoma cells	A375, HEK293, HEK293T	not available	3	not available	not available	run 70	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	32	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	inhibitor treatment (dabrafenib, trametinib, SCH772984, DMSO)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	9.6 ppm	10 ppm	chloroacetamide	orbitrap	20131114_CCS_EV_A375_RAFi_30min_S03_4_5_6.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013923-Sample-71	Homo sapiens	skin	melanoma	melanoma cells	A375, HEK293, HEK293T	not available	3	not available	not available	run 71	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	32	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	inhibitor treatment (dabrafenib, trametinib, SCH772984, DMSO)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	9.6 ppm	10 ppm	chloroacetamide	orbitrap	20131116_CCs_EV_A375_ERKi_30min_S01_131121210011.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013923-Sample-72	Homo sapiens	skin	melanoma	melanoma cells	A375, HEK293, HEK293T	not available	3	not available	not available	run 72	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	32	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	inhibitor treatment (dabrafenib, trametinib, SCH772984, DMSO)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	9.6 ppm	10 ppm	chloroacetamide	orbitrap	20140320_CCS_EV_A375_RAFi_30min_v4_S02_12.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013923-Sample-73	Homo sapiens	skin	melanoma	melanoma cells	A375, HEK293, HEK293T	not available	3	not available	not available	run 73	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	32	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	inhibitor treatment (dabrafenib, trametinib, SCH772984, DMSO)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	9.6 ppm	10 ppm	chloroacetamide	orbitrap	20140214_CCS_EV_A375_MEKi_30min_v4_S09_10_11.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013923-Sample-74	Homo sapiens	skin	melanoma	melanoma cells	A375, HEK293, HEK293T	not available	3	not available	not available	run 74	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	32	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	inhibitor treatment (dabrafenib, trametinib, SCH772984, DMSO)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	9.6 ppm	10 ppm	chloroacetamide	orbitrap	20131114_CCS_EV_A375_RAFi_30min_S09_10_11.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013923-Sample-75	Homo sapiens	skin	melanoma	melanoma cells	A375, HEK293, HEK293T	not available	3	not available	not available	run 75	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	32	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	inhibitor treatment (dabrafenib, trametinib, SCH772984, DMSO)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	9.6 ppm	10 ppm	chloroacetamide	orbitrap	20140207_KMJ_CCS_RAFi30min_V3_S02_12.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013923-Sample-76	Homo sapiens	skin	melanoma	melanoma cells	A375, HEK293, HEK293T	not available	3	not available	not available	run 76	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	32	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	inhibitor treatment (dabrafenib, trametinib, SCH772984, DMSO)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	9.6 ppm	10 ppm	chloroacetamide	orbitrap	20131116_CCs_EV_A375_ERKi_30min_S01.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013923-Sample-77	Homo sapiens	skin	melanoma	melanoma cells	A375, HEK293, HEK293T	not available	3	not available	not available	run 77	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	32	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	inhibitor treatment (dabrafenib, trametinib, SCH772984, DMSO)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	9.6 ppm	10 ppm	chloroacetamide	orbitrap	20140214_CCS_EV_A375_MEKi_30min_v4_P02.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013923-Sample-78	Homo sapiens	skin	melanoma	melanoma cells	A375, HEK293, HEK293T	not available	3	not available	not available	run 78	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	32	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	inhibitor treatment (dabrafenib, trametinib, SCH772984, DMSO)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	9.6 ppm	10 ppm	chloroacetamide	orbitrap	20140214_CCS_EV_A375_MEKi_30min_v4_S013_14.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013923-Sample-79	Homo sapiens	skin	melanoma	melanoma cells	A375, HEK293, HEK293T	not available	3	not available	not available	run 79	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	32	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	inhibitor treatment (dabrafenib, trametinib, SCH772984, DMSO)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	9.6 ppm	10 ppm	chloroacetamide	orbitrap	2013114_CCS_RAFi_30min_P03.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013923-Sample-80	Homo sapiens	skin	melanoma	melanoma cells	A375, HEK293, HEK293T	not available	3	not available	not available	run 80	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	32	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	inhibitor treatment (dabrafenib, trametinib, SCH772984, DMSO)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	9.6 ppm	10 ppm	chloroacetamide	orbitrap	2013114_CCS_MEKi_30min_P03.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013923-Sample-81	Homo sapiens	skin	melanoma	melanoma cells	A375, HEK293, HEK293T	not available	3	not available	not available	run 81	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	32	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	inhibitor treatment (dabrafenib, trametinib, SCH772984, DMSO)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	9.6 ppm	10 ppm	chloroacetamide	orbitrap	20131116_CCs_EV_A375_MEKi_30min_S013_14.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013923-Sample-82	Homo sapiens	skin	melanoma	melanoma cells	A375, HEK293, HEK293T	not available	3	not available	not available	run 82	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	32	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	inhibitor treatment (dabrafenib, trametinib, SCH772984, DMSO)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	9.6 ppm	10 ppm	chloroacetamide	orbitrap	20140207_KMJ_CCS_RAFi30min_V3_S013_14.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013923-Sample-83	Homo sapiens	skin	melanoma	melanoma cells	A375, HEK293, HEK293T	not available	3	not available	not available	run 83	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	32	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	inhibitor treatment (dabrafenib, trametinib, SCH772984, DMSO)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	9.6 ppm	10 ppm	chloroacetamide	orbitrap	2013114_CCS_RAFi_30min_P04.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013923-Sample-84	Homo sapiens	skin	melanoma	melanoma cells	A375, HEK293, HEK293T	not available	3	not available	not available	run 84	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	32	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	inhibitor treatment (dabrafenib, trametinib, SCH772984, DMSO)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	9.6 ppm	10 ppm	chloroacetamide	orbitrap	20140214_KMJ_CCS_ERKi_V3_30min_P03.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013923-Sample-85	Homo sapiens	skin	melanoma	melanoma cells	A375, HEK293, HEK293T	not available	3	not available	not available	run 85	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	32	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	inhibitor treatment (dabrafenib, trametinib, SCH772984, DMSO)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	9.6 ppm	10 ppm	chloroacetamide	orbitrap	20140515_CCS_JL_ERKi_30min_V5_P3.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013923-Sample-86	Homo sapiens	skin	melanoma	melanoma cells	A375, HEK293, HEK293T	not available	3	not available	not available	run 86	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	32	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	inhibitor treatment (dabrafenib, trametinib, SCH772984, DMSO)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	9.6 ppm	10 ppm	chloroacetamide	orbitrap	20140515_CCS_JL_ERKi_30min_V5_S015.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013923-Sample-87	Homo sapiens	skin	melanoma	melanoma cells	A375, HEK293, HEK293T	not available	3	not available	not available	run 87	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	32	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	inhibitor treatment (dabrafenib, trametinib, SCH772984, DMSO)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	9.6 ppm	10 ppm	chloroacetamide	orbitrap	20131116_CCs_EV_A375_ERKi_30min_S015.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013923-Sample-88	Homo sapiens	skin	melanoma	melanoma cells	A375, HEK293, HEK293T	not available	3	not available	not available	run 88	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	32	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	inhibitor treatment (dabrafenib, trametinib, SCH772984, DMSO)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	9.6 ppm	10 ppm	chloroacetamide	orbitrap	20140214_KMJ_CCS_ERKi_V3_30min_P02.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013923-Sample-89	Homo sapiens	skin	melanoma	melanoma cells	A375, HEK293, HEK293T	not available	3	not available	not available	run 89	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	32	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	inhibitor treatment (dabrafenib, trametinib, SCH772984, DMSO)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	9.6 ppm	10 ppm	chloroacetamide	orbitrap	2013114_CCS_MEKi_30min_P01.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013923-Sample-90	Homo sapiens	skin	melanoma	melanoma cells	A375, HEK293, HEK293T	not available	3	not available	not available	run 90	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	32	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	inhibitor treatment (dabrafenib, trametinib, SCH772984, DMSO)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	9.6 ppm	10 ppm	chloroacetamide	orbitrap	20131116_CCs_EV_A375_ERKi_30min_S015_131123012154.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013923-Sample-91	Homo sapiens	skin	melanoma	melanoma cells	A375, HEK293, HEK293T	not available	3	not available	not available	run 91	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	32	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	inhibitor treatment (dabrafenib, trametinib, SCH772984, DMSO)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	9.6 ppm	10 ppm	chloroacetamide	orbitrap	20140210_KMJ_CCS_MEKi30min_V3_S01.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013923-Sample-92	Homo sapiens	skin	melanoma	melanoma cells	A375, HEK293, HEK293T	not available	3	not available	not available	run 92	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	32	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	inhibitor treatment (dabrafenib, trametinib, SCH772984, DMSO)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	9.6 ppm	10 ppm	chloroacetamide	orbitrap	20140210_KMJ_CCS_MEKi30min_V3_S015.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013923-Sample-93	Homo sapiens	skin	melanoma	melanoma cells	A375, HEK293, HEK293T	not available	3	not available	not available	run 93	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	32	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	inhibitor treatment (dabrafenib, trametinib, SCH772984, DMSO)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	9.6 ppm	10 ppm	chloroacetamide	orbitrap	20140211_KMJ_CCS_RAFi_V3_30min_P01.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013923-Sample-94	Homo sapiens	skin	melanoma	melanoma cells	A375, HEK293, HEK293T	not available	3	not available	not available	run 94	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	32	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	inhibitor treatment (dabrafenib, trametinib, SCH772984, DMSO)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	9.6 ppm	10 ppm	chloroacetamide	orbitrap	2013114_CCS_MEKi_30min_P02.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013923-Sample-95	Homo sapiens	skin	melanoma	melanoma cells	A375, HEK293, HEK293T	not available	3	not available	not available	run 95	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	32	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	inhibitor treatment (dabrafenib, trametinib, SCH772984, DMSO)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	9.6 ppm	10 ppm	chloroacetamide	orbitrap	20140213_KMJ_CCS_MEKi_V3_30min_P05.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013923-Sample-96	Homo sapiens	skin	melanoma	melanoma cells	A375, HEK293, HEK293T	not available	3	not available	not available	run 96	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	32	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	inhibitor treatment (dabrafenib, trametinib, SCH772984, DMSO)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	9.6 ppm	10 ppm	chloroacetamide	orbitrap	2013114_CCS_RAFi_30min_P02.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013923-Sample-97	Homo sapiens	skin	melanoma	melanoma cells	A375, HEK293, HEK293T	not available	3	not available	not available	run 97	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	32	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	inhibitor treatment (dabrafenib, trametinib, SCH772984, DMSO)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	9.6 ppm	10 ppm	chloroacetamide	orbitrap	20131116_CCs_EV_A375_MEKi_30min_S07_8.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013923-Sample-98	Homo sapiens	skin	melanoma	melanoma cells	A375, HEK293, HEK293T	not available	3	not available	not available	run 98	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	32	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	inhibitor treatment (dabrafenib, trametinib, SCH772984, DMSO)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	9.6 ppm	10 ppm	chloroacetamide	orbitrap	20140211_KMJ_CCS_RAFi_V3_30min_P02.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013923-Sample-99	Homo sapiens	skin	melanoma	melanoma cells	A375, HEK293, HEK293T	not available	3	not available	not available	run 99	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	32	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	inhibitor treatment (dabrafenib, trametinib, SCH772984, DMSO)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	9.6 ppm	10 ppm	chloroacetamide	orbitrap	20131116_CCs_EV_A375_ERKi_30min_S09_10_11_131122154332.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013923-Sample-100	Homo sapiens	skin	melanoma	melanoma cells	A375, HEK293, HEK293T	not available	3	not available	not available	run 100	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	32	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	inhibitor treatment (dabrafenib, trametinib, SCH772984, DMSO)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	9.6 ppm	10 ppm	chloroacetamide	orbitrap	20131114_CCS_EV_A375_RAFi_30min_S013_14.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013923-Sample-101	Homo sapiens	skin	melanoma	melanoma cells	A375, HEK293, HEK293T	not available	3	not available	not available	run 101	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	32	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	inhibitor treatment (dabrafenib, trametinib, SCH772984, DMSO)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	9.6 ppm	10 ppm	chloroacetamide	orbitrap	20131116_CCs_EV_A375_ERKi_30min_S09_10_11.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
