source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD002619-Sample-76	Homo sapiens	breast	breast cancer	cancer cells	HCC1599, MCF7, HCC1937, HCC2218, HMEC	not available	not available	not available	not available	run 76	proteomic profiling by mass spectrometry	not available	not available	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	breast cancer subtype (ERPR, Her2, TN)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	20 ppm	dithiothreitol	orbitrap	20110616_EXQ1_TaGe_SA_BC34_4.raw	v1.1.0	HAMLET-agentic v2.1.0	breast cancer
PXD002619-Sample-77	Homo sapiens	breast	breast cancer	cancer cells	HCC1599, MCF7, HCC1937, HCC2218, HMEC	not available	not available	not available	not available	run 77	proteomic profiling by mass spectrometry	not available	not available	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	breast cancer subtype (ERPR, Her2, TN)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	20 ppm	dithiothreitol	orbitrap	20110616_EXQ1_TaGe_SA_BC36_4.raw	v1.1.0	HAMLET-agentic v2.1.0	breast cancer
PXD002619-Sample-78	Homo sapiens	breast	breast cancer	cancer cells	HCC1599, MCF7, HCC1937, HCC2218, HMEC	not available	not available	not available	not available	run 78	proteomic profiling by mass spectrometry	not available	not available	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	breast cancer subtype (ERPR, Her2, TN)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	20 ppm	dithiothreitol	orbitrap	20110616_EXQ1_TaGe_SA_BC12_5.raw	v1.1.0	HAMLET-agentic v2.1.0	breast cancer
PXD002619-Sample-79	Homo sapiens	breast	breast cancer	cancer cells	HCC1599, MCF7, HCC1937, HCC2218, HMEC	not available	not available	not available	not available	run 79	proteomic profiling by mass spectrometry	not available	not available	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	breast cancer subtype (ERPR, Her2, TN)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	20 ppm	dithiothreitol	orbitrap	20110610_Q2_TaGe_SA_SSM2_6.raw	v1.1.0	HAMLET-agentic v2.1.0	breast cancer
PXD002619-Sample-80	Homo sapiens	breast	breast cancer	cancer cells	HCC1599, MCF7, HCC1937, HCC2218, HMEC	not available	not available	not available	not available	run 80	proteomic profiling by mass spectrometry	not available	not available	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	breast cancer subtype (ERPR, Her2, TN)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	20 ppm	dithiothreitol	orbitrap	20110612_Q2_TaGe_SA_BC1_6.raw	v1.1.0	HAMLET-agentic v2.1.0	breast cancer
PXD002619-Sample-81	Homo sapiens	breast	breast cancer	cancer cells	HCC1599, MCF7, HCC1937, HCC2218, HMEC	not available	not available	not available	not available	run 81	proteomic profiling by mass spectrometry	not available	not available	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	breast cancer subtype (ERPR, Her2, TN)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	20 ppm	dithiothreitol	orbitrap	20110823_EXQ3_TaGe_SA_BC23_5.raw	v1.1.0	HAMLET-agentic v2.1.0	breast cancer
PXD002619-Sample-82	Homo sapiens	breast	breast cancer	cancer cells	HCC1599, MCF7, HCC1937, HCC2218, HMEC	not available	not available	not available	not available	run 82	proteomic profiling by mass spectrometry	not available	not available	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	breast cancer subtype (ERPR, Her2, TN)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	20 ppm	dithiothreitol	orbitrap	20110711_EXQ2_TaGe_SA_BC14_2.raw	v1.1.0	HAMLET-agentic v2.1.0	breast cancer
PXD002619-Sample-83	Homo sapiens	breast	breast cancer	cancer cells	HCC1599, MCF7, HCC1937, HCC2218, HMEC	not available	not available	not available	not available	run 83	proteomic profiling by mass spectrometry	not available	not available	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	breast cancer subtype (ERPR, Her2, TN)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	20 ppm	dithiothreitol	orbitrap	20110707_EXQ2_TaGe_SA_BC46_5.raw	v1.1.0	HAMLET-agentic v2.1.0	breast cancer
PXD002619-Sample-84	Homo sapiens	breast	breast cancer	cancer cells	HCC1599, MCF7, HCC1937, HCC2218, HMEC	not available	not available	not available	not available	run 84	proteomic profiling by mass spectrometry	not available	not available	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	breast cancer subtype (ERPR, Her2, TN)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	20 ppm	dithiothreitol	orbitrap	20110823_EXQ3_TaGe_SA_BC32_2_110831085923.raw	v1.1.0	HAMLET-agentic v2.1.0	breast cancer
PXD002619-Sample-85	Homo sapiens	breast	breast cancer	cancer cells	HCC1599, MCF7, HCC1937, HCC2218, HMEC	not available	not available	not available	not available	run 85	proteomic profiling by mass spectrometry	not available	not available	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	breast cancer subtype (ERPR, Her2, TN)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	20 ppm	dithiothreitol	orbitrap	20110616_EXQ1_TaGe_SA_BC17_3.raw	v1.1.0	HAMLET-agentic v2.1.0	breast cancer
PXD002619-Sample-86	Homo sapiens	breast	breast cancer	cancer cells	HCC1599, MCF7, HCC1937, HCC2218, HMEC	not available	not available	not available	not available	run 86	proteomic profiling by mass spectrometry	not available	not available	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	breast cancer subtype (ERPR, Her2, TN)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	20 ppm	dithiothreitol	orbitrap	20110707_EXQ1_TaGe_SA_BC38_5.raw	v1.1.0	HAMLET-agentic v2.1.0	breast cancer
PXD002619-Sample-87	Homo sapiens	breast	breast cancer	cancer cells	HCC1599, MCF7, HCC1937, HCC2218, HMEC	not available	not available	not available	not available	run 87	proteomic profiling by mass spectrometry	not available	not available	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	breast cancer subtype (ERPR, Her2, TN)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	20 ppm	dithiothreitol	orbitrap	20110707_EXQ1_TaGe_SA_BC42_1.raw	v1.1.0	HAMLET-agentic v2.1.0	breast cancer
PXD002619-Sample-88	Homo sapiens	breast	breast cancer	cancer cells	HCC1599, MCF7, HCC1937, HCC2218, HMEC	not available	not available	not available	not available	run 88	proteomic profiling by mass spectrometry	not available	not available	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	breast cancer subtype (ERPR, Her2, TN)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	20 ppm	dithiothreitol	orbitrap	20110707_EXQ1_TaGe_SA_BC41_4.raw	v1.1.0	HAMLET-agentic v2.1.0	breast cancer
PXD002619-Sample-89	Homo sapiens	breast	breast cancer	cancer cells	HCC1599, MCF7, HCC1937, HCC2218, HMEC	not available	not available	not available	not available	run 89	proteomic profiling by mass spectrometry	not available	not available	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	breast cancer subtype (ERPR, Her2, TN)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	20 ppm	dithiothreitol	orbitrap	20110612_EXQ1_TaGe_SA_BC7_1.raw	v1.1.0	HAMLET-agentic v2.1.0	breast cancer
PXD002619-Sample-90	Homo sapiens	breast	breast cancer	cancer cells	HCC1599, MCF7, HCC1937, HCC2218, HMEC	not available	not available	not available	not available	run 90	proteomic profiling by mass spectrometry	not available	not available	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	breast cancer subtype (ERPR, Her2, TN)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	20 ppm	dithiothreitol	orbitrap	20110616_EXQ1_TaGe_SA_BC36_5.raw	v1.1.0	HAMLET-agentic v2.1.0	breast cancer
PXD002619-Sample-91	Homo sapiens	breast	breast cancer	cancer cells	HCC1599, MCF7, HCC1937, HCC2218, HMEC	not available	not available	not available	not available	run 91	proteomic profiling by mass spectrometry	not available	not available	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	breast cancer subtype (ERPR, Her2, TN)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	20 ppm	dithiothreitol	orbitrap	20110701_EXQ2_TaGe_SA_BC45_2.raw	v1.1.0	HAMLET-agentic v2.1.0	breast cancer
PXD002619-Sample-92	Homo sapiens	breast	breast cancer	cancer cells	HCC1599, MCF7, HCC1937, HCC2218, HMEC	not available	not available	not available	not available	run 92	proteomic profiling by mass spectrometry	not available	not available	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	breast cancer subtype (ERPR, Her2, TN)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	20 ppm	dithiothreitol	orbitrap	20110616_EXQ1_TaGe_SA_SSM_2.raw	v1.1.0	HAMLET-agentic v2.1.0	breast cancer
PXD002619-Sample-93	Homo sapiens	breast	breast cancer	cancer cells	HCC1599, MCF7, HCC1937, HCC2218, HMEC	not available	not available	not available	not available	run 93	proteomic profiling by mass spectrometry	not available	not available	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	breast cancer subtype (ERPR, Her2, TN)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	20 ppm	dithiothreitol	orbitrap	20110823_EXQ3_TaGe_SA_BC8_1.raw	v1.1.0	HAMLET-agentic v2.1.0	breast cancer
PXD002619-Sample-94	Homo sapiens	breast	breast cancer	cancer cells	HCC1599, MCF7, HCC1937, HCC2218, HMEC	not available	not available	not available	not available	run 94	proteomic profiling by mass spectrometry	not available	not available	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	breast cancer subtype (ERPR, Her2, TN)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	20 ppm	dithiothreitol	orbitrap	20110616_EXQ1_TaGe_SA_BC12_1.raw	v1.1.0	HAMLET-agentic v2.1.0	breast cancer
PXD002619-Sample-95	Homo sapiens	breast	breast cancer	cancer cells	HCC1599, MCF7, HCC1937, HCC2218, HMEC	not available	not available	not available	not available	run 95	proteomic profiling by mass spectrometry	not available	not available	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	breast cancer subtype (ERPR, Her2, TN)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	20 ppm	dithiothreitol	orbitrap	20110823_EXQ3_TaGe_SA_BC43_1.raw	v1.1.0	HAMLET-agentic v2.1.0	breast cancer
PXD002619-Sample-96	Homo sapiens	breast	breast cancer	cancer cells	HCC1599, MCF7, HCC1937, HCC2218, HMEC	not available	not available	not available	not available	run 96	proteomic profiling by mass spectrometry	not available	not available	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	breast cancer subtype (ERPR, Her2, TN)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	20 ppm	dithiothreitol	orbitrap	20110616_EXQ1_TaGe_SA_BC9_6.raw	v1.1.0	HAMLET-agentic v2.1.0	breast cancer
PXD002619-Sample-97	Homo sapiens	breast	breast cancer	cancer cells	HCC1599, MCF7, HCC1937, HCC2218, HMEC	not available	not available	not available	not available	run 97	proteomic profiling by mass spectrometry	not available	not available	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	breast cancer subtype (ERPR, Her2, TN)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	20 ppm	dithiothreitol	orbitrap	20110616_EXQ1_TaGe_SA_BC27_2.raw	v1.1.0	HAMLET-agentic v2.1.0	breast cancer
PXD002619-Sample-98	Homo sapiens	breast	breast cancer	cancer cells	HCC1599, MCF7, HCC1937, HCC2218, HMEC	not available	not available	not available	not available	run 98	proteomic profiling by mass spectrometry	not available	not available	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	breast cancer subtype (ERPR, Her2, TN)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	20 ppm	dithiothreitol	orbitrap	20110616_EXQ1_TaGe_SA_BC12_2.raw	v1.1.0	HAMLET-agentic v2.1.0	breast cancer
PXD002619-Sample-99	Homo sapiens	breast	breast cancer	cancer cells	HCC1599, MCF7, HCC1937, HCC2218, HMEC	not available	not available	not available	not available	run 99	proteomic profiling by mass spectrometry	not available	not available	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	breast cancer subtype (ERPR, Her2, TN)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	20 ppm	dithiothreitol	orbitrap	20110612_EXQ1_TaGe_SA_BC6_6.raw	v1.1.0	HAMLET-agentic v2.1.0	breast cancer
PXD002619-Sample-100	Homo sapiens	breast	breast cancer	cancer cells	HCC1599, MCF7, HCC1937, HCC2218, HMEC	not available	not available	not available	not available	run 100	proteomic profiling by mass spectrometry	not available	not available	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	breast cancer subtype (ERPR, Her2, TN)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	20 ppm	dithiothreitol	orbitrap	20110707_EXQ1_TaGe_SA_BC38_3.raw	v1.1.0	HAMLET-agentic v2.1.0	breast cancer
PXD002619-Sample-101	Homo sapiens	breast	breast cancer	cancer cells	HCC1599, MCF7, HCC1937, HCC2218, HMEC	not available	not available	not available	not available	run 101	proteomic profiling by mass spectrometry	not available	not available	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	breast cancer subtype (ERPR, Her2, TN)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	20 ppm	dithiothreitol	orbitrap	20110616_EXQ1_TaGe_SA_BC20_2.raw	v1.1.0	HAMLET-agentic v2.1.0	breast cancer
PXD002619-Sample-102	Homo sapiens	breast	breast cancer	cancer cells	HCC1599, MCF7, HCC1937, HCC2218, HMEC	not available	not available	not available	not available	run 102	proteomic profiling by mass spectrometry	not available	not available	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	breast cancer subtype (ERPR, Her2, TN)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	20 ppm	dithiothreitol	orbitrap	20110616_EXQ1_TaGe_SA_BC20_3.raw	v1.1.0	HAMLET-agentic v2.1.0	breast cancer
PXD002619-Sample-103	Homo sapiens	breast	breast cancer	cancer cells	HCC1599, MCF7, HCC1937, HCC2218, HMEC	not available	not available	not available	not available	run 103	proteomic profiling by mass spectrometry	not available	not available	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	breast cancer subtype (ERPR, Her2, TN)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	20 ppm	dithiothreitol	orbitrap	20110616_EXQ1_TaGe_SA_BC34_5.raw	v1.1.0	HAMLET-agentic v2.1.0	breast cancer
PXD002619-Sample-104	Homo sapiens	breast	breast cancer	cancer cells	HCC1599, MCF7, HCC1937, HCC2218, HMEC	not available	not available	not available	not available	run 104	proteomic profiling by mass spectrometry	not available	not available	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	breast cancer subtype (ERPR, Her2, TN)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	20 ppm	dithiothreitol	orbitrap	20110707_EXQ1_TaGe_SA_BC38_4.raw	v1.1.0	HAMLET-agentic v2.1.0	breast cancer
PXD002619-Sample-105	Homo sapiens	breast	breast cancer	cancer cells	HCC1599, MCF7, HCC1937, HCC2218, HMEC	not available	not available	not available	not available	run 105	proteomic profiling by mass spectrometry	not available	not available	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	breast cancer subtype (ERPR, Her2, TN)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	20 ppm	dithiothreitol	orbitrap	20110823_EXQ3_TaGe_SA_BC8_4.raw	v1.1.0	HAMLET-agentic v2.1.0	breast cancer
PXD002619-Sample-106	Homo sapiens	breast	breast cancer	cancer cells	HCC1599, MCF7, HCC1937, HCC2218, HMEC	not available	not available	not available	not available	run 106	proteomic profiling by mass spectrometry	not available	not available	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	breast cancer subtype (ERPR, Her2, TN)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	20 ppm	dithiothreitol	orbitrap	20110612_Q2_TaGe_SA_BC4_6.raw	v1.1.0	HAMLET-agentic v2.1.0	breast cancer
PXD002619-Sample-107	Homo sapiens	breast	breast cancer	cancer cells	HCC1599, MCF7, HCC1937, HCC2218, HMEC	not available	not available	not available	not available	run 107	proteomic profiling by mass spectrometry	not available	not available	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	breast cancer subtype (ERPR, Her2, TN)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	20 ppm	dithiothreitol	orbitrap	20110616_EXQ1_TaGe_SA_SSM_1.raw	v1.1.0	HAMLET-agentic v2.1.0	breast cancer
PXD002619-Sample-108	Homo sapiens	breast	breast cancer	cancer cells	HCC1599, MCF7, HCC1937, HCC2218, HMEC	not available	not available	not available	not available	run 108	proteomic profiling by mass spectrometry	not available	not available	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	breast cancer subtype (ERPR, Her2, TN)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	20 ppm	dithiothreitol	orbitrap	20110616_EXQ1_TaGe_SA_BC37A_4.raw	v1.1.0	HAMLET-agentic v2.1.0	breast cancer
PXD002619-Sample-109	Homo sapiens	breast	breast cancer	cancer cells	HCC1599, MCF7, HCC1937, HCC2218, HMEC	not available	not available	not available	not available	run 109	proteomic profiling by mass spectrometry	not available	not available	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	breast cancer subtype (ERPR, Her2, TN)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	20 ppm	dithiothreitol	orbitrap	20110823_EXQ3_TaGe_SA_BC23_4.raw	v1.1.0	HAMLET-agentic v2.1.0	breast cancer
PXD002619-Sample-110	Homo sapiens	breast	breast cancer	cancer cells	HCC1599, MCF7, HCC1937, HCC2218, HMEC	not available	not available	not available	not available	run 110	proteomic profiling by mass spectrometry	not available	not available	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	breast cancer subtype (ERPR, Her2, TN)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	20 ppm	dithiothreitol	orbitrap	20110610_Q2_TaGe_SA_SSM1_4.raw	v1.1.0	HAMLET-agentic v2.1.0	breast cancer
PXD002619-Sample-111	Homo sapiens	breast	breast cancer	cancer cells	HCC1599, MCF7, HCC1937, HCC2218, HMEC	not available	not available	not available	not available	run 111	proteomic profiling by mass spectrometry	not available	not available	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	breast cancer subtype (ERPR, Her2, TN)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	20 ppm	dithiothreitol	orbitrap	20110612_Q2_TaGe_SA_BC3_5.raw	v1.1.0	HAMLET-agentic v2.1.0	breast cancer
PXD002619-Sample-112	Homo sapiens	breast	breast cancer	cancer cells	HCC1599, MCF7, HCC1937, HCC2218, HMEC	not available	not available	not available	not available	run 112	proteomic profiling by mass spectrometry	not available	not available	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	breast cancer subtype (ERPR, Her2, TN)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	20 ppm	dithiothreitol	orbitrap	20110617_EXQ2_TaGe_SA_BC29_1.raw	v1.1.0	HAMLET-agentic v2.1.0	breast cancer
PXD002619-Sample-113	Homo sapiens	breast	breast cancer	cancer cells	HCC1599, MCF7, HCC1937, HCC2218, HMEC	not available	not available	not available	not available	run 113	proteomic profiling by mass spectrometry	not available	not available	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	breast cancer subtype (ERPR, Her2, TN)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	20 ppm	dithiothreitol	orbitrap	20110616_EXQ1_TaGe_SA_BC12_4.raw	v1.1.0	HAMLET-agentic v2.1.0	breast cancer
PXD002619-Sample-114	Homo sapiens	breast	breast cancer	cancer cells	HCC1599, MCF7, HCC1937, HCC2218, HMEC	not available	not available	not available	not available	run 114	proteomic profiling by mass spectrometry	not available	not available	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	breast cancer subtype (ERPR, Her2, TN)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	20 ppm	dithiothreitol	orbitrap	20110610_Q2_TaGe_SA_SSM2_4_110612200610.raw	v1.1.0	HAMLET-agentic v2.1.0	breast cancer
