PXD	WORKDIR	CLASS	EVIDENCE
PXD035650	/mnt/storage_1/HAMLET/work/43/d3f5b2bddd4ad6beca657f2b6038ea	download_command_failed	WARNING: Download failed for 2D_5C_N3.raw: Command '['aria2c', '-x', '16', '-s', '16', '-j', '1', '-c', '--file-allocation=none', '--max-tries=10', '--retry-wait=5', '--timeout=600', '-d', '/mnt/storage_1/HAMLET/spectral_files/PXD035650', '-o', '2D_5C_N3.raw', 'ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD035650/2D_5C_N3.raw']' returned non-zero exit status 1.
PXD035722	/mnt/storage_1/HAMLET/work/88/fe639d335caa8f716e5b5ddb963e56	download_command_failed	WARNING: Download failed for R20210901912_UMUC_G3IP.raw: Command '['aria2c', '-x', '16', '-s', '16', '-j', '1', '-c', '--file-allocation=none', '--max-tries=10', '--retry-wait=5', '--timeout=600', '-d', '/mnt/storage_1/HAMLET/spectral_files/PXD035722', '-o', 'R20210901912_UMUC_G3IP.raw', 'ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/05/PXD035722/R20210901912_UMUC_G3IP.raw']' returned non-zero exit status 1.
PXD036005	/mnt/storage_1/HAMLET/work/b6/e28d020aae0a514cb205ed25bb491c	download_command_failed	WARNING: Download failed for glc7.raw: Command '['aria2c', '-x', '16', '-s', '16', '-j', '1', '-c', '--file-allocation=none', '--max-tries=10', '--retry-wait=5', '--timeout=600', '-d', '/mnt/storage_1/HAMLET/spectral_files/PXD036005', '-o', 'glc7.raw', 'ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD036005/glc7.raw']' returned non-zero exit status 1.
PXD036192	/mnt/storage_1/HAMLET/work/5f/04273bb77c9d7590bacc10de06c7ba	download_command_failed	WARNING: Download failed for CCE20200902_Brianna_Klein_KutateladzeLab_sample1_approx1pmol_hfx1.raw: Command '['aria2c', '-x', '16', '-s', '16', '-j', '1', '-c', '--file-allocation=none', '--max-tries=10', '--retry-wait=5', '--timeout=600', '-d', '/mnt/storage_1/HAMLET/spectral_files/PXD036192', '-o', 'CCE20200902_Brianna_Klein_KutateladzeLab_sample1_approx1pmol_hfx1.raw', 'ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/03/PXD036192/CCE20200902_Brianna_Klein_KutateladzeLab_sample1_approx1pmol_hfx1.raw']' returned non-zero exit status 1.
PXD036200	/mnt/storage_1/HAMLET/work/7d/7d6be943e1e5cda77da78f6134dc80	download_command_failed	WARNING: Download failed for liuwei94.raw: Command '['aria2c', '-x', '16', '-s', '16', '-j', '1', '-c', '--file-allocation=none', '--max-tries=10', '--retry-wait=5', '--timeout=600', '-d', '/mnt/storage_1/HAMLET/spectral_files/PXD036200', '-o', 'liuwei94.raw', 'ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD036200/liuwei94.raw']' returned non-zero exit status 1.
PXD036197	/mnt/storage_1/HAMLET/work/60/46ed8d43b93df8b3b15eaaed3343eb	download_command_failed	WARNING: Download failed for RE158LQ_KO_1.raw: Command '['aria2c', '-x', '16', '-s', '16', '-j', '1', '-c', '--file-allocation=none', '--max-tries=10', '--retry-wait=5', '--timeout=600', '-d', '/mnt/storage_1/HAMLET/spectral_files/PXD036197', '-o', 'RE158LQ_KO_1.raw', 'ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036197/RE158LQ_KO_1.raw']' returned non-zero exit status 1.
PXD036675	/mnt/storage_1/HAMLET/work/09/100da6dfce69730f2c315f3e4e94e7	download_command_failed	WARNING: Download failed for OF_20210921_DES_01.raw: Command '['aria2c', '-x', '16', '-s', '16', '-j', '1', '-c', '--file-allocation=none', '--max-tries=10', '--retry-wait=5', '--timeout=600', '-d', '/mnt/storage_1/HAMLET/spectral_files/PXD036675', '-o', 'OF_20210921_DES_01.raw', 'ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/03/PXD036675/OF_20210921_DES_01.raw']' returned non-zero exit status 1.
PXD040899	/mnt/storage_1/HAMLET/work/24/28b92f956c51d551429c9993780fcd	download_command_failed	WARNING: Download failed for PRF_Q_2023_L_QI_924_57591.raw: Command '['aria2c', '-x', '16', '-s', '16', '-j', '1', '-c', '--file-allocation=none', '--max-tries=10', '--retry-wait=5', '--timeout=600', '-d', '/mnt/storage_1/HAMLET/spectral_files/PXD040899', '-o', 'PRF_Q_2023_L_QI_924_57591.raw', 'ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/04/PXD040899/PRF_Q_2023_L_QI_924_57591.raw']' returned non-zero exit status 1.
PXD041051	/mnt/storage_1/HAMLET/work/6b/02c357cd7e3cfbc930692804e730f2	download_command_failed	WARNING: Download failed for R20201201740_CRR.raw: Command '['aria2c', '-x', '16', '-s', '16', '-j', '1', '-c', '--file-allocation=none', '--max-tries=10', '--retry-wait=5', '--timeout=600', '-d', '/mnt/storage_1/HAMLET/spectral_files/PXD041051', '-o', 'R20201201740_CRR.raw', 'ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PXD041051/R20201201740_CRR.raw']' returned non-zero exit status 1.
PXD041561	/mnt/storage_1/HAMLET/work/19/18bde5bc4694c16bac2ef26e7f1316	download_command_failed	WARNING: Download failed for BC_No2.raw: Command '['aria2c', '-x', '16', '-s', '16', '-j', '1', '-c', '--file-allocation=none', '--max-tries=10', '--retry-wait=5', '--timeout=600', '-d', '/mnt/storage_1/HAMLET/spectral_files/PXD041561', '-o', 'BC_No2.raw', 'ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/07/PXD041561/BC_No2.raw']' returned non-zero exit status 1.
PXD041514	/mnt/storage_1/HAMLET/work/2e/99e96aef64a7669438fa9908fda150	download_command_failed	WARNING: Download failed for NC.raw: Command '['aria2c', '-x', '16', '-s', '16', '-j', '1', '-c', '--file-allocation=none', '--max-tries=10', '--retry-wait=5', '--timeout=600', '-d', '/mnt/storage_1/HAMLET/spectral_files/PXD041514', '-o', 'NC.raw', 'ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD041514/NC.raw']' returned non-zero exit status 1.
PXD041775	/mnt/storage_1/HAMLET/work/da/d77cb0f1905415a6b69085b5c3c213	download_command_failed	WARNING: Download failed for Seq72978_QE3_pWT-FynDN.raw: Command '['aria2c', '-x', '16', '-s', '16', '-j', '1', '-c', '--file-allocation=none', '--max-tries=10', '--retry-wait=5', '--timeout=600', '-d', '/mnt/storage_1/HAMLET/spectral_files/PXD041775', '-o', 'Seq72978_QE3_pWT-FynDN.raw', 'ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD041775/Seq72978_QE3_pWT-FynDN.raw']' returned non-zero exit status 1.
PXD041782	/mnt/storage_1/HAMLET/work/73/57decb478e1d62370ce2df2373c818	download_command_failed	WARNING: Download failed for VA086LQ_Vec_CDDP.raw: Command '['aria2c', '-x', '16', '-s', '16', '-j', '1', '-c', '--file-allocation=none', '--max-tries=10', '--retry-wait=5', '--timeout=600', '-d', '/mnt/storage_1/HAMLET/spectral_files/PXD041782', '-o', 'VA086LQ_Vec_CDDP.raw', 'ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/08/PXD041782/VA086LQ_Vec_CDDP.raw']' returned non-zero exit status 1.
PXD042397	/mnt/storage_1/HAMLET/work/34/012f63ddfd6fc5f027644fb2c2c881	download_command_failed	WARNING: Download failed for YAS202302190009_1_HIS.raw: Command '['aria2c', '-x', '16', '-s', '16', '-j', '1', '-c', '--file-allocation=none', '--max-tries=10', '--retry-wait=5', '--timeout=600', '-d', '/mnt/storage_1/HAMLET/spectral_files/PXD042397', '-o', 'YAS202302190009_1_HIS.raw', 'ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD042397/YAS202302190009_1_HIS.raw']' returned non-zero exit status 1.
PXD042575	/mnt/storage_1/HAMLET/work/c5/742148e72eb2fd47e3a26d54095a6c	download_command_failed	WARNING: Download failed for JCP_100422_ACscrib_pSTY_cx43_kinase_assay_triplicate_12plex.raw: Command '['aria2c', '-x', '16', '-s', '16', '-j', '1', '-c', '--file-allocation=none', '--max-tries=10', '--retry-wait=5', '--timeout=600', '-d', '/mnt/storage_1/HAMLET/spectral_files/PXD042575', '-o', 'JCP_100422_ACscrib_pSTY_cx43_kinase_assay_triplicate_12plex.raw', 'ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/01/PXD042575/JCP_100422_ACscrib_pSTY_cx43_kinase_assay_triplicate_12plex.raw']' returned non-zero exit status 1.
PXD042914	/mnt/storage_1/HAMLET/work/9b/b10c55bbfea6d8a8595c4973737ca8	rate_limited_429	ERROR conda.cli.main_run:execute(142): `conda run python /mnt/storage_1/HAMLET/src/python/FetchPXD.py --central_mzml_dir /mnt/storage_1/HAMLET/spectral_files --PXD PXD042914 --use_aria2c --aria2c_threads 16 --max_raw_files 30 --log_file fetch/events.jsonl` failed. (See above for error)
PXD043087	/mnt/storage_1/HAMLET/work/92/ae741bce94000ced2934950492effa	download_command_failed	WARNING: Download failed for YD202LPSTB1_NC.raw: Command '['aria2c', '-x', '16', '-s', '16', '-j', '1', '-c', '--file-allocation=none', '--max-tries=10', '--retry-wait=5', '--timeout=600', '-d', '/mnt/storage_1/HAMLET/spectral_files/PXD043087', '-o', 'YD202LPSTB1_NC.raw', 'ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/07/PXD043087/YD202LPSTB1_NC.raw']' returned non-zero exit status 1.
PXD043535	/mnt/storage_1/HAMLET/work/b2/9683985bf6b40d8cc941433a2e1ab4	download_command_failed	WARNING: Download failed for R20211002056_IGG.raw: Command '['aria2c', '-x', '16', '-s', '16', '-j', '1', '-c', '--file-allocation=none', '--max-tries=10', '--retry-wait=5', '--timeout=600', '-d', '/mnt/storage_1/HAMLET/spectral_files/PXD043535', '-o', 'R20211002056_IGG.raw', 'ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/07/PXD043535/R20211002056_IGG.raw']' returned non-zero exit status 1.
PXD043500	/mnt/storage_1/HAMLET/work/ff/8d8ef8256f71afc8f33cfbc057d1e8	download_command_failed	WARNING: Download failed for R20220901668.raw: Command '['aria2c', '-x', '16', '-s', '16', '-j', '1', '-c', '--file-allocation=none', '--max-tries=10', '--retry-wait=5', '--timeout=600', '-d', '/mnt/storage_1/HAMLET/spectral_files/PXD043500', '-o', 'R20220901668.raw', 'ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/06/PXD043500/R20220901668.raw']' returned non-zero exit status 1.
PXD044743	/mnt/storage_1/HAMLET/work/c9/c1f2ca6abc4e42470522fa2c78faca	download_command_failed	WARNING: Download failed for 20200816_EXPL5_nLC7_MEM_collab_77min_DDA_Ancient_labblank_1836_01.raw: Command '['aria2c', '-x', '16', '-s', '16', '-j', '1', '-c', '--file-allocation=none', '--max-tries=10', '--retry-wait=5', '--timeout=600', '-d', '/mnt/storage_1/HAMLET/spectral_files/PXD044743', '-o', '20200816_EXPL5_nLC7_MEM_collab_77min_DDA_Ancient_labblank_1836_01.raw', 'ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD044743/20200816_EXPL5_nLC7_MEM_collab_77min_DDA_Ancient_labblank_1836_01.raw']' returned non-zero exit status 1.
PXD044750	/mnt/storage_1/HAMLET/work/a2/1539060fd422d6a9a8953ba356ce79	download_command_failed	WARNING: Download failed for PRF_Q_2020_Y_OSAW_412_49753.raw: Command '['aria2c', '-x', '16', '-s', '16', '-j', '1', '-c', '--file-allocation=none', '--max-tries=10', '--retry-wait=5', '--timeout=600', '-d', '/mnt/storage_1/HAMLET/spectral_files/PXD044750', '-o', 'PRF_Q_2020_Y_OSAW_412_49753.raw', 'ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/01/PXD044750/PRF_Q_2020_Y_OSAW_412_49753.raw']' returned non-zero exit status 1.
PXD044860	/mnt/storage_1/HAMLET/work/ea/128a0dddce77711c845cf5c8ea7ad5	download_command_failed	WARNING: Download failed for Lum_22jul2703.raw: Command '['aria2c', '-x', '16', '-s', '16', '-j', '1', '-c', '--file-allocation=none', '--max-tries=10', '--retry-wait=5', '--timeout=600', '-d', '/mnt/storage_1/HAMLET/spectral_files/PXD044860', '-o', 'Lum_22jul2703.raw', 'ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/01/PXD044860/Lum_22jul2703.raw']' returned non-zero exit status 1.
PXD045770	/mnt/storage_1/HAMLET/work/d6/b261575b9e5f9f04e5bee43d018852	download_command_failed	WARNING: Download failed for Mix1_SGBS_F2.raw: Command '['aria2c', '-x', '16', '-s', '16', '-j', '1', '-c', '--file-allocation=none', '--max-tries=10', '--retry-wait=5', '--timeout=600', '-d', '/mnt/storage_1/HAMLET/spectral_files/PXD045770', '-o', 'Mix1_SGBS_F2.raw', 'ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/06/PXD045770/Mix1_SGBS_F2.raw']' returned non-zero exit status 1.
PXD039939	/mnt/storage_1/HAMLET/work/0b/5aff2b26dc9ffb5822142e05523a46	download_command_failed	WARNING: Download failed for ACE_0701_JB01_240min.raw: Command '['aria2c', '-x', '16', '-s', '16', '-j', '1', '-c', '--file-allocation=none', '--max-tries=10', '--retry-wait=5', '--timeout=600', '-d', '/mnt/storage_1/HAMLET/spectral_files/PXD039939', '-o', 'ACE_0701_JB01_240min.raw', 'ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/07/PXD039939/ACE_0701_JB01_240min.raw']' returned non-zero exit status 1.
PXD047066	/mnt/storage_1/HAMLET/work/56/04c8cf013dd311aad9fd02a3904381	download_command_failed	WARNING: Download failed for 23P11920001.raw: Command '['aria2c', '-x', '16', '-s', '16', '-j', '1', '-c', '--file-allocation=none', '--max-tries=10', '--retry-wait=5', '--timeout=600', '-d', '/mnt/storage_1/HAMLET/spectral_files/PXD047066', '-o', '23P11920001.raw', 'ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/04/PXD047066/23P11920001.raw']' returned non-zero exit status 1.
PXD047758	/mnt/storage_1/HAMLET/work/17/f296d7abeeff8fe490b0bfe757ea2d	download_command_failed	WARNING: Download failed for pEX1_ml_6251_20230317_S1_T70C_b5_Alexa488_2uL_1.raw: Command '['aria2c', '-x', '16', '-s', '16', '-j', '1', '-c', '--file-allocation=none', '--max-tries=10', '--retry-wait=5', '--timeout=600', '-d', '/mnt/storage_1/HAMLET/spectral_files/PXD047758', '-o', 'pEX1_ml_6251_20230317_S1_T70C_b5_Alexa488_2uL_1.raw', 'ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/06/PXD047758/pEX1_ml_6251_20230317_S1_T70C_b5_Alexa488_2uL_1.raw']' returned non-zero exit status 1.
PXD047910	/mnt/storage_1/HAMLET/work/29/db3e824f08d354be0d38c6a69ff22a	download_command_failed	WARNING: Download failed for 20230802_HCA_N_IgG_18O_Deglycosylated.raw: Command '['aria2c', '-x', '16', '-s', '16', '-j', '1', '-c', '--file-allocation=none', '--max-tries=10', '--retry-wait=5', '--timeout=600', '-d', '/mnt/storage_1/HAMLET/spectral_files/PXD047910', '-o', '20230802_HCA_N_IgG_18O_Deglycosylated.raw', 'ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/05/PXD047910/20230802_HCA_N_IgG_18O_Deglycosylated.raw']' returned non-zero exit status 1.
PXD048381	/mnt/storage_1/HAMLET/work/3a/f32c7d2909a3a33596ea2ba8ca34fe	download_command_failed	WARNING: Download failed for Leia_20231127_KF_BSA_MerckMucus_3.raw: Command '['aria2c', '-x', '16', '-s', '16', '-j', '1', '-c', '--file-allocation=none', '--max-tries=10', '--retry-wait=5', '--timeout=600', '-d', '/mnt/storage_1/HAMLET/spectral_files/PXD048381', '-o', 'Leia_20231127_KF_BSA_MerckMucus_3.raw', 'ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/07/PXD048381/Leia_20231127_KF_BSA_MerckMucus_3.raw']' returned non-zero exit status 1.
PXD048451	/mnt/storage_1/HAMLET/work/0d/aacfbfdaf248f60f9bf3a06295eb54	download_command_failed	WARNING: Download failed for YAS202304100085_1_HUMAN_HUCCT1_IP_IGG.raw: Command '['aria2c', '-x', '16', '-s', '16', '-j', '1', '-c', '--file-allocation=none', '--max-tries=10', '--retry-wait=5', '--timeout=600', '-d', '/mnt/storage_1/HAMLET/spectral_files/PXD048451', '-o', 'YAS202304100085_1_HUMAN_HUCCT1_IP_IGG.raw', 'ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/08/PXD048451/YAS202304100085_1_HUMAN_HUCCT1_IP_IGG.raw']' returned non-zero exit status 1.
PXD048763	/mnt/storage_1/HAMLET/work/9b/7b7c11cb466c6fa96358e59b4a815b	download_command_failed	WARNING: Download failed for QEplus036111.raw: Command '['aria2c', '-x', '16', '-s', '16', '-j', '1', '-c', '--file-allocation=none', '--max-tries=10', '--retry-wait=5', '--timeout=600', '-d', '/mnt/storage_1/HAMLET/spectral_files/PXD048763', '-o', 'QEplus036111.raw', 'ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/05/PXD048763/QEplus036111.raw']' returned non-zero exit status 1.
PXD050085	/mnt/storage_1/HAMLET/work/d0/2d89980e2688a4a34b7f71bec773de	download_command_failed	WARNING: Download failed for q231002_EH1863_01.raw: Command '['aria2c', '-x', '16', '-s', '16', '-j', '1', '-c', '--file-allocation=none', '--max-tries=10', '--retry-wait=5', '--timeout=600', '-d', '/mnt/storage_1/HAMLET/spectral_files/PXD050085', '-o', 'q231002_EH1863_01.raw', 'ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/06/PXD050085/q231002_EH1863_01.raw']' returned non-zero exit status 1.
PXD050400	/mnt/storage_1/HAMLET/work/2d/398533571ddec1a09856bdec1c0d1a	download_command_failed	WARNING: Download failed for 29022020_Fusion_MASSFIITB_2068_Replicate2_IR_GCN5_IP.raw: Command '['aria2c', '-x', '16', '-s', '16', '-j', '1', '-c', '--file-allocation=none', '--max-tries=10', '--retry-wait=5', '--timeout=600', '-d', '/mnt/storage_1/HAMLET/spectral_files/PXD050400', '-o', '29022020_Fusion_MASSFIITB_2068_Replicate2_IR_GCN5_IP.raw', 'ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD050400/29022020_Fusion_MASSFIITB_2068_Replicate2_IR_GCN5_IP.raw']' returned non-zero exit status 1.
PXD050745	/mnt/storage_1/HAMLET/work/4b/6718a20d87022caa8e27465fb2273d	download_command_failed	WARNING: Download failed for RF014DI_LM.raw: Command '['aria2c', '-x', '16', '-s', '16', '-j', '1', '-c', '--file-allocation=none', '--max-tries=10', '--retry-wait=5', '--timeout=600', '-d', '/mnt/storage_1/HAMLET/spectral_files/PXD050745', '-o', 'RF014DI_LM.raw', 'ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD050745/RF014DI_LM.raw']' returned non-zero exit status 1.
PXD050244	/mnt/storage_1/HAMLET/work/de/f9f65d3086eb88178680085410cd0a	download_command_failed	WARNING: Download failed for 20210902_Premi_IP_FT_Fractionation_3.raw: Command '['aria2c', '-x', '16', '-s', '16', '-j', '1', '-c', '--file-allocation=none', '--max-tries=10', '--retry-wait=5', '--timeout=600', '-d', '/mnt/storage_1/HAMLET/spectral_files/PXD050244', '-o', '20210902_Premi_IP_FT_Fractionation_3.raw', 'ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD050244/20210902_Premi_IP_FT_Fractionation_3.raw']' returned non-zero exit status 1.
PXD051954	/mnt/storage_1/HAMLET/work/c0/f51c68df053a5949a24dbf9e530093	download_command_failed	WARNING: Download failed for 20240412_HEK293T_IP.raw: Command '['aria2c', '-x', '16', '-s', '16', '-j', '1', '-c', '--file-allocation=none', '--max-tries=10', '--retry-wait=5', '--timeout=600', '-d', '/mnt/storage_1/HAMLET/spectral_files/PXD051954', '-o', '20240412_HEK293T_IP.raw', 'ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD051954/20240412_HEK293T_IP.raw']' returned non-zero exit status 1.
PXD051371	/mnt/storage_1/HAMLET/work/39/880d8dc1f68868fa1b33a4629aa7f2	download_command_failed	WARNING: Download failed for 77773-NC_IgG.raw: Command '['aria2c', '-x', '16', '-s', '16', '-j', '1', '-c', '--file-allocation=none', '--max-tries=10', '--retry-wait=5', '--timeout=600', '-d', '/mnt/storage_1/HAMLET/spectral_files/PXD051371', '-o', '77773-NC_IgG.raw', 'ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD051371/77773-NC_IgG.raw']' returned non-zero exit status 1.
PXD052214	/mnt/storage_1/HAMLET/work/78/f2e15fce88df2abb8f9b46dbf710a6	download_command_failed	WARNING: Download failed for RD174GP_Dyrk1b-KO.raw: Command '['aria2c', '-x', '16', '-s', '16', '-j', '1', '-c', '--file-allocation=none', '--max-tries=10', '--retry-wait=5', '--timeout=600', '-d', '/mnt/storage_1/HAMLET/spectral_files/PXD052214', '-o', 'RD174GP_Dyrk1b-KO.raw', 'ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD052214/RD174GP_Dyrk1b-KO.raw']' returned non-zero exit status 1.
PXD052900	/mnt/storage_1/HAMLET/work/36/9d529d5424c9eedce951ea9880bb2c	download_command_failed	WARNING: Download failed for Lampyris_TopDown_OrbitrapResults_Q2_ColID_289_2685_05.raw: Command '['aria2c', '-x', '16', '-s', '16', '-j', '1', '-c', '--file-allocation=none', '--max-tries=10', '--retry-wait=5', '--timeout=600', '-d', '/mnt/storage_1/HAMLET/spectral_files/PXD052900', '-o', 'Lampyris_TopDown_OrbitrapResults_Q2_ColID_289_2685_05.raw', 'ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/07/PXD052900/Lampyris_TopDown_OrbitrapResults_Q2_ColID_289_2685_05.raw']' returned non-zero exit status 1.
PXD053088	/mnt/storage_1/HAMLET/work/c7/7a488612bf55aefd45c784cc6dd703	download_command_failed	WARNING: Download failed for ySGCs_2_rich.raw: Command '['aria2c', '-x', '16', '-s', '16', '-j', '1', '-c', '--file-allocation=none', '--max-tries=10', '--retry-wait=5', '--timeout=600', '-d', '/mnt/storage_1/HAMLET/spectral_files/PXD053088', '-o', 'ySGCs_2_rich.raw', 'ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/08/PXD053088/ySGCs_2_rich.raw']' returned non-zero exit status 1.
PXD053091	/mnt/storage_1/HAMLET/work/a0/fd111923c7e483a0e5ed56b6bf2ebd	download_command_failed	WARNING: Download failed for mSGCs_1.raw: Command '['aria2c', '-x', '16', '-s', '16', '-j', '1', '-c', '--file-allocation=none', '--max-tries=10', '--retry-wait=5', '--timeout=600', '-d', '/mnt/storage_1/HAMLET/spectral_files/PXD053091', '-o', 'mSGCs_1.raw', 'ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/08/PXD053091/mSGCs_1.raw']' returned non-zero exit status 1.
PXD053353	/mnt/storage_1/HAMLET/work/10/b5f5e462ff7d07ac4c2baf15dcbf3b	download_command_failed	WARNING: Download failed for 1_Vec.raw: Command '['aria2c', '-x', '16', '-s', '16', '-j', '1', '-c', '--file-allocation=none', '--max-tries=10', '--retry-wait=5', '--timeout=600', '-d', '/mnt/storage_1/HAMLET/spectral_files/PXD053353', '-o', '1_Vec.raw', 'ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD053353/1_Vec.raw']' returned non-zero exit status 1.
PXD055868	/mnt/storage_1/HAMLET/work/40/4e9b72068131cb6d75561a3529cc68	download_command_failed	WARNING: Download failed for SD300LQ_UC3_non.raw: Command '['aria2c', '-x', '16', '-s', '16', '-j', '1', '-c', '--file-allocation=none', '--max-tries=10', '--retry-wait=5', '--timeout=600', '-d', '/mnt/storage_1/HAMLET/spectral_files/PXD055868', '-o', 'SD300LQ_UC3_non.raw', 'ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD055868/SD300LQ_UC3_non.raw']' returned non-zero exit status 1.
PXD055950	/mnt/storage_1/HAMLET/work/92/adb7b10d8b902ecb7679e39d8836b6	download_command_failed	WARNING: Download failed for xb10551.raw: Command '['aria2c', '-x', '16', '-s', '16', '-j', '1', '-c', '--file-allocation=none', '--max-tries=10', '--retry-wait=5', '--timeout=600', '-d', '/mnt/storage_1/HAMLET/spectral_files/PXD055950', '-o', 'xb10551.raw', 'ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/01/PXD055950/xb10551.raw']' returned non-zero exit status 1.
PXD063163	/mnt/storage_1/HAMLET/work/9f/db6a890e335bcfd9bd61ef80a004a6	download_command_failed	WARNING: Download failed for 3.raw: Command '['aria2c', '-x', '16', '-s', '16', '-j', '1', '-c', '--file-allocation=none', '--max-tries=10', '--retry-wait=5', '--timeout=600', '-d', '/mnt/storage_1/HAMLET/spectral_files/PXD063163', '-o', '3.raw', 'ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/12/PXD063163/3.raw']' returned non-zero exit status 1.
PXD064366	/mnt/storage_1/HAMLET/work/97/7da3fdbdb6926ae1fcec3dbee9bba1	download_command_failed	WARNING: Download failed for Larval_shell.raw: Command '['aria2c', '-x', '16', '-s', '16', '-j', '1', '-c', '--file-allocation=none', '--max-tries=10', '--retry-wait=5', '--timeout=600', '-d', '/mnt/storage_1/HAMLET/spectral_files/PXD064366', '-o', 'Larval_shell.raw', 'ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PXD064366/Larval_shell.raw']' returned non-zero exit status 1.
PXD064331	/mnt/storage_1/HAMLET/work/6b/000d773b8f7d4e18961265117f67b3	download_command_failed	WARNING: Download failed for 95D-CDCP1-IP-HILIC.raw: Command '['aria2c', '-x', '16', '-s', '16', '-j', '1', '-c', '--file-allocation=none', '--max-tries=10', '--retry-wait=5', '--timeout=600', '-d', '/mnt/storage_1/HAMLET/spectral_files/PXD064331', '-o', '95D-CDCP1-IP-HILIC.raw', 'ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/08/PXD064331/95D-CDCP1-IP-HILIC.raw']' returned non-zero exit status 1.
PXD065314	/mnt/storage_1/HAMLET/work/4c/552c6d95245bd88a08bedc5ac4b7a8	download_command_failed	WARNING: Download failed for Zelda_191107_P1130_MR_PJ_Sample5_T_R1.raw: Command '['aria2c', '-x', '16', '-s', '16', '-j', '1', '-c', '--file-allocation=none', '--max-tries=10', '--retry-wait=5', '--timeout=600', '-d', '/mnt/storage_1/HAMLET/spectral_files/PXD065314', '-o', 'Zelda_191107_P1130_MR_PJ_Sample5_T_R1.raw', 'ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/09/PXD065314/Zelda_191107_P1130_MR_PJ_Sample5_T_R1.raw']' returned non-zero exit status 1.
PXD065770	/mnt/storage_1/HAMLET/work/5c/d95fc2f20b3d9729193e9edd4595cd	download_command_failed	WARNING: Download failed for IP.raw: Command '['aria2c', '-x', '16', '-s', '16', '-j', '1', '-c', '--file-allocation=none', '--max-tries=10', '--retry-wait=5', '--timeout=600', '-d', '/mnt/storage_1/HAMLET/spectral_files/PXD065770', '-o', 'IP.raw', 'ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PXD065770/IP.raw']' returned non-zero exit status 1.
