accession,existing_PRIDE_SDRF
PXD023860,False
PXD023861,False
PXD023862,False
PXD023865,False
PXD023866,False
PXD023867,False
PXD023868,False
PXD023871,False
PXD023872,False
PXD023873,False
PXD023875,False
PXD023876,False
PXD023877,False
PXD023878,False
PXD023879,False
PXD023881,False
PXD023882,False
PXD023884,False
PXD023885,False
PXD023889,False
PXD023890,False
PXD023891,False
PXD023892,False
PXD023902,False
PXD023903,False
PXD023904,False
PXD023906,False
PXD023907,False
PXD023909,False
PXD023910,False
PXD023911,False
PXD023912,False
PXD023913,False
PXD023915,False
PXD023920,False
PXD023921,False
PXD023922,False
PXD023923,False
PXD023931,False
PXD023932,False
PXD023933,False
PXD023934,False
PXD023935,False
PXD023936,False
PXD023937,False
PXD023938,False
PXD023939,False
PXD023940,False
PXD023942,False
PXD023943,False
PXD023945,False
PXD023951,False
PXD023952,False
PXD023954,False
PXD023955,False
PXD023956,False
PXD023957,False
PXD023959,False
PXD023960,False
PXD023961,False
PXD023962,False
PXD023963,False
PXD023964,False
PXD023965,False
PXD023966,False
PXD023967,False
PXD023970,False
PXD023971,False
PXD023973,False
PXD023974,False
PXD023975,False
PXD023976,False
PXD023977,False
PXD023978,False
PXD023979,False
PXD023983,False
PXD023984,False
PXD023985,False
PXD023986,False
PXD023988,False
PXD023989,False
PXD023990,False
PXD023992,False
PXD023993,False
PXD023994,False
PXD023995,False
PXD023996,False
PXD023998,False
PXD023999,False
PXD024000,False
PXD024001,False
PXD024002,False
PXD024003,False
PXD024004,False
PXD024005,False
PXD024009,False
PXD024010,False
PXD024011,False
PXD024012,False
PXD024014,False
PXD024015,False
PXD024017,False
PXD024018,False
PXD024019,False
PXD024020,False
PXD024021,False
PXD024022,False
PXD024023,False
PXD024026,False
PXD024031,False
PXD024033,False
PXD024034,False
PXD024035,False
PXD024036,False
PXD024037,False
PXD024038,False
PXD024039,False
PXD024040,False
PXD024041,False
PXD024043,False
PXD024044,False
PXD024045,False
PXD024046,False
PXD024050,False
PXD024051,False
PXD024052,False
PXD024053,False
PXD024054,False
PXD024056,False
PXD024058,False
PXD024059,False
PXD024060,False
PXD024061,False
PXD024063,False
PXD024065,False
PXD024066,False
PXD024067,False
PXD024068,False
PXD024072,False
PXD024074,False
PXD024075,False
PXD024077,False
PXD024083,False
PXD024084,False
PXD024085,False
PXD024086,False
PXD024087,False
PXD024088,False
PXD024089,False
PXD024090,False
PXD024091,False
PXD024093,False
PXD024094,False
PXD024095,False
PXD024096,False
PXD024101,False
PXD024102,False
PXD024103,False
PXD024106,False
PXD024107,False
PXD024108,False
PXD024109,False
PXD024110,False
PXD024111,False
PXD024112,False
PXD024113,False
PXD024114,False
PXD024115,False
PXD024116,False
PXD024119,False
PXD024120,False
PXD024121,False
PXD024122,False
PXD024123,False
PXD024124,False
PXD024126,False
PXD024127,False
PXD024131,False
PXD024132,False
PXD024133,False
PXD024134,False
PXD024135,False
PXD024138,False
PXD024139,False
PXD024140,False
PXD024141,False
PXD024143,False
PXD024144,False
PXD024149,False
PXD024150,False
PXD024151,False
PXD024152,False
PXD024153,False
PXD024154,False
PXD024155,False
PXD024156,False
PXD024158,False
PXD024159,False
PXD024160,False
PXD024161,False
PXD024162,False
PXD024164,False
PXD024166,False
PXD024168,False
PXD024169,False
PXD024174,False
PXD024175,False
PXD024176,False
PXD024177,False
PXD024178,False
PXD024180,False
PXD024182,False
PXD024183,False
PXD024186,False
PXD024188,False
PXD024190,False
PXD024191,False
PXD024192,False
PXD024193,False
PXD024194,False
PXD024195,False
PXD024196,False
PXD024197,False
PXD024198,False
PXD024200,False
PXD024201,False
PXD024202,False
PXD024203,False
PXD024204,False
PXD024205,False
PXD024206,False
PXD024210,False
PXD024211,False
PXD024212,False
PXD024214,False
PXD024216,False
PXD024217,False
PXD024218,False
PXD024219,False
PXD024220,False
PXD024221,False
PXD024222,False
PXD024223,False
PXD024227,False
PXD024229,False
PXD024230,False
PXD024231,False
PXD024232,False
PXD024233,False
PXD024234,False
PXD024235,False
PXD024236,False
PXD024237,False
PXD024239,False
PXD024241,False
PXD024242,False
PXD024243,False
PXD024244,False
PXD024250,False
PXD024251,False
PXD024253,False
PXD024254,False
PXD024258,False
PXD024259,False
PXD024275,False
PXD024276,False
PXD024278,False
PXD024279,False
PXD024280,False
PXD024281,False
PXD024282,False
PXD024284,False
PXD024285,False
PXD024286,False
PXD024287,False
PXD024288,False
PXD024290,False
PXD024291,False
PXD024292,False
PXD024293,False
PXD024294,False
PXD024295,False
PXD024296,False
PXD024298,False
PXD024300,False
PXD024301,False
PXD024304,False
PXD024305,True
PXD024308,False
PXD024309,False
PXD024312,False
PXD024316,False
PXD024317,False
PXD024319,False
PXD024320,False
PXD024321,False
PXD024322,False
PXD024323,False
PXD024324,False
PXD024325,False
PXD024326,False
PXD024327,False
PXD024328,False
PXD024329,False
PXD024330,False
PXD024331,False
PXD024332,False
PXD024335,False
PXD024336,False
PXD024337,False
PXD024338,False
PXD024339,False
PXD024340,False
PXD024341,False
PXD024342,False
PXD024343,False
PXD024345,False
PXD024346,False
PXD024347,False
PXD024349,False
PXD024350,False
PXD024351,False
PXD024352,False
PXD024353,False
PXD024354,False
PXD024355,False
PXD024356,False
PXD024358,False
PXD024359,False
PXD024361,False
PXD024362,False
PXD024365,False
PXD024366,False
PXD024367,False
PXD024368,False
PXD024369,False
PXD024373,False
PXD024375,False
PXD024378,False
PXD024379,False
PXD024380,False
PXD024381,False
PXD024383,False
PXD024385,False
PXD024387,False
PXD024388,False
PXD024389,False
PXD024392,False
PXD024393,False
PXD024397,False
PXD024398,False
PXD024399,False
PXD024400,False
PXD024401,False
PXD024405,False
PXD024407,False
PXD024412,False
PXD024415,False
PXD024417,False
PXD024418,False
PXD024419,False
PXD024420,False
PXD024421,False
PXD024422,False
PXD024423,False
PXD024425,False
PXD024426,False
PXD024427,False
PXD024428,False
PXD024432,False
PXD024433,False
PXD024434,False
PXD024435,False
PXD024436,False
PXD024438,False
PXD024439,False
PXD024441,False
PXD024442,False
PXD024443,False
PXD024444,False
PXD024445,False
PXD024446,False
PXD024447,False
PXD024448,False
PXD024449,False
PXD024454,False
PXD024455,False
PXD024456,False
PXD024457,False
PXD024458,False
PXD024459,False
PXD024461,False
PXD024462,False
PXD024464,False
PXD024469,False
PXD024478,False
PXD024479,False
PXD024480,False
PXD024481,False
PXD024482,False
PXD024483,False
PXD024484,False
PXD024485,False
PXD024486,False
PXD024487,False
PXD024488,False
PXD024489,False
PXD024490,False
PXD024491,False
PXD024492,False
PXD024493,False
PXD024494,False
PXD024496,False
PXD024498,False
PXD024500,False
PXD024501,False
PXD024502,False
PXD024508,False
PXD024509,False
PXD024510,False
PXD024512,False
PXD024513,False
PXD024517,False
PXD024519,False
PXD024521,False
PXD024522,False
PXD024524,False
PXD024525,False
PXD024526,False
PXD024527,False
PXD024528,False
PXD024538,False
PXD024539,False
PXD024540,False
PXD024541,False
PXD024543,False
PXD024544,False
PXD024546,False
PXD024547,False
PXD024548,False
PXD024549,False
PXD024550,False
PXD024551,False
PXD024552,False
PXD024554,False
PXD024555,False
PXD024556,False
PXD024562,False
PXD024563,False
PXD024564,False
PXD024565,False
PXD024566,False
PXD024569,False
PXD024573,False
PXD024574,False
PXD024577,False
PXD024578,False
PXD024579,False
PXD024581,False
PXD024582,False
PXD024583,False
PXD024584,False
PXD024585,False
PXD024588,False
PXD024589,False
PXD024590,False
PXD024591,False
PXD024592,False
PXD024594,False
PXD024599,False
PXD024601,False
PXD024602,False
PXD024603,False
PXD024604,False
PXD024605,False
PXD024606,False
PXD024607,False
PXD024608,False
PXD024609,False
PXD024610,False
PXD024620,False
PXD024621,False
PXD024622,False
PXD024624,False
PXD024625,False
PXD024626,False
PXD024627,False
PXD024628,False
PXD024629,False
PXD024630,False
PXD024631,False
PXD024632,False
PXD024633,False
PXD024634,False
PXD024636,False
PXD024637,False
PXD024638,False
PXD024639,False
PXD024640,False
PXD024641,False
PXD024642,False
PXD024643,False
PXD024644,False
PXD024645,False
PXD024647,False
PXD024649,False
PXD024655,False
PXD024656,False
PXD024657,False
PXD024658,False
PXD024659,False
PXD024661,False
PXD024662,False
PXD024663,False
PXD024664,False
PXD024665,False
PXD024666,False
PXD024669,False
PXD024670,False
PXD024671,False
PXD024672,False
PXD024673,False
PXD024674,False
PXD024675,False
PXD024679,False
PXD024680,False
PXD024682,False
PXD024683,False
PXD024684,False
PXD024685,False
PXD024687,False
PXD024688,False
PXD024689,False
PXD024690,False
PXD024691,False
PXD024692,False
PXD024693,False
PXD024694,False
PXD024695,False
PXD024696,False
PXD024698,False
PXD024700,False
PXD024701,False
PXD024702,False
PXD024707,False
PXD024708,False
PXD024714,False
PXD024715,False
PXD024716,False
PXD024717,False
PXD024718,False
PXD024720,False
PXD024721,False
PXD024723,False
PXD024724,False
PXD024725,False
PXD024726,False
PXD024727,False
PXD024728,False
PXD024729,False
PXD024730,False
PXD024731,False
PXD024733,False
PXD024734,False
PXD024735,False
PXD024736,False
PXD024737,False
PXD024739,False
PXD024742,False
PXD024743,False
PXD024744,False
PXD024745,False
PXD024746,False
PXD024747,False
PXD024748,False
PXD024749,False
PXD024756,False
PXD024759,False
PXD024760,False
PXD024762,False
PXD024763,False
PXD024764,False
PXD024766,False
PXD024767,False
PXD024768,False
PXD024769,False
PXD024770,False
PXD024771,False
PXD024780,False
PXD024782,False
PXD024784,False
PXD024786,False
PXD024788,False
PXD024789,False
PXD024790,False
PXD024791,False
PXD024792,False
PXD024794,False
PXD024795,False
PXD024796,False
PXD024799,False
PXD024800,False
PXD024802,False
PXD024803,False
PXD024804,False
PXD024806,False
PXD024807,False
PXD024808,False
PXD024809,False
PXD024813,False
PXD024815,False
PXD024816,False
PXD024819,True
PXD024820,False
PXD024821,False
PXD024822,False
PXD024829,False
PXD024830,False
PXD024832,False
PXD024833,False
PXD024835,False
PXD024836,False
PXD024837,False
PXD024838,False
PXD024840,False
PXD024844,False
PXD024845,False
PXD024846,False
PXD024847,False
PXD024848,False
PXD024849,False
PXD024850,False
PXD024851,False
PXD024852,False
PXD024869,False
PXD024870,False
PXD024871,False
PXD024872,False
PXD024873,False
PXD024874,False
PXD024883,False
PXD024887,False
PXD024888,False
PXD024889,False
PXD024890,False
PXD024891,False
PXD024893,False
PXD024898,False
PXD024902,False
PXD024904,False
PXD024905,False
PXD024906,False
PXD024909,False
PXD024910,False
PXD024912,False
PXD024913,False
PXD024914,False
PXD024915,False
PXD024916,False
PXD024917,False
PXD024918,False
PXD024919,False
PXD024921,False
PXD024927,False
PXD024929,False
PXD024933,False
PXD024934,False
PXD024935,False
PXD024937,False
PXD024939,False
PXD024940,False
PXD024942,False
PXD024944,False
PXD024945,False
PXD024946,False
PXD024947,False
PXD024949,False
PXD024951,False
PXD024952,False
PXD024953,False
PXD024955,False
PXD024957,False
PXD024959,False
PXD024964,False
PXD024965,False
PXD024966,False
PXD024967,False
PXD024968,False
PXD024974,False
PXD024975,False
PXD024978,False
PXD024981,False
PXD024983,False
PXD024984,False
PXD024988,False
PXD024989,False
PXD024990,False
PXD024991,False
PXD024992,False
PXD024993,False
PXD024995,False
PXD024996,False
PXD024997,False
PXD024998,False
PXD024999,False
PXD025000,False
PXD025001,False
PXD025002,False
PXD025003,False
PXD025004,False
PXD025005,False
PXD025006,False
PXD025008,False
PXD025009,False
PXD025011,False
PXD025012,False
PXD025013,False
PXD025018,False
PXD025019,False
PXD025020,False
PXD025022,False
PXD025024,False
PXD025025,False
PXD025026,False
PXD025027,False
PXD025028,False
PXD025029,False
PXD025030,False
PXD025032,False
PXD025046,False
PXD025047,False
PXD025048,False
PXD025050,False
PXD025051,False
PXD025052,False
PXD025053,False
PXD025054,False
PXD025055,False
PXD025057,False
PXD025060,False
PXD025061,False
PXD025062,False
PXD025063,False
PXD025064,False
PXD025066,False
PXD025067,False
PXD025068,False
PXD025069,False
PXD025072,False
PXD025073,False
PXD025075,False
PXD025076,False
PXD025077,False
PXD025078,False
PXD025079,False
PXD025080,False
PXD025081,False
PXD025085,False
PXD025087,False
PXD025088,False
PXD025092,False
PXD025093,False
PXD025094,False
PXD025095,False
PXD025096,False
PXD025097,False
PXD025099,False
PXD025101,False
PXD025102,False
PXD025103,False
PXD025105,False
PXD025106,False
PXD025107,False
PXD025108,False
PXD025109,False
PXD025110,False
PXD025111,False
PXD025121,False
PXD025122,False
PXD025123,False
PXD025125,False
PXD025126,False
PXD025127,False
PXD025128,False
PXD025130,False
PXD025131,False
PXD025132,False
PXD025133,False
PXD025134,False
PXD025138,False
PXD025139,False
PXD025140,False
PXD025141,False
PXD025142,False
PXD025145,False
PXD025146,False
PXD025149,False
PXD025150,False
PXD025152,False
PXD025153,False
PXD025154,False
PXD025155,False
PXD025164,False
PXD025166,False
PXD025167,False
PXD025169,False
PXD025170,False
PXD025171,False
PXD025172,False
PXD025173,False
PXD025174,False
PXD025175,False
PXD025176,False
PXD025177,False
PXD025179,False
PXD025180,False
PXD025181,False
PXD025182,False
PXD025184,False
PXD025185,False
PXD025186,False
PXD025187,False
PXD025188,False
PXD025190,False
PXD025191,False
PXD025192,False
PXD025193,False
PXD025194,False
PXD025195,False
PXD025196,False
PXD025201,False
PXD025202,False
PXD025203,False
PXD025204,False
PXD025207,False
PXD025208,False
PXD025209,False
PXD025210,False
PXD025212,False
PXD025213,False
PXD025214,False
PXD025216,False
PXD025217,False
PXD025218,False
PXD025219,False
PXD025220,False
PXD025222,False
PXD025223,True
PXD025224,False
PXD025225,False
PXD025226,False
PXD025227,False
PXD025228,False
PXD025229,False
PXD025230,False
PXD025231,False
PXD025232,False
PXD025233,False
PXD025234,False
PXD025235,False
PXD025236,False
PXD025237,False
PXD025238,False
PXD025239,False
PXD025240,False
PXD025241,False
PXD025242,False
PXD025243,False
PXD025245,False
PXD025247,False
PXD025248,False
PXD025251,False
PXD025255,False
PXD025257,False
PXD025258,False
PXD025259,False
PXD025261,False
PXD025262,False
PXD025263,False
PXD025264,False
PXD025265,False
PXD025267,False
PXD025268,False
PXD025269,False
PXD025271,False
PXD025272,False
PXD025273,False
PXD025274,False
PXD025275,False
PXD025276,False
PXD025277,False
PXD025278,False
PXD025279,False
PXD025280,False
PXD025281,False
PXD025284,False
PXD025285,False
PXD025286,False
PXD025287,False
PXD025289,False
PXD025290,False
PXD025292,False
PXD025293,False
PXD025294,False
PXD025295,False
PXD025297,False
PXD025298,False
PXD025299,False
PXD025300,False
PXD025301,False
PXD025302,False
PXD025304,False
PXD025305,False
PXD025308,False
PXD025314,False
PXD025315,False
PXD025316,False
PXD025319,False
PXD025320,False
PXD025321,False
PXD025325,False
PXD025327,False
PXD025328,False
PXD025329,False
PXD025330,False
PXD025331,False
PXD025332,False
PXD025334,False
PXD025336,False
PXD025337,False
PXD025338,False
PXD025339,False
PXD025343,False
PXD025344,False
PXD025345,False
PXD025346,False
PXD025349,False
PXD025351,False
PXD025356,False
PXD025357,False
PXD025358,False
PXD025359,False
PXD025360,False
PXD025361,False
PXD025362,False
PXD025363,False
PXD025364,False
PXD025365,False
PXD025366,False
PXD025367,False
PXD025369,False
PXD025370,False
PXD025371,False
PXD025373,False
PXD025374,False
PXD025375,False
PXD025376,False
PXD025383,False
PXD025384,False
PXD025385,False
PXD025386,False
PXD025387,False
PXD025389,False
PXD025390,False
PXD025391,False
PXD025393,False
PXD025394,False
PXD025396,False
PXD025397,False
PXD025398,False
PXD025399,False
PXD025400,False
PXD025401,False
PXD025405,False
PXD025407,False
PXD025408,False
PXD025409,False
PXD025410,False
PXD025411,False
PXD025412,False
PXD025413,False
PXD025414,False
PXD025415,False
PXD025418,False
PXD025422,False
PXD025423,False
PXD025430,False
PXD025431,False
PXD025432,False
PXD025434,False
PXD025435,False
PXD025436,False
PXD025437,False
PXD025439,False
PXD025440,False
PXD025442,False
PXD025443,False
PXD025453,False
PXD025455,False
PXD025456,False
PXD025457,False
PXD025459,False
PXD025460,False
PXD025462,False
PXD025463,False
PXD025466,False
PXD025468,False
PXD025469,False
PXD025470,False
PXD025471,False
PXD025472,False
PXD025474,False
PXD025475,False
PXD025478,False
PXD025480,False
PXD025481,False
PXD025482,False
PXD025483,False
PXD025484,False
PXD025485,False
PXD025486,False
PXD025488,False
PXD025489,False
PXD025490,False
PXD025491,False
PXD025492,False
PXD025493,False
PXD025496,False
PXD025499,False
PXD025503,False
PXD025504,False
PXD025505,False
PXD025506,False
PXD025507,False
PXD025508,False
PXD025510,False
PXD025512,False
PXD025515,False
PXD025516,False
PXD025518,False
PXD025519,False
PXD025520,False
PXD025522,False
PXD025523,False
PXD025527,False
PXD025531,False
PXD025534,False
PXD025535,False
PXD025537,False
PXD025547,False
PXD025548,False
PXD025551,False
PXD025552,False
PXD025554,False
PXD025555,False
PXD025556,False
PXD025558,False
PXD025559,False
PXD025560,False
PXD025561,False
PXD025562,False
PXD025568,False
PXD025569,False
PXD025571,False
PXD025573,False
PXD025574,False
PXD025575,False
PXD025576,False
PXD025579,False
PXD025581,False
PXD025582,False
PXD025585,False
PXD025586,False
PXD025587,False
PXD025588,False
PXD025589,False
PXD025590,False
PXD025591,False
PXD025592,False
PXD025593,False
PXD025594,False
PXD025595,False
PXD025596,False
PXD025597,False
PXD025600,False
PXD025614,False
PXD025615,False
PXD025616,False
PXD025617,False
PXD025618,False
PXD025620,False
PXD025621,False
PXD025622,False
PXD025623,False
PXD025625,False
PXD025626,False
PXD025628,False
PXD025629,False
PXD025631,False
PXD025632,False
PXD025633,False
PXD025634,False
PXD025636,False
PXD025638,False
PXD025639,False
PXD025640,False
PXD025641,False
PXD025642,False
PXD025644,False
PXD025649,False
PXD025651,False
PXD025652,False
PXD025655,False
PXD025657,False
PXD025658,False
PXD025659,False
PXD025660,False
PXD025661,False
PXD025662,False
PXD025663,False
PXD025671,False
PXD025673,False
PXD025674,False
PXD025675,False
PXD025676,False
PXD025680,False
PXD025681,False
PXD025682,False
PXD025683,False
PXD025685,False
PXD025686,False
PXD025687,False
PXD025688,False
PXD025689,False
PXD025690,False
PXD025691,False
PXD025693,False
PXD025694,False
PXD025700,False
PXD025701,False
PXD025702,False
PXD025703,False
PXD025704,False
PXD025705,False
PXD025706,False
PXD025709,False
PXD025710,False
PXD025711,False
PXD025712,False
PXD025715,False
PXD025716,False
PXD025717,False
PXD025718,False
PXD025725,False
PXD025726,False
PXD025727,False
PXD025728,False
PXD025729,False
PXD025730,False
PXD025732,False
PXD025734,False
PXD025736,False
PXD025737,False
PXD025738,False
PXD025739,False
PXD025743,False
PXD025744,False
PXD025745,False
PXD025746,False
PXD025751,False
PXD025752,False
PXD025753,False
PXD025754,False
PXD025756,False
PXD025757,False
PXD025759,False
PXD025761,False
PXD025763,False
PXD025764,False
PXD025765,False
PXD025766,False
PXD025767,False
PXD025769,False
PXD025770,False
PXD025771,False
PXD025773,False
PXD025774,False
PXD025775,False
PXD025776,False
PXD025777,False
PXD025778,False
PXD025779,False
PXD025780,False
PXD025781,False
PXD025782,False
PXD025783,False
PXD025784,False
PXD025785,False
PXD025786,False
PXD025791,False
PXD025792,False
PXD025796,False
PXD025798,False
PXD025800,False
PXD025802,False
PXD025803,False
PXD025805,False
PXD025807,False
PXD025808,False
PXD025809,False
PXD025817,False
PXD025818,False
PXD025819,False
PXD025820,False
PXD025821,False
PXD025822,False
PXD025826,False
PXD025827,False
PXD025828,False
PXD025829,False
PXD025830,False
PXD025832,False
PXD025833,False
PXD025835,False
PXD025836,False
PXD025837,False
PXD025838,False
PXD025841,False
PXD025842,False
PXD025843,False
PXD025848,False
PXD025849,False
PXD025850,False
PXD025851,False
PXD025852,False
PXD025853,False
PXD025854,False
PXD025856,False
PXD025858,False
PXD025859,False
PXD025860,False
PXD025861,False
PXD025862,False
PXD025863,False
PXD025864,False
PXD025866,False
PXD025867,False
PXD025868,False
PXD025869,False
PXD025870,False
PXD025872,False
PXD025873,False
PXD025874,False
PXD025875,False
PXD025876,False
PXD025877,False
PXD025878,False
PXD025881,False
PXD025882,False
PXD025883,False
PXD025884,False
PXD025885,False
PXD025886,False
PXD025887,False
PXD025888,False
PXD025890,False
PXD025891,False
PXD025892,False
PXD025893,False
PXD025894,False
PXD025896,False
PXD025897,False
PXD025898,False
PXD025899,False
PXD025900,False
PXD025902,False
PXD025903,False
PXD025906,False
PXD025907,False
PXD025910,False
PXD025911,False
PXD025912,False
PXD025913,False
PXD025914,False
PXD025915,False
PXD025922,False
PXD025923,False
PXD025924,False
PXD025925,False
PXD025926,False
PXD025928,False
PXD025929,False
PXD025930,False
PXD025931,False
PXD025933,False
PXD025934,False
PXD025935,False
PXD025936,False
PXD025939,False
PXD025940,False
PXD025955,False
PXD025956,False
PXD025957,False
PXD025959,False
PXD025961,False
PXD025965,False
PXD025966,False
PXD025967,False
PXD025968,False
PXD025969,False
PXD025970,False
PXD025971,False
PXD025973,False
PXD025974,False
PXD025978,False
PXD025979,False
PXD025980,False
PXD025982,False
PXD025986,False
PXD025993,False
PXD025994,False
PXD025995,False
PXD025996,False
PXD025997,False
PXD025998,False
PXD025999,False
PXD026002,False
PXD026003,False
PXD026010,False
PXD026012,False
PXD026014,False
PXD026015,False
PXD026016,False
PXD026017,False
PXD026019,False
PXD026020,False
PXD026035,False
PXD026036,False
PXD026037,False
PXD026038,False
PXD026039,False
PXD026042,False
PXD026044,False
PXD026045,False
PXD026046,False
PXD026047,False
PXD026048,False
PXD026049,False
PXD026051,False
PXD026053,False
PXD026054,False
PXD026056,False
PXD026057,False
PXD026058,False
PXD026060,False
PXD026062,False
PXD026063,False
PXD026064,False
PXD026066,False
PXD026067,False
PXD026068,False
PXD026071,False
PXD026072,False
PXD026073,False
PXD026076,False
PXD026077,False
PXD026078,False
PXD026079,True
PXD026080,False
PXD026081,False
PXD026082,False
PXD026085,False
PXD026086,False
PXD026089,False
PXD026090,False
PXD026091,False
PXD026092,False
PXD026093,False
PXD026095,False
PXD026096,False
PXD026098,False
PXD026099,False
PXD026100,False
PXD026101,False
PXD026102,False
PXD026103,False
PXD026104,False
PXD026105,False
PXD026110,False
PXD026111,False
PXD026112,False
PXD026115,False
PXD026116,False
PXD026117,False
PXD026118,False
PXD026120,False
PXD026121,False
PXD026123,False
PXD026124,False
PXD026125,False
PXD026126,False
PXD026127,False
PXD026128,False
PXD026129,False
PXD026130,False
PXD026131,False
PXD026132,False
PXD026133,False
PXD026134,False
PXD026135,False
PXD026136,False
PXD026137,False
PXD026138,False
PXD026139,False
PXD026140,False
PXD026141,False
PXD026142,False
PXD026143,False
PXD026144,False
PXD026145,False
PXD026146,False
PXD026147,False
PXD026148,False
PXD026149,False
PXD026150,False
PXD026151,False
PXD026152,False
PXD026153,False
PXD026154,False
PXD026155,False
PXD026156,False
PXD026157,False
PXD026158,False
PXD026159,False
PXD026160,False
PXD026161,False
PXD026162,False
PXD026163,False
PXD026164,False
PXD026165,False
PXD026166,False
PXD026167,False
PXD026168,False
PXD026169,False
PXD026170,False
PXD026171,False
PXD026172,False
PXD026173,False
PXD026174,False
PXD026175,False
PXD026176,False
PXD026177,False
PXD026178,False
PXD026181,False
PXD026182,False
PXD026183,False
PXD026184,False
PXD026189,False
PXD026190,False
PXD026191,False
PXD026192,False
PXD026193,False
PXD026194,False
PXD026196,False
PXD026197,False
PXD026200,False
PXD026202,False
PXD026203,False
PXD026212,False
PXD026213,False
PXD026214,False
PXD026216,False
PXD026217,False
PXD026218,False
PXD026219,False
PXD026220,False
PXD026222,False
PXD026223,False
PXD026225,False
PXD026226,False
PXD026227,False
PXD026228,False
PXD026229,False
PXD026237,False
PXD026238,False
PXD026239,False
PXD026243,False
PXD026244,False
PXD026246,False
PXD026252,False
PXD026253,False
PXD026257,False
PXD026258,False
PXD026260,False
PXD026263,False
PXD026264,False
PXD026272,False
PXD026273,False
PXD026274,False
PXD026276,False
PXD026277,False
PXD026278,False
PXD026279,False
PXD026280,False
PXD026281,False
PXD026282,False
PXD026283,False
PXD026286,False
PXD026287,True
PXD026288,False
PXD026289,False
PXD026292,False
PXD026293,False
PXD026296,False
PXD026297,False
PXD026299,False
PXD026300,False
PXD026301,False
PXD026302,False
PXD026303,False
PXD026304,False
PXD026306,False
PXD026307,False
PXD026309,False
PXD026310,False
PXD026311,False
PXD026313,False
PXD026315,False
PXD026316,False
PXD026322,False
PXD026323,False
PXD026327,False
PXD026329,False
PXD026330,False
PXD026331,False
PXD026332,False
PXD026333,False
PXD026335,False
PXD026339,False
PXD026340,False
PXD026341,False
PXD026342,False
PXD026343,False
PXD026347,False
PXD026348,False
PXD026350,False
PXD026352,False
PXD026353,False
PXD026367,False
PXD026369,False
PXD026370,False
PXD026371,False
PXD026372,False
PXD026373,False
PXD026374,False
PXD026377,False
PXD026378,False
PXD026379,False
PXD026380,False
PXD026381,False
PXD026382,False
PXD026385,False
PXD026386,False
PXD026395,False
PXD026397,False
PXD026398,False
PXD026400,False
PXD026401,False
PXD026403,False
PXD026407,False
PXD026408,False
PXD026410,False
PXD026411,False
PXD026412,False
PXD026419,False
PXD026420,False
PXD026421,False
PXD026422,False
PXD026423,False
PXD026424,False
PXD026425,False
PXD026426,False
PXD026427,False
PXD026428,False
PXD026430,False
PXD026431,False
PXD026432,False
PXD026433,False
PXD026434,False
PXD026435,False
PXD026436,False
PXD026437,False
PXD026438,False
PXD026445,False
PXD026447,False
PXD026448,False
PXD026449,False
PXD026450,False
PXD026451,False
PXD026452,False
PXD026453,False
PXD026454,False
PXD026458,False
PXD026459,False
PXD026460,False
PXD026461,False
PXD026462,False
PXD026463,False
PXD026464,False
PXD026465,False
PXD026467,False
PXD026468,False
PXD026480,False
PXD026481,False
PXD026483,False
PXD026484,False
PXD026486,False
PXD026487,False
PXD026488,False
PXD026491,False
PXD026493,False
PXD026495,False
PXD026496,False
PXD026497,False
PXD026505,False
PXD026506,False
PXD026507,False
PXD026508,False
PXD026510,False
PXD026512,False
PXD026513,False
PXD026528,False
PXD026529,False
PXD026533,False
PXD026538,False
PXD026539,False
PXD026541,False
PXD026543,False
PXD026545,False
PXD026546,False
PXD026547,False
PXD026556,False
PXD026557,False
PXD026558,False
PXD026559,False
PXD026560,False
PXD026563,False
PXD026564,False
PXD026565,False
PXD026566,False
PXD026569,False
PXD026570,False
PXD026575,False
PXD026576,False
PXD026577,False
PXD026579,False
PXD026580,False
PXD026581,False
PXD026582,False
PXD026584,False
PXD026586,False
PXD026587,False
PXD026589,False
PXD026590,False
PXD026593,False
PXD026596,False
PXD026597,False
PXD026598,False
PXD026599,False
PXD026603,False
PXD026604,False
PXD026605,False
PXD026606,False
PXD026607,False
PXD026608,False
PXD026609,False
PXD026610,False
PXD026615,False
PXD026618,False
PXD026619,False
PXD026621,False
PXD026622,False
PXD026623,False
PXD026624,False
PXD026629,False
PXD026630,False
PXD026631,False
PXD026633,False
PXD026634,False
PXD026635,False
PXD026636,False
PXD026637,False
PXD026638,False
PXD026639,False
PXD026640,False
PXD026641,False
PXD026642,False
PXD026643,False
PXD026644,False
PXD026645,False
PXD026646,False
PXD026647,False
PXD026648,False
PXD026649,False
PXD026651,False
PXD026653,False
PXD026654,False
PXD026655,False
PXD026656,False
PXD026657,False
PXD026658,False
PXD026659,False
PXD026660,False
PXD026661,False
PXD026663,False
PXD026664,False
PXD026668,False
PXD026669,False
PXD026670,False
PXD026671,False
PXD026673,False
PXD026674,False
PXD026675,False
PXD026677,False
PXD026680,False
PXD026681,False
PXD026683,False
PXD026684,False
PXD026685,False
PXD026687,False
PXD026690,False
PXD026691,False
PXD026693,False
PXD026694,False
PXD026695,False
PXD026696,False
PXD026697,False
PXD026698,False
PXD026699,False
PXD026702,False
PXD026703,False
PXD026704,False
PXD026705,False
PXD026706,False
PXD026707,False
PXD026708,False
PXD026709,False
