source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD009602-Sample-269	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 269	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_2_HLA-class_I_CRC_malignant_Rep5.RAW	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-270	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 270	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_23_HLA-class_I_NMT_benign_Rep4.RAW	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-271	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 271	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_14_HLA-class_II_NMT_benign_Rep2.RAW	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-272	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 272	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_23_HLA-class_I_NMT_benign_Rep5.RAW	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-273	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 273	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_18_HLA-class_I_NMT_benign_Rep2.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-274	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 274	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_4_HLA-class_I_NMT_benign_Rep2.RAW	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-275	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 275	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_26_HLA-class_I_CRC_malignant_Rep3.RAW	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-276	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 276	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_5_HLA-class_I_NMT_benign_Rep2.RAW	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-277	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 277	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_4_HLA-class_II_NMT_benign_Rep2.RAW	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-278	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 278	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_32_HLA-class_II_CRC_malignant_Rep1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-279	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 279	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_20_HLA-class_II_CRC_malignant_Rep2.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-280	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 280	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_20_HLA-class_I_NMT_benign_Rep4.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-281	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 281	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_21_HLA-class_II_CRC_malignant_Rep2.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-282	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 282	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_11_HLA-class_II_CRC_malignant_Rep3.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-283	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 283	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_33_HLA-class_I_NMT_benign_Rep2.RAW	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-284	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 284	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_34_HLA-class_I_NMT_benign_Rep4.RAW	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-285	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 285	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_12_HLA-class_I_NMT_benign_Rep1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-286	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 286	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_31_HLA-class_I_NMT_benign_Rep1.RAW	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-287	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 287	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_32_HLA-class_I_NMT_benign_Rep5.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-288	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 288	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_14_HLA-class_II_CRC_malignant_Rep4.RAW	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-289	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 289	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_11_HLA-class_II_CRC_malignant_Rep5.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-290	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 290	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_7_HLA-class_I_CRC_malignant_R3_remnant.RAW	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-291	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 291	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_7_HLA-class_II_NMT_benign_Rep1.RAW	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-292	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 292	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_18_HLA-class_I_NMT_benign_Rep5.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-293	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 293	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_19_HLA-class_I_CRC_malignant_R2_remnant.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-294	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 294	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_15_HLA-class_I_NMT_benign_Rep2.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-295	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 295	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_26_HLA-class_I_NMT_benign_Rep3.RAW	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-296	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 296	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_4_HLA-class_I_CRC_malignant_Rep5.RAW	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-297	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 297	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_11_HLA-class_I_NMT_benign_PA2_pre-adjustment.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-298	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 298	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_15_HLA-class_II_NMT_benign_Rep4.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-299	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 299	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_11_HLA-class_II_NMT_benign_PA1_pre-adjustment.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-300	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 300	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_15_HLA-class_I_CRC_malignant_PA_pre-adjustment.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-301	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 301	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_33_HLA-class_I_NMT_benign_Rep5.RAW	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-302	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 302	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_17_HLA-class_II_NMT_benign_Rep3.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-303	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 303	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_32_HLA-class_II_NMT_benign_Rep2.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-304	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 304	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_12_HLA-class_I_CRC_malignant_Rep5.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-305	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 305	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_37_HLA-class_I_NMT_benign_Rep5.RAW	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-306	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 306	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_13_HLA-class_II_CRC_malignant_Rep3.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-307	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 307	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_20_HLA-class_II_NMT_benign_Rep5.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-308	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 308	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_16_HLA-class_II_NMT_benign_Rep1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-309	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 309	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_20_HLA-class_II_NMT_benign_Rep4.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-310	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 310	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_20_HLA-class_I_CRC_malignant_Rep5.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-311	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 311	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_15_HLA-class_I_NMT_benign_Rep1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-312	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 312	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_1_HLA-class_I_NMT_benign_PA_pre-adjustment.RAW	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-313	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 313	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_21_HLA-class_II_CRC_malignant_Rep5.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-314	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 314	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_12_HLA-class_I_CRC_malignant_Rep3.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-315	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 315	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_8_HLA-class_I_NMT_benign_Rep3.RAW	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-316	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 316	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_20_HLA-class_II_NMT_benign_Rep2.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-317	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 317	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_18_HLA-class_II_NMT_benign_R_remnant.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-318	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 318	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_30_HLA-class_I_CRC_malignant_Rep1.RAW	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-319	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 319	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_21_HLA-class_I_NMT_benign_Rep3.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-320	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 320	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_14_HLA-class_I_NMT_benign_Rep3.RAW	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-321	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 321	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_17_HLA-class_I_NMT_benign_Rep5.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-322	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 322	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_5_HLA-class_II_NMT_benign_Rep5.RAW	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-323	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 323	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_17_HLA-class_II_NMT_benign_Rep4.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-324	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 324	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_19_HLA-class_II_NMT_benign_Rep2.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-325	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 325	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_18_HLA-class_I_CRC_malignant_Rep3.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-326	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 326	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_21_HLA-class_I_NMT_benign_Rep1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-327	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 327	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_17_HLA-class_I_CRC_malignant_Rep3.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-328	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 328	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_7_HLA-class_I_CRC_malignant_Rep3.RAW	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-329	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 329	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_11_HLA-class_I_CRC_malignant_Rep4.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-330	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 330	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_14_HLA-class_II_NMT_benign_Rep3.RAW	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-331	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 331	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_11_HLA-class_II_CRC_malignant_Rep4.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-332	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 332	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_14_HLA-class_I_NMT_benign_PA_pre-adjustment.RAW	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-333	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 333	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_20_HLA-class_II_CRC_malignant_PA_pre-adjustment.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-334	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 334	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_4_HLA-class_I_CRC_malignant_PA_pre-adjustment.RAW	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-335	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 335	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_4_HLA-class_I_CRC_malignant_Rep1.RAW	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-336	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 336	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_29_HLA-class_I_CRC_malignant_Rep3.RAW	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-337	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 337	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_17_HLA-class_I_CRC_malignant_R2_remnant.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-338	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 338	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_13_HLA-class_II_CRC_malignant_Rep5.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
PXD009602-Sample-339	Homo sapiens	colon	colorectal carcinoma, normal	malignant cells	104	not available	27-85 years	run 339	proteomic profiling by mass spectrometry	not available	label free sample	LTQ Orbitrap XL	not available	1	5	not available	tissue type (CRC, NMC)	not available	orbitrap	UPN_20_HLA-class_I_CRC_malignant_Rep2.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma, normal
