source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD013737-Sample-71	Homo sapiens	liver	normal	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	not available	not available	not available	run 71	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	HNF4α genotype (WT, DBD Mut, SUMO Mut)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_32.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD013737-Sample-72	Homo sapiens	liver	normal	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	not available	not available	not available	run 72	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	HNF4α genotype (WT, DBD Mut, SUMO Mut)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_76.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD013737-Sample-73	Homo sapiens	liver	normal	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	not available	not available	not available	run 73	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	HNF4α genotype (WT, DBD Mut, SUMO Mut)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_85.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD013737-Sample-74	Homo sapiens	liver	normal	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	not available	not available	not available	run 74	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	HNF4α genotype (WT, DBD Mut, SUMO Mut)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_44.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD013737-Sample-75	Homo sapiens	liver	normal	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	not available	not available	not available	run 75	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	HNF4α genotype (WT, DBD Mut, SUMO Mut)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_43.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD013737-Sample-76	Homo sapiens	liver	normal	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	not available	not available	not available	run 76	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	HNF4α genotype (WT, DBD Mut, SUMO Mut)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_69.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD013737-Sample-77	Homo sapiens	liver	normal	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	not available	not available	not available	run 77	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	HNF4α genotype (WT, DBD Mut, SUMO Mut)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_25.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD013737-Sample-78	Homo sapiens	liver	normal	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	not available	not available	not available	run 78	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	HNF4α genotype (WT, DBD Mut, SUMO Mut)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_42.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD013737-Sample-79	Homo sapiens	liver	normal	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	not available	not available	not available	run 79	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	HNF4α genotype (WT, DBD Mut, SUMO Mut)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_23.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD013737-Sample-80	Homo sapiens	liver	normal	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	not available	not available	not available	run 80	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	HNF4α genotype (WT, DBD Mut, SUMO Mut)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_73.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD013737-Sample-81	Homo sapiens	liver	normal	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	not available	not available	not available	run 81	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	HNF4α genotype (WT, DBD Mut, SUMO Mut)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_35.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD013737-Sample-82	Homo sapiens	liver	normal	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	not available	not available	not available	run 82	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	HNF4α genotype (WT, DBD Mut, SUMO Mut)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_49.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD013737-Sample-83	Homo sapiens	liver	normal	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	not available	not available	not available	run 83	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	HNF4α genotype (WT, DBD Mut, SUMO Mut)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_86.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD013737-Sample-84	Homo sapiens	liver	normal	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	not available	not available	not available	run 84	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	HNF4α genotype (WT, DBD Mut, SUMO Mut)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_70.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD013737-Sample-85	Homo sapiens	liver	normal	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	not available	not available	not available	run 85	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	HNF4α genotype (WT, DBD Mut, SUMO Mut)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_38.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD013737-Sample-86	Homo sapiens	liver	normal	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	not available	not available	not available	run 86	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	HNF4α genotype (WT, DBD Mut, SUMO Mut)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_66.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD013737-Sample-87	Homo sapiens	liver	normal	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	not available	not available	not available	run 87	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	HNF4α genotype (WT, DBD Mut, SUMO Mut)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_74.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD013737-Sample-88	Homo sapiens	liver	normal	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	not available	not available	not available	run 88	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	HNF4α genotype (WT, DBD Mut, SUMO Mut)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_62.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD013737-Sample-89	Homo sapiens	liver	normal	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	not available	not available	not available	run 89	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	HNF4α genotype (WT, DBD Mut, SUMO Mut)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_16.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD013737-Sample-90	Homo sapiens	liver	normal	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	not available	not available	not available	run 90	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	HNF4α genotype (WT, DBD Mut, SUMO Mut)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_93.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD013737-Sample-91	Homo sapiens	liver	normal	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	not available	not available	not available	run 91	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	HNF4α genotype (WT, DBD Mut, SUMO Mut)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_19.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD013737-Sample-92	Homo sapiens	liver	normal	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	not available	not available	not available	run 92	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	HNF4α genotype (WT, DBD Mut, SUMO Mut)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_20.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD013737-Sample-93	Homo sapiens	liver	normal	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	not available	not available	not available	run 93	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	HNF4α genotype (WT, DBD Mut, SUMO Mut)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_08.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD013737-Sample-94	Homo sapiens	liver	normal	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	not available	not available	not available	run 94	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	HNF4α genotype (WT, DBD Mut, SUMO Mut)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_10.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD013737-Sample-95	Homo sapiens	liver	normal	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	not available	not available	not available	run 95	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	HNF4α genotype (WT, DBD Mut, SUMO Mut)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_13.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD013737-Sample-96	Homo sapiens	liver	normal	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	not available	not available	not available	run 96	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	HNF4α genotype (WT, DBD Mut, SUMO Mut)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_65.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
